# address	flags	name   (generated by lifted_oracle_plan.py)
0x00401000	ok	??0StringStruct@@QAE@H@Z
0x00401060	indirect	?close@StringStruct@@QAEXXZ
0x00401100	extcall,iat,indirect,undef=4	?add@StringStruct@@QAEHH@Z
0x00401520	extcall,iat,indirect,undef=4	sub_401520
0x00401560	undef=4	?seek_id@StringStruct@@QAEHH@Z
0x004015b0	extcall,undef=4	?seek_pos@StringStruct@@QAEHH@Z
0x00401640	undef=4	?current_id@StringStruct@@QAEHXZ
0x00401660	ok	??0ServiceStruct@@QAE@H@Z
0x004016c0	indirect	?close@ServiceStruct@@QAEXXZ
0x00401760	extcall,iat,indirect,undef=4	?add@ServiceStruct@@QAEHH@Z
0x00401b80	ok	sub_401b80
0x00401be0	indirect	sub_401be0
0x00401c80	ok	SessionStruct::SessionStruct
0x00401ce0	indirect	SessionStruct::close
0x00401d80	extcall,fs,iat,indirect,undef=4	sub_401d80
0x00402310	ok	sub_402310
0x00402320	extcall,iat,indirect,undef=4	sub_402320
0x00402350	extcall,fs,iat,indirect,undef=4	sub_402350
0x004023a0	extcall,fs,indirect,undef=4	sub_4023a0
0x00402500	undef=4	?next_entry@StringStruct@@QAEHXZ
0x00402530	undef=4	?current_entry@StringStruct@@QAEHXZ
0x00402550	extcall,iat,indirect,undef=4	SpriteStruct::add
0x00402970	indirect,undef=4	StringStruct::remove_all
0x004029f0	extcall,iat,indirect,undef=4	??1StringStruct@@QAE@H@Z
0x00402a60	extcall,iat,indirect,undef=4	ServiceStruct::dt
0x00402ad0	extcall,iat,indirect,undef=4	sub_402ad0
0x00402b40	extcall,iat,indirect,undef=4	SessionStruct::dt
0x00402bb0	extcall,iat,indirect,undef=4	sub_402bb0
0x00402c20	extcall,iat,indirect,undef=4	sub_402c20
0x00402c70	extcall,iat,indirect,undef=4	sub_402c70
0x00402cc0	extcall,fs,iat,indirect,undef=4	sub_402cc0
0x00402d10	ok	sub_402d10
0x00402d80	extcall,iat,indirect,undef=4	sub_402d80
0x00402dd0	extcall,fs,indirect	sub_402dd0
0x00402ee0	indirect	sub_402ee0
0x00402f10	extcall,fs,indirect	??__Eg_ALPHAMENU_WAVE@@YAXXZ
0x00402f30	extcall,fs,iat,indirect	??__Fg_ALPHAMENU_WAVE@@YAXXZ
0x00402f40	extcall,fs,iat,indirect,undef=4,x87	?init@AlphaMenu@@QAEHPAUWin@@@Z
0x004031a0	extcall,iat,indirect,undef=4	?compute@AlphaMenu@@QAEXXZ
0x004032a0	indirect	?adjust@AlphaMenu@@QAEXXZ
0x00403340	extcall,fs,iat,indirect,x87	?on_redraw@AlphaMenu@@QAEXXZ
0x00403550	extcall,fs,iat,indirect,x87	?on_mouse_move@AlphaMenu@@QAEXHH@Z
0x00403610	undef=4	?requested_height@AlphaMenu@@QAEHXZ
0x00403620	ok	?on_adjust_pulldown_pos@AlphaMenu@@QAEXPAHPAH@Z
0x00403680	extcall,fs,iat,indirect,undef=4,x87	?show@AlphaMenu@@QAEXXZ
0x00403830	extcall,fs,iat,indirect,undef=4,x87	?hide@AlphaMenu@@QAEXXZ
0x00403af0	extcall,fs,iat,indirect,x87	?fill_func@AlphaMenu@@QAAHPAUGraphicWin@@HPAURECT@@@Z
0x00403b70	extcall,fs,iat,indirect,x87	?backfill_func@AlphaMenu@@QAAHPAUGraphicWin@@@Z
0x00403ba0	extcall,fs,iat,indirect,undef=4,x87	?amovie_project@@YAXH@Z
0x00403be0	extcall,fs,iat,indirect,x87	?amovie_project@@YAXPAD@Z
0x00404010	extcall,fs,iat,indirect,x87	??0AlphaMovie@@QAE@XZ
0x00404070	extcall,fs,iat,indirect,undef=4,x87	?exec@AlphaMovie@@QAEHPAD@Z
0x004041c0	ok	?on_modal@AlphaMovie@@QAE_NXZ
0x004041e0	extcall,fs,iat,indirect,x87	?close@AlphaMovie@@QAEXXZ
0x00404200	ok	?UNK1@AlphaMovie@@QAEXXZ
0x00404210	indirect	?on_key_click@AlphaMovie@@QAEHHH@Z
0x00404220	undef=4	?UNK2@AlphaMovie@@QAEHHHH@Z
0x00404230	ok	?UNK3@AlphaMovie@@QAEHH@Z
0x00404240	undef=4	?UNK4@AlphaMovie@@QAEHHHHH@Z
0x00404250	undef=4	?UNK5@AlphaMovie@@QAEHH@Z
0x00404260	ok	?UNK6@AlphaMovie@@QAEXHH@Z
0x00404270	ok	?UNK6@AlphaMovie@@QAEXH@Z
0x00404280	ok	?UNK7@AlphaMovie@@QAEXXZ
0x00404290	extcall,fs,iat,indirect,x87	?update@AlphaMovie@@QAEXXZ
0x004042a0	ok	?UNK8@AlphaMovie@@QAEHHH@Z
0x004042b0	ok	sub_4042b0
0x004042c0	extcall,fs,iat,indirect	??1MCIVideo@@QAE@XZ
0x00404310	extcall,fs,iat,indirect,x87	??1AlphaMovie@@QAE@XZ
0x004043a0	extcall,fs,iat,indirect,undef=4,x87	??_GAlphaMovie@@UAEPAXI@Z
0x004043d0	extcall,fs,iat,indirect,x87	??1UV2Player@@QAE@XZ
0x00404420	ok	sub_404420
0x00404430	extcall,fs,iat,indirect,x87	??3AlphaMovie@@SAXPAXI@Z
0x00404440	extcall	??__Eg_UNUSED_SPRITE_VAR02@@YAXXZ
0x00404460	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR02@@YAXXZ
0x00404470	extcall	??__Eg_UNUSED_SPRITE_VAR11@@YAXXZ
0x00404490	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR11@@YAXXZ
0x004044a0	extcall	??__Eg_UNUSED_SPRITE_VAR06@@YAXXZ
0x004044c0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR06@@YAXXZ
0x004044d0	extcall	??__Eg_UNUSED_SPRITE_VAR09@@YAXXZ
0x004044f0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR09@@YAXXZ
0x00404500	extcall	??__Eg_UNUSED_SPRITE_VAR21@@YAXXZ
0x00404520	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR21@@YAXXZ
0x00404530	extcall	??__Eg_UNUSED_SPRITE_VAR05@@YAXXZ
0x00404550	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR05@@YAXXZ
0x00404560	extcall	??__Eg_UNUSED_SPRITE_VAR08@@YAXXZ
0x00404580	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR08@@YAXXZ
0x00404590	extcall	??__Eg_UNUSED_SPRITE_VAR04@@YAXXZ
0x004045b0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR04@@YAXXZ
0x004045c0	extcall	??__Eg_UNUSED_SPRITE_VAR01@@YAXXZ
0x004045e0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR01@@YAXXZ
0x004045f0	extcall	??__Eg_UNUSED_SPRITE_VAR18@@YAXXZ
0x00404610	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR18@@YAXXZ
0x00404620	extcall	??__Eg_UNUSED_SPRITE_VAR03@@YAXXZ
0x00404640	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR03@@YAXXZ
0x00404650	extcall	??__Eg_UNUSED_SPRITE_VAR20@@YAXXZ
0x00404670	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR20@@YAXXZ
0x00404680	extcall	??__Eg_UNUSED_SPRITE_VAR16@@YAXXZ
0x004046a0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR16@@YAXXZ
0x004046b0	extcall	??__Eg_UNUSED_SPRITE_VAR14@@YAXXZ
0x004046d0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR14@@YAXXZ
0x004046e0	extcall	??__Eg_UNUSED_SPRITE_VAR22@@YAXXZ
0x00404700	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR22@@YAXXZ
0x00404710	extcall	??__Eg_UNUSED_SPRITE_VAR10@@YAXXZ
0x00404730	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR10@@YAXXZ
0x00404740	extcall	??__Eg_UNUSED_SPRITE_VAR15@@YAXXZ
0x00404760	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR15@@YAXXZ
0x00404770	extcall	??__Eg_UNUSED_SPRITE_VAR13@@YAXXZ
0x00404790	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR13@@YAXXZ
0x004047a0	extcall	??__Eg_UNUSED_SPRITE_VAR17@@YAXXZ
0x004047c0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR17@@YAXXZ
0x004047d0	extcall	??__Eg_UNUSED_SPRITE_VAR19@@YAXXZ
0x004047f0	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR19@@YAXXZ
0x00404800	extcall	??__Eg_UNUSED_SPRITE_VAR12@@YAXXZ
0x00404820	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR12@@YAXXZ
0x00404830	extcall	??__Eg_UNUSED_SPRITE_VAR07@@YAXXZ
0x00404850	extcall,iat,indirect	??__Fg_UNUSED_SPRITE_VAR07@@YAXXZ
0x00404860	extcall,fs,iat,indirect,x87	?sprite_draw_func@@YAXPAUSprite@@PAUGraphicWin@@HHH@Z
0x004048a0	extcall,fs,iat,indirect,x87	??0Popup@@QAE@XZ
0x00404900	extcall,fs,iat,indirect,x87	?close@Popup@@QAEXXZ
0x00404920	extcall,fs,iat,indirect,undef=4,x87	?show@Popup@@QAEXH@Z
0x00404a80	extcall,fs,iat,indirect,undef=4,x87	?hide@Popup@@QAEXXZ
0x00404b00	extcall,fs,iat,indirect,x87	?on_redraw@Popup@@QAEXXZ
0x00404b10	extcall,iat,indirect,undef=4	?calculate_dimensions@Popup@@QAEHXZ
0x00404ef0	indirect,undef=4	?on_post_window_init@Popup@@QAEXXZ
0x00404f80	ok	?on_redraw_nc@Popup@@QAEXPAURECT@@H@Z
0x00404f90	ok	?on_nc_hittest@Popup@@QAEHHH@Z
0x00404fb0	extcall,fs,iat,indirect,x87	?alloc@Popup@@QAAHXZ
0x00405020	ok	?on_adjust_button_width@Popup@@QAEXXZ
0x00405050	undef=4	?on_adjust_button_placement@Popup@@QAEXPAH00@Z
0x004050a0	extcall,iat,indirect,undef=4	?on_link_clicked@Popup@@QAEHHPAD@Z
0x00405140	extcall,fs,iat,indirect,undef=4,x87	?POP2@@YAHPBDPBDH@Z
0x004055a0	extcall,fs,iat,indirect,undef=4,x87	?POP3@@YAXPBDPBDHHH@Z
0x00405910	extcall,fs,iat,indirect,undef=4,x87	?on_exec@Popup@@QAEHXZ
0x00405b10	undef=4	?on_dialog_back_draw@Popup@@QAEHPAUGraphicWin@@@Z
0x00405b20	extcall,fs,iat,indirect,undef=4,x87	?on_dialog_item_back_draw@Popup@@QAEHPAUGraphicWin@@HHPAURECT@@@Z
0x00405c80	extcall,fs,iat,indirect,undef=4,x87	?on_draw_background@Popup@@QAEHXZ
0x00406260	extcall,fs,iat,indirect,undef=4,x87	?on_listbox_scroll_create@Popup@@QAEHXZ
0x00406330	extcall,fs,iat,indirect,undef=4,x87	?on_listbox_scroll_delete@Popup@@QAEHPAUScroll@@@Z
0x00406380	extcall,fs,iat,indirect,undef=4,x87	?start@Popup@@QAEXPADPBDHPADHPAUGraphicWin@@@Z
0x004064d0	extcall,fs,iat,indirect,x87	??1BasePop@@QAE@XZ
0x00406670	extcall,fs,iat,indirect,undef=4	sub_406670
0x004066c0	extcall,fs,indirect,undef=4	sub_4066c0
0x00406820	extcall,fs,indirect	sub_406820
0x00406840	ok	sub_406840
0x00406850	extcall,iat,indirect	??1Sprite@@QAE@XZ
0x00406860	extcall,fs,iat,indirect,undef=4,x87	?hide@BaseButton@@QAEXXZ
0x00406880	extcall,fs,iat,indirect,x87	??1FlatButton@@QAE@XZ
0x004068e0	extcall,fs,iat,indirect,undef=4,x87	??_GFlatButton@@UAEPAXI@Z
0x00406910	extcall,fs,iat,indirect,x87	??1Dialogs@@QAE@XZ
0x00406a80	undef=4	sub_406a80
0x00406a90	extcall,fs,iat,indirect,x87	sub_406a90
0x00406af0	extcall,fs,iat,indirect,x87	sub_406af0
0x00406b20	ok	nullsub_27
0x00406b30	undef=4	sub_406b30
0x00406b40	extcall,fs,iat,indirect,undef=4,x87	??_GBasePop@@UAEPAXI@Z
0x00406b70	indirect	sub_406b70
0x00406ba0	indirect	sub_406ba0
0x00406bd0	extcall,fs,iat,indirect,undef=4,x87	??_GPopup@@UAEPAXI@Z
0x00406c00	extcall,fs,iat,indirect,x87	??1Popup@@QAE@XZ
0x00406e60	extcall,fs,iat,indirect,x87	??1Scroll@@QAE@XZ
0x00406f20	extcall,fs,iat,indirect,undef=4,x87	??_GScroll@@UAEPAXI@Z
0x00406f50	extcall,fs,iat,indirect,x87	??1thunk1_RadioButton@@QAE@H@Z
0x00406f60	extcall,fs,iat,indirect,undef=4,x87	??1RadioButton@@QAE@H@Z
0x00406ff0	extcall,fs,iat,indirect,x87	?on_redraw@thunk1_RadioButton@@QAEXXZ
0x00407000	extcall,indirect	?on_mouse_move@thunk1_RadioButton@@QAEXHH@Z
0x00407010	indirect	?on_mouse_leave@thunk1_RadioButton@@QAEXHH@Z
0x00407020	extcall,fs,iat,indirect,x87	?on_left_down@thunk1_RadioButton@@QAEXHH@Z
0x00407030	extcall,fs,iat,indirect,x87	?on_key_down@thunk1_RadioButton@@QAEHH@Z
0x00407040	extcall,indirect	?on_left_double_click@thunk1_RadioButton@@QAEXHH@Z
0x00407050	indirect	?on_dialog_focus@thunk1_RadioButton@@QAEXH@Z
0x00407060	extcall,fs,iat,indirect,x87	??1thunk2_RadioButton@@QAE@H@Z
0x00407080	extcall,fs,iat,indirect,x87	??1thunk3_RadioButton@@QAE@H@Z
0x00407090	extcall,fs,iat,indirect,x87	?attach@thunk1_RadioButton@@QAEHPAUGraphicWin@@HHH@Z
0x004070a0	extcall,fs,iat,indirect,x87	?on_redraw@thunk3_RadioButton@@QAEXXZ
0x004070b0	extcall,fs,iat,indirect,x87	??3BasePop@@SAXPAXI@Z
0x004070c0	extcall,fs,iat,indirect,x87	??3Scroll@@SAXPAXI@Z
0x004070d0	extcall,fs,iat,indirect,x87	??3Popup@@SAXPAXI@Z
0x004070e0	extcall,fs,iat,indirect,x87	??3FlatButton@@SAXPAXI@Z
0x004070f0	extcall,fs,iat,indirect,x87	??_Gthunk1_Dialogs@@UAEPAXI@Z
0x00407100	extcall,fs,iat,indirect,undef=4,x87	??_GDialogs@@UAEPAXI@Z
0x00407150	indirect	?on_scroll_create@thunk1_Dialogs@@QAEXXZ
0x00407160	indirect	?on_scroll_delete@thunk1_Dialogs@@QAEHPAUScroll@@@Z
0x00407170	extcall,fs,iat,indirect,x87	?on_redraw@thunk1_Dialogs@@QAEXXZ
0x00407180	indirect	?on_mousewheel@thunk1_Dialogs@@QAEXH@Z
0x00407190	extcall,iat,indirect	?on_mouse_move@thunk1_Dialogs@@QAEXHH@Z
0x004071a0	indirect	?on_mouse_leave@thunk1_Dialogs@@QAEXHH@Z
0x004071b0	extcall,fs,iat,indirect,x87	?on_left_click@thunk1_Dialogs@@QAEXHH@Z
0x004071c0	extcall,fs,iat,indirect,x87	?on_left_down@thunk1_Dialogs@@QAEXHH@Z
0x004071d0	iat,indirect	?on_left_up@thunk1_Dialogs@@QAEXHH@Z
0x004071e0	iat,indirect	?on_right_click@thunk1_Dialogs@@QAEXHH@Z
0x004071f0	iat,indirect	?on_right_down@thunk1_Dialogs@@QAEXHH@Z
0x00407200	iat,indirect	?on_right_up@thunk1_Dialogs@@QAEXHH@Z
0x00407210	extcall,fs,iat,indirect,x87	?on_key_down@thunk1_Dialogs@@QAEHH@Z
0x00407220	extcall,iat,indirect	?on_left_double_click@thunk1_Dialogs@@QAEXHH@Z
0x00407230	iat,indirect	?on_right_double_click@thunk1_Dialogs@@QAEXHH@Z
0x00407240	extcall,iat,indirect	?on_scrolled@thunk1_Dialogs@@QAEXHH@Z
0x00407250	extcall,iat,indirect	?on_scrolling@thunk1_Dialogs@@QAEXHH@Z
0x00407260	indirect	?on_dialog_focus@thunk1_Dialogs@@QAEXH@Z
0x00407270	indirect	?pass_dialog_focus@thunk1_Dialogs@@QAEXXZ
0x00407280	extcall,fs,iat,indirect,x87	??_Gthunk2_Dialogs@@UAEPAXI@Z
0x004072a0	extcall,fs,iat,indirect,x87	??_Gthunk3_Dialogs@@UAEPAXI@Z
0x004072b0	extcall,fs,iat,indirect,x87	?attach@thunk1_Dialogs@@QAEHPAUGraphicWin@@HHH@Z
0x004072c0	extcall,fs,iat,indirect,x87	?on_redraw@thunk3_Dialogs@@QAEXXZ
0x004072d0	extcall,fs,iat,indirect,undef=4,x87	?filebox_draw@AlphaSave@@QAAXPAUGraphicWin@@HHHHH@Z
0x00407350	extcall,fs,iat,indirect,x87	??0AlphaSave@@QAE@XZ
0x00407410	extcall,fs,iat,indirect,x87	?init@AlphaSave@@QAEXXZ
0x00407910	extcall,fs,iat,indirect,x87	?close@AlphaSave@@QAEXXZ
0x00407920	extcall,fs,iat,indirect,x87	?save@AlphaSave@@QAEXXZ
0x00407a80	extcall,fs,iat,indirect,x87	?load@AlphaSave@@QAEXXZ
0x00407be0	extcall,fs,iat,indirect,undef=4,x87	?show@AlphaSave@@QAEXH@Z
0x00407c60	extcall,fs,iat,indirect,undef=4,x87	?hide@AlphaSave@@QAEXXZ
0x00407cd0	extcall,fs,iat,indirect,x87	?on_button_clicked@AlphaSave@@QAEXH@Z
0x00407cf0	extcall,fs,iat,indirect,x87	?on_double_clicked@AlphaSave@@QAEXH@Z
0x00407d10	iat,indirect	?on_key_click@AlphaSave@@QAEXHH@Z
0x00407d90	extcall,indirect	?on_selected@AlphaSave@@QAEXH@Z
0x00407e80	extcall,fs,iat,indirect,undef=4,x87	?on_listbox_scroll_create@AlphaSave@@QAEHXZ
0x00407ed0	extcall,fs,iat,indirect,undef=4,x87	?on_listbox_scroll_delete@AlphaSave@@QAEHPAUScroll@@@Z
0x00407f00	extcall,fs,iat,indirect,x87	??1FileWin@@QAE@XZ
0x00408010	extcall,fs,iat,indirect,x87	??1EditBox@@QAE@XZ
0x00408080	extcall,fs,iat,indirect,undef=4,x87	??_GEditBox@@UAEPAXI@Z
0x004080b0	extcall,fs,iat,indirect,x87	sub_4080b0
0x004080e0	indirect	?on_scrolling@AlphaSave@@QAEXHH@Z
0x00408110	indirect	?on_scrolled@AlphaSave@@QAEXHH@Z
0x00408140	extcall,fs,iat,indirect,undef=4,x87	??_GAlphaSave@@UAEPAXI@Z
0x00408170	extcall,fs,iat,indirect,x87	??1AlphaSave@@QAE@XZ
0x00408390	extcall,fs,iat,indirect,x87	??3AlphaSave@@SAXPAXI@Z
0x004083a0	extcall,fs,iat,indirect,x87	??3EditBox@@SAXPAXI@Z
0x004083b0	extcall,fs,iat,indirect,x87	??__Eg_BASEWIN@@YAXXZ
0x004083d0	extcall,fs,iat,indirect,x87	??__Fg_BASEWIN@@YAXXZ
0x004083e0	extcall,fs,indirect	??__Eg_BASEWIN_WAVE@@YAXXZ
0x00408400	extcall,fs,iat,indirect	??__Fg_BASEWIN_WAVE@@YAXXZ
0x00408410	extcall,iat,indirect,undef=4	?load_inverts@@YAXXZ
0x00408470	undef=4	sub_408470
0x00408490	extcall,fs,iat,indirect,x87	??0BaseWin@@QAE@XZ
0x00408710	ok	?close@BaseWin@@QAEXXZ
0x00408720	extcall,fs,iat,indirect,x87	?psych_row@BaseWin@@QAEXHHHHHHH@Z
0x00408b20	extcall,fs,iat,indirect,x87	?draw_psych@BaseWin@@QAEXXZ
0x00408eb0	extcall,fs,iat,indirect,x87	?draw_support@BaseWin@@QAEXXZ
0x004090c0	undef=4	?UNK1@BaseWin@@QAEHH@Z
0x00409100	indirect,undef=4	?farm_get@BaseWin@@QAEHHH@Z
0x00409200	extcall,fs,iat,indirect,x87	?queue_click@BaseWin@@QAEXHHHH@Z
0x0040a1d0	extcall,fs,iat,indirect,undef=4,x87	?farm_click@BaseWin@@QAEXHHH@Z
0x0040a880	extcall,fs,iat,indirect,x87	?pop_click@BaseWin@@QAEXHHHH@Z
0x0040b120	extcall,fs,iat,indirect,x87	?UNK2@BaseWin@@QAEXHHHH@Z
0x0040b140	extcall,fs,iat,indirect,undef=4,x87	?garrison_click@BaseWin@@QAEXHHHH@Z
0x0040c070	extcall,fs,iat,indirect,undef=4,x87	?facilities_click@BaseWin@@QAEHHHHH@Z
0x0040c850	extcall,fs,iat,indirect,x87	?draw_supported@BaseWin@@QAEXH@Z
0x0040d250	extcall,fs,iat,indirect,x87	?draw_flash@BaseWin@@QAEXH@Z
0x0040e360	extcall,fs,iat,indirect,x87	?draw_production@BaseWin@@QAEXH@Z
0x0040f0f0	extcall,fs,iat,indirect,x87	?draw_farm@BaseWin@@QAEXH@Z
0x0040fcc0	extcall,fs,iat,indirect,x87	?draw_facilities@BaseWin@@QAEXH@Z
0x004103b0	extcall,fs,iat,indirect,x87	?draw_garrison@BaseWin@@QAEXH@Z
0x00410870	extcall,fs,iat,indirect,x87	?draw_commerce@BaseWin@@QAEXH@Z
0x00411240	extcall,fs,iat,indirect,x87	?draw_nutrients@BaseWin@@QAEXH@Z
0x00411980	extcall,fs,iat,indirect,x87	?draw_energy_alloc@BaseWin@@QAEXH@Z
0x00412aa0	extcall,fs,iat,indirect,x87	?draw_expenses@BaseWin@@QAEXH@Z
0x00414b40	extcall,fs,iat,indirect,x87	?draw_pop@BaseWin@@QAEXH@Z
0x00415080	extcall,fs,iat,indirect,x87	?draw_queue@BaseWin@@QAEXH@Z
0x00415730	extcall,fs,iat,indirect,x87	?draw_misc@BaseWin@@QAEXH@Z
0x00415b20	extcall,fs,iat,indirect,x87	?draw_info@BaseWin@@QAEXH@Z
0x00415dd0	extcall,fs,iat,indirect,undef=4,x87	?focus@BaseWin@@QAEXXZ
0x00415e60	extcall,fs,iat,indirect,undef=4,x87	?UNK3@BaseWin@@QAEXH@Z
0x00415f00	extcall,fs,iat,indirect,undef=4,x87	?gov_activate@BaseWin@@QAEXXZ
0x00415f70	extcall,fs,iat,indirect,undef=4,x87	?gov_on@BaseWin@@QAEXH@Z
0x004160f0	extcall,fs,iat,indirect,undef=4,x87	?iface_click@BaseWin@@QAEXHHHH@Z
0x00416540	extcall,fs,iat,indirect,x87	?bubble_me_elmo2@BaseWin@@QAEXPADHH@Z
0x00416580	extcall,fs,iat,indirect,x87	?bubble_me_elmo2@BaseWin@@QAGXPADHH@Z
0x004165d0	extcall,fs,iat,indirect,undef=4,x87	?click@BaseWin@@QAEXHHHH@Z
0x00416d90	extcall,fs,iat,indirect,undef=4,x87	?recompute@BaseWin@@QAEXH@Z
0x00416dd0	ok	?UNK4@BaseWin@@QAEXXZ
0x00416de0	extcall,fs,iat,indirect,undef=4,x87	?add_queue@BaseWin@@QAEXHH@Z
0x00416fb0	extcall,fs,iat,indirect,x87	?delete_queue@BaseWin@@QAEXH@Z
0x00417040	extcall,fs,iat,indirect,x87	?production@BaseWin@@QAEXHH@Z
0x00418df0	extcall,fs,iat,indirect,x87	?hurry@BaseWin@@QAEXXZ
0x00419a90	extcall,fs,iat,indirect,undef=4,x87	?governor@BaseWin@@QAEHH@Z
0x0041a010	extcall,fs,iat,indirect,undef=4,x87	?prev@BaseWin@@QAEXXZ
0x0041a160	extcall,fs,iat,indirect,undef=4,x87	?next@BaseWin@@QAEXXZ
0x0041a2b0	extcall,fs,iat,indirect,undef=4,x87	?rename@BaseWin@@QAEXXZ
0x0041a4c0	extcall,fs,iat,indirect,undef=4,x87	?exit@BaseWin@@QAEXXZ
0x0041a610	ok	?UNK5@BaseWin@@QAEXH@Z
0x0041a620	extcall,fs,iat,indirect,undef=4,x87	?base_killed@BaseWin@@QAEXH@Z
0x0041a7a0	extcall,fs,iat,indirect,undef=4,x87	?check_base@BaseWin@@QAEXH@Z
0x0041a7e0	extcall,fs,iat,indirect,undef=4,x87	?check_loc@BaseWin@@QAEXHHH@Z
0x0041a8b0	extcall,iat,indirect,undef=4	?check_veh@BaseWin@@QAEXH@Z
0x0041a920	extcall,fs,iat,indirect,undef=4,x87	?zoom@BaseWin@@QAEXHH@Z
0x0041ae40	extcall,fs,iat,indirect,undef=4,x87	?soft_zoom@BaseWin@@QAEXH@Z
0x0041af20	ok	?UNK6@BaseWin@@QAEXXZ
0x0041af30	ok	?UNK7@BaseWin@@QAEXXZ
0x0041af40	ok	?timer_callback@BaseWin@@QAAXHH@Z
0x0041af50	extcall,fs,iat,indirect,x87	?on_key_click@BaseWin@@QAEXHH@Z
0x0041af70	extcall,fs,iat,indirect,x87	?on_left_click@BaseWin@@QAEXHH@Z
0x0041af90	extcall,fs,iat,indirect,x87	?on_right_click@BaseWin@@QAEXHH@Z
0x0041afb0	extcall,fs,iat,indirect,x87	?on_left_double_click@BaseWin@@QAEXHH@Z
0x0041afd0	extcall,fs,iat,indirect,x87	?on_left_up@BaseWin@@QAEXHH@Z
0x0041b110	extcall,fs,iat,indirect,undef=4,x87	?on_left_down@BaseWin@@QAEXHH@Z
0x0041b1e0	extcall,fs,iat,indirect,x87	?on_mouse_leave@BaseWin@@QAEXHH@Z
0x0041b1f0	extcall,fs,iat,indirect,undef=4,x87	?on_mouse_move@BaseWin@@QAEXHH@Z
0x0041b4a0	extcall,fs,iat,indirect,x87	?on_scrolled@BaseWin@@QAEXHH@Z
0x0041b4c0	indirect	?on_scrolling@BaseWin@@QAEXHH@Z
0x0041b4e0	ok	?on_button_toggled@BaseWin@@QAEXHH@Z
0x0041b4f0	extcall,fs,iat,indirect,undef=4,x87	?staple_the_bastards@BaseWin@@QAEXXZ
0x0041b790	extcall,fs,iat,indirect,x87	?base_editor_fac@BaseWin@@QAEXXZ
0x0041bbc0	extcall,fs,iat,indirect,x87	?base_editor_proj@BaseWin@@QAEXXZ
0x0041c240	extcall,fs,iat,indirect,x87	?base_editor_copy@BaseWin@@QAEXH@Z
0x0041c7a0	extcall,fs,iat,indirect,x87	?base_editor@BaseWin@@QAEXXZ
0x0041d500	extcall,fs,iat,indirect,x87	?on_button_clicked@BaseWin@@QAEXH@Z
0x0041dad0	extcall,fs,iat,indirect,undef=4,x87	?on_status@BaseWin@@QAEXH@Z
0x0041dc80	extcall,fs,iat,indirect,x87	?on_iface_scrolled@BaseWin@@QAEXHH@Z
0x0041dcb0	indirect	?on_iface_scrolling@BaseWin@@QAEXHH@Z
0x0041dcd0	extcall,fs,iat,indirect,x87	?on_iface_left_click@BaseWin@@QAEXHH@Z
0x0041dcf0	extcall,fs,iat,indirect,x87	?on_iface_right_click@BaseWin@@QAEXHH@Z
0x0041dd10	extcall,fs,iat,indirect,x87	?on_iface_left_up@BaseWin@@QAEXHH@Z
0x0041de60	extcall,fs,iat,indirect,undef=4,x87	?on_iface_left_down@BaseWin@@QAEXHH@Z
0x0041df40	ok	?on_iface_right_down@BaseWin@@QAEXHH@Z
0x0041df50	extcall,fs,iat,indirect,undef=4,x87	?on_iface_mouse_move@BaseWin@@QAEXHH@Z
0x0041e3e0	extcall,fs,iat,indirect,undef=4,x87	?on_iface_mouse_leave@BaseWin@@QAEXHH@Z
0x0041e4c0	ok	?on_iface_selected@BaseWin@@QAEXHH@Z
0x0041e4d0	extcall,fs,iat,indirect,x87	?on_iface_left_double_click@BaseWin@@QAEXHH@Z
0x0041e4f0	extcall,fs,iat,indirect,x87	?on_iface_right_double_click@BaseWin@@QAEXHH@Z
0x0041e510	indirect	?on_iface_button_clicked@BaseWin@@QAEXH@Z
0x0041e530	indirect	?on_iface_button_toggled@BaseWin@@QAEXHH@Z
0x0041e560	indirect,undef=4	?update_gov_buttons@BaseWin@@QAEXXZ
0x0041e790	extcall,fs,iat,indirect,x87	?on_redraw@BaseWin@@QAEXXZ
