# address	flags	name   (generated by lifted_oracle_plan.py)
0x004f5f30	extcall,fs,iat,indirect,undef=4,x87	?base_doctors@@YAXXZ
0x004f6510	undef=4	?fac_maint@@YAHHH@Z
0x004f65f0	extcall,fs,iat,indirect,x87	?base_maint@@YAXXZ
0x004f67f0	extcall,fs,iat,indirect,undef=4,x87	?base_ecology@@YAXXZ
0x004f79c0	extcall,fs,iat,indirect,undef=4,x87	?base_upkeep@@YAHH@Z
0x004f7fe0	extcall,undef=4	?make_base_unique@@YAXH@Z
0x004f8090	extcall	?vector_dist@@YAHHH@Z
0x004f80d0	undef=4	?has_project@@YAHHH@Z
0x004f8110	undef=4	?base_claimed@@YAHHHHHHH@Z
0x004f81a0	extcall,iat,indirect,undef=4	?base_build@@YAHHPAH00@Z
0x00500120	ok	?clear@@YAXXZ
0x00500130	extcall	?says@@YAXPBD@Z
0x00500150	undef=4	?alt_at@@YAHHH@Z
0x00500180	undef=4	?alt_detail_at@@YAHHH@Z
0x005001b0	ok	?bit_at@@YAHHH@Z
0x005001e0	ok	?is_ocean@@YAHHH@Z
0x00500220	undef=4	?region_at@@YAHHH@Z
0x00500250	undef=4	?veh_who@@YAHHH@Z
0x00500290	undef=4	?has_fac_built@@YA_NH@Z
0x005002e0	ok	?base_project@@YAHH@Z
0x005002f0	undef=4	?has_treaty@@YAHHHH@Z
0x00500320	undef=4	?drop_range@@YAHH@Z
0x00500380	extcall,undef=4	sub_500380
0x005004f0	undef=4	?planet_buster2@@YAHH@Z
0x00500520	undef=4	?planet_buster@@YAHH@Z
0x00500560	extcall,fs,iat,indirect,undef=4,x87	?shoot@@YAHHHHH@Z
0x00500b60	extcall,fs,iat,indirect,undef=4,x87	?planet_busting@@YAHHHH@Z
0x005010c0	undef=4	?defense_value@@YAHHHHHH@Z
0x00501350	undef=4	?morale_alien@@YAHHH@Z
0x00501500	undef=4	?psi_factor@@YAHHHHH@Z
0x005015b0	extcall,fs,iat,indirect,undef=4,x87	?get_basic_offense@@YAHHHHHH@Z
0x00501940	extcall,fs,iat,indirect,undef=1e,x87	?get_basic_defense@@YAHHHHH@Z
0x00501d30	undef=4	?battle_init@@YAXXZ
0x00501d50	extcall,undef=4	?add_bat@@YAXHHPAD@Z
0x00501da0	extcall,fs,iat,indirect,undef=4,x87	?battle_compute@@YAXHHPAHPAHH@Z
0x005044d0	extcall,fs,iat,indirect,undef=4,x87	?best_defender@@YAHHHH@Z
0x00504aa0	extcall,fs,iat,indirect,undef=4,x87	?boom@@YAHHHH@Z
0x00505d20	extcall,fs,iat,indirect	??__Eg_BOOM_BUFFER1@@YAXXZ
0x00505d30	extcall,fs,iat,indirect	??__Eg_BOOM_FLIC@@YAXXZ
0x00505d40	extcall,fs,indirect	??__Eg_BOOM_BUFFERS1@@YAXXZ
0x00505d60	extcall,fs,indirect	??__Eg_BOOM_BUFFERS2@@YAXXZ
0x00505d80	extcall,fs,iat,indirect,undef=4,x87	?battle_kill@@YAHHPAHPAHPAHHH@Z
0x00506130	extcall,fs,iat,indirect,undef=4,x87	?battle_kill_stack@@YAXHPAHPAHPAHHH@Z
0x005061b0	extcall,fs,iat,indirect,undef=4,x87	?battle_kill_chaff@@YAXHPAHPAHPAHHH@Z
0x005062b0	extcall,fs,iat,indirect,undef=4,x87	?promote@@YAXH@Z
0x00506490	extcall,undef=4	?invasions@@YAXH@Z
0x00506650	extcall,fs,iat,indirect,undef=4,x87	?interceptor@@YAHHHHH@Z
0x00506a60	extcall,fs,iat,indirect,x87	?battle_fight@@YAHHHHHPAH@Z
0x00506af0	extcall,fs,iat,indirect,undef=3f,x87	?battle_fight@@YAHHHHHHHPAH@Z
0x0050b8a0	extcall	?say_num@@YAXH@Z
0x0050b8d0	extcall,fs,iat,indirect,x87	?POP3@@YAXPBDHHH@Z
0x0050b8f0	undef=4	sub_50b8f0
0x0050b910	ok	?get_adjective@@YAHH@Z
0x0050b930	undef=4	?get_noun@@YAHH@Z
0x0050b970	extcall,fs,iat,indirect,x87	?popp@@YAHPBDPBDP6AHXZ@Z
0x0050b9a0	extcall	?say_stats_3@@YAXH@Z
0x0050b9c0	extcall,fs,iat,indirect,x87	sub_50b9c0
0x0050b9e0	extcall,fs,iat,indirect,x87	?pop@NetMsg@@QAAXPBDPBD@Z
0x0050ba00	undef=4	?bitmask@@YAXHPAHPAH@Z
0x0050ba30	ok	?bit_count@@YAHH@Z
0x0050ba50	extcall,fs,iat,indirect,x87	?intervention@@YAXHH@Z
0x0050bcc0	extcall,fs,iat,indirect,undef=4,x87	?double_cross@@YAXHHH@Z
0x0050c2e0	extcall,fs,iat,indirect,x87	?act_of_aggression@@YAHHH@Z
0x0050c340	extcall,fs,iat,indirect,undef=4,x87	?steal_tech@@YAHHHH@Z
0x0050c4b0	undef=3f	?steal_energy@@YAHH@Z
0x0050c510	extcall,fs,iat,indirect,undef=4,x87	?capture_base@@YAXHHH@Z
0x0050dd90	extcall,fs,iat,indirect,x87	?clock_wait@@YAXH@Z
0x0050ddc0	ok	?sea_coast@@YAHHH@Z
0x0050de00	ok	?sea_coasts@@YAHH@Z
0x0050de50	undef=4	?base_on_sea@@YAHHH@Z
0x0050df30	ok	?base_coast@@YAHH@Z
0x0050e030	undef=4	?port_to_coast@@YAHHH@Z
0x0050e160	undef=4	?port_to_port@@YAHHH@Z
0x0050e310	undef=4	?transport_base@@YAHH@Z
0x0050e3c0	undef=4	?naval_base@@YAHH@Z
0x0050e5c0	undef=4	?convoy@@YAHHH@Z
0x0050e820	ok	?mandate_color@@YAHH@Z
0x0050e850	extcall,fs,iat,indirect,x87	??__Eg_CONSOLE@@YAXXZ
0x0050e870	extcall,fs,iat,indirect,x87	??__Fg_CONSOLE@@YAXXZ
0x0050e890	extcall,fs,iat,indirect,x87	?auto_play_callback@@YAXH@Z
0x0050e980	extcall	??__Eg_CONSOLE_TIMER@@YAXXZ
0x0050e9a0	iat,indirect	??__Fg_CONSOLE_TIMER@@YAXXZ
0x0050e9b0	extcall	sub_50e9b0
0x0050e9f0	iat,indirect	sub_50e9f0
0x0050ea40	extcall,fs,iat,indirect,undef=4,x87	?blink_timer@@YAXH@Z
0x0050ee30	extcall,iat,indirect,undef=4	?blink2_timer@@YAXH@Z
0x0050ee80	extcall,fs,iat,indirect,undef=4,x87	?line_timer@@YAXH@Z
0x0050ef10	extcall,fs,iat,indirect,undef=4,x87	?turn_timer@@YAXH@Z
0x0050ef50	extcall,fs,iat,indirect,x87	?go_reset@@YAXXZ
0x0050f170	extcall,fs,iat,indirect,undef=4,x87	?go_timer@@YAXH@Z
0x0050f3d0	iat,indirect	?start_timers@@YAXXZ
0x0050f440	iat,indirect	?stop_timers@@YAXXZ
0x0050f460	extcall,fs,iat,indirect,x87	??0Console@@QAE@H@Z
0x0050f630	extcall,fs,iat,indirect,x87	sub_50f630
0x0050f640	ok	nullsub_185
0x0050f650	undef=4	?clear_group@Console@@QAEXXZ
0x0050f680	undef=4	?on_nc_hittest@Console@@QAEXHH@Z
0x0050f960	extcall,fs,iat,indirect,undef=4,x87	?on_post_redraw_nc_buffer@Console@@QAEXPAUBuffer@@H@Z
0x0050fb10	iat,indirect,undef=4	?on_nc_left_down@Console@@QAEXHH@Z
0x0050fe70	extcall,fs,iat,indirect,x87	?on_nc_left_up@Console@@QAEXHH@Z
0x00510110	extcall,fs,iat,indirect,x87	?on_nc_mouse_move@Console@@QAEXHH@Z
0x00510400	extcall,fs,iat,indirect,x87	?cursor_on@Console@@QAEXH@Z
0x00510490	extcall,fs,iat,indirect,x87	?cursor_on@Console@@QAEXHH@Z
0x00510520	extcall,fs,iat,indirect,x87	?cursor_off@Console@@QAEXXZ
0x005105c0	extcall,fs,iat,indirect,undef=4,x87	?selecting@Console@@QAEHHH@Z
0x005107e0	extcall,fs,iat,indirect,undef=4,x87	?selected@Console@@QAEXXZ
0x005108a0	extcall,fs,iat,indirect,undef=4,x87	?focus@Console@@QAEXHHH@Z
0x005109b0	extcall,fs,iat,indirect,undef=4,x87	?cursor_next@Console@@QAEXHH@Z
0x00510a60	extcall,fs,iat,indirect,x87	?prev_cursor@Console@@QAEXXZ
0x00510b70	extcall,fs,iat,indirect,x87	?next_cursor@Console@@QAEXXZ
0x00510c90	extcall,fs,iat,indirect,undef=4,x87	sub_510c90
0x00510ce0	extcall,undef=4	?ready_search@Console@@QAEHH@Z
0x00510f50	extcall,fs,iat,indirect,x87	?ready@Console@@QAEXXZ
0x00511480	extcall,fs,iat,indirect,undef=4,x87	?set_view@Console@@QAEXH@Z
0x00511520	extcall,fs,iat,indirect,undef=4,x87	?set_move@Console@@QAEXH@Z
0x00511800	extcall,fs,iat,indirect,undef=4,x87	?turn_hints@Console@@QAEXXZ
0x00511bb0	extcall,fs,iat,indirect,undef=4,x87	?give_hints@Console@@QAEXXZ
0x00513b90	extcall,fs,iat,indirect,x87	?veh_turn@Console@@QAEHXZ
0x00513fc0	extcall,fs,iat,indirect,undef=4,x87	?end_of_turn@Console@@QAEXXZ
0x00514050	extcall,fs,iat,indirect,x87	?human_turn@Console@@QAEXXZ
0x005147e0	extcall,fs,iat,indirect,undef=4,x87	?set_cursor@Console@@QAEXHH@Z
0x00514880	extcall,fs,iat,indirect,x87	?update_data@Console@@QAEXH@Z
0x005148b0	extcall,fs,iat,indirect,x87	?move_cursor@Console@@QAEXH@Z
0x00514990	extcall,fs,iat,indirect,undef=4,x87	?quit_game@Console@@QAEXXZ
0x00514b30	extcall,fs,iat,indirect,undef=4,x87	?retire_game@Console@@QAEXXZ
0x00514d30	extcall,fs,iat,indirect,x87	?new_game@Console@@QAEXXZ
0x00514ef0	extcall,fs,iat,indirect,x87	?set_preferences@Console@@QAEXXZ
0x00514f00	extcall,fs,iat,indirect,x87	?set_adv_preferences@Console@@QAEXXZ
0x00514f10	extcall,fs,iat,indirect,x87	?set_auto_preferences@Console@@QAEXXZ
0x00514f20	extcall,fs,iat,indirect,x87	?set_base_preferences@Console@@QAEXXZ
0x00514f30	extcall,fs,iat,indirect,x87	?set_audiovisual@Console@@QAEXXZ
0x00514f40	extcall,fs,iat,indirect,x87	?set_map_display@Console@@QAEXXZ
0x00514f50	extcall,fs,iat,indirect,undef=4,x87	?set_ai@Console@@QAEXH@Z
0x00515010	extcall,fs,iat,indirect,undef=4,x87	?set_tech@Console@@QAEXH@Z
0x005150d0	extcall,fs,iat,indirect,x87	?zoom@Console@@QAEXHH@Z
0x00515400	extcall,fs,iat,indirect,x87	?center@Console@@QAEXXZ
0x00515430	extcall,fs,iat,indirect,x87	sub_515430
0x00515450	extcall,fs,iat,indirect,x87	?survey@Console@@QAEXXZ
0x00515530	extcall,fs,iat,indirect,undef=4,x87	?survey2@Console@@QAEXXZ
0x00515600	extcall,fs,iat,indirect,x87	?base_names@Console@@QAEXXZ
0x00515640	extcall,fs,iat,indirect,x87	?toggle_flatten@Console@@QAEXXZ
0x005156a0	extcall,fs,iat,indirect,x87	?toggle_grid@Console@@QAEXXZ
0x005156f0	extcall,fs,iat,indirect,x87	?toggle_base_grid@Console@@QAEXXZ
0x00515740	extcall,fs,iat,indirect,x87	?toggle_dest@Console@@QAEXXZ
0x00515760	ok	nullsub_186
0x00515770	extcall,fs,iat,indirect,undef=4,x87	?chat@Console@@QAEXH@Z
0x00515900	extcall,fs,iat,indirect,x87	?time_controls@Console@@QAEXXZ
0x00515ef0	extcall,fs,iat,indirect,x87	?toggle_patrol@Console@@QAEXXZ
0x00515f70	extcall,fs,iat,indirect,x87	?show_movies@Console@@QAEXXZ
0x005162a0	extcall,fs,iat,indirect,undef=4,x87	?name_landmark@Console@@QAEXHH@Z
0x00516490	extcall,fs,iat,indirect,undef=4,x87	?erase_landmark@Console@@QAEXHH@Z
0x005165b0	extcall,fs,iat,indirect,undef=4,x87	?zoom_to_upkeep_base@Console@@QAEXXZ
0x005166d0	extcall,fs,iat,indirect,undef=4,x87	?cursor_key@Console@@QAEXHHH@Z
0x00516930	extcall,fs,iat,indirect,x87	?menu_detail@Console@@QAEXXZ
0x00516970	extcall,fs,iat,indirect,x87	?menu_simple@Console@@QAEXXZ
0x005169b0	extcall,fs,iat,indirect,undef=4,x87	?base_me@Console@@QAEXXZ
0x005169f0	extcall,fs,iat,indirect,undef=4,x87	?end_my_turn@Console@@QAEXXZ
0x00516c50	extcall,fs,iat,indirect,x87	?show_scen_objectives@Console@@QAEXXZ
0x00516da0	extcall,fs,iat,indirect,undef=4,x87	?governor_directives@Console@@QAEXXZ
0x00517060	extcall,fs,iat,indirect,undef=4,x87	?use_time_bonus@Console@@QAEXXZ
0x00517180	extcall,fs,iat,indirect,x87	?show_version@Console@@QAEXXZ
0x005171d0	extcall,fs,iat,indirect,undef=4,x87	?veh_key@Console@@QAEXHHH@Z
0x005178c0	extcall,fs,iat,indirect,undef=4,x87	?on_key_click@Console@@QAEHHH@Z
0x0051bba0	extcall,fs,iat,indirect,undef=4,x87	?load_proc@Console@@QAEXHH@Z
0x0051bc70	extcall,fs,iat,indirect,undef=4,x87	?menu_proc@Console@@QAEXH@Z
0x0051d720	extcall,fs,iat,indirect,x87	?menu_daemon@Console@@QAAXH@Z
0x0051d740	extcall,fs,iat,indirect,x87	?menu_update@Console@@QAEXXZ
0x0051d760	undef=4	sub_51d760
0x0051d7c0	ok	?on_sys_close@Console@@QAEXXZ
0x0051d7d0	extcall,fs,iat,indirect,x87	?close@Console@@QAEXXZ
0x0051d890	extcall,fs,iat,indirect,x87	?init@Console@@QAEXH@Z
0x0051d9d0	ok	nullsub_187
0x0051d9e0	ok	nullsub_188
0x0051d9f0	extcall,fs,iat,indirect,x87	??1Console@@QAE@XZ
0x0051dc10	extcall,fs,iat,indirect,x87	??1AlphaMenu@@QAE@XZ
0x0051dc90	extcall,fs,iat,indirect,undef=4,x87	??_GAlphaMenu@@UAEPAXI@Z
0x0051dcc0	undef=4	sub_51dcc0
0x0051dd00	extcall,iat,indirect	sub_51dd00
0x0051dde0	extcall,fs,iat,indirect,x87	??_Gthunk1_Console@@UAEPAXI@Z
0x0051ddf0	extcall,fs,iat,indirect,undef=4,x87	??_GConsole@@UAEPAXI@Z
0x0051de30	extcall,fs,iat,indirect,x87	?on_lose_mouse_capture@thunk4_MapWin@@QAEXXZ
0x0051de40	extcall,fs,iat,indirect,x87	?on_redraw@thunk4_MapWin@@QAEXXZ
0x0051de50	ok	?on_resize@thunk4_MapWin@@QAEXHH@Z
0x0051de60	ok	?on_sys_close@thunk1_Console@@QAEXXZ
0x0051de70	extcall,fs,iat,indirect,x87	?on_mouse_move@thunk4_MapWin@@QAEXHH@Z
0x0051de80	extcall,fs,iat,indirect,x87	?on_left_click@thunk4_MapWin@@QAEXHH@Z
0x0051de90	extcall,fs,iat,indirect,x87	?on_left_down@thunk4_MapWin@@QAEXHH@Z
0x0051dea0	ok	?on_left_up@thunk4_MapWin@@QAEXHH@Z
0x0051deb0	extcall,fs,iat,indirect,x87	?on_right_click@thunk4_MapWin@@QAEXHH@Z
0x0051dec0	extcall,fs,iat,indirect,x87	?on_right_down@thunk4_MapWin@@QAEXHH@Z
0x0051ded0	extcall,fs,iat,indirect,x87	?on_key_click@thunk1_Console@@QAEHHH@Z
0x0051dee0	ok	?on_left_double_click@thunk4_MapWin@@QAEXHH@Z
0x0051def0	extcall,fs,iat,indirect,x87	?on_nc_mouse_move@thunk1_Console@@QAEXHH@Z
0x0051df00	iat,indirect	?on_nc_left_down@thunk1_Console@@QAEXHH@Z
0x0051df10	extcall,fs,iat,indirect,x87	?on_nc_left_up@thunk1_Console@@QAEXHH@Z
0x0051df20	extcall,fs,iat,indirect,x87	?on_button_clicked@thunk4_MapWin@@QAEXH@Z
0x0051df30	extcall,fs,iat,indirect,x87	?on_post_redraw_nc_buffer@thunk1_Console@@QAEXPAUBuffer@@H@Z
0x0051df40	ok	?on_nc_hittest@thunk1_Console@@QAEXHH@Z
0x0051df50	extcall,fs,iat,indirect,x87	??_Gthunk2_Console@@UAEPAXI@Z
0x0051df70	extcall,fs,iat,indirect,x87	??3AlphaMenu@@SAXPAXI@Z
0x0051df80	extcall	sub_51df80
0x0051dfb0	extcall,fs,indirect	sub_51dfb0
0x0051dfd0	ok	sub_51dfd0
0x0051e000	iat,indirect,undef=4	?read_tamper@@YAXXZ
0x0051e090	iat,indirect,undef=4	?set_tamper@@YAXXZ
0x0051e110	extcall,fs,iat,indirect,undef=4,x87	?check_tamper@@YAXXZ
0x0051e390	undef=4	?clear_tamper@@YAXXZ
0x0051e3c0	indirect	?clear_all_player_messages@@YAXXZ
0x0051e480	indirect	sub_51e480
0x0051e530	extcall,fs,iat,indirect,undef=4,x87	sub_51e530
0x0051e6f0	extcall,iat,indirect	sub_51e6f0
0x0051e760	extcall,iat,indirect	?do_checksums@@YAXH@Z
0x0051f0c0	extcall,fs,iat,indirect,undef=4,x87	?help_spock@@YAXXZ
0x0051f1b0	extcall,fs,iat,indirect,undef=4,x87	?check_spock@@YAXXZ
0x0051f200	extcall,fs,iat,indirect,undef=4,x87	?wait_loop@@YAXXZ
0x0051f2c0	extcall,fs,iat,indirect,undef=4,x87	?wait_2@@YAXXZ
0x0051f2e0	extcall,fs,iat,indirect,undef=4,x87	?random_events@@YAXH@Z
0x00522180	extcall,fs,iat,indirect,undef=4,x87	?alien_fauna@@YAXXZ
0x00522f00	extcall,fs,iat,indirect,undef=4,x87	?do_fungal_towers@@YAXXZ
0x005230e0	extcall,fs,iat,indirect,x87	?interlude@@YAXHPADHH@Z
0x00523b50	extcall,fs,iat,indirect,undef=4,x87	?ascent@@YAXXZ
0x00523c60	undef=4	?set_time_controls@@YAXXZ
0x00523dd0	extcall,fs,iat,indirect,x87	?reset_territory@@YAXXZ
0x00524210	extcall,fs,iat,indirect,undef=4,x87	?climactic_changes@@YAXXZ
0x005242c0	extcall,fs,iat,indirect,x87	sub_5242c0
0x00524320	undef=4	sub_524320
0x00524340	indirect	Demo::timer_callback
0x00524370	indirect	sub_524370
0x005243a0	indirect	sub_5243a0
0x00524460	extcall,fs,iat,indirect,x87	Demo__init
0x005247b0	undef=4	?generators@@YAHHPAH@Z
0x00524870	extcall,fs,iat,indirect,undef=4,x87	?end_of_game@@YAHH@Z
0x005258c0	extcall,fs,iat,indirect,x87	?turn_upkeep@@YAXXZ
0x00526030	extcall,fs,iat,indirect,x87	?repair_phase@@YAXH@Z
0x005267b0	extcall,fs,iat,indirect,undef=4,x87	?allocate_energy@@YAXH@Z
0x00526e70	extcall,fs,iat,indirect,undef=4,x87	?production_phase@@YAXH@Z
0x00527290	extcall,fs,iat,indirect,undef=4,x87	?faction_upkeep@@YAXH@Z
0x005275b0	extcall,fs,iat,indirect,x87	?control_turn@@YAXXZ
0x00528ea0	extcall,fs,iat,indirect,undef=4,x87	?net_upkeep_phase@@YAHH@Z
0x005290a0	extcall,fs,iat,indirect,undef=4,x87	?net_upkeep@@YAXXZ
0x00529c00	extcall,fs,iat,indirect,undef=4,x87	?mash_planes@@YAXXZ
0x00529e70	extcall,fs,iat,indirect,x87	?net_not_my_turn@@YAXXZ
0x00529f30	extcall,fs,iat,indirect,undef=4,x87	?net_end_of_turn@@YAXXZ
0x0052a2e0	extcall,fs,iat,indirect,x87	?net_control_turn@@YAXXZ
0x0052a980	undef=4	sub_52a980
0x0052a9b0	extcall,iat,indirect,undef=4	sub_52a9b0
0x0052aa30	extcall,fs,iat,indirect,undef=4,x87	?control_game@@YAXXZ
0x0052ad30	undef=4	?council_votes@@YAHH@Z
0x0052ae20	undef=4	?eligible@@YAHH@Z
0x0052aeb0	ok	?wants_prop@@YAHHHH@Z
0x0052be60	undef=4	?council_get_vote@@YAHHHH@Z
0x0052bf60	extcall,fs,iat,indirect,x87	?council_action@@YAXHH@Z
0x0052c670	extcall,fs,iat,indirect,undef=4,x87	?can_call_council@@YAHHH@Z
0x0052c880	extcall,fs,iat,indirect,x87	?call_council@@YAXH@Z
0x0052dac0	extcall,fs,indirect	??__Eg_CURSOR_SPRITES@@YAXXZ
0x0052daf0	extcall,fs,indirect	??__Fg_CURSOR_SPRITES@@YAXXZ
0x0052db10	extcall,fs,iat,indirect	??__Eg_NETDAEMON@@YAXXZ
0x0052db30	extcall,fs,iat,indirect	??__Fg_NETDAEMON@@YAXXZ
0x0052db40	ok	sub_52db40
0x0052db70	undef=4	sub_52db70
0x0052dba0	undef=4	?current_server@@YAHXZ
0x0052dbf0	extcall,fs,iat,indirect,undef=4,x87	?next_player_turn@@YAHXZ
0x0052dc70	undef=4	?not_my_turn@@YAHXZ
0x0052dca0	ok	??0DeletionList@@QAE@XZ
0x0052dcd0	ok	?clear@DeletionList@@QAEXH@Z
0x0052dcf0	undef=4	?UNK1@DeletionList@@QAEHXZ
0x0052dd10	undef=4	?UNK2@DeletionList@@QAEHH@Z
0x0052dd50	undef=4	?ack@DeletionList@@QAEXHH@Z
0x0052ddc0	extcall,iat,indirect	?convert@DeletionList@@QAEHHH@Z
0x0052de70	extcall,iat,indirect	?add_deletion@DeletionList@@QAEHH@Z
0x0052df30	extcall,fs,iat,indirect,undef=4,x87	?init@NetDaemon@@QAEHH@Z
0x0052e050	extcall,fs,iat,indirect,undef=4,x87	?hang_up@NetDaemon@@QAEXXZ
0x0052e160	extcall,fs,iat,indirect,undef=4,x87	?on_player_added@NetDaemon@@QAEXPADK@Z
0x0052e370	extcall,fs,iat,indirect,x87	?on_player_deleted@NetDaemon@@QAEXPADK@Z
0x0052e900	extcall,fs,iat,indirect,undef=4,x87	?send_game@NetDaemon@@QAEXXZ
0x0052ed40	extcall,fs,iat,indirect,x87	?send_files@NetDaemon@@QAEHXZ
0x0052f520	extcall,fs,iat,indirect,undef=4,x87	?send_rules@NetDaemon@@QAEXXZ
0x0052f8e0	undef=4	?game_checksum@NetDaemon@@QAEXPAH@Z
0x00530320	extcall,fs,iat,indirect,undef=4,x87	?receive@NetDaemon@@QAEHXZ
0x00530360	extcall,fs,iat,indirect,x87	?net_tasks@NetDaemon@@QAEXXZ
0x005303b0	extcall,fs,iat,indirect,undef=4,x87	?wait@NetDaemon@@QAEHPADPAHHH@Z
0x005304a0	extcall,fs,iat,indirect,undef=4,x87	?open_channel@NetDaemon@@QAEHHH@Z
0x00530600	extcall,fs,iat,indirect,undef=4,x87	?close_channel@NetDaemon@@QAEXXZ
0x00530630	extcall,fs,iat,indirect,undef=4,x87	?lock@NetDaemon@@QAEHHHHHHH@Z
0x00530920	extcall,fs,iat,indirect,undef=4,x87	?add_lock@NetDaemon@@QAEHHHH@Z
0x00530aa0	extcall,fs,iat,indirect,undef=4,x87	?add_global@NetDaemon@@QAEHXZ
0x00530d00	extcall,fs,iat,indirect,x87	?unlock@NetDaemon@@QAEXXZ
0x00530d50	extcall,fs,iat,indirect,undef=4,x87	?lock_base@NetDaemon@@QAEHHHHH@Z
0x00530e50	extcall,fs,iat,indirect,undef=4,x87	?unlock_base@NetDaemon@@QAEXH@Z
0x00531020	extcall,fs,iat,indirect,undef=4,x87	?lock_veh@NetDaemon@@QAEHPAHHHHH@Z
0x005310f0	extcall,fs,iat,indirect,x87	?unlock_veh@NetDaemon@@QAEXXZ
0x00531150	extcall,fs,iat,indirect,undef=4,x87	?automated_lock@NetDaemon@@QAEHPAHH@Z
0x00531300	extcall,fs,iat,indirect,x87	?await_exec@NetDaemon@@QAEXH@Z
0x00531480	extcall,fs,iat,indirect,undef=4,x87	?await_synch@NetDaemon@@QAEXXZ
0x005315c0	extcall,fs,iat,indirect,undef=4,x87	?await_diplo@NetDaemon@@QAEXH@Z
0x00531700	extcall,fs,iat,indirect,undef=4,x87	?maybe_lock@NetDaemon@@QAEHPAHHHHHH@Z
0x00531780	extcall,fs,iat,indirect,undef=4,x87	?order_veh@NetDaemon@@QAEHHHH@Z
0x00532140	extcall,fs,iat,indirect,undef=4,x87	?veh_drop@NetDaemon@@QAEHHHH@Z
0x00532570	extcall,fs,iat,indirect,undef=4,x87	?action@NetDaemon@@QAEHHH@Z
0x005328c0	extcall,fs,iat,indirect,undef=4,x87	?end_of_event@NetDaemon@@QAEHHH@Z
0x00532940	extcall,fs,iat,indirect,undef=4,x87	?send_message@NetDaemon@@QAEXPADKH@Z
0x00532a50	ok	sub_532a50
0x00532a90	undef=4	?rebuild_vehicle_bits@@YAXXZ
0x00532b70	undef=4	?rebuild_base_bits@@YAXXZ
0x00532c30	extcall,fs,iat,indirect,undef=4,x87	?synch_display@@YAXHHHH@Z
0x00532e00	extcall,fs,iat,indirect,undef=4,x87	?synch@NetDaemon@@QAEXFHHHPADHF@Z
0x00534330	extcall,iat,indirect,undef=4	?fixup_message@NetDaemon@@QAEHPAD@Z
0x00534400	extcall,fs,iat,indirect,x87	?process_message@NetDaemon@@QAEXPADKH@Z
0x005389f0	extcall,fs,iat,indirect	??0NetDaemon@@QAE@XZ
0x00538b60	extcall,fs,iat,indirect	??1AlphaNet@@QAE@XZ
0x00538d10	extcall,fs,iat,indirect	??1NetDaemon@@QAE@XZ
0x00538ec0	indirect,undef=4	??1JackalVoiceRx@@QAE@XZ
0x00538f30	extcall,fs,iat,indirect,x87	?danger@@YAXPADPADHHH@Z
0x00538fb0	extcall,iat,indirect	?my_srand@@YAHH@Z
0x00538fe0	extcall,fs,iat,indirect,undef=4	?checksum_file@@YAEPAD@Z
0x00539090	undef=4	?checksum@@YAEPADHE@Z
0x005390c0	extcall,iat,indirect,undef=4	?checksum_password@@YAHPAD@Z
0x00539160	undef=4	?auto_contact@@YAHXZ
0x005391a0	extcall	sub_5391a0
0x005391c0	extcall,fs,iat,indirect,undef=4,x87	?net_treaty_on@@YAXHHHH@Z
0x00539230	extcall,fs,iat,indirect,undef=4,x87	?net_treaty_off@@YAXHHHH@Z
0x005392a0	extcall,fs,iat,indirect,undef=4,x87	?net_set_treaty@@YAXHHHHH@Z
0x00539310	extcall,fs,iat,indirect,undef=4,x87	?net_agenda_on@@YAXHHHH@Z
0x00539380	extcall,fs,iat,indirect,undef=4,x87	?net_agenda_off@@YAXHHHH@Z
0x005393f0	extcall,fs,iat,indirect,undef=4,x87	?net_set_agenda@@YAXHHHHH@Z
0x00539460	extcall,fs,iat,indirect,undef=4,x87	?net_energy@@YAXHHHHH@Z
0x00539510	extcall,fs,iat,indirect,undef=4,x87	?net_loan@@YAXHHHH@Z
0x00539580	extcall,fs,iat,indirect,undef=4,x87	?net_maps@@YAXHHH@Z
0x005395f0	extcall,fs,iat,indirect,undef=4,x87	?net_tech@@YAXHHHH@Z
0x00539660	extcall,fs,iat,indirect,undef=4,x87	?net_pact_ends@@YAXHHH@Z
0x005396d0	extcall,fs,iat,indirect,undef=4,x87	?net_withdrawal@@YAXHHH@Z
0x00539740	extcall,fs,iat,indirect,undef=4,x87	?net_cede_base@@YAXHHH@Z
0x005397b0	extcall,fs,iat,indirect,undef=4,x87	?net_double_cross@@YAXHHHH@Z
0x00539820	extcall,fs,iat,indirect,undef=4,x87	?diplo_lock@@YAHH@Z
0x005398c0	extcall,fs,iat,indirect,x87	?diplo_unlock@@YAXXZ
0x005398e0	extcall,fs,iat,indirect,undef=4,x87	?pop_wait@@YAHXZ
0x00539920	extcall,fs,iat,indirect,undef=4,x87	?pop_expire@@YAHXZ
0x00539970	extcall,fs,iat,indirect,undef=4,x87	sub_539970
0x005399a0	extcall,fs,iat,indirect,undef=4,x87	?diplomacy_caption@@YAXHH@Z
0x00539b70	undef=4	?great_beelzebub@@YAHHH@Z
0x00539c00	undef=4	?great_satan@@YAHHH@Z
0x00539d40	undef=4	?aah_ooga@@YAHHH@Z
0x00539e40	undef=4	?climactic_battle@@YAHXZ
0x00539ef0	undef=4	?at_climax@@YAHH@Z
0x0053a030	ok	?cause_friction@@YAXHHH@Z
0x0053a090	undef=4	?get_mood@@YAHH@Z
