source_idc_sha256,address,end_address,size,body_ranges,name,prototype,flags,binary_kind
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045C7C0,0x0045C7F4,52,0x0045C7C0-0x0045C7F4,sub_45C7C0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045C800,0x0045C830,48,0x0045C800-0x0045C830,sub_45C800,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045C830,0x0045C866,54,0x0045C830-0x0045C866,sub_45C830,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045C870,0x0045C8A4,52,0x0045C870-0x0045C8A4,sub_45C870,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045C8B0,0x0045C8E6,54,0x0045C8B0-0x0045C8E6,sub_45C8B0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045C8F0,0x0045C932,66,0x0045C8F0-0x0045C932,sub_45C8F0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045C940,0x0045C978,56,0x0045C940-0x0045C978,sub_45C940,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045C980,0x0045C9B4,52,0x0045C980-0x0045C9B4,sub_45C980,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045C9C0,0x0045C9F4,52,0x0045C9C0-0x0045C9F4,sub_45C9C0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CA00,0x0045CA34,52,0x0045CA00-0x0045CA34,sub_45CA00,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CA40,0x0045CC78,568,0x0045CA40-0x0045CC78,sub_45CA40,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CC80,0x0045CC83,3,0x0045CC80-0x0045CC83,nullsub_148,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CC90,0x0045CC93,3,0x0045CC90-0x0045CC93,nullsub_149,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CCA0,0x0045CCA3,3,0x0045CCA0-0x0045CCA3,nullsub_150,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CCB0,0x0045CD75,197,0x0045CCB0-0x0045CD75,sub_45CCB0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CD80,0x0045CDB0,48,0x0045CD80-0x0045CDB0,sub_45CD80,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CDB0,0x0045CDB3,3,0x0045CDB0-0x0045CDB3,nullsub_151,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CDC0,0x0045CE72,178,0x0045CDC0-0x0045CE72,sub_45CDC0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CE80,0x0045CF38,184,0x0045CE80-0x0045CF38,sub_45CE80,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CF40,0x0045CF75,53,0x0045CF40-0x0045CF75,sub_45CF40,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045CF80,0x0045CFFD,125,0x0045CF80-0x0045CFFD,sub_45CF80,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045D000,0x0045D105,261,0x0045D000-0x0045D105,sub_45D000,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045D110,0x0045D13F,47,0x0045D110-0x0045D13F,sub_45D110,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045D140,0x0045D159,25,0x0045D140-0x0045D159,sub_45D140,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045D160,0x0045D165,5,0x0045D160-0x0045D165,sub_45D160,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045D170,0x0045D271,257,0x0045D170-0x0045D271,sub_45D170,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045D2A0,0x0045D2D1,49,0x0045D2A0-0x0045D2D1,sub_45D2A0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045D2E0,0x0045D303,35,0x0045D2E0-0x0045D303,sub_45D2E0,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045D310,0x0045D37D,109,0x0045D310-0x0045D37D,sub_45D310,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045D380,0x0045D43F,191,0x0045D380-0x0045D43F,sub_45D380,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045D440,0x0045D966,1350,0x0045D440-0x0045D966;0x00655757-0x00655777,sub_45D440,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045D970,0x0045DEA0,1371,0x0045D970-0x0045DEA0;0x00655777-0x006557A2,sub_45D970,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045DEA0,0x0045E535,1728,0x0045DEA0-0x0045E535;0x006557A2-0x006557CD,sub_45DEA0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045E540,0x0045EB5A,1605,0x0045E540-0x0045EB5A;0x006557CD-0x006557F8,sub_45E540,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045EB60,0x0045EB61,1,0x0045EB60-0x0045EB61,nullsub_152,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045EB70,0x0045EB71,1,0x0045EB70-0x0045EB71,nullsub_153,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045EB80,0x0045EF0A,1529,0x0045EB80-0x0045EF0A;0x006552C0-0x0065552F,sub_45EB80,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045EF10,0x0045F1BE,1185,0x0045EF10-0x0045F1BE;0x00655530-0x00655723,sub_45EF10,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F1C0,0x0045F1E1,33,0x0045F1C0-0x0045F1E1,sub_45F1C0,"int __thiscall sub_45F1C0(void *Block, char);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F200,0x0045F2DF,255,0x0045F200-0x0045F2DF;0x00655800-0x00655820,sub_45F200,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F2E0,0x0045F5C0,736,0x0045F2E0-0x0045F5C0,sub_45F2E0,int __stdcall sub_45F2E0(char *Str1);,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F5C0,0x0045F63E,126,0x0045F5C0-0x0045F63E,sub_45F5C0,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F640,0x0045F6E5,165,0x0045F640-0x0045F6E5,sub_45F640,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F6F0,0x0045F700,16,0x0045F6F0-0x0045F700,sub_45F6F0,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F700,0x0045F70B,11,0x0045F700-0x0045F70B,sub_45F700,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F710,0x0045F731,33,0x0045F710-0x0045F731,sub_45F710,"int __thiscall sub_45F710(void *Block, char);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F740,0x0045F905,510,0x0045F740-0x0045F905;0x00655820-0x00655859,sub_45F740,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F920,0x0045F936,22,0x0045F920-0x0045F936,sub_45F920,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F940,0x0045F94A,10,0x0045F940-0x0045F94A,unknown_libname_243,void __cdecl unknown_libname_243();,0x5444,library
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045F950,0x0045FB1B,459,0x0045F950-0x0045FB1B,_WinMain@16,"int __stdcall WinMain(HINSTANCE hInstance, HINSTANCE hPrevInstance, LPSTR lpCmdLine, int nShowCmd);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0045FB20,0x00460DD0,4784,0x0045FB20-0x00460DD0,sub_45FB20,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00460DD0,0x0046207E,4782,0x00460DD0-0x0046207E,sub_460DD0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00462080,0x00462098,24,0x00462080-0x00462098,sub_462080,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004620A0,0x004620B4,20,0x004620A0-0x004620B4,unknown_libname_244,void __cdecl unknown_libname_244();,0x5444,library
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00462190,0x00462699,1289,0x00462190-0x00462699,sub_462190,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004626E0,0x00462868,584,0x004626E0-0x00462868;0x00655860-0x00655920,sub_4626E0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00462870,0x00462959,233,0x00462870-0x00462959,sub_462870,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00462970,0x00462973,3,0x00462970-0x00462973,sub_462970,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00462980,0x00462EFA,1402,0x00462980-0x00462EFA,sub_462980,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00462F00,0x0046303C,316,0x00462F00-0x0046303C,sub_462F00,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00463040,0x004632CC,652,0x00463040-0x004632CC,sub_463040,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004632D0,0x00466C92,14804,0x004632D0-0x00466C92;0x00655920-0x00655932,sub_4632D0,"int __cdecl sub_4632D0(int, int, int, int, int, int, int Value, int, int, int);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00466CA0,0x0046718F,1263,0x00466CA0-0x0046718F,sub_466CA0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00467190,0x004672B8,296,0x00467190-0x004672B8,sub_467190,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004672C0,0x0046742C,364,0x004672C0-0x0046742C,sub_4672C0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00467430,0x00467958,1320,0x00467430-0x00467958,sub_467430,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00467960,0x00467961,1,0x00467960-0x00467961,nullsub_154,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00467970,0x00467DD9,1129,0x00467970-0x00467DD9,sub_467970,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00467DE0,0x004688E0,2816,0x00467DE0-0x004688E0,sub_467DE0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004688E0,0x00468BC5,741,0x004688E0-0x00468BC5,sub_4688E0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00468CD0,0x00468F8D,701,0x00468CD0-0x00468F8D,sub_468CD0,"int __stdcall sub_468CD0(int, int, int, LPRECT lprcDst);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00468F90,0x00469183,499,0x00468F90-0x00469183,sub_468F90,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00469190,0x00469718,1416,0x00469190-0x00469718,sub_469190,"int __thiscall sub_469190(int, int, int, int, int, int);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00469720,0x004698C8,442,0x00469720-0x004698C8;0x00655932-0x00655944,sub_469720,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004698D0,0x00469B32,610,0x004698D0-0x00469B32,sub_4698D0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00469B40,0x00469C9F,351,0x00469B40-0x00469C9F,sub_469B40,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00469CA0,0x0046A292,1522,0x00469CA0-0x0046A292,sub_469CA0,"int __thiscall sub_469CA0(int, int, int);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046A2A0,0x0046A496,502,0x0046A2A0-0x0046A496,sub_46A2A0,"int __thiscall sub_46A2A0(int, int, int, int, int);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046A4A0,0x0046A52F,143,0x0046A4A0-0x0046A52F,sub_46A4A0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046A550,0x0046AD51,2049,0x0046A550-0x0046AD51,sub_46A550,"int __thiscall sub_46A550(int, int);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046AD60,0x0046ADF1,145,0x0046AD60-0x0046ADF1,sub_46AD60,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046AE00,0x0046AEED,237,0x0046AE00-0x0046AEED,sub_46AE00,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046AEF0,0x0046AF38,72,0x0046AEF0-0x0046AF38,sub_46AEF0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046AF40,0x0046AF86,70,0x0046AF40-0x0046AF86,sub_46AF40,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046AF90,0x0046B031,161,0x0046AF90-0x0046B031,sub_46AF90,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046B040,0x0046B132,242,0x0046B040-0x0046B132,sub_46B040,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046B140,0x0046B186,70,0x0046B140-0x0046B186,sub_46B140,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046B190,0x0046B1CA,58,0x0046B190-0x0046B1CA,sub_46B190,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046B1F0,0x0046B303,275,0x0046B1F0-0x0046B303,sub_46B1F0,"int __thiscall sub_46B1F0(int, int, int, int);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046B310,0x0046B50C,508,0x0046B310-0x0046B50C,sub_46B310,"int __thiscall sub_46B310(int, int, int);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046B510,0x0046BFCF,2751,0x0046B510-0x0046BFCF,sub_46B510,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046C0D0,0x0046D552,5271,0x0046C0D0-0x0046D552;0x00655944-0x00655959,sub_46C0D0,"int __thiscall sub_46C0D0(int, int, int, int, int);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046D5D0,0x0046EB68,6865,0x0046D5D0-0x0046EB68;0x00655959-0x00655E92,sub_46D5D0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046EB90,0x0046EB95,5,0x0046EB90-0x0046EB95,sub_46EB90,,0x5480,thunk
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046EBA0,0x0046EBC5,37,0x0046EBA0-0x0046EBC5,sub_46EBA0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046EBD0,0x0046EBD3,3,0x0046EBD0-0x0046EBD3,nullsub_257,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046EBE0,0x0046EC05,37,0x0046EBE0-0x0046EC05,sub_46EBE0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046EC10,0x0046ED21,273,0x0046EC10-0x0046ED21,sub_46EC10,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046ED30,0x0046EFE1,689,0x0046ED30-0x0046EFE1,sub_46ED30,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046EFF0,0x0046EFF3,3,0x0046EFF0-0x0046EFF3,nullsub_256,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046F000,0x0046F651,1617,0x0046F000-0x0046F651,sub_46F000,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046F660,0x0046F6F9,153,0x0046F660-0x0046F6F9,sub_46F660,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046F700,0x0046F880,384,0x0046F700-0x0046F880,sub_46F700,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046F8C0,0x0046F9E6,294,0x0046F8C0-0x0046F9E6,sub_46F8C0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046FA20,0x0046FB10,240,0x0046FA20-0x0046FB10,sub_46FA20,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046FB10,0x0046FB20,16,0x0046FB10-0x0046FB20,sub_46FB10,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046FB80,0x0046FB81,1,0x0046FB80-0x0046FB81,nullsub_7,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046FB90,0x0046FC29,153,0x0046FB90-0x0046FC29,sub_46FB90,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046FD90,0x0046FDFE,110,0x0046FD90-0x0046FDFE,sub_46FD90,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046FE00,0x0046FE67,103,0x0046FE00-0x0046FE67,sub_46FE00,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x0046FE70,0x00470414,1444,0x0046FE70-0x00470414,sub_46FE70,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00470420,0x00470536,278,0x00470420-0x00470536,sub_470420,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00470550,0x00470776,550,0x00470550-0x00470776,sub_470550,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00470790,0x00470917,391,0x00470790-0x00470917,sub_470790,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00470920,0x00470A90,368,0x00470920-0x00470A90,sub_470920,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00470A90,0x00470EC2,1074,0x00470A90-0x00470EC2,sub_470A90,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00470ED0,0x00470F68,152,0x00470ED0-0x00470F68,sub_470ED0,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00470F70,0x00470F98,40,0x00470F70-0x00470F98,sub_470F70,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471030,0x004710DF,175,0x00471030-0x004710DF,sub_471030,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004710E0,0x0047115F,127,0x004710E0-0x0047115F,sub_4710E0,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471160,0x00471163,3,0x00471160-0x00471163,nullsub_155,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471170,0x00471173,3,0x00471170-0x00471173,nullsub_156,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471180,0x00471183,3,0x00471180-0x00471183,nullsub_157,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471190,0x00471193,3,0x00471190-0x00471193,nullsub_158,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004711A0,0x0047123B,155,0x004711A0-0x0047123B,sub_4711A0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471240,0x00471293,83,0x00471240-0x00471293,sub_471240,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004712A0,0x004712CC,44,0x004712A0-0x004712CC,sub_4712A0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004712D0,0x00471316,70,0x004712D0-0x00471316,sub_4712D0,"int __cdecl sub_4712D0(int, int, int, int, int, int Value, int, int, int);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471320,0x00471336,22,0x00471320-0x00471336,sub_471320,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471340,0x0047134A,10,0x00471340-0x0047134A,unknown_libname_245,void __cdecl unknown_libname_245();,0x5444,library
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471350,0x00471374,36,0x00471350-0x00471374,sub_471350,,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471380,0x00471394,20,0x00471380-0x00471394,sub_471380,void __cdecl sub_471380();,0x5400,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004713A0,0x004713A3,3,0x004713A0-0x004713A3,nullsub_159,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004713B0,0x00471461,177,0x004713B0-0x00471461,sub_4713B0,"int __stdcall sub_4713B0(int, char *Str, int);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471530,0x00471794,612,0x00471530-0x00471794,sub_471530,"int __stdcall sub_471530(char *Str1, int);",0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004717A0,0x00471864,196,0x004717A0-0x00471864,sub_4717A0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471870,0x004718BF,79,0x00471870-0x004718BF,sub_471870,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x004718C0,0x00471D36,1163,0x004718C0-0x00471D36;0x00655F60-0x00655F75,sub_4718C0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471D40,0x00471D43,3,0x00471D40-0x00471D43,nullsub_160,,0x5440,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471D50,0x00471F66,555,0x00471D50-0x00471F66;0x00655F75-0x00655F8A,sub_471D50,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471F70,0x00471FC2,82,0x00471F70-0x00471FC2,sub_471F70,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00471FD0,0x0047201F,79,0x00471FD0-0x0047201F,sub_471FD0,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00472020,0x00472184,487,0x00472020-0x00472184;0x00655EA0-0x00655F23,sub_472020,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00472190,0x004721F1,137,0x00472190-0x004721F1;0x00655F30-0x00655F58,sub_472190,,0x5410,game
42032fc2807f7dec6de1ed6efb9d18a70668a015f23e32d58149c9d9952bc0a7,0x00472200,0x00472216,22,0x00472200-0x00472216,sub_472200,,0x5400,game
