class,offset,name,size,type
MainInterface,0xA88,field_A88,4,
MainInterface,0xA8C,rect2,16,
MainInterface,0xA9C,rect3,16,
MainInterface,0xAAC,field_AAC,4,
MainInterface,0xAB0,field_AB0,4,
MainInterface,0xAB4,field_AB4,4,
MainInterface,0xAB8,field_AB8,4,
MainInterface,0xABC,field_ABC,4,
MainInterface,0xAC0,field_AC0,4,
MainInterface,0xAC4,field_AC4,4,
MainInterface,0xAC8,field_AC8,4,
MainInterface,0xACC,field_ACC,4,
MainInterface,0xAD0,field_AD0,4,
MainInterface,0xAD4,field_AD4,4,
MainInterface,0xAD8,field_AD8,4,
MainInterface,0xADC,field_ADC,4,
MainInterface,0xAE0,field_AE0,4,
MainInterface,0xAE4,field_AE4,4,
MainInterface,0xAE8,field_AE8,4,
MainInterface,0xAEC,field_AEC,4,
MainInterface,0xAF0,field_AF0,4,
MainInterface,0xAF4,field_AF4,4,
MainInterface,0xAF8,field_AF8,4,
MainInterface,0xAFC,field_AFC,4,
MainInterface,0xB00,field_B00,4,
MainInterface,0xB04,field_B04,4,
MainInterface,0xB08,field_B08,4,
MainInterface,0xB0C,field_B0C,4,
MainInterface,0xB10,field_B10,4,
MainInterface,0xB14,field_B14,4,
MainInterface,0xB18,field_B18,4,
MainInterface,0xB1C,field_B1C,4,
MainInterface,0xB20,field_B20,4,
MainInterface,0xB24,field_B24,4,
MainInterface,0xB28,field_B28,4,
MainInterface,0xB2C,field_B2C,4,
MainInterface,0xB30,field_B30,4,
MainInterface,0xB34,field_B34,4,
MainInterface,0xB38,field_B38,4,
MainInterface,0xB3C,field_B3C,4,
MainInterface,0xB40,field_B40,4,
MainInterface,0xB44,field_B44,4,
MainInterface,0xB48,field_B48,4,
MainInterface,0xB4C,field_B4C,4,
MainInterface,0xB50,field_B50,4,
MainInterface,0xB54,field_B54,4,
MainInterface,0xB58,field_B58,4,
MainInterface,0xB5C,field_B5C,4,
MainInterface,0xB60,field_B60,4,
MainInterface,0xB64,field_B64,4,
MainInterface,0xB68,field_B68,4,
MainInterface,0xB6C,field_B6C,4,
MainInterface,0xB70,field_B70,4,
MainInterface,0xB74,field_B74,4,
MainInterface,0xB78,field_B78,4,
MainInterface,0xB7C,field_B7C,4,
MainInterface,0xB80,field_B80,4,
MainInterface,0xB84,field_B84,4,
MainInterface,0xB88,field_B88,4,
MainInterface,0xB8C,field_B8C,4,
MainInterface,0xB90,field_B90,4,
MainInterface,0xB94,field_B94,4,
MainInterface,0xB98,field_B98,4,
MainInterface,0xB9C,field_B9C,4,
MainInterface,0xBA0,field_BA0,4,
MainInterface,0xBA4,field_BA4,4,
MainInterface,0xBA8,field_BA8,4,
MainInterface,0xBAC,field_BAC,4,
MainInterface,0xBB0,field_BB0,4,
MainInterface,0xBB4,field_BB4,4,
MainInterface,0xBB8,field_BB8,4,
MainInterface,0xBBC,field_BBC,4,
MainInterface,0xBC0,field_BC0,4,
MainInterface,0xBC4,field_BC4,4,
MainInterface,0xBC8,field_BC8,4,
MainInterface,0xBCC,field_BCC,4,
MainInterface,0xBD0,field_BD0,4,
MainInterface,0xBD4,field_BD4,4,
MainInterface,0xBD8,field_BD8,4,
MainInterface,0xBDC,field_BDC,4,
MainInterface,0xBE0,field_BE0,4,
MainInterface,0xBE4,field_BE4,4,
MainInterface,0xBE8,field_BE8,4,
MainInterface,0xBEC,field_BEC,4,
MainInterface,0xBF0,field_BF0,4,
MainInterface,0xBF4,field_BF4,4,
MainInterface,0xBF8,field_BF8,4,
MainInterface,0xBFC,field_BFC,4,
MainInterface,0xC00,field_C00,4,
MainInterface,0xC04,field_C04,4,
MainInterface,0xC08,field_C08,4,
MainInterface,0xC0C,field_C0C,4,
MainInterface,0xC10,field_C10,4,
MainInterface,0xC14,field_C14,4,
MainInterface,0xC18,field_C18,4,
MainInterface,0xC1C,field_C1C,4,
MainInterface,0xC20,field_C20,4,
MainInterface,0xC24,field_C24,4,
MainInterface,0xC28,field_C28,4,
MainInterface,0xC2C,field_C2C,4,
MainInterface,0xC30,field_C30,4,
MainInterface,0xC34,field_C34,4,
MainInterface,0xC38,field_C38,4,
MainInterface,0xC3C,field_C3C,4,
MainInterface,0xC40,field_C40,4,
MainInterface,0xC44,field_C44,4,
MainInterface,0xC48,field_C48,4,
MainInterface,0xC4C,field_C4C,4,
MainInterface,0xC50,field_C50,4,
MainInterface,0xC54,field_C54,4,
MainInterface,0xC58,field_C58,4,
MainInterface,0xC5C,field_C5C,4,
MainInterface,0xC60,field_C60,4,
MainInterface,0xC64,field_C64,4,
MainInterface,0xC68,field_C68,4,
MainInterface,0xC6C,field_C6C,4,
MainInterface,0xC70,field_C70,4,
MainInterface,0xC74,field_C74,4,
MainInterface,0xC78,field_C78,4,
MainInterface,0xC7C,field_C7C,4,
MainInterface,0xC80,field_C80,4,
MainInterface,0xC84,field_C84,4,
MainInterface,0xC88,field_C88,4,
MainInterface,0xC8C,field_C8C,4,
MainInterface,0xC90,field_C90,4,
MainInterface,0xC94,field_C94,4,
MainInterface,0xC98,field_C98,4,
MainInterface,0xC9C,field_C9C,4,
MainInterface,0xCA0,field_CA0,4,
MainInterface,0xCA4,field_CA4,4,
MainInterface,0xCA8,field_CA8,4,
MainInterface,0xCAC,field_CAC,4,
MainInterface,0xCB0,field_CB0,4,
MainInterface,0xCB4,field_CB4,4,
MainInterface,0xCB8,field_CB8,4,
MainInterface,0xCBC,field_CBC,4,
MainInterface,0xCC0,field_CC0,4,
MainInterface,0xCC4,field_CC4,4,
MainInterface,0xCC8,field_CC8,4,
MainInterface,0xCCC,field_CCC,4,
MainInterface,0xCD0,field_CD0,4,
MainInterface,0xCD4,field_CD4,4,
MainInterface,0xCD8,field_CD8,4,
MainInterface,0xCDC,field_CDC,4,
MainInterface,0xCE0,field_CE0,4,
MainInterface,0xCE4,field_CE4,4,
MainInterface,0xCE8,field_CE8,4,
MainInterface,0xCEC,field_CEC,4,
MainInterface,0xCF0,field_CF0,4,
MainInterface,0xCF4,field_CF4,4,
MainInterface,0xCF8,field_CF8,4,
MainInterface,0xCFC,field_CFC,4,
MainInterface,0xD00,field_D00,4,
MainInterface,0xD04,field_D04,4,
MainInterface,0xD08,field_D08,4,
MainInterface,0xD0C,field_D0C,4,
MainInterface,0xD10,field_D10,4,
MainInterface,0xD14,field_D14,4,
MainInterface,0xD18,field_D18,4,
MainInterface,0xD1C,field_D1C,4,
MainInterface,0xD20,field_D20,4,
MainInterface,0xD24,field_D24,4,
MainInterface,0xD28,field_D28,4,
MainInterface,0xD2C,field_D2C,4,
MainInterface,0xD30,field_D30,4,
MainInterface,0xD34,field_D34,4,
MainInterface,0xD38,field_D38,4,
MainInterface,0xD3C,field_D3C,4,
MainInterface,0xD40,field_D40,4,
MainInterface,0xD44,field_D44,4,
MainInterface,0xD48,field_D48,4,
MainInterface,0xD4C,field_D4C,4,
MainInterface,0xD50,field_D50,4,
MainInterface,0xD54,field_D54,4,
MainInterface,0xD58,field_D58,4,
MainInterface,0xD5C,field_D5C,4,
MainInterface,0xD60,field_D60,4,
MainInterface,0xD64,field_D64,4,
MainInterface,0xD68,field_D68,4,
MainInterface,0xD6C,field_D6C,4,
MainInterface,0xD70,field_D70,4,
MainInterface,0xD74,field_D74,4,
MainInterface,0xD78,field_D78,4,
MainInterface,0xD7C,field_D7C,4,
MainInterface,0xD80,rect4,16,
MainInterface,0xD90,field_D90,4,
MainInterface,0xD94,field_D94,4,
MainInterface,0xD98,field_D98,4,
MainInterface,0xD9C,field_D9C,4,
MainInterface,0xDA0,field_DA0,4,
MainInterface,0xDA4,field_DA4,4,
MainInterface,0xDA8,field_DA8,4,
MainInterface,0xDAC,field_DAC,4,
MainInterface,0xDB0,field_DB0,4,
MainInterface,0xDB4,field_DB4,4,
MainInterface,0xDB8,field_DB8,4,
MainInterface,0xDBC,field_DBC,4,
MainInterface,0xDC0,rect1,16,
MainInterface,0xDD0,field_DD0,4,
MainInterface,0xDD4,field_DD4,4,
MainInterface,0xDD8,field_DD8,4,
MainInterface,0xDDC,field_DDC,4,
MainInterface,0xDE0,field_DE0,4,
MainInterface,0xDE4,field_DE4,4,
MainInterface,0xDE8,field_DE8,4,
MainInterface,0xDEC,field_DEC,4,
MainInterface,0xDF0,field_DF0,4,
MainInterface,0xDF4,field_DF4,4,
MainInterface,0xDF8,field_DF8,4,
MainInterface,0xDFC,field_DFC,4,
MainInterface,0xE00,flatButton,121464,
MainInterface,0x1E878,buttonGroup,592,
MainInterface,0x1EAC8,field_1EAC8,4,
MainInterface,0x1EACC,stringBox,11168,
MainInterface,0x2166C,font1,40,
MainInterface,0x21694,font2,40,
MainInterface,0x216BC,font3,40,
MainInterface,0x216E4,field_216E4,4,
MainInterface,0x216E8,field_216E8,4,
MainInterface,0x216EC,field_216EC,4,
MainInterface,0x216F0,field_216F0,4,
MainInterface,0x216F4,sprites1,176,
MainInterface,0x217A4,sprites2,176,
MainInterface,0x21854,sprites3,88,
MainInterface,0x218AC,sprites4,88,
MainInterface,0x21904,sprites5,440,
MainInterface,0x21ABC,sprites6,440,
MainInterface,0x21C74,sprites7,264,
MainInterface,0x21D7C,sprites8,132,
MainInterface,0x21E00,sprites9,3300,
MainInterface,0x22AE4,sprites10,792,
MainInterface,0x22DFC,sprite11,44,
MainInterface,0x22E28,sprites12,264,
MainInterface,0x22F30,sprites13,88,
MainInterface,0x22F88,flics1,5576,
MainInterface,0x24550,flic2,2788,
MainInterface,0x25034,spot,12,
MainInterface,0x25040,time1,40,
MainInterface,0x25068,time2,40,
MapWin,0x0,field_0,4,
MapWin,0x4,field_4,4,
MapWin,0x8,field_8,4,
MapWin,0xC,textureStores1,2432,
MapWin,0x98C,textureStores2,119168,
MapWin,0x1DB0C,textureStores3,608,
MapWin,0x1DD6C,field_1DD6C,4,
MapWin,0x1DD70,flags,4,
MapWin,0x1DD74,field_1DD74,4,
MapWin,0x1DD78,field_1DD78,4,
MapWin,0x1DD7C,field_1DD7C,4,
MapWin,0x1DD80,field_1DD80,4,
MapWin,0x1DD84,field_1DD84,4,
MapWin,0x1DD88,field_1DD88,4,
MapWin,0x1DD8C,field_1DD8C,4,
MapWin,0x1DD90,field_1DD90,4,
MapWin,0x1DD94,field_1DD94,4,
MapWin,0x1DD98,zoomLevel,4,
MapWin,0x1DD9C,field_1DD9C,4,
MapWin,0x1DDA0,field_1DDA0,4,
MapWin,0x1DDA4,field_1DDA4,4,
MapWin,0x1DDA8,field_1DDA8,4,
MapWin,0x1DDAC,field_1DDAC,4,
MapWin,0x1DDB0,field_1DDB0,4,
MapWin,0x1DDB4,field_1DDB4,4,
MapWin,0x1DDB8,field_1DDB8,4,
MapWin,0x1DDBC,field_1DDBC,4,
MapWin,0x1DDC0,field_1DDC0,4,
MapWin,0x1DDC4,field_1DDC4,4,
MapWin,0x1DDC8,field_1DDC8,4,
MapWin,0x1DDCC,field_1DDCC,4,
MapWin,0x1DDD0,field_1DDD0,4,
MapWin,0x1DDD4,field_1DDD4,4,
MapWin,0x1DDD8,field_1DDD8,4,
MapWin,0x1DDDC,field_1DDDC,4,
MapWin,0x1DDE0,field_1DDE0,4,
MapWin,0x1DDE4,field_1DDE4,4,
MapWin,0x1DDE8,field_1DDE8,4,
MapWin,0x1DDEC,field_1DDEC,4,
MapWin,0x1DDF0,field_1DDF0,4,
MapWin,0x1DDF4,field_1DDF4,4,
MapWin,0x1DDF8,field_1DDF8,4,
MapWin,0x1DDFC,field_1DDFC,4,
MapWin,0x1DE00,field_1DE00,4,
MapWin,0x1DE04,field_1DE04,4,
MapWin,0x1DE08,field_1DE08,4,
MapWin,0x1DE0C,field_1DE0C,4,
MapWin,0x1DE10,field_1DE10,4,
MapWin,0x1DE14,field_1DE14,4,
MapWin,0x1DE18,field_1DE18,4,
MapWin,0x1DE1C,field_1DE1C,4,
MapWin,0x1DE20,field_1DE20,4,
MapWin,0x1DE24,field_1DE24,4,
MapWin,0x1DE28,buffer1,1416,
MapWin,0x1E3B0,buffer2,1416,
MapWin,0x1E938,buffer3,1416,
MapWin,0x1EEC0,field_1EEC0,4,
MapWin,0x1EEC4,field_1EEC4,4,
MapWin,0x1EEC8,font1,40,
MapWin,0x1EEF0,font2,40,
MapWin,0x1EF18,field_1EF18,4,
MapWin,0x1EF1C,field_1EF1C,4,
MapWin,0x1EF20,font3,40,
MapWin,0x1EF48,field_1EF48,4,
MapWin,0x1EF4C,field_1EF4C,4,
MapWin,0x1EF50,field_1EF50,4,
MapWin,0x1EF54,inter3,2744,
MapWin,0x1FA0C,unk_fields,8248,
MapWin,0x21A44,field_21A44,4,
MapWin,0x21A48,field_21A48,4,
MapWin,0x21A4C,field_21A4C,4,
MapWin,0x21A50,field_21A50,4,
MapWin,0x21A54,field_21A54,4,
MapWin,0x21A58,field_21A58,4,
MapWin,0x21A5C,field_21A5C,4,
MapWin,0x21A60,field_21A60,4,
MapWin,0x21A64,field_21A64,4,
MapWin,0x21A68,field_21A68,4,
MapWin,0x21A6C,graphicWin,2580,
Menu,0x0,graphicWin,2580,
Menu,0xA14,proc,4,
Menu,0xA18,field_A18,4,
Menu,0xA1C,field_A1C,4,
Menu,0xA20,field_A20,4,
Menu,0xA24,field_A24,4,
Menu,0xA28,field_A28,4,
Menu,0xA2C,spot,12,
Menu,0xA38,array,300,
MessageWin,0x0,sprite,44,
MessageWin,0x2C,field_2C,4,
MessageWin,0x30,field_30,4,
MessageWin,0x34,field_34,4,
MessageWin,0x38,field_38,4,
MessageWin,0x3C,font,40,
MessageWin,0x64,listBox,2900,
MessageWin,0xBB8,stringBox,11168,
Midi_Device,0x0,vtable,4,
Midi_Device,0x4,field_4,4,
Midi_Device,0x8,field_8,4,
Midi_Device,0xC,field_C,4,
Midi_Device,0x10,field_10,4,
Midi_Device,0x14,field_14,4,
Midi_Device,0x18,field_18,4,
Midi_Device,0x1C,field_1C,4,
MonuWin,0x0,graphicWin,2580,
MonuWin,0xA14,field_A14,4,
MonuWin,0xA18,field_A18,4,
MonuWin,0xA1C,field_A1C,4,
MonuWin,0xA20,field_A20,4,
MonuWin,0xA24,field_A24,4,
MonuWin,0xA28,field_A28,4,
MonuWin,0xA2C,field_A2C,4,
MonuWin,0xA30,field_A30,4,
MonuWin,0xA34,field_A34,4,
MonuWin,0xA38,field_A38,4,
MonuWin,0xA3C,field_A3C,4,
MonuWin,0xA40,field_A40,4,
MonuWin,0xA44,field_A44,4,
MonuWin,0xA48,field_A48,4,
MonuWin,0xA4C,field_A4C,4,
MonuWin,0xA50,field_A50,4,
MonuWin,0xA54,field_A54,4,
MonuWin,0xA58,flatButton1,2892,
MonuWin,0x15A4,flatButton2,2892,
MonuWin,0x20F0,spot,12,
MonuWin,0x20FC,buffer1,1416,
MonuWin,0x2684,buffer2,1416,
MonuWin,0x2C0C,sprites1,660,
MonuWin,0x2EA0,sprites2,660,
MonuWin,0x3134,field_3134,4,
MonuWin,0x3138,field_3138,4,
MonuWin,0x313C,field_313C,4,
MonuWin,0x3140,field_3140,4,
MonuWin,0x3144,field_3144,4,
MonuWin,0x3148,field_3148,4,
MonuWin,0x314C,field_314C,4,
MonuWin,0x3150,field_3150,4,
MonuWin,0x3154,field_3154,4,
MonuWin,0x3158,field_3158,4,
MonuWin,0x315C,field_315C,4,
MonuWin,0x3160,field_3160,4,
MonuWin,0x3164,field_3164,4,
MonuWin,0x3168,field_3168,4,
MonuWin,0x316C,field_316C,4,
MonuWin,0x3170,field_3170,4,
MonuWin,0x3174,field_3174,4,
MonuWin,0x3178,field_3178,4,
MonuWin,0x317C,field_317C,4,
MonuWin,0x3180,field_3180,4,
MonuWin,0x3184,field_3184,4,
MonuWin,0x3188,field_3188,4,
MonuWin,0x318C,field_318C,4,
MonuWin,0x3190,field_3190,4,
MonuWin,0x3194,field_3194,4,
MonuWin,0x3198,field_3198,4,
MonuWin,0x319C,field_319C,4,
MonuWin,0x31A0,field_31A0,4,
MonuWin,0x31A4,field_31A4,4,
MonuWin,0x31A8,field_31A8,4,
MonuWin,0x31AC,field_31AC,4,
MonuWin,0x31B0,field_31B0,4,
MonuWin,0x31B4,field_31B4,4,
MonuWin,0x31B8,field_31B8,4,
MonuWin,0x31BC,field_31BC,4,
MonuWin,0x31C0,field_31C0,4,
MonuWin,0x31C4,field_31C4,4,
MonuWin,0x31C8,field_31C8,4,
MonuWin,0x31CC,field_31CC,4,
MonuWin,0x31D0,field_31D0,4,
MonuWin,0x31D4,field_31D4,4,
MonuWin,0x31D8,field_31D8,4,
MonuWin,0x31DC,field_31DC,4,
MonuWin,0x31E0,field_31E0,4,
MonuWin,0x31E4,field_31E4,4,
MonuWin,0x31E8,field_31E8,4,
MonuWin,0x31EC,field_31EC,4,
MonuWin,0x31F0,field_31F0,4,
MonuWin,0x31F4,field_31F4,4,
MonuWin,0x31F8,field_31F8,4,
MonuWin,0x31FC,field_31FC,4,
MonuWin,0x3200,field_3200,4,
MonuWin,0x3204,field_3204,4,
MonuWin,0x3208,field_3208,4,
MonuWin,0x320C,field_320C,4,
MonuWin,0x3210,field_3210,4,
MonuWin,0x3214,field_3214,4,
MonuWin,0x3218,field_3218,4,
MonuWin,0x321C,field_321C,4,
MonuWin,0x3220,field_3220,4,
MonuWin,0x3224,field_3224,4,
MonuWin,0x3228,field_3228,4,
MonuWin,0x322C,field_322C,4,
MonuWin,0x3230,field_3230,4,
MonuWin,0x3234,field_3234,4,
MonuWin,0x3238,field_3238,4,
MonuWin,0x323C,field_323C,4,
MonuWin,0x3240,field_3240,4,
MonuWin,0x3244,sprites3,264,
MonuWin,0x334C,field_334C,4,
MonuWin,0x3350,field_3350,4,
MonuWin,0x3354,field_3354,4,
MonuWin,0x3358,field_3358,4,
MonuWin,0x335C,field_335C,4,
MonuWin,0x3360,field_3360,4,
MonuWin,0x3364,field_3364,4,
MonuWin,0x3368,field_3368,4,
MonuWin,0x336C,field_336C,4,
MonuWin,0x3370,field_3370,4,
MonuWin,0x3374,field_3374,4,
MonuWin,0x3378,field_3378,4,
MonuWin,0x337C,field_337C,4,
MonuWin,0x3380,field_3380,4,
MonuWin,0x3384,field_3384,4,
MonuWin,0x3388,field_3388,4,
MonuWin,0x338C,field_338C,4,
MonuWin,0x3390,field_3390,4,
MonuWin,0x3394,field_3394,4,
MonuWin,0x3398,field_3398,4,
MonuWin,0x339C,field_339C,4,
MonuWin,0x33A0,field_33A0,4,
MonuWin,0x33A4,field_33A4,4,
MonuWin,0x33A8,field_33A8,4,
MonuWin,0x33AC,sprites4,308,
MonuWin,0x34E0,sprites5,308,
MonuWin,0x3614,sprite8,44,
MonuWin,0x3640,sprite9,44,
MultiDebug,0x0,graphicWin,2580,
MultiDebug,0xA14,font,40,
MultiDebug,0xA3C,field_A3C,4,
MultiDebug,0xA40,time,40,
MultiWin,0x0,graphicWin,2580,
MultiWin,0xA14,field_A14,4,
MultiWin,0xA18,field_A18,4,
MultiWin,0xA1C,field_A1C,4,
MultiWin,0xA20,field_A20,4,
MultiWin,0xA24,field_A24,4,
MultiWin,0xA28,field_A28,4,
MultiWin,0xA2C,field_A2C,4,
MultiWin,0xA30,field_A30,4,
MultiWin,0xA34,field_A34,4,
MultiWin,0xA38,field_A38,4,
MultiWin,0xA3C,field_A3C,4,
MultiWin,0xA40,field_A40,4,
MultiWin,0xA44,field_A44,4,
MultiWin,0xA48,field_A48,4,
MultiWin,0xA4C,field_A4C,4,
MultiWin,0xA50,field_A50,4,
MultiWin,0xA54,buffer,1416,
MultiWin,0xFDC,sprites1,132,
MultiWin,0x1060,sprites2,132,
MultiWin,0x10E4,sprite3,44,
MultiWin,0x1110,sprite4,44,
MultiWin,0x113C,sprite5,44,
MultiWin,0x1168,field_1168,4,
MultiWin,0x116C,sprite6,44,
MultiWin,0x1198,sprite7,44,
MultiWin,0x11C4,flatButton1,2892,
MultiWin,0x1D10,flatButton2,2892,
MultiWin,0x285C,font1,40,
MultiWin,0x2884,font2,40,
MultiWin,0x28AC,spot,12,
Net,0x0,vtable,4,
Net,0x4,field_4,4,
Net,0x8,field_8,4,
Net,0xC,field_C,4,
Net,0x10,field_10,4,
Net,0x14,field_14,4,
Net,0x18,field_18,4,
Net,0x1C,field_1C,4,
Net,0x20,field_20,4,
Net,0x24,field_24,4,
Net,0x28,field_28,4,
Net,0x2C,field_2C,4,
Net,0x30,field_30,4,
Net,0x34,field_34,4,
Net,0x38,field_38,4,
Net,0x3C,field_3C,4,
Net,0x40,field_40,4,
Net,0x44,field_44,4,
Net,0x48,field_48,4,
Net,0x4C,field_4C,4,
Net,0x50,field_50,4,
Net,0x54,field_54,4,
Net,0x58,voiceTx,88,
Net,0xB0,field_B0,4,
Net,0xB4,field_B4,4,
Net,0xB8,field_B8,4,
Net,0xBC,field_BC,4,
Net,0xC0,field_C0,4,
Net,0xC4,field_C4,4,
Net,0xC8,field_C8,4,
Net,0xCC,field_CC,4,
Net,0xD0,field_D0,4,
Net,0xD4,field_D4,4,
Net,0xD8,field_D8,4,
Net,0xDC,field_DC,4,
Net,0xE0,field_E0,4,
Net,0xE4,field_E4,4,
Net,0xE8,netFifo1,16,
Net,0xF8,field_F8,4,
Net,0xFC,field_FC,4,
Net,0x100,field_100,4,
Net,0x104,field_104,4,
Net,0x108,field_108,4,
Net,0x10C,netFifo2,16,
Net,0x11C,field_11C,4,
Net,0x120,field_120,4,
Net,0x124,field_124,4,
Net,0x128,field_128,4,
Net,0x12C,field_12C,4,
Net,0x130,netFifo3,16,
Net,0x140,field_140,4,
Net,0x144,field_144,4,
Net,0x148,field_148,4,
Net,0x14C,field_14C,4,
Net,0x150,field_150,4,
Net,0x154,field_154,4,
Net,0x158,field_158,4,
Net,0x15C,field_15C,4,
Net,0x160,field_160,4,
Net,0x164,field_164,4,
Net,0x168,field_168,4,
Net,0x16C,field_16C,4,
Net,0x170,field_170,4,
Net,0x174,field_174,4,
Net,0x178,field_178,4,
Net,0x17C,field_17C,4,
Net,0x180,field_180,4,
Net,0x184,field_184,4,
Net,0x188,field_188,4,
Net,0x18C,field_18C,4,
Net,0x190,field_190,4,
Net,0x194,field_194,4,
Net,0x198,field_198,4,
Net,0x19C,field_19C,4,
Net,0x1A0,field_1A0,4,
Net,0x1A4,field_1A4,4,
Net,0x1A8,field_1A8,4,
Net,0x1AC,field_1AC,4,
Net,0x1B0,field_1B0,4,
Net,0x1B4,field_1B4,4,
Net,0x1B8,field_1B8,4,
Net,0x1BC,field_1BC,4,
Net,0x1C0,field_1C0,4,
Net,0x1C4,field_1C4,4,
Net,0x1C8,field_1C8,4,
Net,0x1CC,field_1CC,4,
Net,0x1D0,field_1D0,4,
Net,0x1D4,field_1D4,4,
Net,0x1D8,field_1D8,4,
Net,0x1DC,field_1DC,4,
Net,0x1E0,field_1E0,4,
Net,0x1E4,field_1E4,4,
Net,0x1E8,field_1E8,4,
Net,0x1EC,field_1EC,4,
Net,0x1F0,field_1F0,4,
Net,0x1F4,field_1F4,4,
Net,0x1F8,field_1F8,4,
Net,0x1FC,field_1FC,4,
Net,0x200,field_200,4,
Net,0x204,field_204,4,
Net,0x208,field_208,4,
Net,0x20C,field_20C,4,
Net,0x210,field_210,4,
Net,0x214,field_214,4,
Net,0x218,field_218,4,
Net,0x21C,field_21C,4,
Net,0x220,field_220,4,
Net,0x224,field_224,4,
Net,0x228,field_228,4,
Net,0x22C,field_22C,4,
Net,0x230,field_230,4,
Net,0x234,field_234,4,
Net,0x238,field_238,4,
Net,0x23C,field_23C,4,
Net,0x240,field_240,4,
Net,0x244,field_244,4,
Net,0x248,field_248,4,
Net,0x24C,field_24C,4,
Net,0x250,field_250,4,
Net,0x254,field_254,4,
Net,0x258,field_258,4,
Net,0x25C,field_25C,4,
Net,0x260,field_260,4,
Net,0x264,field_264,4,
Net,0x268,field_268,4,
Net,0x26C,field_26C,4,
Net,0x270,field_270,4,
Net,0x274,field_274,4,
Net,0x278,field_278,4,
Net,0x27C,field_27C,4,
Net,0x280,field_280,4,
Net,0x284,field_284,4,
Net,0x288,field_288,4,
Net,0x28C,field_28C,4,
Net,0x290,field_290,4,
Net,0x294,field_294,4,
Net,0x298,field_298,4,
Net,0x29C,field_29C,4,
Net,0x2A0,field_2A0,4,
Net,0x2A4,field_2A4,4,
Net,0x2A8,field_2A8,4,
Net,0x2AC,field_2AC,4,
Net,0x2B0,field_2B0,4,
Net,0x2B4,field_2B4,4,
Net,0x2B8,field_2B8,4,
Net,0x2BC,field_2BC,4,
Net,0x2C0,field_2C0,4,
Net,0x2C4,field_2C4,4,
Net,0x2C8,field_2C8,4,
Net,0x2CC,field_2CC,4,
Net,0x2D0,field_2D0,4,
Net,0x2D4,field_2D4,4,
Net,0x2D8,field_2D8,4,
Net,0x2DC,field_2DC,4,
Net,0x2E0,field_2E0,4,
Net,0x2E4,field_2E4,4,
Net,0x2E8,field_2E8,4,
Net,0x2EC,field_2EC,4,
Net,0x2F0,field_2F0,4,
Net,0x2F4,field_2F4,4,
Net,0x2F8,field_2F8,4,
Net,0x2FC,field_2FC,4,
Net,0x300,field_300,4,
Net,0x304,field_304,4,
Net,0x308,field_308,4,
Net,0x30C,field_30C,4,
Net,0x310,field_310,4,
Net,0x314,field_314,4,
Net,0x318,field_318,4,
Net,0x31C,field_31C,4,
Net,0x320,field_320,4,
Net,0x324,field_324,4,
Net,0x328,field_328,4,
Net,0x32C,field_32C,4,
Net,0x330,field_330,4,
Net,0x334,field_334,4,
Net,0x338,field_338,4,
Net,0x33C,field_33C,4,
Net,0x340,field_340,4,
Net,0x344,field_344,4,
Net,0x348,field_348,4,
Net,0x34C,field_34C,4,
Net,0x350,field_350,4,
Net,0x354,field_354,4,
Net,0x358,field_358,4,
Net,0x35C,field_35C,4,
Net,0x360,field_360,4,
Net,0x364,field_364,4,
Net,0x368,field_368,4,
Net,0x36C,field_36C,4,
Net,0x370,field_370,4,
Net,0x374,field_374,4,
Net,0x378,field_378,4,
Net,0x37C,field_37C,4,
Net,0x380,field_380,4,
Net,0x384,field_384,4,
Net,0x388,field_388,4,
Net,0x38C,field_38C,4,
Net,0x390,field_390,4,
Net,0x394,field_394,4,
Net,0x398,field_398,4,
Net,0x39C,field_39C,4,
Net,0x3A0,field_3A0,4,
Net,0x3A4,field_3A4,4,
Net,0x3A8,field_3A8,4,
Net,0x3AC,field_3AC,4,
Net,0x3B0,field_3B0,4,
Net,0x3B4,field_3B4,4,
Net,0x3B8,field_3B8,4,
Net,0x3BC,field_3BC,4,
Net,0x3C0,field_3C0,4,
Net,0x3C4,field_3C4,4,
Net,0x3C8,field_3C8,4,
Net,0x3CC,field_3CC,4,
Net,0x3D0,field_3D0,4,
Net,0x3D4,field_3D4,4,
Net,0x3D8,field_3D8,4,
Net,0x3DC,field_3DC,4,
Net,0x3E0,field_3E0,4,
Net,0x3E4,field_3E4,4,
Net,0x3E8,field_3E8,4,
Net,0x3EC,field_3EC,4,
Net,0x3F0,field_3F0,4,
Net,0x3F4,field_3F4,4,
Net,0x3F8,field_3F8,4,
Net,0x3FC,field_3FC,4,
Net,0x400,field_400,4,
Net,0x404,field_404,4,
Net,0x408,field_408,4,
Net,0x40C,field_40C,4,
Net,0x410,field_410,4,
Net,0x414,field_414,4,
Net,0x418,field_418,4,
Net,0x41C,field_41C,4,
Net,0x420,field_420,4,
Net,0x424,field_424,4,
Net,0x428,field_428,4,
Net,0x42C,field_42C,4,
Net,0x430,field_430,4,
Net,0x434,field_434,4,
Net,0x438,field_438,4,
Net,0x43C,field_43C,4,
Net,0x440,field_440,4,
Net,0x444,field_444,4,
Net,0x448,field_448,4,
Net,0x44C,field_44C,4,
Net,0x450,field_450,4,
Net,0x454,field_454,4,
Net,0x458,field_458,4,
Net,0x45C,field_45C,4,
Net,0x460,field_460,4,
