address,name,argument_count,evidence
0x00645660,_strcmp,2,"IDA 9.4 guess_type int __cdecl(const char *Str1, const char *Str2)"
0x00645844,__purecall,0,IDA 9.4 guess_type void __noreturn()
0x0064584D,sub_64584d,0,IDA 9.4 guess_type int()
0x00645864,nullsub_18,0,IDA 9.4 guess_type int()
0x00645865,__cfltcvt_init_1,0,IDA 9.4 guess_type int()
0x006458A0,_strrchr,2,"IDA 9.4 guess_type char *__cdecl(const char *Str, int Ch)"
0x006458C8,__ftol,0,IDA 9.4 guess_type int()
0x006458F0,_strncmp,3,"IDA 9.4 guess_type int __cdecl(const char *Str1, const char *Str2, size_t MaxCount)"
0x00645930,_memcpy,3,"IDA 9.4 guess_type void *__cdecl(void *, const void *Src, size_t Size)"
0x00645C70,_memcmp,3,"IDA 9.4 guess_type int __cdecl(const void *Buf1, const void *Buf2, size_t Size)"
0x00645D1C,_atol,1,IDA 9.4 guess_type int __cdecl(const char *String)
0x00645DA7,_atoi,1,IDA 9.4 guess_type int __cdecl(const char *String)
0x00645DD0,_strchr,2,"IDA 9.4 guess_type char *__cdecl(const char *Str, int Val)"
0x00645E90,_strncpy,3,"IDA 9.4 guess_type char *__cdecl(char *Destination, const char *Source, size_t Count)"
0x00646010,_srand,1,IDA 9.4 guess_type void __cdecl(unsigned int Seed)
0x0064601D,_rand,0,IDA 9.4 guess_type int __cdecl()
0x0064606E,_fwrite,4,"IDA 9.4 guess_type size_t __cdecl(const void *Buffer, size_t ElementSize, size_t ElementCount, FILE *Stream)"
0x006461A7,_fread,4,"IDA 9.4 guess_type size_t __cdecl(void *Buffer, size_t ElementSize, size_t ElementCount, FILE *Stream)"
0x0064628F,_toupper,1,IDA 9.4 guess_type int __cdecl(int C)
0x006462FE,_toupper_0,1,IDA 9.4 guess_type int __cdecl(int C)
0x006463D0,__CIsin,0,IDA 9.4 guess_type int()
0x006463E4,_sin,1,IDA 9.4 guess_type double __cdecl(double X)
0x00646480,__CIcos,0,IDA 9.4 guess_type int()
0x00646494,_cos,1,IDA 9.4 guess_type double __cdecl(double X)
0x00646530,__CIsqrt,0,IDA 9.4 guess_type int()
0x00646544,_sqrt,1,IDA 9.4 guess_type double __cdecl(double X)
0x006465F0,_memset,3,"IDA 9.4 guess_type void *__cdecl(void *, int Val, size_t Size)"
0x00646650,__CIatan,0,IDA 9.4 guess_type int()
0x00646664,_atan,1,IDA 9.4 guess_type double __cdecl(double X)
0x006466EF,_tolower,1,IDA 9.4 guess_type int __cdecl(int C)
0x0064675E,_tolower_0,1,IDA 9.4 guess_type int __cdecl(int C)
0x00646829,__mkdir,1,IDA 9.4 guess_type int __cdecl(const char *Path)
0x00646855,_fgetc,1,IDA 9.4 guess_type int __cdecl(FILE *Stream)
0x00646886,_fputc,2,"IDA 9.4 guess_type int __cdecl(int Character, FILE *Stream)"
0x006468D0,_strstr,2,"IDA 9.4 guess_type char *__cdecl(const char *Str, const char *SubStr)"
0x00646950,_remove,1,IDA 9.4 guess_type int __cdecl(const char *FileName)
0x0064697A,_isupper,1,IDA 9.4 guess_type int __cdecl(int C)
0x006469A2,_isdigit,1,IDA 9.4 guess_type int __cdecl(int C)
0x006469CA,_isxdigit,1,IDA 9.4 guess_type int __cdecl(int C)
0x006469F7,_rename,2,"IDA 9.4 guess_type int __cdecl(const char *OldFilename, const char *NewFilename)"
0x00646A80,__CIpow,0,IDA 9.4 guess_type int()
0x00646A99,_pow,2,"IDA 9.4 guess_type double __cdecl(double X, double Y)"
0x00646C75,sub_646c75,0,IDA 9.4 guess_type int()
0x00646C9D,start,0,IDA 9.4 guess_type void __noreturn()
0x00646EB5,__seh_longjmp_unwind@4,1,IDA 9.4 guess_type int __stdcall(int)
0x00646ED0,_calloc,2,"IDA 9.4 guess_type void *__cdecl(size_t Count, size_t Size)"
0x00647067,__endthread,0,IDA 9.4 guess_type void __cdecl()
0x006470A6,_malloc,1,IDA 9.4 guess_type void *__cdecl(size_t Size)
0x006470B8,__nh_malloc,2,"IDA 9.4 guess_type int __cdecl(size_t Size, int)"
0x006470E4,__heap_alloc,1,IDA 9.4 guess_type int __cdecl(int)
0x00647132,_realloc,2,"IDA 9.4 guess_type void *__cdecl(void *Block, size_t Size)"
0x0064726A,_fgets,3,"IDA 9.4 guess_type char *__cdecl(char *Buffer, int MaxCount, FILE *Stream)"
0x006472CC,_rewind,1,IDA 9.4 guess_type void __cdecl(FILE *Stream)
0x00647330,_fseek,3,"IDA 9.4 guess_type int __cdecl(FILE *Stream, int Offset, int Origin)"
0x0064735C,__fseek_lk,3,"IDA 9.4 guess_type int __cdecl(int, int Offset, int Origin)"
0x006473F0,_memchr,3,"IDA 9.4 guess_type void *__cdecl(const void *Buf, int Val, size_t MaxCount)"
0x006474A0,_strcspn,2,"IDA 9.4 guess_type size_t __cdecl(const char *Str, const char *Control)"
0x006474E0,_memcpy_0,3,"IDA 9.4 guess_type void *__cdecl(void *, const void *Src, size_t Size)"
0x00647851,_floor,1,IDA 9.4 guess_type double __cdecl(double X)
0x00647920,_ftell,1,IDA 9.4 guess_type int __cdecl(FILE *Stream)
0x00647942,__ftell_lk,1,IDA 9.4 guess_type int __cdecl(int)
0x00647AB0,__CIacos,0,IDA 9.4 guess_type int()
0x00647AC4,_acos,1,IDA 9.4 guess_type double __cdecl(double X)
0x00647ACD,sub_647acd,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x00647B7B,___initstdio,0,IDA 9.4 guess_type int()
0x00647C23,___endstdio,0,IDA 9.4 guess_type int()
0x00647C37,__lock_file,1,IDA 9.4 guess_type void __cdecl(FILE *Stream)
0x00647C66,__lock_file2,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x00647C89,__unlock_file,1,IDA 9.4 guess_type void __cdecl(FILE *Stream)
0x00647CB8,__unlock_file2,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x00647CDB,__mtinitlocks,0,IDA 9.4 guess_type int()
0x00647D04,__lock,1,IDA 9.4 guess_type int __cdecl(int)
0x00647D65,__unlock,1,IDA 9.4 guess_type int __cdecl(int)
0x00647D7A,__heap_init,1,IDA 9.4 guess_type int __cdecl(int)
0x00647DB6,___sbh_heap_init,0,IDA 9.4 guess_type int()
0x00647DF4,___sbh_find_block,1,IDA 9.4 guess_type int __cdecl(int)
0x00647E1F,___sbh_free_block,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064814A,___sbh_alloc_block,1,IDA 9.4 guess_type int __cdecl(int)
0x00648453,___sbh_alloc_new_region,0,IDA 9.4 guess_type int()
0x00648504,___sbh_alloc_new_group,1,IDA 9.4 guess_type int __cdecl(int)
0x006485FF,___sbh_resize_block,3,"IDA 9.4 guess_type int __cdecl(int, int, int)"
0x00648C4A,___FrameUnwindToState,4,"IDA 9.4 guess_type int __cdecl(int, int, int, int)"
0x00648CE8,unknown_libname_298,1,IDA 9.4 guess_type int __cdecl(int)
0x00649082,unknown_libname_299,2,"IDA 9.4 guess_type int __cdecl(int, char)"
0x00649110,__CallSettingFrame@12,3,"IDA 9.4 guess_type int __stdcall(int, int, int)"
0x0064915C,__mtinit,0,IDA 9.4 guess_type int()
0x006491B0,__initptd,1,IDA 9.4 guess_type int __cdecl(int)
0x006491C3,__getptd,0,IDA 9.4 guess_type int()
0x0064922A,__freeptd,1,IDA 9.4 guess_type int __cdecl(void *Block)
0x0064932B,sub_64932b,0,IDA 9.4 guess_type void __noreturn()
0x00649381,__msize,1,IDA 9.4 guess_type size_t __cdecl(void *Block)
0x006493C6,__close,1,IDA 9.4 guess_type int __cdecl(int FileHandle)
0x00649423,__close_lk,1,IDA 9.4 guess_type int __cdecl(int FileHandle)
0x006494A6,__freebuf,1,IDA 9.4 guess_type int __cdecl(int)
0x006494D1,__fflush_lk,1,IDA 9.4 guess_type int __cdecl(int)
0x006494FF,__flush,1,IDA 9.4 guess_type int __cdecl(int)
0x0064955B,sub_64955b,0,IDA 9.4 guess_type int()
0x00649564,_flsall,1,IDA 9.4 guess_type int __cdecl(int)
0x00649608,__openfile,4,"IDA 9.4 guess_type int __cdecl(char *FileName, int, int ShareFlag, int)"
0x00649778,__getstream,0,IDA 9.4 guess_type int()
0x00649840,__setdefaultprecision,0,IDA 9.4 guess_type int()
0x00649852,__ms_p5_test_fdiv,0,IDA 9.4 guess_type int()
0x00649890,__ms_p5_mp_test_fdiv,0,IDA 9.4 guess_type int()
0x006498B9,__forcdecpt,1,IDA 9.4 guess_type int __cdecl(int)
0x00649913,__cropzeros,1,IDA 9.4 guess_type int __cdecl(int)
0x00649961,__positive,1,IDA 9.4 guess_type int __cdecl(int)
0x00649979,__fassign,3,"IDA 9.4 guess_type int __cdecl(int, int, int)"
0x006499B7,__cftoe,5,"IDA 9.4 guess_type int __usercall@<eax>(int@<ecx>, int, int, int, int)"
0x00649A18,__cftoe2,5,"IDA 9.4 guess_type int __cdecl(int, int, int, int, char)"
0x00649ADA,__cftof,4,"IDA 9.4 guess_type int __usercall@<eax>(int@<ecx>, int, char *Str, size_t Size)"
0x00649B2F,__cftof2,4,"IDA 9.4 guess_type int __cdecl(char *Str, size_t Size, int, char)"
0x00649BD6,__cftog,5,"IDA 9.4 guess_type int __usercall@<eax>(int@<ecx>, int, char *Str, size_t Size, int)"
0x00649C69,__cfltcvt,5,"IDA 9.4 guess_type int __cdecl(int, char *Str, int, size_t Size, int)"
0x00649CBA,__shift,2,"IDA 9.4 guess_type int __cdecl(char *Str, int)"
0x00649CDF,__isctype,2,"IDA 9.4 guess_type int __cdecl(int C, int Type)"
0x00649D60,__allmul,4,"IDA 9.4 guess_type int __stdcall(int, int, int, int)"
0x00649D94,__flsbuf,2,"IDA 9.4 guess_type int __cdecl(int Ch, FILE *File)"
0x00649EAC,__write,3,"IDA 9.4 guess_type int __cdecl(int FileHandle, const void *Buf, unsigned int MaxCharCount)"
0x0064A09C,__filbuf,1,IDA 9.4 guess_type int __cdecl(FILE *File)
0x0064A178,__read,3,"IDA 9.4 guess_type int __cdecl(int FileHandle, void *DstBuf, unsigned int MaxCharCount)"
0x0064A5DA,_strncnt,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064A610,__trandisp1,0,IDA 9.4 guess_type int()
0x0064A71D,__rtonenpop,0,IDA 9.4 guess_type int()
0x0064A722,__tosnan1,0,IDA 9.4 guess_type int()
0x0064A7C9,__rttosnpopde,0,IDA 9.4 guess_type int()
0x0064A7E0,__twoToTOS,0,IDA 9.4 guess_type int()
0x0064A7F5,__load_CW,1,IDA 9.4 guess_type int __cdecl(int)
0x0064A80C,__convertTOStoQNaN,0,IDA 9.4 guess_type int()
0x0064A825,__fload_withFB,0,IDA 9.4 guess_type int()
0x0064A868,__checkTOS_withFB,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064A8B5,__check_overflow_exit,0,IDA 9.4 guess_type int()
0x0064A8C9,__check_range_exit,0,IDA 9.4 guess_type int()
0x0064A970,__startTwoArgErrorHandling,6,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int, int)"
0x0064A987,__startOneArgErrorHandling,4,"IDA 9.4 guess_type int __cdecl(__int16, int, int, int)"
0x0064A9C3,__dosmaperr,1,IDA 9.4 guess_type int __cdecl(int)
0x0064AA36,__errno,0,IDA 9.4 guess_type int *__cdecl()
0x0064AA3F,___doserrno,0,IDA 9.4 guess_type unsigned int *__cdecl()
0x0064AA48,__output,3,"IDA 9.4 guess_type int __cdecl(FILE *File, int, int)"
0x0064B189,_write_char,3,"IDA 9.4 guess_type int __cdecl(int, FILE *File, int)"
0x0064B1BE,_write_multi_char,4,"IDA 9.4 guess_type int __cdecl(int, int, FILE *File, int)"
0x0064B1EF,_write_string,4,"IDA 9.4 guess_type int __cdecl(int, int, FILE *File, int)"
0x0064B227,_get_int_arg,1,IDA 9.4 guess_type int __cdecl(int)
0x0064B234,_get_int64_arg,1,IDA 9.4 guess_type int __cdecl(int)
0x0064B244,_get_short_arg,1,IDA 9.4 guess_type int __cdecl(int)
0x0064B347,zerotoxdone,0,IDA 9.4 guess_type int()
0x0064B392,_expbigret,0,IDA 9.4 guess_type int()
0x0064B3B1,_rtforexpinf,0,IDA 9.4 guess_type int()
0x0064B3BE,__ffexpm1,0,IDA 9.4 guess_type int()
0x0064B401,_isintTOS,0,IDA 9.4 guess_type int()
0x0064B426,_isintTOSret,0,IDA 9.4 guess_type int()
0x0064B467,__powhlp,3,"IDA 9.4 guess_type int __cdecl(double, double, int)"
0x0064B597,__d_inttype,1,IDA 9.4 guess_type int __cdecl(double)
0x0064B73A,_xcptlookup,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064B774,__wincmdln,0,IDA 9.4 guess_type int()
0x0064B7CC,__setenvp,0,IDA 9.4 guess_type int()
0x0064B885,__setargv,0,IDA 9.4 guess_type int()
0x0064B91E,_parse_cmdline,5,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int)"
0x0064BAD2,___crtGetEnvironmentStringsA,0,IDA 9.4 guess_type int()
0x0064BC04,__ioinit,0,IDA 9.4 guess_type int()
0x0064BDC0,__FF_MSGBANNER,0,IDA 9.4 guess_type int()
0x0064BF4C,__callnewh,1,IDA 9.4 guess_type int __cdecl(size_t Size)
0x0064BF67,__lseek,3,"IDA 9.4 guess_type int __cdecl(int FileHandle, int Offset, int Origin)"
0x0064C03F,__stbuf,1,IDA 9.4 guess_type int __cdecl(int)
0x0064C0CC,__ftbuf,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064C0F6,__handle_qnan1,4,"IDA 9.4 guess_type int __usercall@<eax>(int@<ecx>, int, double, int)"
0x0064C14A,__handle_qnan2,5,"IDA 9.4 guess_type int __usercall@<eax>(int@<ecx>, int, double, double, int)"
0x0064C59A,__handle_exc,3,"IDA 9.4 guess_type int __cdecl(int, int, int)"
0x0064C861,__get_fname,1,IDA 9.4 guess_type int __cdecl(int)
0x0064C886,__errcode,1,IDA 9.4 guess_type int __cdecl(char)
0x0064C8B3,__frnd,1,IDA 9.4 guess_type int __cdecl(double)
0x0064C8C5,__set_exp,2,"IDA 9.4 guess_type int __cdecl(double, int)"
0x0064C902,__sptype,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064C95C,__decomp,2,"IDA 9.4 guess_type int __cdecl(double, int)"
0x0064CA1D,__statfp,0,IDA 9.4 guess_type int()
0x0064CA2B,__clrfp,0,IDA 9.4 guess_type int()
0x0064CA3A,__ctrlfp,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064CA5D,__set_statfp,1,IDA 9.4 guess_type int __cdecl(int)
0x0064CAB3,__fcloseall,0,IDA 9.4 guess_type int __cdecl()
0x0064CB7A,sub_64cb7a,0,IDA 9.4 guess_type int()
0x0064CB8B,sub_64cb8b,0,IDA 9.4 guess_type int()
0x0064CBFF,__alloc_osfhnd,0,IDA 9.4 guess_type int()
0x0064CD9E,__free_osfhnd,1,IDA 9.4 guess_type int __cdecl(int)
0x0064CE1D,__get_osfhandle,1,IDA 9.4 guess_type intptr_t __cdecl(int FileHandle)
0x0064CE5F,__lock_fhandle,1,IDA 9.4 guess_type int __cdecl(int)
0x0064CEBE,__unlock_fhandle,1,IDA 9.4 guess_type int __cdecl(int)
0x0064CEE0,__commit,1,IDA 9.4 guess_type int __cdecl(int FileHandle)
0x0064D259,__control87,2,"IDA 9.4 guess_type unsigned int __cdecl(unsigned int NewValue, unsigned int Mask)"
0x0064D28E,__controlfp,2,"IDA 9.4 guess_type unsigned int __cdecl(unsigned int NewValue, unsigned int Mask)"
0x0064D2A4,__abstract_cw,1,IDA 9.4 guess_type int __cdecl(int)
0x0064D336,__hw_cw,1,IDA 9.4 guess_type int __cdecl(int)
0x0064D3BF,__ZeroTail,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064D408,__IncMan,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064D45E,__RoundMan,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064D4EA,__CopyMan,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064D505,__FillZeroMan,1,IDA 9.4 guess_type int __cdecl(int)
0x0064D511,__IsZeroMan,1,IDA 9.4 guess_type int __cdecl(int)
0x0064D52C,__ShrMan,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064D5B9,__ld12cvt,3,"IDA 9.4 guess_type int __cdecl(int, int, int)"
0x0064D725,sub_64d725,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064D73B,sub_64d73b,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064D751,sub_64d751,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064D77E,sub_64d77e,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064D7AB,__fptostr,3,"IDA 9.4 guess_type int __cdecl(void *, int, int)"
0x0064D822,__fltout2,4,"IDA 9.4 guess_type int __cdecl(char, int, int, char *Destination)"
0x0064D87E,___dtold,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064D934,__fptrap,0,IDA 9.4 guess_type void __noreturn()
0x0064DA86,__getbuf,1,IDA 9.4 guess_type int __cdecl(int)
0x0064DACA,__isatty,1,IDA 9.4 guess_type int __cdecl(int FileHandle)
0x0064DB00,_strpbrk,2,"IDA 9.4 guess_type char *__cdecl(const char *Str, const char *Control)"
0x0064DB3A,__87except,3,"IDA 9.4 guess_type int __cdecl(int, int, int)"
0x0064DC0A,_wctomb,2,"IDA 9.4 guess_type int __cdecl(char *MbCh, wchar_t WCh)"
0x0064DCD0,__aulldiv,4,"IDA 9.4 guess_type int __stdcall(int, int, int, int)"
0x0064DD40,__aullrem,4,"IDA 9.4 guess_type int __stdcall(int, int, int, int)"
0x0064DDC0,unknown_libname_300,4,"IDA 9.4 guess_type int __cdecl(_TBYTE, _TBYTE, int, int)"
0x0064DED7,unknown_libname_301,6,"IDA 9.4 guess_type int __cdecl(int, int, _TBYTE, int, int, _TBYTE)"
0x0064E376,unknown_libname_302,0,IDA 9.4 guess_type int()
0x0064E389,unknown_libname_303,0,IDA 9.4 guess_type int()
0x0064E5B1,unknown_libname_313,0,IDA 9.4 guess_type int()
0x0064E7CC,unknown_libname_315,0,IDA 9.4 guess_type int()
0x0064EA84,unknown_libname_317,0,IDA 9.4 guess_type int()
0x0064EB4B,__fpclass,1,IDA 9.4 guess_type int __cdecl(double X)
0x0064EBDD,__ismbblead,1,IDA 9.4 guess_type int __cdecl(unsigned int Ch)
0x0064EBEE,_x_ismbbtype,3,"IDA 9.4 guess_type int __cdecl(char, int, char)"
0x0064EC1F,__setmbcp,1,IDA 9.4 guess_type int __cdecl(int CodePage)
0x0064EDCC,_getSystemCP,1,IDA 9.4 guess_type int __cdecl(int)
0x0064EE16,_CPtoLCID,1,IDA 9.4 guess_type int __cdecl(int)
0x0064EE49,_setSBCS,0,IDA 9.4 guess_type int()
0x0064EE72,_setSBUpLow,0,IDA 9.4 guess_type int()
0x0064EFF7,___initmbctable,0,IDA 9.4 guess_type int()
0x0064F013,___crtMessageBoxA,3,"IDA 9.4 guess_type int __cdecl(int, int, int)"
0x0064F09C,sub_64f09c,0,IDA 9.4 guess_type int()
0x0064F09F,_raise,1,IDA 9.4 guess_type int __cdecl(int Signal)
0x0064F221,_siglookup,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064F383,___addl,3,"IDA 9.4 guess_type int __cdecl(int, int, int)"
0x0064F3A4,___add_12,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064F402,___shl_12,1,IDA 9.4 guess_type int __cdecl(int)
0x0064F430,___shr_12,1,IDA 9.4 guess_type int __cdecl(int)
0x0064F45D,___mtold12,3,"IDA 9.4 guess_type int __cdecl(int, int, int)"
0x0064F524,___strgtold12,7,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int, int, int)"
0x0064F9F5,_$I10_OUTPUT,6,"IDA 9.4 guess_type int __cdecl(int, int, int, int, char, int)"
0x0064FC88,__itoa,3,"IDA 9.4 guess_type char *__cdecl(int Value, char *Buffer, int Radix)"
0x0064FCB5,_xtoa,4,"IDA 9.4 guess_type int __cdecl(int, int, int, int)"
0x0064FD20,__strcmpi,2,"IDA 9.4 guess_type int __cdecl(const char *String1, const char *String2)"
0x0064FDF0,__strnicmp,3,"IDA 9.4 guess_type int __cdecl(const char *String1, const char *String2, size_t MaxCount)"
0x0064FEF1,__setmode_lk,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x0064FF52,___ld12mul,2,"IDA 9.4 guess_type int __cdecl(int, int)"
0x00650172,___multtenpow12,3,"IDA 9.4 guess_type int __cdecl(int, int, int)"
0x006501F6,GetSaveFileNameA,1,IDA 9.4 guess_type BOOL __stdcall(LPOPENFILENAMEA)
0x006501FC,GetOpenFileNameA,1,IDA 9.4 guess_type BOOL __stdcall(LPOPENFILENAMEA)
0x00650220,__tell,1,IDA 9.4 guess_type int __cdecl(int FileHandle)
0x00650231,__hypot,2,"IDA 9.4 guess_type double __cdecl(double X, double Y)"
0x0065BFB1,sub_65bfb1,0,IDA 9.4 guess_type int()
0x0065BFBC,sub_65bfbc,0,IDA 9.4 guess_type int()
0x0065BFC7,sub_65bfc7,0,IDA 9.4 guess_type int()
0x0065BFD2,sub_65bfd2,0,IDA 9.4 guess_type int()
0x0065BFDD,sub_65bfdd,0,IDA 9.4 guess_type int()
0x0065BFE5,sub_65bfe5,0,IDA 9.4 guess_type int()
0x0065BFF3,sub_65bff3,0,IDA 9.4 guess_type int()
0x0065C001,sub_65c001,0,IDA 9.4 guess_type int()
0x0065C009,sub_65c009,0,IDA 9.4 guess_type int()
0x0065C011,sub_65c011,0,IDA 9.4 guess_type int()
0x0065C01C,sub_65c01c,0,IDA 9.4 guess_type int()
0x0065C027,sub_65c027,0,IDA 9.4 guess_type int()
0x0065C032,sub_65c032,0,IDA 9.4 guess_type int()
0x0065C03D,sub_65c03d,0,IDA 9.4 guess_type int()
0x0065C048,sub_65c048,0,IDA 9.4 guess_type int()
0x0065C053,sub_65c053,0,IDA 9.4 guess_type int()
0x0065C05E,sub_65c05e,0,IDA 9.4 guess_type int()
0x0065C069,sub_65c069,0,IDA 9.4 guess_type int()
0x0065C074,sub_65c074,0,IDA 9.4 guess_type int()
0x0065C07F,sub_65c07f,0,IDA 9.4 guess_type int()
0x0065C08A,sub_65c08a,0,IDA 9.4 guess_type int()
0x0065C092,sub_65c092,0,IDA 9.4 guess_type int()
0x0065C0A0,sub_65c0a0,0,IDA 9.4 guess_type int()
0x0065C0AE,sub_65c0ae,0,IDA 9.4 guess_type int()
0x0065C0B6,sub_65c0b6,0,IDA 9.4 guess_type int()
0x00664000,sub_664000,7,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int, int, int)"
0x006646FB,sub_6646fb,0,IDA 9.4 guess_type int()
0x006647F0,sub_6647f0,6,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int, int)"
0x00664D51,sub_664d51,0,IDA 9.4 guess_type int()
0x00664E50,sub_664e50,7,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int, int, int)"
0x0066554B,sub_66554b,0,IDA 9.4 guess_type int()
0x00665640,sub_665640,6,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int, int)"
0x00665BA1,sub_665ba1,0,IDA 9.4 guess_type int()
0x00665CA0,sub_665ca0,7,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int, int, int)"
0x0066638F,sub_66638f,0,IDA 9.4 guess_type int()
0x00666440,sub_666440,6,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int, int)"
0x00666989,sub_666989,0,IDA 9.4 guess_type int()
0x00666A80,sub_666a80,6,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int, int)"
0x00666F68,sub_666f68,0,IDA 9.4 guess_type int()
0x00667380,sub_667380,7,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int, int, int)"
0x00667A6F,sub_667a6f,0,IDA 9.4 guess_type int()
0x00667B20,sub_667b20,6,"IDA 9.4 guess_type int __cdecl(int, int, int, int, int, int)"
0x00668069,sub_668069,0,IDA 9.4 guess_type int()
