address,name,source_location,generated,size,span_classes,tier,original_bytes,rebuilt_bytes,original_mnemonics,rebuilt_mnemonics,first_divergence,note,refusal_reason
0x00501500,?psi_factor@@YAHHHHH@Z,src/veh.cpp:414,0,171,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00501500.cpp(49) : error C2065: 'Players' : undeclared identifier
u00501500.cpp(49) : error C2109: subscript requires array or pointer type
u00501500.cpp(49) : error C2228: left of '.rule_psi' must have class/struct/union type
u00501500.cpp(52) : error C2065: 'has_project' : undeclared identifier
u00501500.cpp(52) : error C2065: 'SP_DREAM_TWISTER' : undeclared identifier
u00501500.cpp(56) : error C2065: 'SP_NEURAL_AMPLIFIER' : undeclared identifier"
0x005015B0,?get_basic_offense@@YAHHHHHH@Z,src/veh.cpp:438,0,912,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u005015b0.cpp(62) : error C2065: 'Vehs' : undeclared identifier
u005015b0.cpp(62) : error C2109: subscript requires array or pointer type
u005015b0.cpp(62) : error C2228: left of '.faction_id' must have class/struct/union type
u005015b0.cpp(63) : error C2109: subscript requires array or pointer type
u005015b0.cpp(63) : error C2228: left of '.proto_id' must have class/struct/union type
u005015b0.cpp(65) : error C2109: subscript requires array or pointer type
u005015b0.cpp(65) : error C2228: left of '.faction_id' must have class/struct/union type
u005015b0.cpp(66) : error C2109: subscript requires array or pointer type
u005015b0.cpp(66) : error C2228: left of '.x' must have class/struct/union type
u005015b0.cpp(66) : error C2109: subscript requires array or pointer type
u005015b0.cpp(66) : error C2228: left of '.y' must have class/struct/union type
u005015b0.cpp(68) : error C2065: 'has_fac_built' : undeclared identifier
u005015b0.cpp(68) : error C2065: 'FAC_CHILDREN_CRECHE' : undeclared identifier
u005015b0.cpp(70) : error C2065: 'range' : undeclared identifier
u005015b0.cpp(70) : error C2065: 'PlayersData' : undeclared identifier
u005015b0.cpp(70) : error C2109: subscript requires array or pointer type
u005015b0.cpp(70) : error C2228: left of '.soc_effect_active' must have class/struct/union type
u005015b0.cpp(70) : error C2228: left of '.morale' must have class/struct/union type
u005015b0.cpp(75) : error C2065: 'FAC_BROOD_PIT' : undeclared identifier
u005015b0.cpp(76) : error C2065: 'MaxVehProtoFactionNum' : undeclared identifier
u005015b0.cpp(76) : error C2065: 'get_proto_offense_rating' : undeclared identifier
u005015b0.cpp(76) : error C2065: 'BSC_SPORE_LAUNCHER' : undeclared identifier
u005015b0.cpp(78) : error C2109: subscript requires array or pointer type
u005015b0.cpp(78) : error C2228: left of '.soc_effect_active' must have class/struct/union type
u005015b0.cpp(78) : error C2228: left of '.morale' must have class/struct/union type
u005015b0.cpp(85) : error C2109: subscript requires array or pointer type
u005015b0.cpp(85) : error C2228: left of '.soc_effect_pending' must have class/struct/union type
u005015b0.cpp(85) : error C2228: left of '.morale' must have class/struct/union type
u005015b0.cpp(90) : error C2109: subscript requires array or pointer type
u005015b0.cpp(90) : error C2228: left of '.faction_id' must have class/struct/union type
u005015b0.cpp(94) : error C2065: 'ABL_DISSOCIATIVE_WAVE' : undeclared identifier
u005015b0.cpp(95) : error C2109: subscript requires array or pointer type
u005015b0.cpp(95) : error C2228: left of '.proto_id' must have class/struct/union type
u005015b0.cpp(95) : error C2065: 'ABL_SOPORIFIC_GAS' : undeclared identifier
u005015b0.cpp(107) : error C2065: 'VehBasicBattleMorale' : undeclared identifier
u005015b0.cpp(107) : error C2109: subscript requires array or pointer type
u005015b0.cpp(107) : error C2106: '=' : left operand must be l-value
u005015b0.cpp(111) : error C2065: 'psi_factor' : undeclared identifier"
0x00501940,?get_basic_defense@@YAHHHHH@Z,src/veh.cpp:500,0,998,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00501940.cpp(64) : error C2065: 'Vehs' : undeclared identifier
u00501940.cpp(64) : error C2109: subscript requires array or pointer type
u00501940.cpp(64) : error C2228: left of '.faction_id' must have class/struct/union type
u00501940.cpp(65) : error C2109: subscript requires array or pointer type
u00501940.cpp(65) : error C2228: left of '.proto_id' must have class/struct/union type
u00501940.cpp(67) : error C2109: subscript requires array or pointer type
u00501940.cpp(67) : error C2228: left of '.faction_id' must have class/struct/union type
u00501940.cpp(68) : error C2109: subscript requires array or pointer type
u00501940.cpp(68) : error C2228: left of '.x' must have class/struct/union type
u00501940.cpp(68) : error C2109: subscript requires array or pointer type
u00501940.cpp(68) : error C2228: left of '.y' must have class/struct/union type
u00501940.cpp(70) : error C2065: 'has_fac_built' : undeclared identifier
u00501940.cpp(70) : error C2065: 'FAC_CHILDREN_CRECHE' : undeclared identifier
u00501940.cpp(72) : error C2065: 'range' : undeclared identifier
u00501940.cpp(72) : error C2065: 'PlayersData' : undeclared identifier
u00501940.cpp(72) : error C2109: subscript requires array or pointer type
u00501940.cpp(72) : error C2228: left of '.soc_effect_active' must have class/struct/union type
u00501940.cpp(72) : error C2228: left of '.morale' must have class/struct/union type
u00501940.cpp(77) : error C2065: 'FAC_BROOD_PIT' : undeclared identifier
u00501940.cpp(79) : error C2065: 'MaxVehProtoFactionNum' : undeclared identifier
u00501940.cpp(79) : error C2065: 'get_proto_offense_rating' : undeclared identifier
u00501940.cpp(79) : error C2065: 'BSC_SPORE_LAUNCHER' : undeclared identifier
u00501940.cpp(81) : error C2109: subscript requires array or pointer type
u00501940.cpp(81) : error C2228: left of '.soc_effect_active' must have class/struct/union type
u00501940.cpp(81) : error C2228: left of '.morale' must have class/struct/union type
u00501940.cpp(87) : error C2065: 'FAC_HEADQUARTERS' : undeclared identifier
u00501940.cpp(90) : error C2109: subscript requires array or pointer type
u00501940.cpp(90) : error C2228: left of '.soc_effect_pending' must have class/struct/union type
u00501940.cpp(90) : error C2228: left of '.morale' must have class/struct/union type
u00501940.cpp(94) : error C2109: subscript requires array or pointer type
u00501940.cpp(94) : error C2228: left of '.faction_id' must have class/struct/union type
u00501940.cpp(98) : error C2109: subscript requires array or pointer type
u00501940.cpp(98) : error C2228: left of '.faction_id' must have class/struct/union type
u00501940.cpp(100) : error C2065: 'ABL_DISSOCIATIVE_WAVE' : undeclared identifier
u00501940.cpp(101) : error C2109: subscript requires array or pointer type
u00501940.cpp(101) : error C2228: left of '.proto_id' must have class/struct/union type
u00501940.cpp(101) : error C2065: 'ABL_SOPORIFIC_GAS' : undeclared identifier
u00501940.cpp(105) : error C2065: 'VehBasicBattleMorale' : undeclared identifier
u00501940.cpp(105) : error C2109: subscript requires array or pointer type
u00501940.cpp(105) : error C2106: '=' : left operand must be l-value
u00501940.cpp(107) : error C2065: 'VehPrototypes' : undeclared identifier
u00501940.cpp(107) : error C2109: subscript requires array or pointer type
u00501940.cpp(107) : error C2228: left of '.plan' must have class/struct/union type
u00501940.cpp(108) : error C2065: 'PLAN_ALIEN_ARTIFACT' : undeclared identifier
u00501940.cpp(111) : error C2065: 'PLAN_INFO_WARFARE' : undeclared identifier
u00501940.cpp(111) : error C2065: 'get_proto_defense_rating' : undeclared identifier
u00501940.cpp(113) : error C2109: subscript requires array or pointer type
u00501940.cpp(113) : error C2228: left of '.proto_id' must have class/struct/union type
u00501940.cpp(113) : error C2228: left of '.plan' must have class/struct/union type
u00501940.cpp(118) : error C2065: 'psi_factor' : undeclared identifier
u00501940.cpp(118) : error C2065: 'BSC_FUNGAL_TOWER' : undeclared identifier"
0x00501D30,?battle_init@@YAXXZ,src/veh.cpp:567,0,23,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00501d30.cpp(48) : error C2065: 'VehBattleModCount' : undeclared identifier
u00501d30.cpp(48) : error C2109: subscript requires array or pointer type
u00501d30.cpp(48) : error C2106: '=' : left operand must be l-value
u00501d30.cpp(49) : error C2109: subscript requires array or pointer type
u00501d30.cpp(49) : error C2106: '=' : left operand must be l-value
u00501d30.cpp(50) : error C2065: 'VehBattleUnkTgl' : undeclared identifier
u00501d30.cpp(50) : error C2109: subscript requires array or pointer type
u00501d30.cpp(50) : error C2106: '=' : left operand must be l-value
u00501d30.cpp(51) : error C2109: subscript requires array or pointer type
u00501d30.cpp(51) : error C2106: '=' : left operand must be l-value"
0x00501D50,?add_bat@@YAXHHPAD@Z,src/veh.cpp:580,0,74,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00501d50.cpp(53) : error C2065: 'VehBattleModCount' : undeclared identifier
u00501d50.cpp(53) : error C2109: subscript requires array or pointer type
u00501d50.cpp(55) : error C2065: 'VehBattleModifier' : undeclared identifier
u00501d50.cpp(55) : error C2109: subscript requires array or pointer type
u00501d50.cpp(55) : error C2106: '=' : left operand must be l-value
u00501d50.cpp(56) : error C2065: 'strcpy_s' : undeclared identifier
u00501d50.cpp(56) : error C2065: 'VehBattleDisplay' : undeclared identifier
u00501d50.cpp(56) : error C2109: subscript requires array or pointer type
u00501d50.cpp(56) : error C2102: '&' requires l-value
u00501d50.cpp(57) : error C2109: subscript requires array or pointer type
u00501d50.cpp(57) : error C2105: '++' needs l-value"
0x00501DA0,?battle_compute@@YAXHHPAHPAHH@Z,src/veh.cpp:596,0,10020,,REFUSED,,,,,,,C++ standard library: VC6's headers differ enough to be noise
0x005044D0,?best_defender@@YAHHHH@Z,src/veh.cpp:1072,0,1483,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u005044d0.cpp(61) : error C2065: 'Vehs' : undeclared identifier
u005044d0.cpp(61) : error C2109: subscript requires array or pointer type
u005044d0.cpp(61) : error C2228: left of '.x' must have class/struct/union type
u005044d0.cpp(62) : error C2109: subscript requires array or pointer type
u005044d0.cpp(62) : error C2228: left of '.y' must have class/struct/union type
u005044d0.cpp(63) : error C2065: 'is_ocean' : undeclared identifier
u005044d0.cpp(67) : error C2065: 'veh_top' : undeclared identifier
u005044d0.cpp(67) : error C2109: subscript requires array or pointer type
u005044d0.cpp(67) : error C2228: left of '.next_veh_id_stack' must have class/struct/union type
u005044d0.cpp(68) : error C2109: subscript requires array or pointer type
u005044d0.cpp(68) : error C2228: left of '.proto_id' must have class/struct/union type
u005044d0.cpp(69) : error C2065: 'get_proto_triad' : undeclared identifier
u005044d0.cpp(69) : error C2065: 'TRIAD_LAND' : undeclared identifier
u005044d0.cpp(71) : error C2065: 'VehPrototypes' : undeclared identifier
u005044d0.cpp(71) : error C2109: subscript requires array or pointer type
u005044d0.cpp(71) : error C2228: left of '.proto_id' must have class/struct/union type
u005044d0.cpp(71) : error C2228: left of '.plan' must have class/struct/union type
u005044d0.cpp(72) : error C2065: 'PLAN_INFO_WARFARE' : undeclared identifier
u005044d0.cpp(72) : error C2109: subscript requires array or pointer type
u005044d0.cpp(72) : error C2228: left of '.plan' must have class/struct/union type
u005044d0.cpp(74) : error C2109: subscript requires array or pointer type
u005044d0.cpp(74) : error C2228: left of '.proto_id' must have class/struct/union type
u005044d0.cpp(75) : error C2065: 'get_triad' : undeclared identifier
u005044d0.cpp(76) : error C2065: 'TRIAD_AIR' : undeclared identifier
u005044d0.cpp(76) : error C2065: 'ABL_AIR_SUPERIORITY' : undeclared identifier
u005044d0.cpp(77) : error C2065: 'is_proto_missile' : undeclared identifier
u005044d0.cpp(77) : error C2065: 'is_missile' : undeclared identifier
u005044d0.cpp(78) : error C2065: 'get_offense_rating' : undeclared identifier
u005044d0.cpp(78) : error C2065: 'get_defense_rating' : undeclared identifier
u005044d0.cpp(79) : error C2065: 'get_proto_offense_rating' : undeclared identifier
u005044d0.cpp(91) : error C2065: 'proto_power' : undeclared identifier
u005044d0.cpp(92) : error C2065: 'range' : undeclared identifier
u005044d0.cpp(92) : error C2109: subscript requires array or pointer type
u005044d0.cpp(92) : error C2228: left of '.dmg_incurred' must have class/struct/union type
u005044d0.cpp(95) : error C2109: subscript requires array or pointer type
u005044d0.cpp(95) : error C2228: left of '.plan' must have class/struct/union type
u005044d0.cpp(96) : error C2065: 'PLAN_COLONIZATION' : undeclared identifier
u005044d0.cpp(96) : error C2065: 'PLAN_TERRAFORMING' : undeclared identifier
u005044d0.cpp(105) : error C2109: subscript requires array or pointer type
u005044d0.cpp(105) : error C2228: left of '.proto_id' must have class/struct/union type
u005044d0.cpp(107) : error C2065: 'bit_at' : undeclared identifier
u005044d0.cpp(107) : error C2065: 'BIT_AIRBASE' : undeclared identifier
u005044d0.cpp(108) : error C2065: 'ABL_CARRIER' : undeclared identifier
u005044d0.cpp(118) : error C2109: subscript requires array or pointer type
u005044d0.cpp(118) : error C2228: left of '.state' must have class/struct/union type
u005044d0.cpp(118) : error C2065: 'VSTATE_DESIGNATE_DEFENDER' : undeclared identifier"
0x00504AA0,?boom@@YAHHHH@Z,,0,4731,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00504aa0.cpp(57) : error C2143: syntax error : missing ',' before '*'
u00504aa0.cpp(57) : error C2059: syntax error : '*'
u00504aa0.cpp(80) : error C2143: syntax error : missing ',' before '*'
u00504aa0.cpp(80) : error C2059: syntax error : '*'
u00504aa0.cpp(85) : error C4234: nonstandard extension used : '__thiscall' keyword reserved for future use
u00504aa0.cpp(85) : error C4234: nonstandard extension used : '__thiscall' keyword reserved for future use
u00504aa0.cpp(138) : error C2146: syntax error : missing ',' before identifier 'a1'
u00504aa0.cpp(138) : error C2061: syntax error : identifier 'a1'"
0x00505D20,??__Eg_BOOM_BUFFER1@@YAXXZ,src/guarded_teardowns.cpp:135,0,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00505d20.cpp(63) : error C2065: 'TeardownObject00915068' : undeclared identifier
u00505d20.cpp(63) : error C2065: 'original_address' : undeclared identifier
u00505d20.cpp(63) : error C2065: 'BufferElementTeardown' : undeclared identifier"
0x00505D30,??__Eg_BOOM_FLIC@@YAXXZ,src/guarded_teardowns.cpp:147,0,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00505d30.cpp(63) : error C2065: 'TeardownObject0090EA68' : undeclared identifier
u00505d30.cpp(63) : error C2065: 'TeardownTarget004327A0' : undeclared identifier
u00505d30.cpp(63) : error C2297: '->*' : illegal, right operand has type 'int'"
0x00505D40,??__Eg_BOOM_BUFFERS1@@YAXXZ,src/recovered/units/00505d40.cpp,0,23,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,23,23,,,,,
0x00505D60,??__Eg_BOOM_BUFFERS2@@YAXXZ,src/recovered/units/00505d60.cpp,0,23,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,23,23,,,,,
0x00505D80,?battle_kill@@YAHHPAHPAHPAHHH@Z,,0,938,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,938,3,269,2,0,#0: original 'push' vs rebuilt 'xor',
0x005062B0,?promote@@YAXH@Z,src/recovered/units/005062b0.cpp,0,475,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,475,451,144,139,1,#1: original 'mov' vs rebuilt 'push',
0x00506490,?invasions@@YAXH@Z,src/veh.cpp:1152,0,438,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00506490.cpp(58) : error C2065: 'Bases' : undeclared identifier
u00506490.cpp(58) : error C2109: subscript requires array or pointer type
u00506490.cpp(58) : error C2228: left of '.faction_id_current' must have class/struct/union type
u00506490.cpp(59) : error C2109: subscript requires array or pointer type
u00506490.cpp(59) : error C2228: left of '.x' must have class/struct/union type
u00506490.cpp(60) : error C2109: subscript requires array or pointer type
u00506490.cpp(60) : error C2228: left of '.y' must have class/struct/union type
u00506490.cpp(61) : error C2065: 'VehCurrentCount' : undeclared identifier
u00506490.cpp(61) : error C2100: illegal indirection
u00506490.cpp(62) : error C2065: 'Vehs' : undeclared identifier
u00506490.cpp(62) : error C2109: subscript requires array or pointer type
u00506490.cpp(62) : error C2228: left of '.faction_id' must have class/struct/union type
u00506490.cpp(63) : error C2065: 'is_human' : undeclared identifier
u00506490.cpp(64) : error C2065: 'has_treaty' : undeclared identifier
u00506490.cpp(64) : error C2065: 'DTREATY_TREATY' : undeclared identifier
u00506490.cpp(65) : error C2109: subscript requires array or pointer type
u00506490.cpp(65) : error C2228: left of '.x' must have class/struct/union type
u00506490.cpp(66) : error C2109: subscript requires array or pointer type
u00506490.cpp(66) : error C2228: left of '.y' must have class/struct/union type
u00506490.cpp(67) : error C2065: 'is_ocean' : undeclared identifier
u00506490.cpp(67) : error C2065: 'TRIAD_LAND' : undeclared identifier
u00506490.cpp(68) : error C2065: 'vector_dist' : undeclared identifier
u00506490.cpp(70) : error C2109: subscript requires array or pointer type
u00506490.cpp(70) : error C2228: left of '.order' must have class/struct/union type
u00506490.cpp(70) : error C2065: 'ORDER_MOVE_TO' : undeclared identifier
u00506490.cpp(71) : error C2109: subscript requires array or pointer type
u00506490.cpp(71) : error C2228: left of '.waypoint_x' must have class/struct/union type
u00506490.cpp(72) : error C2109: subscript requires array or pointer type
u00506490.cpp(72) : error C2228: left of '.waypoint_y' must have class/struct/union type"
0x00506650,?interceptor@@YAHHHHH@Z,,0,1027,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00506650.cpp(87) : error C2146: syntax error : missing ',' before identifier 'a1'
u00506650.cpp(87) : error C2061: syntax error : identifier 'a1'"
0x00506AF0,?battle_fight@@YAHHHHHHHPAH@Z,,0,19875,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,19875,3,6096,2,0,#0: original 'push' vs rebuilt 'xor',
0x0050B8A0,?say_num@@YAXH@Z,src/recovered/units/0050b8a0.cpp,0,42,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,42,42,,,,,
0x0050B8D0,?POP3@@YAXPBDHHH@Z,src/recovered/units/0050b8d0.cpp,0,31,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,31,31,,,,,
0x0050B8F0,sub_50b8f0,src/recovered/0050b8f0.cpp,0,26,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,26,26,,,,,
0x0050B910,?get_adjective@@YAHH@Z,src/faction.cpp:119,0,26,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0050b910.cpp(46) : error C2065: 'Players' : undeclared identifier
u0050b910.cpp(46) : error C2109: subscript requires array or pointer type
u0050b910.cpp(46) : error C2228: left of '.adj_name_faction' must have class/struct/union type"
0x0050B930,?get_noun@@YAHH@Z,src/faction.cpp:129,0,52,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0050b930.cpp(47) : error C2065: 'parse_set' : undeclared identifier
u0050b930.cpp(47) : error C2065: 'Players' : undeclared identifier
u0050b930.cpp(47) : error C2109: subscript requires array or pointer type
u0050b930.cpp(47) : error C2228: left of '.noun_gender' must have class/struct/union type
u0050b930.cpp(47) : error C2109: subscript requires array or pointer type
u0050b930.cpp(47) : error C2228: left of '.is_noun_plural' must have class/struct/union type
u0050b930.cpp(48) : error C2109: subscript requires array or pointer type
u0050b930.cpp(48) : error C2228: left of '.noun_faction' must have class/struct/union type"
0x0050B970,?popp@@YAHPBDPBDP6AHXZ@Z,src/recovered/0050b970.cpp,0,33,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,33,33,,,,,
0x0050B9A0,?say_stats_3@@YAXH@Z,src/veh.cpp:1565,0,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0050b9a0.cpp(48) : error C2065: 'stringTemp' : undeclared identifier
u0050b9a0.cpp(48) : error C2227: left of '->str' must point to class/struct/union"
0x0050B9C0,sub_50b9c0,src/recovered/0050b9c0.cpp,0,30,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,30,30,,,,,
0x0050B9E0,?pop@NetMsg@@QAAXPBDPBD@Z,src/recovered/units/0050b9e0.cpp,0,30,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,30,30,,,,,
0x0050BA00,?bitmask@@YAXHPAHPAH@Z,src/general.cpp:891,0,39,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,39,39,,,,,
0x0050BA30,?bit_count@@YAHH@Z,src/general.cpp:751,0,30,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,30,21,15,11,2,#2: original 'push' vs rebuilt 'mov',
0x0050BA50,?intervention@@YAXHH@Z,src/recovered/units/0050ba50.cpp,0,614,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,614,606,177,173,7,#7: original 'mov' vs rebuilt 'lea',
0x0050BCC0,?double_cross@@YAXHHH@Z,,0,1559,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,1559,1,466,1,0,#0: original 'push' vs rebuilt 'ret',
0x0050C2E0,?act_of_aggression@@YAHHH@Z,src/recovered/units/0050c2e0.cpp,0,82,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,82,82,,,,,
0x0050C340,?steal_tech@@YAHHHH@Z,,0,367,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,367,3,127,2,0,#0: original 'push' vs rebuilt 'xor',
0x0050C4B0,?steal_energy@@YAHH@Z,src/probe.cpp:31,0,84,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0050c4b0.cpp(40) : error C2065: 'Bases' : undeclared identifier
u0050c4b0.cpp(40) : error C2109: subscript requires array or pointer type
u0050c4b0.cpp(40) : error C2228: left of '.faction_id_current' must have class/struct/union type
u0050c4b0.cpp(41) : error C2065: 'PlayersData' : undeclared identifier
u0050c4b0.cpp(41) : error C2109: subscript requires array or pointer type
u0050c4b0.cpp(41) : error C2228: left of '.energy_reserves' must have class/struct/union type
u0050c4b0.cpp(43) : error C2109: subscript requires array or pointer type
u0050c4b0.cpp(43) : error C2228: left of '.population_size' must have class/struct/union type
u0050c4b0.cpp(43) : error C2109: subscript requires array or pointer type
u0050c4b0.cpp(43) : error C2228: left of '.pop_total' must have class/struct/union type"
0x0050C510,?capture_base@@YAXHHH@Z,,0,6271,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,6271,1,1956,1,0,#0: original 'push' vs rebuilt 'ret',
0x0050DD90,?clock_wait@@YAXH@Z,src/recovered/0050dd90.cpp,0,42,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,42,42,,,,,
0x0050DDC0,?sea_coast@@YAHHH@Z,src/map.cpp:193,0,64,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0050ddc0.cpp(46) : error C2065: 'RegionBounds' : undeclared identifier
u0050ddc0.cpp(47) : error C2065: 'Continents' : undeclared identifier
u0050ddc0.cpp(47) : error C2109: subscript requires array or pointer type
u0050ddc0.cpp(47) : error C2228: left of '.sea_coasts' must have class/struct/union type"
0x0050DE00,?sea_coasts@@YAHH@Z,src/map.cpp:207,0,73,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0050de00.cpp(44) : error C2065: 'RegionBounds' : undeclared identifier
u0050de00.cpp(45) : error C2065: 'sea_coast' : undeclared identifier"
0x0050DE50,?base_on_sea@@YAHHH@Z,src/map.cpp:225,0,216,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0050de50.cpp(50) : error C2065: 'RegionBounds' : undeclared identifier
u0050de50.cpp(54) : error C2065: 'Bases' : undeclared identifier
u0050de50.cpp(54) : error C2109: subscript requires array or pointer type
u0050de50.cpp(54) : error C2228: left of '.x' must have class/struct/union type
u0050de50.cpp(55) : error C2109: subscript requires array or pointer type
u0050de50.cpp(55) : error C2228: left of '.y' must have class/struct/union type
u0050de50.cpp(57) : error C2065: 'xrange' : undeclared identifier
u0050de50.cpp(57) : error C2065: 'RadiusBaseX' : undeclared identifier
u0050de50.cpp(57) : error C2109: subscript requires array or pointer type
u0050de50.cpp(58) : error C2065: 'RadiusBaseY' : undeclared identifier
u0050de50.cpp(58) : error C2109: subscript requires array or pointer type
u0050de50.cpp(59) : error C2065: 'on_map' : undeclared identifier
u0050de50.cpp(59) : error C2065: 'is_ocean' : undeclared identifier
u0050de50.cpp(60) : error C2065: 'region_at' : undeclared identifier"
0x0050DF30,?base_coast@@YAHH@Z,src/map.cpp:256,0,241,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0050df30.cpp(54) : error C2065: 'Bases' : undeclared identifier
u0050df30.cpp(54) : error C2109: subscript requires array or pointer type
u0050df30.cpp(54) : error C2228: left of '.x' must have class/struct/union type
u0050df30.cpp(55) : error C2109: subscript requires array or pointer type
u0050df30.cpp(55) : error C2228: left of '.y' must have class/struct/union type
u0050df30.cpp(57) : error C2065: 'xrange' : undeclared identifier
u0050df30.cpp(57) : error C2065: 'RadiusBaseX' : undeclared identifier
u0050df30.cpp(57) : error C2109: subscript requires array or pointer type
u0050df30.cpp(58) : error C2065: 'RadiusBaseY' : undeclared identifier
u0050df30.cpp(58) : error C2109: subscript requires array or pointer type
u0050df30.cpp(59) : error C2065: 'on_map' : undeclared identifier
u0050df30.cpp(59) : error C2065: 'is_ocean' : undeclared identifier
u0050df30.cpp(60) : error C2065: 'region_at' : undeclared identifier
u0050df30.cpp(61) : error C2065: 'Continents' : undeclared identifier
u0050df30.cpp(61) : error C2109: subscript requires array or pointer type
u0050df30.cpp(61) : error C2228: left of '.tile_count' must have class/struct/union type"
0x0050E030,?port_to_coast@@YAHHH@Z,src/map.cpp:282,0,298,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0050e030.cpp(55) : error C2065: 'Bases' : undeclared identifier
u0050e030.cpp(55) : error C2109: subscript requires array or pointer type
u0050e030.cpp(55) : error C2228: left of '.x' must have class/struct/union type
u0050e030.cpp(56) : error C2109: subscript requires array or pointer type
u0050e030.cpp(56) : error C2228: left of '.y' must have class/struct/union type
u0050e030.cpp(57) : error C2065: 'region_at' : undeclared identifier
u0050e030.cpp(61) : error C2065: 'xrange' : undeclared identifier
u0050e030.cpp(61) : error C2065: 'RadiusBaseX' : undeclared identifier
u0050e030.cpp(61) : error C2109: subscript requires array or pointer type
u0050e030.cpp(62) : error C2065: 'RadiusBaseY' : undeclared identifier
u0050e030.cpp(62) : error C2109: subscript requires array or pointer type
u0050e030.cpp(63) : error C2065: 'on_map' : undeclared identifier
u0050e030.cpp(63) : error C2065: 'is_ocean' : undeclared identifier
u0050e030.cpp(64) : error C2065: 'sea_coast' : undeclared identifier"
0x0050E160,?port_to_port@@YAHHH@Z,src/map.cpp:307,0,422,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u0050e160.cpp(50) : error C2065: 'Bases' : undeclared identifier
u0050e160.cpp(50) : error C2109: subscript requires array or pointer type
u0050e160.cpp(50) : error C2228: left of '.x' must have class/struct/union type
u0050e160.cpp(51) : error C2109: subscript requires array or pointer type
u0050e160.cpp(51) : error C2228: left of '.y' must have class/struct/union type
u0050e160.cpp(54) : error C2065: 'xrange' : undeclared identifier
u0050e160.cpp(54) : error C2065: 'RadiusBaseX' : undeclared identifier
u0050e160.cpp(54) : error C2109: subscript requires array or pointer type
u0050e160.cpp(55) : error C2065: 'RadiusBaseY' : undeclared identifier
u0050e160.cpp(55) : error C2109: subscript requires array or pointer type
u0050e160.cpp(56) : error C2065: 'on_map' : undeclared identifier
u0050e160.cpp(56) : error C2065: 'is_ocean' : undeclared identifier
u0050e160.cpp(57) : error C2065: 'region_at' : undeclared identifier
u0050e160.cpp(60) : error C2065: 'base_on_sea' : undeclared identifier
Generating Code...
Compiling..."
