address,name,source_location,generated,size,span_classes,tier,original_bytes,rebuilt_bytes,original_mnemonics,rebuilt_mnemonics,first_divergence,note,refusal_reason
0x00401000,??0StringStruct@@QAE@H@Z,src/recovered/00401000.cpp,0,88,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,88,88,,,,,
0x00401060,?close@StringStruct@@QAEXXZ,src/stringstruct.cpp:186,0,153,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00401060.cpp(82) : error C2039: 'close_with_tables' : is not a member of 'StringStruct'
u00401060.cpp(64) : see declaration of 'StringStruct'
u00401060.cpp(83) : error C2673: 'close_with_tables' : global functions do not have 'this' pointers
u00401060.cpp(98) : error C2065: 'remove_all' : undeclared identifier
u00401060.cpp(99) : error C2065: 'current_position_' : undeclared identifier"
0x00401100,?add@StringStruct@@QAEHH@Z,,0,1043,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,1043,5,328,2,0,#0: original 'push' vs rebuilt 'xor',
0x00401520,sub_401520,,0,62,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,62,62,,,,,
0x00401560,?seek_id@StringStruct@@QAEHH@Z,src/stringstruct.cpp:68,0,78,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,78,78,,,,,
0x004015B0,?seek_pos@StringStruct@@QAEHH@Z,src/stringstruct.cpp:294,0,134,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,134,134,,,,,
0x00401640,?current_id@StringStruct@@QAEHXZ,src/stringstruct.cpp:19,0,17,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,17,17,,,,,
0x00401660,??0ServiceStruct@@QAE@H@Z,src/recovered/units/00401660.cpp,0,88,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,88,88,26,26,4,#4: original 'mov' vs rebuilt 'xor',
0x004016C0,?close@ServiceStruct@@QAEXXZ,src/recovered/004016c0.cpp,0,153,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,153,153,,,,,
0x00401760,?add@ServiceStruct@@QAEHH@Z,,0,1043,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,1043,5,328,2,0,#0: original 'push' vs rebuilt 'xor',
0x00401B80,sub_401b80,src/recovered/units/00401b80.cpp,0,88,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,88,90,26,26,,,
0x00401BE0,sub_401be0,,0,153,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,153,153,,,,,
0x00401C80,SessionStruct::SessionStruct,src/recovered/units/00401c80.cpp,0,88,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,88,90,26,26,,,
0x00401CE0,SessionStruct::close,,0,153,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,153,153,,,,,
0x00401D80,sub_401d80,,0,1568,primary=1;eh=1;shared=0;selfmod=0,MISMATCH,1423,5,416,2,0,#0: original 'push' vs rebuilt 'xor',
0x00402310,sub_402310,src/recovered/00402310.cpp,0,15,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,15,15,,,,,
0x00402320,sub_402320,src/recovered/00402320.cpp,0,41,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,41,41,,,,,
0x00402350,sub_402350,src/recovered/units/00402350.cpp,0,75,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,75,77,27,27,,,
0x004023A0,sub_4023a0,src/recovered/units/004023a0.cpp,0,365,primary=1;eh=1;shared=0;selfmod=0,MISMATCH,344,365,126,131,126,#126: original '<end>' vs rebuilt 'mov',
0x00402500,?next_entry@StringStruct@@QAEHXZ,src/stringstruct.cpp:45,0,47,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,47,47,,,,,
0x00402530,?current_entry@StringStruct@@QAEHXZ,src/stringstruct.cpp:32,0,17,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,17,17,,,,,
0x00402550,SpriteStruct::add,,0,1043,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,1043,5,328,2,0,#0: original 'push' vs rebuilt 'xor',
0x00402970,StringStruct::remove_all,src/stringstruct.cpp:143,0,115,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00402970.cpp(70) : error C2653: 'StringStruct' : is not a class or namespace name
u00402970.cpp(71) : error C2065: 'head_' : undeclared identifier
u00402970.cpp(74) : error C2065: 'entry_count_' : undeclared identifier
u00402970.cpp(77) : error C2065: 'StringStructEntry' : undeclared identifier
u00402970.cpp(77) : error C2059: syntax error : 'const'
u00402970.cpp(78) : error C2065: 'current_' : undeclared identifier
u00402970.cpp(78) : error C2065: 'entry' : undeclared identifier
u00402970.cpp(78) : error C2227: left of '->next' must point to class/struct/union
u00402970.cpp(79) : error C2065: 'payload_pointer' : undeclared identifier
u00402970.cpp(79) : error C2227: left of '->payload' must point to class/struct/union
u00402970.cpp(79) : error C2440: 'initializing' : cannot convert from 'int' to 'void *const '
Conversion from integral type to pointer type requires reinterpret_cast, C-style cast or function-style cast
u00402970.cpp(80) : error C2673: 'remove_all' : global functions do not have 'this' pointers
u00402970.cpp(81) : error C2673: 'remove_all' : global functions do not have 'this' pointers
u00402970.cpp(81) : error C2065: 'func_entry_visitor' : undeclared identifier
u00402970.cpp(81) : error C2783: 'Method __cdecl original_method(unsigned long)' : could not deduce template argument for 'Method'
u00402970.cpp(83) : error C2065: 'destroy_virtual_base' : undeclared identifier
u00402970.cpp(85) : error C2227: left of '->payload' must point to class/struct/union
u00402970.cpp(96) : error C2065: 'current_position_' : undeclared identifier"
0x004029F0,??1StringStruct@@QAE@H@Z,src/recovered/units/004029f0.cpp,0,102,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,102,104,32,32,,,
0x00402A60,ServiceStruct::dt,src/recovered/units/00402a60.cpp,0,102,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,102,104,32,32,,,
0x00402AD0,sub_402ad0,src/recovered/units/00402ad0.cpp,0,102,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,102,104,32,32,,,
0x00402B40,SessionStruct::dt,src/recovered/units/00402b40.cpp,0,102,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,102,104,32,32,,,
0x00402BB0,sub_402bb0,src/recovered/units/00402bb0.cpp,0,102,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,102,104,32,32,,,
0x00402C20,sub_402c20,src/recovered/units/00402c20.cpp,0,66,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,66,68,23,23,,,
0x00402C70,sub_402c70,src/recovered/units/00402c70.cpp,0,66,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,66,68,23,23,,,
0x00402CC0,sub_402cc0,src/recovered/units/00402cc0.cpp,0,75,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,75,77,27,27,,,
0x00402D10,sub_402d10,src/recovered/units/00402d10.cpp,0,108,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,108,110,30,30,,,
0x00402D80,sub_402d80,src/recovered/units/00402d80.cpp,0,66,primary=1;eh=0;shared=0;selfmod=0,MNEMONIC_ONLY,66,68,23,23,,,
0x00402DD0,sub_402dd0,,0,279,primary=1;eh=1;shared=0;selfmod=0,MISMATCH,258,3,89,2,0,#0: original 'push' vs rebuilt 'xor',
0x00402EE0,sub_402ee0,src/recovered/00402ee0.cpp,0,40,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,40,40,,,,,
0x00402F10,??__Eg_ALPHAMENU_WAVE@@YAXXZ,src/init_thunks.cpp:230,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00402f10.cpp(92) : error C2065: 'g_ALPHAMENU_WAVE' : undeclared identifier
u00402f10.cpp(92) : error C2065: 'WaveInitCtor' : undeclared identifier
u00402f10.cpp(92) : error C2297: '->*' : illegal, right operand has type 'int'
u00402f10.cpp(93) : error C2065: 'GameAtexit' : undeclared identifier
u00402f10.cpp(93) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00402F30,??__Fg_ALPHAMENU_WAVE@@YAXXZ,src/atexit_thunks.cpp:426,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00402f30.cpp(63) : error C2065: 'g_ALPHAMENU_WAVE' : undeclared identifier
u00402f30.cpp(63) : error C2065: 'WaveOriginalDestructor' : undeclared identifier
u00402f30.cpp(63) : error C2297: '->*' : illegal, right operand has type 'int'"
0x00402F40,?init@AlphaMenu@@QAEHPAUWin@@@Z,,0,622,primary=1;eh=1;shared=0;selfmod=0,MISMATCH,601,5,170,2,0,#0: original 'push' vs rebuilt 'xor',
0x00403340,?on_redraw@AlphaMenu@@QAEXXZ,src/recovered/units/00403340.cpp,0,516,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,516,511,174,169,5,#5: original 'push' vs rebuilt 'mov',
0x00403610,?requested_height@AlphaMenu@@QAEHXZ,src/alphamenu.cpp:23,0,3,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,3,3,,,,,
0x00403620,?on_adjust_pulldown_pos@AlphaMenu@@QAEXPAHPAH@Z,src/recovered/units/00403620.cpp,0,87,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,87,87,,,,,
0x00403680,?show@AlphaMenu@@QAEXXZ,src/recovered/units/00403680.cpp,0,431,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,431,442,124,125,17,#17: original 'lea' vs rebuilt 'mov',
0x00403830,?hide@AlphaMenu@@QAEXXZ,src/recovered/units/00403830.cpp,0,693,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,693,692,209,210,13,#13: original 'push' vs rebuilt 'mov',
0x00403B70,?backfill_func@AlphaMenu@@QAAHPAUGraphicWin@@@Z,src/recovered/units/00403b70.cpp,0,36,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,36,36,,,,,
0x00403BA0,?amovie_project@@YAXH@Z,src/recovered/units/00403ba0.cpp,0,63,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00403ba0.cpp(61) : error C2065: 'int8' : undeclared identifier
u00403ba0.cpp(61) : error C2065: 'srcFileID' : undeclared identifier
u00403ba0.cpp(61) : error C2065: 'sectionID' : undeclared identifier
u00403ba0.cpp(61) : warning C4229: anachronism used : modifiers on data are ignored
u00403ba0.cpp(61) : error C2078: too many initializers
u00403ba0.cpp(62) : error C2143: syntax error : missing ';' before '*'
u00403ba0.cpp(62) : error C2501: 'int8' : missing storage-class or type specifiers
u00403ba0.cpp(62) : error C2501: 'text_get' : missing storage-class or type specifiers
u00403ba0.cpp(63) : error C2143: syntax error : missing ';' before '*'
u00403ba0.cpp(63) : error C2501: 'int8' : missing storage-class or type specifiers
u00403ba0.cpp(63) : error C2086: 'int8' : redefinition
u00403ba0.cpp(63) : error C2501: 'text_item' : missing storage-class or type specifiers
u00403ba0.cpp(64) : error C2059: syntax error : ')'
u00403ba0.cpp(73) : error C2059: syntax error : ')'
u00403ba0.cpp(73) : error C2143: syntax error : missing ';' before '{'
u00403ba0.cpp(80) : error C2664: 'amovie_project' : cannot convert parameter 1 from 'int *' to 'int'
This conversion requires a reinterpret_cast, a C-style cast or function-style cast"
0x00403BE0,?amovie_project@@YAXPAD@Z,src/recovered/units/00403be0.cpp,0,1321,primary=1;eh=1;shared=0;selfmod=0,MISMATCH,1069,610,247,158,0,#0: original 'push' vs rebuilt 'mov',
0x00404010,??0AlphaMovie@@QAE@XZ,src/recovered/units/00404010.cpp,0,105,primary=1;eh=1;shared=0;selfmod=0,MISMATCH,87,108,24,35,9,#9: original 'mov' vs rebuilt 'push',
0x00404070,?exec@AlphaMovie@@QAEHPAD@Z,,0,335,primary=1;eh=0;shared=0;selfmod=0,MISMATCH,335,5,116,2,0,#0: original 'push' vs rebuilt 'xor',
0x004041C0,?on_modal@AlphaMovie@@QAE_NXZ,src/leaf_recoveries.cpp:1077,0,18,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,u004041c0.cpp(56) : error C2065: 'field_accessor_00600320_redirect' : undeclared identifier
0x004041E0,?close@AlphaMovie@@QAEXXZ,src/alphamovie.cpp:141,0,23,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,23,23,,,,,
0x00404200,?UNK1@AlphaMovie@@QAEXXZ,src/recovered/00404200.cpp,0,8,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,8,8,,,,,
0x00404210,?on_key_click@AlphaMovie@@QAEHHH@Z,src/delegation_thunks.cpp:46,1,16,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404210.cpp(133) : error C2065: 'func_delegation_0' : undeclared identifier
u00404210.cpp(133) : error C2783: 'Method __cdecl original_method(unsigned long)' : could not deduce template argument for 'Method'"
0x00404220,?UNK2@AlphaMovie@@QAEHHHH@Z,src/alphamovie.cpp:37,0,5,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,5,5,,,,,
0x00404230,?UNK3@AlphaMovie@@QAEHH@Z,src/alphamovie.cpp:74,0,10,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,10,10,,,,,
0x00404240,?UNK4@AlphaMovie@@QAEHHHHH@Z,src/alphamovie.cpp:51,0,5,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,5,5,,,,,
0x00404250,?UNK5@AlphaMovie@@QAEHH@Z,src/alphamovie.cpp:88,0,5,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,5,5,,,,,
0x00404260,?UNK6@AlphaMovie@@QAEXHH@Z,src/alphamovie.cpp:102,0,3,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,3,3,,,,,
0x00404270,?UNK6@AlphaMovie@@QAEXH@Z,src/alphamovie.cpp:115,0,3,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,3,3,,,,,
0x00404280,?UNK7@AlphaMovie@@QAEXXZ,src/alphamovie.cpp:24,0,1,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,1,1,,,,,
0x00404290,?update@AlphaMovie@@QAEXXZ,src/alphamovie.cpp:151,0,8,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,8,8,,,,,
0x004042A0,?UNK8@AlphaMovie@@QAEHHH@Z,src/alphamovie.cpp:128,0,8,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,8,8,,,,,
0x004042B0,sub_4042b0,src/recovered/004042b0.cpp,0,3,primary=1;eh=0;shared=0;selfmod=0,BYTE_EXACT,3,3,,,,,
0x004042C0,??1MCIVideo@@QAE@XZ,src/recovered/units/004042c0.cpp,0,94,primary=1;eh=1;shared=0;selfmod=0,BYTE_EXACT,73,73,,,,,
0x004043A0,??_GAlphaMovie@@UAEPAXI@Z,src/deleting_thunks.cpp:162,1,33,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004043a0.cpp(69) : error C2065: 'AlphaMovieDtorTarget' : undeclared identifier
u004043a0.cpp(69) : error C2297: '->*' : illegal, right operand has type 'int'
u004043a0.cpp(71) : error C2065: 'ScrollOperatorDelete' : undeclared identifier"
0x004043D0,??1UV2Player@@QAE@XZ,src/recovered/units/004043d0.cpp,0,100,primary=1;eh=1;shared=0;selfmod=0,MISMATCH,76,108,22,33,7,#7: original 'push' vs rebuilt 'sub',
0x00404420,sub_404420,src/deleting_thunks.cpp:178,1,11,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404420.cpp(59) : error C2065: 'Sub004042B0Target' : undeclared identifier
u00404420.cpp(59) : error C2297: '->*' : illegal, right operand has type 'int'"
0x00404430,??3AlphaMovie@@SAXPAXI@Z,src/deleting_thunks.cpp:190,1,11,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,u00404430.cpp(45) : error C2065: 'scalar_delete_alpha_movie' : undeclared identifier
0x00404440,??__Eg_UNUSED_SPRITE_VAR02@@YAXXZ,src/init_thunks.cpp:241,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404440.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR02' : undeclared identifier
u00404440.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404440.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404440.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404440.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404460,??__Fg_UNUSED_SPRITE_VAR02@@YAXXZ,src/atexit_thunks.cpp:436,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404460.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR02' : undeclared identifier
u00404460.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404470,??__Eg_UNUSED_SPRITE_VAR11@@YAXXZ,src/init_thunks.cpp:252,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404470.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR11' : undeclared identifier
u00404470.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404470.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404470.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404470.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404490,??__Fg_UNUSED_SPRITE_VAR11@@YAXXZ,src/atexit_thunks.cpp:446,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404490.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR11' : undeclared identifier
u00404490.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x004044A0,??__Eg_UNUSED_SPRITE_VAR06@@YAXXZ,src/init_thunks.cpp:263,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004044a0.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR06' : undeclared identifier
u004044a0.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u004044a0.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u004044a0.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u004044a0.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x004044C0,??__Fg_UNUSED_SPRITE_VAR06@@YAXXZ,src/atexit_thunks.cpp:456,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004044c0.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR06' : undeclared identifier
u004044c0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x004044D0,??__Eg_UNUSED_SPRITE_VAR09@@YAXXZ,src/init_thunks.cpp:274,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004044d0.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR09' : undeclared identifier
u004044d0.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u004044d0.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u004044d0.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u004044d0.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x004044F0,??__Fg_UNUSED_SPRITE_VAR09@@YAXXZ,src/atexit_thunks.cpp:466,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004044f0.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR09' : undeclared identifier
u004044f0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404500,??__Eg_UNUSED_SPRITE_VAR21@@YAXXZ,src/init_thunks.cpp:285,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404500.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR21' : undeclared identifier
u00404500.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404500.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404500.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404500.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404520,??__Fg_UNUSED_SPRITE_VAR21@@YAXXZ,src/atexit_thunks.cpp:476,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404520.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR21' : undeclared identifier
u00404520.cpp(45) : error C2227: left of '->close' must point to class/struct/union
Generating Code...
Compiling..."
0x00404530,??__Eg_UNUSED_SPRITE_VAR05@@YAXXZ,src/init_thunks.cpp:296,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404530.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR05' : undeclared identifier
u00404530.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404530.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404530.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404530.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404550,??__Fg_UNUSED_SPRITE_VAR05@@YAXXZ,src/atexit_thunks.cpp:486,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404550.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR05' : undeclared identifier
u00404550.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404560,??__Eg_UNUSED_SPRITE_VAR08@@YAXXZ,src/init_thunks.cpp:307,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404560.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR08' : undeclared identifier
u00404560.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404560.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404560.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404560.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404580,??__Fg_UNUSED_SPRITE_VAR08@@YAXXZ,src/atexit_thunks.cpp:496,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404580.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR08' : undeclared identifier
u00404580.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404590,??__Eg_UNUSED_SPRITE_VAR04@@YAXXZ,src/init_thunks.cpp:318,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404590.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR04' : undeclared identifier
u00404590.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404590.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404590.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404590.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x004045B0,??__Fg_UNUSED_SPRITE_VAR04@@YAXXZ,src/atexit_thunks.cpp:506,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004045b0.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR04' : undeclared identifier
u004045b0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x004045C0,??__Eg_UNUSED_SPRITE_VAR01@@YAXXZ,src/init_thunks.cpp:329,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004045c0.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR01' : undeclared identifier
u004045c0.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u004045c0.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u004045c0.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u004045c0.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x004045E0,??__Fg_UNUSED_SPRITE_VAR01@@YAXXZ,src/atexit_thunks.cpp:516,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004045e0.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR01' : undeclared identifier
u004045e0.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x004045F0,??__Eg_UNUSED_SPRITE_VAR18@@YAXXZ,src/init_thunks.cpp:340,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u004045f0.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR18' : undeclared identifier
u004045f0.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u004045f0.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u004045f0.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u004045f0.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404610,??__Fg_UNUSED_SPRITE_VAR18@@YAXXZ,src/atexit_thunks.cpp:526,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404610.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR18' : undeclared identifier
u00404610.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404620,??__Eg_UNUSED_SPRITE_VAR03@@YAXXZ,src/init_thunks.cpp:351,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404620.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR03' : undeclared identifier
u00404620.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404620.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404620.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404620.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404640,??__Fg_UNUSED_SPRITE_VAR03@@YAXXZ,src/atexit_thunks.cpp:536,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404640.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR03' : undeclared identifier
u00404640.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404650,??__Eg_UNUSED_SPRITE_VAR20@@YAXXZ,src/init_thunks.cpp:362,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404650.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR20' : undeclared identifier
u00404650.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404650.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404650.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404650.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
0x00404670,??__Fg_UNUSED_SPRITE_VAR20@@YAXXZ,src/atexit_thunks.cpp:546,1,10,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404670.cpp(45) : error C2065: 'g_UNUSED_SPRITE_VAR20' : undeclared identifier
u00404670.cpp(45) : error C2227: left of '->close' must point to class/struct/union"
0x00404680,??__Eg_UNUSED_SPRITE_VAR16@@YAXXZ,src/init_thunks.cpp:373,1,22,primary=1;eh=0;shared=0;selfmod=0,NO_COMPILE,,,,,,,"u00404680.cpp(86) : error C2065: 'g_UNUSED_SPRITE_VAR16' : undeclared identifier
u00404680.cpp(86) : error C2065: 'SpriteInitCtor' : undeclared identifier
u00404680.cpp(86) : error C2297: '->*' : illegal, right operand has type 'int'
u00404680.cpp(87) : error C2065: 'GameAtexit' : undeclared identifier
u00404680.cpp(87) : error C2061: syntax error : identifier 'func_atexit_callback'"
