class,offset,width,x87,evidence
AAmbience,0x0,4,0,"?begin@AAmbience@@QAEXXZ: mov eax, dword ptr [esi] at 0x00447DB3"
AAmbience,0x58,4,0,?tech@AAmbience@@QAEXXZ: inc dword ptr [ecx + 0x58] at 0x00448280
AlphaMenu,0x0,4,0,"?adjust@AlphaMenu@@QAEXXZ: mov eax, dword ptr [esi] at 0x004032C1"
AlphaMenu,0x118,4,0,"?on_adjust_pulldown_pos@AlphaMenu@@QAEXPAHPAH@Z: mov esi, dword ptr [ecx + 0x118] at 0x00403661"
AlphaMenu,0x13C,4,0,"?on_adjust_pulldown_pos@AlphaMenu@@QAEXPAHPAH@Z: mov edx, dword ptr [esi] at 0x00403638"
AlphaMenu,0x140,4,0,"?on_adjust_pulldown_pos@AlphaMenu@@QAEXPAHPAH@Z: mov edx, dword ptr [esi + 4] at 0x0040363D"
AlphaMenu,0x144,4,0,"?on_adjust_pulldown_pos@AlphaMenu@@QAEXPAHPAH@Z: mov eax, dword ptr [esi + 8] at 0x00403640"
AlphaMenu,0x148,4,0,"?on_adjust_pulldown_pos@AlphaMenu@@QAEXPAHPAH@Z: mov esi, dword ptr [esi + 0xc] at 0x00403643"
AlphaMenu,0x474,4,0,"?show@AlphaMenu@@QAEXXZ: mov edx, dword ptr [edi + 0x474] at 0x004036BA"
AlphaMenu,0x478,4,0,"?show@AlphaMenu@@QAEXXZ: mov eax, dword ptr [ecx + 4] at 0x004036C3"
AlphaMenu,0x47C,4,0,"?show@AlphaMenu@@QAEXXZ: mov edx, dword ptr [ecx + 8] at 0x004036C9"
AlphaMenu,0x480,4,0,"?show@AlphaMenu@@QAEXXZ: mov eax, dword ptr [ecx + 0xc] at 0x004036CF"
AlphaMenu,0x4C4,4,0,"?hide@AlphaMenu@@QAEXXZ: mov eax, dword ptr [esi + 0x4c4] at 0x004038D7"
AlphaMenu,0x4C8,4,0,"?hide@AlphaMenu@@QAEXXZ: mov edx, dword ptr [esi + 0x4c8] at 0x004038D1"
AlphaMenu,0xA18,4,0,"?compute@AlphaMenu@@QAEXXZ: mov eax, dword ptr [ebx + 0xa18] at 0x004031AB"
AlphaMenu,0xA24,4,0,"?on_redraw@AlphaMenu@@QAEXXZ: cmp eax, dword ptr [esi + 0xa24] at 0x004033B0"
AlphaMenu,0xA2C,4,0,"?on_redraw@AlphaMenu@@QAEXXZ: mov ecx, dword ptr [esi + 0xa2c] at 0x004034B0"
AlphaMenu,0xA3C,4,0,"?on_redraw@AlphaMenu@@QAEXXZ: mov edx, dword ptr [edi - 4] at 0x00403499"
AlphaMenu,0xA40,1,0,"?on_redraw@AlphaMenu@@QAEXXZ: mov al, byte ptr [edi] at 0x00403436"
AlphaMenu,0x10F4,1,0,"?on_redraw@AlphaMenu@@QAEXXZ: mov dl, byte ptr [ecx + 8] at 0x0040336F"
AlphaMenu,0x1104,4,0,"?adjust@AlphaMenu@@QAEXXZ: mov ecx, dword ptr [esi + 0x1104] at 0x004032B9"
AlphaMenu,0x1108,4,0,"?compute@AlphaMenu@@QAEXXZ: mov eax, dword ptr [ebx + 0x1108] at 0x004031C3"
AlphaMenu,0x1120,1,0,"?on_redraw@AlphaMenu@@QAEXXZ: mov dl, byte ptr [ecx + 8] at 0x004033F2"
AlphaMenu,0x1130,4,0,"?compute@AlphaMenu@@QAEXXZ: mov ecx, dword ptr [ebx + 0x1130] at 0x004031C9"
AlphaMenu,0x1134,4,0,"?compute@AlphaMenu@@QAEXXZ: mov edi, dword ptr [ebx + 0x1134] at 0x004031B1"
AlphaMovie,0x0,4,0,"??0AlphaMovie@@QAE@XZ: mov dword ptr [esi], 0x669458 at 0x00404049"
AlphaMovie,0x444,4,0,"??0AlphaMovie@@QAE@XZ: mov dword ptr [esi + 0x444], 0x669450 at 0x0040404F"
AlphaNet,0x0,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [esi], 0x66eacc at 0x004E2572"
AlphaNet,0xB0,4,0,"??1AlphaNet@@QAE@XZ: mov dword ptr [edi], 0x66eafc at 0x00538CB4"
AlphaNet,0xB4,4,0,"??1AlphaNet@@QAE@XZ: mov edx, dword ptr [esi + 0xb4] at 0x00538CBA"
AlphaNet,0xC4,4,0,"??1AlphaNet@@QAE@XZ: mov dword ptr [edi + 0x14], 0 at 0x00538CD5"
AlphaNet,0xCC,4,0,"??1AlphaNet@@QAE@XZ: mov dword ptr [esi + 0xcc], ebx at 0x00538CE2"
AlphaNet,0xD0,4,0,"??1AlphaNet@@QAE@XZ: mov ecx, dword ptr [esi + 0xd0] at 0x00538CDC"
AlphaNet,0x6E0,4,0,"?pick_service@AlphaNet@@QAEHPAH@Z: cmp dword ptr [esi + 0x6e0], edi at 0x004E2759"
AlphaNet,0x72C,4,0,"??1AlphaNet@@QAE@XZ: mov dword ptr [ecx], 0x66941c at 0x00538C2C"
AlphaNet,0x730,4,0,"??1AlphaNet@@QAE@XZ: mov eax, dword ptr [edi - 0x20] at 0x00538C32"
AlphaNet,0x740,4,0,"??1AlphaNet@@QAE@XZ: mov dword ptr [edi - 0x10], 0 at 0x00538C4C"
AlphaNet,0x750,4,0,"??1AlphaNet@@QAE@XZ: mov dword ptr [edi], ebx at 0x00538C64"
AlphaNet,0x754,4,0,"??1AlphaNet@@QAE@XZ: mov eax, dword ptr [edi + 4] at 0x00538C5C"
AlphaNet,0x758,4,0,"??1AlphaNet@@QAE@XZ: mov dword ptr [esi + 0x758], ebx at 0x00538C71"
AlphaNet,0x75C,4,0,"??1AlphaNet@@QAE@XZ: mov ecx, dword ptr [esi + 0x75c] at 0x00538C6B"
AlphaNet,0x768,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [esi + 0x768], ebx at 0x004E2590"
AlphaNet,0x78C,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [eax], ebx at 0x004E2583"
AlphaNet,0x790,1,0,"??0AlphaNet@@QAE@XZ: mov byte ptr [eax - 2], dl at 0x004E24CD"
AlphaNet,0x791,1,0,"??0AlphaNet@@QAE@XZ: mov byte ptr [eax - 1], bl at 0x004E24D0"
AlphaNet,0x792,1,0,"??0AlphaNet@@QAE@XZ: mov byte ptr [eax], bl at 0x004E24D3"
AlphaNet,0x793,1,0,"??0AlphaNet@@QAE@XZ: mov byte ptr [eax + 1], dl at 0x004E24D5"
AlphaNet,0x794,1,0,"??0AlphaNet@@QAE@XZ: mov byte ptr [eax + 2], 2 at 0x004E24D8"
AlphaNet,0x928,4,0,"?pid_2_who@AlphaNet@@QAEHK@Z: cmp dword ptr [edx], esi at 0x004E2622"
AlphaNet,0x92C,1,0,"?who_2_pid@AlphaNet@@QAEHH@Z: movsx edi, byte ptr [edx] at 0x004E2673"
AlphaNet,0x144C,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [esi + 0x144c], 0x669408 at 0x004E250F"
AlphaNet,0x1450,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [esi + 0x1450], 0x66eaf0 at 0x004E24E4"
AlphaNet,0x1454,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [esi + 0x1454], ebx at 0x004E252D"
AlphaNet,0x1458,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [esi + 0x1458], ebx at 0x004E2533"
AlphaNet,0x145C,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [esi + 0x145c], ebx at 0x004E2539"
AlphaNet,0x1460,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [esi + 0x1460], ebx at 0x004E253F"
AlphaNet,0x1464,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [esi + 0x1464], ebx at 0x004E2545"
AlphaNet,0x1484,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [esi + 0x1484], 0x6693ac at 0x004E24EE"
AlphaNet,0x1488,4,0,"??0AlphaNet@@QAE@XZ: mov dword ptr [esi + 0x1488], eax at 0x004E24FD"
AlphaSave,0x0,4,0,"??0AlphaSave@@QAE@XZ: mov dword ptr [esi], 0x669ec8 at 0x004073F2"
AlphaSave,0x444,4,0,"??0AlphaSave@@QAE@XZ: mov dword ptr [esi + 0x444], 0x669ec0 at 0x004073F8"
AlphaSave,0x474,4,0,"?init@AlphaSave@@QAEXXZ: mov eax, dword ptr [esi + 0x474] at 0x00407505"
AlphaSave,0x478,4,0,"?init@AlphaSave@@QAEXXZ: mov ecx, dword ptr [edx + 4] at 0x0040750E"
AlphaSave,0x47C,4,0,"?init@AlphaSave@@QAEXXZ: mov eax, dword ptr [edx + 8] at 0x00407514"
AlphaSave,0x480,4,0,"?init@AlphaSave@@QAEXXZ: mov ecx, dword ptr [edx + 0xc] at 0x0040751D"
AlphaSave,0x1074,4,0,"?init@AlphaSave@@QAEXXZ: mov edx, dword ptr [edi] at 0x004078A3"
AlphaSave,0x1BC0,4,0,"??1AlphaSave@@QAE@XZ: mov dword ptr [ebx], 0x669754 at 0x0040830F"
AlphaSave,0x2004,4,0,"??1AlphaSave@@QAE@XZ: mov dword ptr [ebx + 0x444], 0x66974c at 0x00408315"
AlphaSave,0x270C,4,0,"?init@AlphaSave@@QAEXXZ: mov edx, dword ptr [edi] at 0x00407871"
AlphaSave,0x2B50,4,0,"??1AlphaSave@@QAE@XZ: mov dword ptr [ebx + 0x444], 0x66a030 at 0x004082D7"
AlphaSave,0x3228,4,0,"?init@AlphaSave@@QAEXXZ: mov dword ptr [esi + 0x3228], ecx at 0x00407820"
AlphaSave,0x322C,4,0,"?init@AlphaSave@@QAEXXZ: mov dword ptr [esi + 0x322c], eax at 0x0040785F"
AlphaSave,0x3230,4,0,"?init@AlphaSave@@QAEXXZ: mov dword ptr [esi + 0x3230], ecx at 0x0040786B"
AlphaSave,0x3234,4,0,"?init@AlphaSave@@QAEXXZ: mov dword ptr [esi + 0x3234], ecx at 0x00407848"
AlphaSave,0x3238,4,0,"?init@AlphaSave@@QAEXXZ: mov dword ptr [esi + 0x3238], edx at 0x00407854"
AlphaSave,0x324C,4,0,"?on_selected@AlphaSave@@QAEXH@Z: mov dword ptr [esi + 0xb40], 0 at 0x00407E48"
AlphaSave,0x3250,4,0,"?on_selected@AlphaSave@@QAEXH@Z: mov dword ptr [esi + 0xb44], eax at 0x00407E5F"
AlphaSave,0x3280,4,0,"?init@AlphaSave@@QAEXXZ: mov ecx, dword ptr [esi + 0x3280] at 0x00407720"
AlphaSave,0x3290,4,0,"?init@AlphaSave@@QAEXXZ: mov dword ptr [esi + 0x3290], ecx at 0x0040776B"
AlphaSave,0x3294,4,0,"?init@AlphaSave@@QAEXXZ: mov dword ptr [esi + 0x3294], ebx at 0x004077C0"
AlphaSave,0x32AC,4,0,"?init@AlphaSave@@QAEXXZ: mov dword ptr [esi + 0x32ac], edi at 0x004077BA"
AlphaSave,0x32B0,4,0,"?init@AlphaSave@@QAEXXZ: mov dword ptr [esi + 0x32b0], 0x4072d0 at 0x004077B0"
AlphaSave,0x3DD8,4,0,"?on_listbox_scroll_create@AlphaSave@@QAEHXZ: mov eax, dword ptr [esi] at 0x00407EA9"
AlphaSave,0x421C,4,0,"??1AlphaSave@@QAE@XZ: mov dword ptr [edi + 0x444], 0x669d50 at 0x00408213"
AlphaSave,0x4884,4,0,"??1AlphaSave@@QAE@XZ: mov dword ptr [ebx], 0x669754 at 0x00408260"
AlphaSave,0x4CC8,4,0,"??1AlphaSave@@QAE@XZ: mov dword ptr [ebx + 0x444], 0x66974c at 0x00408266"
AlphaSave,0x53D0,4,0,"??1AlphaSave@@QAE@XZ: mov dword ptr [ebx], 0x669754 at 0x00408231"
AlphaSave,0x5814,4,0,"??1AlphaSave@@QAE@XZ: mov dword ptr [ebx + 0x444], 0x66974c at 0x00408237"
Ambience,0x0,4,0,"??1Ambience@@QAE@XZ: mov dword ptr [esi], 0x66e538 at 0x004C7690"
Ambience,0x4,4,0,"??0Ambience@@QAE@XZ: mov dword ptr [esi + 4], 0x7f at 0x004C8490"
Ambience,0x8,4,0,"??0Ambience@@QAE@XZ: mov dword ptr [esi + 8], ebx at 0x004C8497"
Ambience,0x30,4,0,"??0Ambience@@QAE@XZ: mov dword ptr [esi + 0x30], ebx at 0x004C849F"
Ambience,0x38,4,0,"??0Ambience@@QAE@XZ: mov dword ptr [esi + 0x38], 0x3e8 at 0x004C84CB"
Ambience,0x3C,4,0,"??1Ambience@@QAE@XZ: mov eax, dword ptr [esi + 0x3c] at 0x004C76AB"
Ambience,0x40,1,0,"??1Ambience@@QAE@XZ: test byte ptr [esi + 0x40], 2 at 0x004C7706"
Ambience,0x40,4,0,"??1Ambience@@QAE@XZ: mov eax, dword ptr [esi + 0x40] at 0x004C773C"
Ambience,0x44,4,0,"??1Ambience@@QAE@XZ: mov eax, dword ptr [esi + 0x44] at 0x004C770C"
Ambience,0x48,4,0,"??1Ambience@@QAE@XZ: mov ecx, dword ptr [esi + 0x48] at 0x004C7713"
Ambience,0x4C,4,0,"??1Ambience@@QAE@XZ: mov eax, dword ptr [esi + 0x4c] at 0x004C7696"
Ambience,0x50,4,0,"??0Ambience@@QAE@XZ: mov dword ptr [esi + 0x50], ebx at 0x004C84E4"
Ambience,0x54,1,0,"??0Ambience@@QAE@XZ: mov dl, byte ptr [ebx] at 0x004C84FC"
AutoSound,0x0,4,0,"??_GAutoSound@@UAEPAXI@Z: mov dword ptr [esi], 0x66ff34 at 0x005F8643"
AutoSound,0x4,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 4], ecx at 0x0062BA8E"
AutoSound,0x8,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 8], edx at 0x0062BAA9"
AutoSound,0xC,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0xc], edx at 0x0062BA97"
AutoSound,0x10,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x10], ecx at 0x0062BAA0"
AutoSound,0x14,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x14], ecx at 0x0062BAB2"
AutoSound,0x18,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x18], edx at 0x0062BABB"
AutoSound,0x1C,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x1c], ecx at 0x0062BAC4"
AutoSound,0x20,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x20], edx at 0x0062BACD"
AutoSound,0x24,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x24], ecx at 0x0062BAD6"
AutoSound,0x28,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x28], edx at 0x0062BADF"
AutoSound,0x2C,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x2c], ecx at 0x0062BAE8"
AutoSound,0x30,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x30], edx at 0x0062BAF1"
AutoSound,0x34,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x34], ecx at 0x0062BAFA"
AutoSound,0x38,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x38], edx at 0x0062BB03"
AutoSound,0x3C,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x3c], ecx at 0x0062BB0C"
AutoSound,0x40,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x40], edx at 0x0062BB15"
AutoSound,0x44,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x44], ecx at 0x0062BB1E"
AutoSound,0x48,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x48], edx at 0x0062BB27"
AutoSound,0x4C,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x4c], ecx at 0x0062BB30"
AutoSound,0x50,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x50], edx at 0x0062BB39"
AutoSound,0x54,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x54], ecx at 0x0062BB42"
AutoSound,0x58,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x58], edx at 0x0062BB4B"
AutoSound,0x5C,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x5c], ecx at 0x0062BB54"
AutoSound,0x60,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x60], edx at 0x0062BB5D"
AutoSound,0x64,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x64], ecx at 0x0062BB66"
AutoSound,0x68,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x68], edx at 0x0062BB6F"
AutoSound,0x6C,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x6c], ecx at 0x0062BB78"
AutoSound,0x70,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x70], edx at 0x0062BB81"
AutoSound,0x74,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x74], ecx at 0x0062BB8A"
AutoSound,0x78,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x78], edx at 0x0062BB93"
AutoSound,0x7C,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x7c], ecx at 0x0062BB9C"
AutoSound,0x80,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x80], edx at 0x0062BBA5"
AutoSound,0x84,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x84], ecx at 0x0062BBB1"
AutoSound,0x88,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x88], edx at 0x0062BBBD"
AutoSound,0x8C,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x8c], ecx at 0x0062BBC9"
AutoSound,0x90,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x90], edx at 0x0062BBD5"
AutoSound,0x94,4,0,"??0AutoSound@@QAE@XZ: mov dword ptr [eax + 0x94], ecx at 0x0062BBE1"
BAmbience,0x0,4,0,"??0BAmbience@@QAE@XZ: mov dword ptr [esi], 0x66b9f0 at 0x004478DA"
BAmbience,0x58,4,0,"??0BAmbience@@QAE@XZ: mov dword ptr [esi + 0x58], eax at 0x004478E0"
BAmbience,0x5C,4,0,"??0BAmbience@@QAE@XZ: mov dword ptr [esi + 0x5c], eax at 0x004478E3"
BAmbience,0x60,4,0,"??0BAmbience@@QAE@XZ: mov dword ptr [esi + 0x60], eax at 0x004478E6"
BAmbience,0x64,4,0,"??0BAmbience@@QAE@XZ: mov dword ptr [esi + 0x64], eax at 0x004478E9"
BAmbience,0x68,4,0,"??0BAmbience@@QAE@XZ: mov dword ptr [esi + 0x68], eax at 0x004478F2"
BAmbience,0x6C,1,0,"??0BAmbience@@QAE@XZ: mov byte ptr [esi + 0x6c], al at 0x004478EC"
BAmbience,0x6D,1,0,"??0BAmbience@@QAE@XZ: mov byte ptr [esi + 0x6d], al at 0x004478EF"
BAmbience,0x70,4,0,"??0BAmbience@@QAE@XZ: mov dword ptr [esi + 0x70], 1 at 0x004478F8"
BAmbience,0x74,4,0,"??0BAmbience@@QAE@XZ: mov dword ptr [esi + 0x74], eax at 0x004478F5"
BAmbience,0x78,4,0,"??0BAmbience@@QAE@XZ: mov dword ptr [esi + 0x78], 0x14 at 0x004478FF"
BAmbience,0x7C,4,0,"??0BAmbience@@QAE@XZ: mov dword ptr [esi + 0x7c], 0xf at 0x00447906"
BaseButton,0x0,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi], 0x670290 at 0x00606F77"
BaseButton,0xC4,4,0,"?set_text_color@BaseButton@@QAEXHHHH@Z: mov eax, dword ptr [ecx + 0xc4] at 0x00607360"
BaseButton,0x13C,4,0,"?timer_callback@BaseButton@@QAEXH@Z: mov ecx, dword ptr [eax] at 0x00607B6A"
BaseButton,0x140,4,0,"?timer_callback@BaseButton@@QAEXH@Z: mov edx, dword ptr [eax + 4] at 0x00607B70"
BaseButton,0x144,4,0,"?timer_callback@BaseButton@@QAEXH@Z: mov ecx, dword ptr [eax + 8] at 0x00607B77"
BaseButton,0x148,4,0,"?timer_callback@BaseButton@@QAEXH@Z: mov edx, dword ptr [eax + 0xc] at 0x00607B82"
BaseButton,0x444,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0x444], 0x670288 at 0x00606F7D"
BaseButton,0x474,4,0,"?on_mouse_move@BaseButton@@QAEXHH@Z: mov edx, dword ptr [esi + 0x474] at 0x0060785F"
BaseButton,0x478,4,0,"?on_mouse_move@BaseButton@@QAEXHH@Z: mov edi, dword ptr [eax + 4] at 0x00607867"
BaseButton,0x47C,4,0,"?on_mouse_move@BaseButton@@QAEXHH@Z: mov ebx, dword ptr [eax + 8] at 0x0060786C"
BaseButton,0x480,4,0,"?on_mouse_move@BaseButton@@QAEXHH@Z: mov ebp, dword ptr [eax + 0xc] at 0x00607877"
BaseButton,0xA18,4,0,"?UNK2@BaseButton@@QAEXXZ: mov eax, dword ptr [esi + 0xa18] at 0x00607C36"
BaseButton,0xA44,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa44], eax at 0x00606F8D"
BaseButton,0xA48,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa48], eax at 0x00606F93"
BaseButton,0xA74,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa74], edi at 0x00606F87"
BaseButton,0xA78,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa78], edi at 0x00606F99"
BaseButton,0xA7C,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa7c], edi at 0x00606FA5"
BaseButton,0xA80,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa80], edi at 0x00606FAB"
BaseButton,0xA84,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa84], ecx at 0x00606FDA"
BaseButton,0xA88,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa88], edx at 0x00606FE6"
BaseButton,0xA8C,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa8c], eax at 0x00606FF1"
BaseButton,0xA90,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa90], ecx at 0x00606FFD"
BaseButton,0xA94,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa94], eax at 0x00606FCE"
BaseButton,0xA98,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xa98], edx at 0x0060700D"
BaseButton,0xA9C,4,0,"?hide@BaseButton@@QAEXXZ: mov dword ptr [ecx + 0xa9c], 0 at 0x0040686A"
BaseButton,0xAA0,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xaa0], eax at 0x0060701E"
BaseButton,0xAA4,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xaa4], edi at 0x00607013"
BaseButton,0xAA8,4,0,"?hide@BaseButton@@QAEXXZ: mov eax, dword ptr [ecx + 0xaa8] at 0x00406860"
BaseButton,0xAAC,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xaac], edi at 0x00606FB7"
BaseButton,0xAB0,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xab0], edi at 0x00606FBD"
BaseButton,0xAB4,4,0,"??0BaseButton@@QAE@XZ: mov dword ptr [esi + 0xab4], edi at 0x00606FC3"
BasePop,0x0,4,0,"??1BasePop@@QAE@XZ: mov dword ptr [esi], 0x6698d4 at 0x004064F2"
BasePop,0x20,4,0,"?UNK3@BasePop@@QAEXH@Z: mov eax, dword ptr [ecx + 0x20] at 0x00605186"
BasePop,0x114,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov ecx, dword ptr [esi + 0x114] at 0x0060283A"
BasePop,0x118,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov edx, dword ptr [esi + 0x118] at 0x00602840"
BasePop,0x11C,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov eax, dword ptr [esi + 0x11c] at 0x00602834"
BasePop,0x14C,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov eax, dword ptr [esi + 0x14c] at 0x00603724"
BasePop,0x150,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov ecx, dword ptr [esi + 0x150] at 0x0060372F"
BasePop,0x444,4,0,"??1BasePop@@QAE@XZ: mov dword ptr [esi + 0x444], 0x6698cc at 0x004064F8"
BasePop,0x4C4,4,0,"?on_redraw@BasePop@@QAEXXZ: mov edx, dword ptr [esi + 0x4c4] at 0x00604B33"
BasePop,0x4C8,4,0,"?on_redraw@BasePop@@QAEXXZ: mov ecx, dword ptr [esi + 0x4c8] at 0x00604B2D"
BasePop,0xA14,4,0,"??0BasePop@@QAE@XZ: mov dword ptr [ebp + 0xa14], edx at 0x00600E05"
BasePop,0xA18,4,0,"??0BasePop@@QAE@XZ: mov dword ptr [ebp + 0xa18], eax at 0x00600E10"
BasePop,0xA1C,4,0,"??0BasePop@@QAE@XZ: mov dword ptr [ebp + 0xa1c], ecx at 0x00600E1C"
BasePop,0xA20,4,0,"??0BasePop@@QAE@XZ: mov dword ptr [ebp + 0xa20], edx at 0x00600E28"
BasePop,0xA24,4,0,"??0BasePop@@QAE@XZ: mov dword ptr [ebp + 0xa24], eax at 0x00600E33"
BasePop,0xA3C,4,0,"??0BasePop@@QAE@XZ: mov dword ptr [ebp + 0xa3c], ebp at 0x00600AB0"
BasePop,0xA40,4,0,"??0BasePop@@QAE@XZ: mov dword ptr [ebp + 0xa40], ebx at 0x00600ABC"
BasePop,0xA44,4,0,"??0BasePop@@QAE@XZ: mov dword ptr [ebp + 0xa44], eax at 0x00600ACE"
BasePop,0xA48,4,0,"??0BasePop@@QAE@XZ: mov dword ptr [ebp + 0xa48], ebx at 0x00600AE3"
BasePop,0xA5C,4,0,"??1BasePop@@QAE@XZ: mov dword ptr [edi], 0x669754 at 0x0040661C"
BasePop,0xEA0,4,0,"??1BasePop@@QAE@XZ: mov dword ptr [edi + 0x444], 0x66974c at 0x00406622"
BasePop,0x14E0,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xa84], eax at 0x00602F56"
BasePop,0x14E4,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xa88], eax at 0x00602F62"
BasePop,0x14E8,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xa8c], eax at 0x00602F6E"
BasePop,0x14EC,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xa90], eax at 0x00602F7A"
BasePop,0x14F0,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xa94], eax at 0x00602F86"
BasePop,0x14F4,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xa98], eax at 0x00602F92"
BasePop,0x153C,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xae0], edx at 0x00602D83"
BasePop,0x1540,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xae4], ecx at 0x00602D7D"
BasePop,0x1544,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xae8], eax at 0x00602D89"
BasePop,0x1548,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xaec], edx at 0x00602DA7"
BasePop,0x154C,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xaf0], ecx at 0x00602DA1"
BasePop,0x1550,4,0,"?exec@BasePop@@QAEHHP6AHXZ@Z: mov dword ptr [edi + 0xaf4], eax at 0x00602DAD"
