class,offset,width,x87,evidence
BaseWin,0x40BEC,4,0,"?draw_commerce@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax] at 0x004108DB"
BaseWin,0x40BF0,4,0,"?draw_commerce@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 4] at 0x004108E0"
BaseWin,0x40BF4,4,0,"?draw_commerce@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax + 8] at 0x004108E6"
BaseWin,0x40BF8,4,0,"?draw_commerce@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 0xc] at 0x004108EC"
BaseWin,0x40BFC,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40bfc], 0x1e at 0x0041EAD3"
BaseWin,0x40C00,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40c00], edi at 0x0041EADD"
BaseWin,0x40C04,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40c04], eax at 0x0041EAE3"
BaseWin,0x40C08,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40c08], 0x8c at 0x0041EAE9"
BaseWin,0x40C0C,4,0,"?draw_nutrients@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax] at 0x00411319"
BaseWin,0x40C10,4,0,"?draw_nutrients@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 4] at 0x0041131E"
BaseWin,0x40C14,4,0,"?draw_nutrients@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax + 8] at 0x00411324"
BaseWin,0x40C18,4,0,"?draw_nutrients@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 0xc] at 0x0041132C"
BaseWin,0x40C1C,4,0,"?draw_nutrients@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax] at 0x00411289"
BaseWin,0x40C20,4,0,"?draw_nutrients@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 4] at 0x0041128E"
BaseWin,0x40C24,4,0,"?draw_nutrients@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax + 8] at 0x00411294"
BaseWin,0x40C28,4,0,"?draw_nutrients@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 0xc] at 0x0041129A"
BaseWin,0x40C2C,4,0,"?draw_garrison@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax] at 0x004103EE"
BaseWin,0x40C30,4,0,"?draw_garrison@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 4] at 0x004103F3"
BaseWin,0x40C34,4,0,"?draw_garrison@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax + 8] at 0x004103F9"
BaseWin,0x40C38,4,0,"?draw_garrison@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 0xc] at 0x00410405"
BaseWin,0x40C3C,4,0,"?draw_energy_alloc@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax] at 0x004119DB"
BaseWin,0x40C40,4,0,"?draw_energy_alloc@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 4] at 0x004119EA"
BaseWin,0x40C44,4,0,"?draw_energy_alloc@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax + 8] at 0x004119F9"
BaseWin,0x40C48,4,0,"?draw_energy_alloc@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 0xc] at 0x00411A02"
BaseWin,0x40C4C,4,0,"?draw_expenses@BaseWin@@QAEXH@Z: mov edx, dword ptr [ecx] at 0x00412B26"
BaseWin,0x40C50,4,0,"?draw_expenses@BaseWin@@QAEXH@Z: mov eax, dword ptr [ecx + 4] at 0x00412B2E"
BaseWin,0x40C54,4,0,"?draw_expenses@BaseWin@@QAEXH@Z: mov edx, dword ptr [ecx + 8] at 0x00412B37"
BaseWin,0x40C58,4,0,"?draw_expenses@BaseWin@@QAEXH@Z: mov eax, dword ptr [ecx + 0xc] at 0x00412B40"
BaseWin,0x40C5C,4,0,"?draw_pop@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax] at 0x00414B9B"
BaseWin,0x40C60,4,0,"?draw_pop@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 4] at 0x00414BA0"
BaseWin,0x40C64,4,0,"?draw_pop@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax + 8] at 0x00414BA6"
BaseWin,0x40C68,4,0,"?draw_pop@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 0xc] at 0x00414BB2"
BaseWin,0x40C6C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edx], eax at 0x0041EF41"
BaseWin,0x40C70,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edx + 4], eax at 0x0041EF48"
BaseWin,0x40C74,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edx + 8], eax at 0x0041EF50"
BaseWin,0x40C78,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edx + 0xc], eax at 0x0041EF58"
BaseWin,0x40C7C,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax] at 0x004151BE"
BaseWin,0x40C80,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 4] at 0x004151C3"
BaseWin,0x40C84,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax + 8] at 0x004151C9"
BaseWin,0x40C88,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 0xc] at 0x004151D4"
BaseWin,0x40C8C,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax] at 0x004152B9"
BaseWin,0x40C90,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax + 4] at 0x004152BE"
BaseWin,0x40C94,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 8] at 0x004152C7"
BaseWin,0x40C98,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov eax, dword ptr [eax + 0xc] at 0x004152D3"
BaseWin,0x40C9C,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax] at 0x004150E2"
BaseWin,0x40CA0,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 4] at 0x004150E7"
BaseWin,0x40CA4,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov ecx, dword ptr [eax + 8] at 0x004150ED"
BaseWin,0x40CA8,4,0,"?draw_queue@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 0xc] at 0x004150F9"
BaseWin,0x40CAC,4,0,"?draw_info@BaseWin@@QAEXH@Z: mov eax, dword ptr [edx] at 0x00415B81"
BaseWin,0x40CB0,4,0,"?draw_info@BaseWin@@QAEXH@Z: mov ecx, dword ptr [edx + 4] at 0x00415B86"
BaseWin,0x40CB4,4,0,"?draw_info@BaseWin@@QAEXH@Z: mov eax, dword ptr [edx + 8] at 0x00415B8C"
BaseWin,0x40CB8,4,0,"?draw_info@BaseWin@@QAEXH@Z: mov ecx, dword ptr [edx + 0xc] at 0x00415B97"
BaseWin,0x40D1C,4,0,"?draw_misc@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax] at 0x00415741"
BaseWin,0x40D20,4,0,"?draw_misc@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 4] at 0x0041574F"
BaseWin,0x40D24,4,0,"?draw_misc@BaseWin@@QAEXH@Z: mov edx, dword ptr [eax + 8] at 0x00415757"
BaseWin,0x40D28,4,0,"?draw_misc@BaseWin@@QAEXH@Z: mov eax, dword ptr [eax + 0xc] at 0x0041575F"
BaseWin,0x40D2C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d2c], 0x175 at 0x0041E9B5"
BaseWin,0x40D30,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d30], ecx at 0x0041E9A4"
BaseWin,0x40D34,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d34], 0x227 at 0x0041E9BF"
BaseWin,0x40D38,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d38], eax at 0x0041E9AA"
BaseWin,0x40D3C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d3c], 0xbf at 0x0041E984"
BaseWin,0x40D40,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d40], ecx at 0x0041E98E"
BaseWin,0x40D44,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d44], 0x171 at 0x0041E994"
BaseWin,0x40D48,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d48], eax at 0x0041E99E"
BaseWin,0x40D4C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [ebx], ecx at 0x0041FA26"
BaseWin,0x40D50,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [ebx + 4], edx at 0x0041FA2B"
BaseWin,0x40D54,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [ebx + 8], ecx at 0x0041FA31"
BaseWin,0x40D58,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [ebx + 0xc], edx at 0x0041FA34"
BaseWin,0x40D5C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [ebx], edx at 0x0041FAE5"
BaseWin,0x40D60,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [ebx + 4], edx at 0x0041FAEA"
BaseWin,0x40D64,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [ebx + 8], ecx at 0x0041FAED"
BaseWin,0x40D68,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [ebx + 0xc], ecx at 0x0041FAF3"
BaseWin,0x40D6C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d6c], 0x1e at 0x0041FF86"
BaseWin,0x40D70,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d70], 7 at 0x0041FF90"
BaseWin,0x40D74,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d74], 0x8e at 0x0041FF9A"
BaseWin,0x40D78,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d78], 0x1b at 0x0041FFA4"
BaseWin,0x40D7C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d7c], 0x90 at 0x004200B3"
BaseWin,0x40D80,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d80], 7 at 0x004200BD"
BaseWin,0x40D84,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d84], 0x100 at 0x004200C7"
BaseWin,0x40D88,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d88], 0x1b at 0x004200D1"
BaseWin,0x40D8C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d8c], 0x1d6 at 0x004204E9"
BaseWin,0x40D90,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d90], 7 at 0x004204F3"
BaseWin,0x40D94,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d94], 0x246 at 0x004204FD"
BaseWin,0x40D98,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d98], 0x1b at 0x00420507"
BaseWin,0x40D9C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40d9c], 0x248 at 0x00420616"
BaseWin,0x40DA0,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40da0], 7 at 0x00420620"
BaseWin,0x40DA4,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40da4], 0x2b8 at 0x0042062A"
BaseWin,0x40DA8,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40da8], 0x1b at 0x00420634"
BaseWin,0x40DAC,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40dac], 0x118 at 0x004202CE"
BaseWin,0x40DB0,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40db0], 7 at 0x004202D8"
BaseWin,0x40DB4,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40db4], 0x1be at 0x004202E2"
BaseWin,0x40DB8,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40db8], 0x1b at 0x004202EC"
BaseWin,0x40DBC,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40dbc], 0x12b at 0x0041FE26"
BaseWin,0x40DC0,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40dc0], 0xea at 0x0041FE30"
BaseWin,0x40DC4,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40dc4], 0x1ab at 0x0041FE3A"
BaseWin,0x40DC8,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40dc8], 0xfe at 0x0041FE44"
BaseWin,0x40DCC,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40dcc], 0xa9 at 0x0041FD76"
BaseWin,0x40DD0,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40dd0], 0xea at 0x0041FD80"
BaseWin,0x40DD4,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40dd4], 0x129 at 0x0041FD8A"
BaseWin,0x40DD8,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40dd8], 0xfe at 0x0041FD94"
BaseWin,0x40DDC,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40ddc], 0x1ad at 0x0041FED6"
BaseWin,0x40DE0,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40de0], 0xea at 0x0041FEE0"
BaseWin,0x40DE4,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40de4], 0x22d at 0x0041FEEA"
BaseWin,0x40DE8,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40de8], 0xfe at 0x0041FEF4"
BaseWin,0x40DEC,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edi], eax at 0x0041EFE4"
BaseWin,0x40DF0,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edi + 4], edx at 0x0041EFE6"
BaseWin,0x40DF4,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edi + 8], ebx at 0x0041EFE9"
BaseWin,0x40DF8,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edi + 0xc], ecx at 0x0041EFEC"
BaseWin,0x40DFC,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edi], eax at 0x0041EFC4"
BaseWin,0x40E00,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edi + 4], edx at 0x0041EFCF"
BaseWin,0x40E04,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edi + 8], ebx at 0x0041EFD5"
BaseWin,0x40E08,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edi + 0xc], ecx at 0x0041EFD8"
BaseWin,0x40E2C,4,0,"?draw_info@BaseWin@@QAEXH@Z: mov eax, dword ptr [edi] at 0x00415B3D"
BaseWin,0x40E30,4,0,"?draw_info@BaseWin@@QAEXH@Z: mov ecx, dword ptr [edi + 4] at 0x00415B41"
BaseWin,0x40E34,4,0,"?draw_info@BaseWin@@QAEXH@Z: mov edx, dword ptr [edi + 8] at 0x00415B49"
BaseWin,0x40E38,4,0,"?draw_info@BaseWin@@QAEXH@Z: mov edi, dword ptr [edi + 0xc] at 0x00415B56"
BaseWin,0x40E3C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e3c], 0xa9 at 0x00420925"
BaseWin,0x40E40,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e40], 0x107 at 0x0042092F"
BaseWin,0x40E44,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e44], ecx at 0x00420939"
BaseWin,0x40E48,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e48], eax at 0x0042093F"
BaseWin,0x40E4C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e4c], 0x102 at 0x004201F5"
BaseWin,0x40E50,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e50], 7 at 0x004201FF"
BaseWin,0x40E54,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e54], ecx at 0x00420209"
BaseWin,0x40E58,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e58], eax at 0x0042020F"
BaseWin,0x40E5C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e5c], 0x1c0 at 0x00420410"
BaseWin,0x40E60,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e60], 7 at 0x0042041A"
BaseWin,0x40E64,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e64], ecx at 0x00420424"
BaseWin,0x40E68,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [esi + 0x40e68], eax at 0x0042042A"
BaseWin,0x40E6C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [eax], ecx at 0x0041F091"
BaseWin,0x40E70,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [eax + 4], edx at 0x0041F099"
BaseWin,0x40E74,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [eax + 8], ecx at 0x0041F0A2"
BaseWin,0x40E78,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [eax + 0xc], edx at 0x0041F0AB"
BaseWin,0x40E7C,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edi], ecx at 0x0041F280"
BaseWin,0x40E80,4,0,"?draw_facilities@BaseWin@@QAEXH@Z: mov ecx, dword ptr [ebx + 0x40e80] at 0x0040FEBE"
BaseWin,0x40E84,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edi + 8], edx at 0x0041F294"
BaseWin,0x40E88,4,0,"?init@BaseWin@@QAEXXZ: mov dword ptr [edi + 0xc], eax at 0x0041F297"
BaseWin,0x41454,4,0,"?draw_facilities@BaseWin@@QAEXH@Z: mov eax, dword ptr [esi] at 0x0041005B"
BaseWin,0x41898,4,0,"??1BaseWin@@QAE@XZ: mov dword ptr [edi + 0x444], ebx at 0x00420B5A"
BaseWin,0x41E94,4,0,"?draw_facilities@BaseWin@@QAEXH@Z: mov dword ptr [ebx + 0x41e94], edx at 0x00410055"
BaseWin,0x435A0,4,0,"?draw_supported@BaseWin@@QAEXH@Z: mov edx, dword ptr [edi] at 0x0040CC4D"
BaseWin,0x439E4,4,0,"??1BaseWin@@QAE@XZ: mov dword ptr [edi + 0x444], ebx at 0x00420B11"
BaseWin,0x43FE0,4,0,"?draw_supported@BaseWin@@QAEXH@Z: mov dword ptr [esi + 0x43fe0], eax at 0x0040CC47"
BaseWin,0x456EC,4,0,"??1BaseWin@@QAE@XZ: mov dword ptr [edi], 0x669d58 at 0x00420AC2"
BaseWin,0x45B30,4,0,"??1BaseWin@@QAE@XZ: mov dword ptr [edi + 0x444], ebx at 0x00420AC8"
BattleWin,0x0,4,0,"??0BattleWin@@QAE@XZ: mov dword ptr [esi], 0x66a6e4 at 0x00422EE6"
BattleWin,0x4,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [esi + 4], 0xa at 0x00421AF5"
BattleWin,0x30,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [esi + 0x30], ecx at 0x00421A81"
BattleWin,0x34,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 4], edi at 0x00421A84"
BattleWin,0x38,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 8], edx at 0x00421A87"
BattleWin,0x3C,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 0xc], ebx at 0x00421A8A"
BattleWin,0x40,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [esi + 0x40], ecx at 0x00421A9B"
BattleWin,0x44,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 4], edi at 0x00421A9E"
BattleWin,0x48,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 8], edx at 0x00421AA1"
BattleWin,0x4C,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 0xc], ebx at 0x00421AA4"
BattleWin,0x50,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [edx], ecx at 0x00421AD4"
BattleWin,0x54,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [edx + 4], edi at 0x00421ADD"
BattleWin,0x58,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [edx + 8], eax at 0x00421AE0"
BattleWin,0x5C,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [edx + 0xc], ebx at 0x00421AE6"
BattleWin,0x60,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [edx], eax at 0x00421AFC"
BattleWin,0x64,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [edx + 4], edi at 0x00421AFE"
BattleWin,0x68,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [edx + 8], ecx at 0x00421B01"
BattleWin,0x6C,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [edx + 0xc], ebx at 0x00421B04"
BattleWin,0x70,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [esi + 0x70], ecx at 0x00421A02"
BattleWin,0x74,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 4], edx at 0x00421A0B"
BattleWin,0x78,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 8], ecx at 0x00421A14"
BattleWin,0x7C,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 0xc], edx at 0x00421A1D"
BattleWin,0x90,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [esi + 0x90], ecx at 0x00421A2C"
BattleWin,0x94,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 4], edx at 0x00421A38"
BattleWin,0x98,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 8], ecx at 0x00421A41"
BattleWin,0x9C,4,0,"?init@BattleWin@@QAEXXZ: mov dword ptr [eax + 0xc], edx at 0x00421A4A"
Buffer,0x0,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi], 0x66fdbc at 0x005D7248"
Buffer,0x4,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 4], edx at 0x005D7359"
Buffer,0x8,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 8], edx at 0x005D725D"
Buffer,0xC,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0xc], edx at 0x005D725A"
Buffer,0x10,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x10], edx at 0x005D7263"
Buffer,0x14,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x14], edx at 0x005D7260"
Buffer,0x18,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x18], edx at 0x005D7266"
Buffer,0x1C,1,0,"?close@Buffer@@QAEXXZ: test byte ptr [esi + 0x1c], 4 at 0x005D74FC"
Buffer,0x1C,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x1c], edx at 0x005D7269"
Buffer,0x20,4,0,"?hline@Buffer@@QAEXHHHHHHHH@Z: mov ecx, dword ptr [esi + 0x20] at 0x005E1167"
Buffer,0x24,4,0,"?hline@Buffer@@QAEXHHHHHHHH@Z: mov ecx, dword ptr [esi + 0x24] at 0x005E10E3"
Buffer,0x28,4,0,"?hline@Buffer@@QAEXHHHHHHHH@Z: cmp ebx, dword ptr [esi + 0x28] at 0x005E115E"
Buffer,0x2C,4,0,"?hline@Buffer@@QAEXHHHHHHHH@Z: cmp eax, dword ptr [esi + 0x2c] at 0x005E10EE"
Buffer,0x50,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x50], edx at 0x005D726C"
Buffer,0x54,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x54], edx at 0x005D726F"
Buffer,0x58,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x58], edx at 0x005D7272"
Buffer,0x5C,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x5c], edx at 0x005D7275"
Buffer,0x60,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x60], edx at 0x005D7278"
Buffer,0x64,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x64], edx at 0x005D727B"
Buffer,0x68,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x68], edx at 0x005D727E"
Buffer,0x6C,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x6c], edx at 0x005D7281"
Buffer,0x70,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x70], edx at 0x005D7356"
Buffer,0x74,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x74], edx at 0x005D7284"
Buffer,0x78,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x78], edx at 0x005D7287"
Buffer,0x7C,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x7c], 0x28 at 0x005D735C"
Buffer,0x80,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x80], edx at 0x005D7363"
Buffer,0x84,2,0,"?write_pcx@Buffer@@QAEHPAD@Z: sub ax, word ptr [ebp + 0x84] at 0x005DF75B"
Buffer,0x84,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x84], edx at 0x005D7369"
Buffer,0x88,2,0,"??0Buffer@@QAE@XZ: mov word ptr [esi + 0x88], 1 at 0x005D736F"
Buffer,0x8A,2,0,"??0Buffer@@QAE@XZ: mov word ptr [esi + 0x8a], 8 at 0x005D7378"
Buffer,0x8C,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x8c], edx at 0x005D7381"
Buffer,0x90,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x90], edx at 0x005D7387"
Buffer,0x94,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x94], edx at 0x005D738D"
Buffer,0x98,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x98], edx at 0x005D7393"
Buffer,0x9C,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x9c], 0x100 at 0x005D7399"
Buffer,0xA0,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0xa0], edx at 0x005D73A3"
Buffer,0xA6,1,0,"?write_pcx@Buffer@@QAEHPAD@Z: mov dl, byte ptr [eax + 1] at 0x005DF87A"
Buffer,0x4A4,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x4a4], edx at 0x005D728A"
Buffer,0x4A8,2,0,"?write_pcx@Buffer@@QAEHPAD@Z: mov cx, word ptr [ebp + 0x4a8] at 0x005DF746"
Buffer,0x4A8,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x4a8], edx at 0x005D7293"
Buffer,0x4AC,4,0,"?clear_links@Buffer@@QAEXXZ: mov dword ptr [esi + 0x4ac], 0 at 0x005DEFA1"
Buffer,0x4BC,4,0,"??0Buffer@@QAE@XZ: rep stosd dword ptr es:[edi], eax at 0x005D7252"
Buffer,0x50C,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x50c], ecx at 0x005D7299"
Buffer,0x510,4,0,"??0Buffer@@QAE@XZ: mov dword ptr [esi + 0x510], edx at 0x005D729F"
