rank,priority,score,address,name,size,caller_count,call_target_count,recovery_state,binding_category,binding_strategy,analysis_entry_agreement,ida9_relation,ghidra_relation,prototype
3677,P3,21,0x00447510,?begin@UAmbience@@QAEXXZ,22,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?begin@UAmbience@@QAEXXZ)(UAmbience* this)
3678,P3,21,0x00447530,?basewin_show@UAmbience@@QAEXXZ,26,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?basewin_show@UAmbience@@QAEXXZ)(UAmbience* this)
3679,P3,21,0x00447550,?basewin_hide@UAmbience@@QAEXXZ,19,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?basewin_hide@UAmbience@@QAEXXZ)(UAmbience* this)
3680,P3,21,0x00447570,?general@UAmbience@@QAEXXZ,276,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?general@UAmbience@@QAEXXZ)(UAmbience* this)
3681,P3,21,0x004476C0,?begin@SAmbience@@QAEXXZ,22,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?begin@SAmbience@@QAEXXZ)(SAmbience* this)
3682,P3,21,0x004476F0,?general@SAmbience@@QAEXXZ,185,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?general@SAmbience@@QAEXXZ)(SAmbience* this)
3683,P3,21,0x004477B0,?hostility@SAmbience@@QAEXXZ,129,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?hostility@SAmbience@@QAEXXZ)(SAmbience* this)
3684,P3,21,0x00447880,?base_liberated@SAmbience@@QAEXXZ,67,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?base_liberated@SAmbience@@QAEXXZ)(SAmbience* this)
3685,P3,21,0x00447920,?begin@BAmbience@@QAEXXZ,22,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?begin@BAmbience@@QAEXXZ)(BAmbience* this)
3686,P3,21,0x00447AC0,?design_window_hide@BAmbience@@QAEXXZ,43,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?design_window_hide@BAmbience@@QAEXXZ)(BAmbience* this)
3687,P3,21,0x00447B30,?new_base@BAmbience@@QAEXXZ,40,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?new_base@BAmbience@@QAEXXZ)(BAmbience* this)
3688,P3,21,0x00447B60,?base_liberated@BAmbience@@QAEXXZ,43,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?base_liberated@BAmbience@@QAEXXZ)(BAmbience* this)
3689,P3,21,0x00447BC0,?begin@GAmbience@@QAEXXZ,29,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?begin@GAmbience@@QAEXXZ)(GAmbience* this)
3690,P3,21,0x00447C00,?general@GAmbience@@QAEXXZ,88,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?general@GAmbience@@QAEXXZ)(GAmbience* this)
3691,P3,21,0x00447CD0,?new_base@GAmbience@@QAEXXZ,55,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?new_base@GAmbience@@QAEXXZ)(GAmbience* this)
3692,P3,21,0x00447DB0,?begin@AAmbience@@QAEXXZ,22,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?begin@AAmbience@@QAEXXZ)(AAmbience* this)
3693,P3,21,0x0045C5C0,?on_scrolling@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_scrolling@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3694,P3,21,0x0045C600,?on_scrolled@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_scrolled@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3695,P3,21,0x0045C640,?on_left_double_click@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_left_double_click@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3696,P3,21,0x0045C680,?on_right_double_click@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_right_double_click@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3697,P3,21,0x0045C6C0,?on_left_up@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_left_up@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3698,P3,21,0x0045C700,?on_left_click@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_left_click@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3699,P3,21,0x0045C740,?on_right_click@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_right_click@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3700,P3,21,0x0045C780,?on_left_down@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_left_down@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3701,P3,21,0x0045C7C0,?on_right_down@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_right_down@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3702,P3,21,0x0045C800,?on_button_clicked@MainInterface@@QAEXH@Z,48,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_button_clicked@MainInterface@@QAEXH@Z)(MainInterface* this, int)"
3703,P3,21,0x0045C830,?on_button_pressed@MainInterface@@QAEHH@Z,54,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?on_button_pressed@MainInterface@@QAEHH@Z)(MainInterface* this, int)"
3704,P3,21,0x0045C870,?on_button_toggled@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_button_toggled@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3705,P3,21,0x0045C8B0,?on_dialog_back_draw@MainInterface@@QAEHPAUGraphicWin@@@Z,54,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?on_dialog_back_draw@MainInterface@@QAEHPAUGraphicWin@@@Z)(MainInterface* this, GraphicWin*)"
3706,P3,21,0x0045C8F0,?on_dialog_item_back_draw@MainInterface@@QAEHPAUGraphicWin@@HHPAURECT@@@Z,66,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?on_dialog_item_back_draw@MainInterface@@QAEHPAUGraphicWin@@HHPAURECT@@@Z)(MainInterface* this, GraphicWin*, int, int, RECT*)"
3707,P3,21,0x0045C940,?on_group_clicked@MainInterface@@QAEXHHH@Z,56,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_group_clicked@MainInterface@@QAEXHHH@Z)(MainInterface* this, int, int, int)"
3708,P3,21,0x0045C980,?on_mouse_move@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_mouse_move@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3709,P3,21,0x0045C9C0,?on_mouse_leave@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_mouse_leave@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3710,P3,21,0x0045CA00,?on_selected@MainInterface@@QAEXHH@Z,52,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_selected@MainInterface@@QAEXHH@Z)(MainInterface* this, int, int)"
3711,P3,21,0x004860B0,?on_left_click@PickTech@@QAEXHH@Z,89,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_left_click@PickTech@@QAEXHH@Z)(PickTech* this, int, int)"
3712,P3,21,0x0048A7C0,?on_key_click@PickWin@@QAEHHH@Z,77,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?on_key_click@PickWin@@QAEHHH@Z)(PickWin* this, int, int)"
3713,P3,21,0x0048FF60,?on_group_clicked@PrefWin@@QAEXHHH@Z,65,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_group_clicked@PrefWin@@QAEXHHH@Z)(PrefWin* this, int, int, int)"
3714,P3,21,0x00493E70,?on_scrolling@ProdPicker@@QAEXHH@Z,23,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_scrolling@ProdPicker@@QAEXHH@Z)(ProdPicker* this, int, int)"
3715,P3,21,0x00494230,?on_left_double_click@ProdPicker@@QAEXHH@Z,65,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_left_double_click@ProdPicker@@QAEXHH@Z)(ProdPicker* this, int, int)"
3716,P3,21,0x004945D0,?on_button_clicked@ProdPicker@@QAEXH@Z,209,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_button_clicked@ProdPicker@@QAEXH@Z)(ProdPicker* this, int)"
3717,P3,21,0x00496540,?on_selected@QuayleWin@@QAEXHH@Z,24,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_selected@QuayleWin@@QAEXHH@Z)(QuayleWin* this, int, int)"
3718,P3,21,0x004C4ED0,?create_device@Wave_Device@@QAEHK@Z,55,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?create_device@Wave_Device@@QAEHK@Z)(Wave_Device* this, unsigned int)"
3719,P3,21,0x004C4F10,?delete_device@Wave_Device@@QAEHXZ,39,0,0,unrecovered,,,2,exact,exact,int (__thiscall ?delete_device@Wave_Device@@QAEHXZ)(Wave_Device* this)
3720,P3,21,0x004C5000,?set_hwnd@Wave_Device@@QAEHPAX@Z,32,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_hwnd@Wave_Device@@QAEHPAX@Z)(Wave_Device* this, void*)"
3721,P3,21,0x004C5030,?select@Wave_Device@@QAEHK@Z,191,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?select@Wave_Device@@QAEHK@Z)(Wave_Device* this, unsigned int)"
3722,P3,21,0x004C50F0,?get_description@Wave_Device@@QAEXKPADK@Z,33,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?get_description@Wave_Device@@QAEXKPADK@Z)(Wave_Device* this, unsigned int, int8*, unsigned int)"
3723,P3,21,0x004C5120,?set_rate@Wave_Device@@QAEXK@Z,23,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_rate@Wave_Device@@QAEXK@Z)(Wave_Device* this, unsigned int)"
3724,P3,21,0x004C5200,?start_raw_dump@Wave_Device@@QAEHPAD@Z,32,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?start_raw_dump@Wave_Device@@QAEHPAD@Z)(Wave_Device* this, int8*)"
3725,P3,21,0x004C54C0,?set_eax@Wave_Device@@QAEHPAUEAX_REVERB_PROPERTIES@@@Z,32,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_eax@Wave_Device@@QAEHPAUEAX_REVERB_PROPERTIES@@@Z)(Wave_Device* this, EAX_REVERB_PROPERTIES*)"
3726,P3,21,0x004C54E0,?set_eax@Wave_Device@@QAEHK@Z,32,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_eax@Wave_Device@@QAEHK@Z)(Wave_Device* this, unsigned int)"
3727,P3,21,0x004C5500,?set_eax_mix@Wave_Device@@QAEHM@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_eax_mix@Wave_Device@@QAEHM@Z)(Wave_Device* this, float)"
3728,P3,21,0x004C5550,?set_listener_position@Wave_Device@@QAEHMMM@Z,43,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_listener_position@Wave_Device@@QAEHMMM@Z)(Wave_Device* this, float, float, float)"
3729,P3,21,0x004C5580,?get_listener_position@Wave_Device@@QAEHPAM00@Z,43,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?get_listener_position@Wave_Device@@QAEHPAM00@Z)(Wave_Device* this, float*, float*, float*)"
3730,P3,21,0x004C55B0,?set_listener_xpos@Wave_Device@@QAEHM@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_listener_xpos@Wave_Device@@QAEHM@Z)(Wave_Device* this, float)"
3731,P3,21,0x004C55E0,?get_listener_xpos@Wave_Device@@QAEHPAM@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?get_listener_xpos@Wave_Device@@QAEHPAM@Z)(Wave_Device* this, float*)"
3732,P3,21,0x004C5610,?set_listener_ypos@Wave_Device@@QAEHM@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_listener_ypos@Wave_Device@@QAEHM@Z)(Wave_Device* this, float)"
3733,P3,21,0x004C5640,?get_listener_ypos@Wave_Device@@QAEHPAM@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?get_listener_ypos@Wave_Device@@QAEHPAM@Z)(Wave_Device* this, float*)"
3734,P3,21,0x004C5670,?set_listener_zpos@Wave_Device@@QAEHM@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_listener_zpos@Wave_Device@@QAEHM@Z)(Wave_Device* this, float)"
3735,P3,21,0x004C56A0,?get_listener_zpos@Wave_Device@@QAEHPAM@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?get_listener_zpos@Wave_Device@@QAEHPAM@Z)(Wave_Device* this, float*)"
3736,P3,21,0x004C56D0,?create_device@Midi_Device@@QAEHK@Z,55,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?create_device@Midi_Device@@QAEHK@Z)(Midi_Device* this, unsigned int)"
3737,P3,21,0x004C5710,?delete_device@Midi_Device@@QAEHXZ,39,0,0,unrecovered,,,2,exact,exact,int (__thiscall ?delete_device@Midi_Device@@QAEHXZ)(Midi_Device* this)
3738,P3,21,0x004C59A0,?create_device@Wave_In_Device@@QAEHK@Z,55,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?create_device@Wave_In_Device@@QAEHK@Z)(Wave_In_Device* this, unsigned int)"
3739,P3,21,0x004C59E0,?delete_device@Wave_In_Device@@QAEHXZ,39,0,0,unrecovered,,,2,exact,exact,int (__thiscall ?delete_device@Wave_In_Device@@QAEHXZ)(Wave_In_Device* this)
3740,P3,21,0x004C5A80,?set_codec@Wave_In_Device@@QAEHK@Z,32,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_codec@Wave_In_Device@@QAEHK@Z)(Wave_In_Device* this, unsigned int)"
3741,P3,21,0x004C5AA0,?set_vxw_key@Wave_In_Device@@QAEHPAC@Z,32,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_vxw_key@Wave_In_Device@@QAEHPAC@Z)(Wave_In_Device* this, int8*)"
3742,P3,21,0x004C6440,?unload@Sound@@QAEHXZ,50,0,0,unrecovered,,,2,exact,exact,int (__thiscall ?unload@Sound@@QAEHXZ)(Sound* this)
3743,P3,21,0x004C64A0,?play@Sound@@QAEHI@Z,28,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?play@Sound@@QAEHI@Z)(Sound* this, unsigned int)"
3744,P3,21,0x004C6510,?set_volume@Sound@@QAEXH@Z,34,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_volume@Sound@@QAEXH@Z)(Sound* this, int)"
3745,P3,21,0x004C6540,?set_loop_state@Sound@@QAEXJ@Z,26,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_loop_state@Sound@@QAEXJ@Z)(Sound* this, int)"
3746,P3,21,0x004C6560,?set_delay@Sound@@QAEXI@Z,26,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_delay@Sound@@QAEXI@Z)(Sound* this, unsigned int)"
3747,P3,21,0x004C6580,?set_fade@Sound@@QAEHK@Z,40,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_fade@Sound@@QAEHK@Z)(Sound* this, unsigned int)"
3748,P3,21,0x004C65B0,?set_fade_in@Sound@@QAEHI@Z,41,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_fade_in@Sound@@QAEHI@Z)(Sound* this, unsigned int)"
3749,P3,21,0x004C6640,?ramp@Sound@@QAEXHHI@Z,31,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?ramp@Sound@@QAEXHHI@Z)(Sound* this, int, int, unsigned int)"
3750,P3,21,0x004C6660,?fade_in@Sound@@QAEXI@Z,33,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?fade_in@Sound@@QAEXI@Z)(Sound* this, unsigned int)"
3751,P3,21,0x004C68F0,?play@Wave@@QAEHH@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?play@Wave@@QAEHH@Z)(Wave* this, int)"
3752,P3,21,0x004C6DF0,?reload@Wave@@QAEHXZ,165,0,0,unrecovered,,,2,exact,exact,int (__thiscall ?reload@Wave@@QAEHXZ)(Wave* this)
3753,P3,21,0x004C6F20,?set_attrib@Wave@@QAEXK@Z,96,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_attrib@Wave@@QAEXK@Z)(Wave* this, unsigned int)"
3754,P3,21,0x004C6F80,?get_attrib@Wave@@QAEHXZ,74,0,0,unrecovered,,,2,exact,exact,int (__thiscall ?get_attrib@Wave@@QAEHXZ)(Wave* this)
3755,P3,21,0x004C6FD0,?get_time@Wave@@QAEHI@Z,32,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?get_time@Wave@@QAEHI@Z)(Wave* this, unsigned int)"
3756,P3,21,0x004C7040,?get_device_description@Wave@@QAEHPADHH@Z,56,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?get_device_description@Wave@@QAEHPADHH@Z)(Wave* this, int8*, int, int)"
3757,P3,21,0x004C70A0,?set_reverb_mix@Wave@@QAEHM@Z,38,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_reverb_mix@Wave@@QAEHM@Z)(Wave* this, float)"
3758,P3,21,0x004C7190,?set_position3d@Wave@@QAEHMMM@Z,43,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_position3d@Wave@@QAEHMMM@Z)(Wave* this, float, float, float)"
3759,P3,21,0x004C71C0,?set_xpos@Wave@@QAEHM@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_xpos@Wave@@QAEHM@Z)(Wave* this, float)"
3760,P3,21,0x004C71F0,?set_ypos@Wave@@QAEHM@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_ypos@Wave@@QAEHM@Z)(Wave* this, float)"
3761,P3,21,0x004C7220,?set_zpos@Wave@@QAEHM@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_zpos@Wave@@QAEHM@Z)(Wave* this, float)"
3762,P3,21,0x004C7780,?set_volume@Midi@@QAEXH@Z,35,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?set_volume@Midi@@QAEXH@Z)(Midi* this, int)"
3763,P3,21,0x004C77B0,?switch_state@Midi@@QAEH_N@Z,26,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?switch_state@Midi@@QAEH_N@Z)(Midi* this, bool)"
3764,P3,21,0x004C77D0,?set_switch_type@Midi@@QAEHK@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_switch_type@Midi@@QAEHK@Z)(Midi* this, unsigned int)"
3765,P3,21,0x004C7800,?add_switch_range@Midi@@QAEHKK@Z,39,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?add_switch_range@Midi@@QAEHKK@Z)(Midi* this, unsigned int, unsigned int)"
3766,P3,21,0x004C7830,?set_nswitch_threads@Midi@@QAEHK@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_nswitch_threads@Midi@@QAEHK@Z)(Midi* this, unsigned int)"
3767,P3,21,0x004C7860,?map_patch@Midi@@QAEHPADKK@Z,43,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?map_patch@Midi@@QAEHPADKK@Z)(Midi* this, int8*, unsigned int, unsigned int)"
3768,P3,21,0x004C7890,?map_patch@Midi@@QAEHPADK@Z,39,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?map_patch@Midi@@QAEHPADK@Z)(Midi* this, int8*, unsigned int)"
3769,P3,21,0x004C78C0,?set_base_path@Midi@@QAEHPBD@Z,26,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_base_path@Midi@@QAEHPBD@Z)(Midi* this, int8*)"
3770,P3,21,0x004C78E0,?clear_patch@Midi@@QAEHK@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?clear_patch@Midi@@QAEHK@Z)(Midi* this, unsigned int)"
3771,P3,21,0x004C7930,?set_track@Midi@@QAEHPAEK@Z,39,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_track@Midi@@QAEHPAEK@Z)(Midi* this, unsigned int8*, unsigned int)"
3772,P3,21,0x004C7960,?mute_track@Midi@@QAEHK@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?mute_track@Midi@@QAEHK@Z)(Midi* this, unsigned int)"
3773,P3,21,0x004C7990,?unmute_track@Midi@@QAEHK@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?unmute_track@Midi@@QAEHK@Z)(Midi* this, unsigned int)"
3774,P3,21,0x004C79C0,?set_active_tracks@Midi@@QAEHKK@Z,39,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_active_tracks@Midi@@QAEHKK@Z)(Midi* this, unsigned int, unsigned int)"
3775,P3,21,0x004C79F0,?set_active_tracks@Midi@@QAEHI@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_active_tracks@Midi@@QAEHI@Z)(Midi* this, unsigned int)"
3776,P3,21,0x004C7A20,?play_trackset@Midi@@QAEHI@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?play_trackset@Midi@@QAEHI@Z)(Midi* this, unsigned int)"
3777,P3,21,0x004C7A50,?xpose_trackset@Midi@@QAEHIH@Z,39,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?xpose_trackset@Midi@@QAEHIH@Z)(Midi* this, unsigned int, int)"
3778,P3,21,0x004C7A80,?stop_trackset@Midi@@QAEHI@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?stop_trackset@Midi@@QAEHI@Z)(Midi* this, unsigned int)"
3779,P3,21,0x004C7AD0,?add_active_trackset@Midi@@QAEHPAUTrackSet@@@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?add_active_trackset@Midi@@QAEHPAUTrackSet@@@Z)(Midi* this, TrackSet*)"
3780,P3,21,0x004C7B00,?set_active_range_lo@Midi@@QAEHII@Z,39,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_active_range_lo@Midi@@QAEHII@Z)(Midi* this, unsigned int, unsigned int)"
3781,P3,21,0x004C7B30,?set_active_range_hi@Midi@@QAEHII@Z,39,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_active_range_hi@Midi@@QAEHII@Z)(Midi* this, unsigned int, unsigned int)"
3782,P3,21,0x004C7B60,?remove_active_trackset@Midi@@QAEHI@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?remove_active_trackset@Midi@@QAEHI@Z)(Midi* this, unsigned int)"
3783,P3,21,0x004C7B90,?get_trackset@Midi@@QAEHI@Z,32,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?get_trackset@Midi@@QAEHI@Z)(Midi* this, unsigned int)"
3784,P3,21,0x004C7BD0,?load_patch@Midi@@QAEHI@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?load_patch@Midi@@QAEHI@Z)(Midi* this, unsigned int)"
3785,P3,21,0x004C7C00,?unload_patch@Midi@@QAEHI@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?unload_patch@Midi@@QAEHI@Z)(Midi* this, unsigned int)"
3786,P3,21,0x004C7C30,?set_patch@Midi@@QAEHII@Z,39,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_patch@Midi@@QAEHII@Z)(Midi* this, unsigned int, unsigned int)"
3787,P3,21,0x004C7D50,?set_tempo@Midi@@QAEHK@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_tempo@Midi@@QAEHK@Z)(Midi* this, unsigned int)"
3788,P3,21,0x004C7E20,?unload@Midi@@QAEHXZ,89,0,0,unrecovered,,,2,exact,exact,int (__thiscall ?unload@Midi@@QAEHXZ)(Midi* this)
3789,P3,21,0x004C7E80,?get_time@Midi@@QAEHK@Z,32,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?get_time@Midi@@QAEHK@Z)(Midi* this, unsigned int)"
3790,P3,21,0x004C7EC0,?get_total_track_ticks@Midi@@QAEHK@Z,32,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?get_total_track_ticks@Midi@@QAEHK@Z)(Midi* this, unsigned int)"
3791,P3,21,0x004C7EE0,?set_channel_ctrl@Midi@@QAEHPAUChannelCtrl@@@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_channel_ctrl@Midi@@QAEHPAUChannelCtrl@@@Z)(Midi* this, ChannelCtrl*)"
3792,P3,21,0x004C7F10,?set_program_ctrl@Midi@@QAEHPAUProgramCtrl@@@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_program_ctrl@Midi@@QAEHPAUProgramCtrl@@@Z)(Midi* this, ProgramCtrl*)"
3793,P3,21,0x004C7F40,?set_track_ctrl@Midi@@QAEHPAUTrackCtrl@@@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_track_ctrl@Midi@@QAEHPAUTrackCtrl@@@Z)(Midi* this, TrackCtrl*)"
3794,P3,21,0x004C8050,?set_play_type@Midi@@QAEHI@Z,26,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_play_type@Midi@@QAEHI@Z)(Midi* this, unsigned int)"
3795,P3,21,0x004C85F0,?unload@Ambience@@QAEXXZ,44,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?unload@Ambience@@QAEXXZ)(Ambience* this)
3796,P3,21,0x004C8B40,?init@VoiceRx@@QAEHKPAXK@Z,133,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?init@VoiceRx@@QAEHKPAXK@Z)(VoiceRx* this, unsigned int, void*, unsigned int)"
3797,P3,21,0x004C8BD0,?release@VoiceRx@@QAEHXZ,72,0,0,unrecovered,,,2,exact,exact,int (__thiscall ?release@VoiceRx@@QAEHXZ)(VoiceRx* this)
3798,P3,21,0x004C8C70,?add_buffer@VoiceRx@@QAEHPAU_MMIOINFO@@@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?add_buffer@VoiceRx@@QAEHPAU_MMIOINFO@@@Z)(VoiceRx* this, _MMIOINFO*)"
3799,P3,21,0x004C8F40,?unload@VoiceTx@@QAEXXZ,48,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?unload@VoiceTx@@QAEXXZ)(VoiceTx* this)
3800,P3,21,0x004C8F70,?init@VoiceTx@@QAEHKPAXK@Z,151,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?init@VoiceTx@@QAEHKPAXK@Z)(VoiceTx* this, unsigned int, void*, unsigned int)"
3801,P3,21,0x004C9050,?return_buffer@VoiceTx@@QAEHPAU_MMIOINFO@@@Z,35,0,0,unrecovered,,,2,exact,exact,"int (__thiscall ?return_buffer@VoiceTx@@QAEHPAU_MMIOINFO@@@Z)(VoiceTx* this, _MMIOINFO*)"
3802,P3,21,0x0051D7C0,?on_sys_close@Console@@QAEXXZ,11,0,0,unrecovered,,,2,exact,exact,void (__thiscall ?on_sys_close@Console@@QAEXXZ)(Console* this)
3803,P3,21,0x005C93A0,?on_scrolling@Gamma@@QAEXHH@Z,23,0,0,unrecovered,,,2,exact,exact,"void (__thiscall ?on_scrolling@Gamma@@QAEXHH@Z)(Gamma* this, int, int)"
