rank,priority,score,address,name,size,caller_count,call_target_count,recovery_state,binding_category,binding_strategy,analysis_entry_agreement,ida9_relation,ghidra_relation,prototype
1,P0,1170420,0x00644EF2,_free,72,170,4,original_dependency,crt_ownership,replace_after_ownership_boundary,2,exact,exact,
2,P0,1087221,0x005D7410,??1Buffer@@QAE@XZ,107,87,2,original_dependency,ui_dependency,recover_buffer_close,2,exact,entry_range,void (__thiscall ??1Buffer@@QAE@XZ)(Buffer* this)
3,P0,1070120,0x005BF310,?X_pop@@YAHPBDP6AHXZ@Z,32,70,1,original_dependency,game_service,recover_script_popup,2,exact,exact,
4,P0,1068120,0x0046B190,?draw_map@@YAXH@Z,58,68,1,original_dependency,game_service,recover_map_render,2,exact,exact,
5,P0,1067620,0x0048C0A0,?popp@@YAHPADPBDHPBDP6AHXZ@Z,726,66,16,original_dependency,game_service,recover_script_popup,2,exact,entry_range,
6,P0,1023721,0x00625880,?parse_string@@YAHPADPAD@Z,1373,23,7,source_in_progress,source_fallback,finish_source_implementation,2,exact,exact,"int (__cdecl ?parse_string@@YAHPADPAD@Z)(int8* input, int8* output)"
7,P0,1021321,0x00646178,__fread,47,21,3,original_dependency,crt_ownership,replace_after_file_boundary,2,exact,exact,"int (__cdecl __fread)(void* DstBuf, size_t ElementSize, size_t Count, FILE* File)"
8,P0,1021020,0x0062D5D0,?check_net@@YAXXZ,25,21,0,original_dependency,platform_service,recover_network_pump,2,exact,exact,
9,P0,1017120,0x0046AEF0,?draw_radius@@YAXHHHH@Z,72,17,1,original_dependency,game_service,recover_map_render,2,exact,exact,
10,P0,1016420,0x00636300,?do_video@@YAXXZ,238,16,4,original_dependency,platform_service,recover_video_pump,2,exact,exact,
11,P0,1016120,0x006470A6,_malloc,18,16,1,original_dependency,crt_ownership,replace_after_ownership_boundary,2,exact,exact,
12,P0,1014521,0x005BCBE0,?tech_val@@YAHHHH@Z,4133,14,5,source_complete,legacy_diagnostic,preserve_exported_diagnostic,2,exact,exact,"int (__cdecl ?tech_val@@YAHHHH@Z)(int techID, int factionID, BOOL simpleCalc)"
13,P0,1012320,0x005FCA30,?do_non_input@@YAXXZ,228,12,3,source_complete,source_fallback,validate_source_implementation,2,exact,exact,
14,P0,1012120,0x00645646,_fopen,19,12,1,original_dependency,crt_ownership,replace_after_file_boundary,2,exact,exact,
15,P0,1012020,0x0062D5B0,?do_net@@YAXXZ,25,12,0,original_dependency,platform_service,recover_network_pump,2,exact,exact,
16,P0,1011321,0x0064603F,__fwrite,47,11,3,original_dependency,crt_ownership,replace_after_file_boundary,2,exact,exact,"int (__cdecl __fwrite)(void* Str, size_t Size, size_t Count, FILE* File)"
17,P0,1010220,0x0048C650,?popb@@YAHPBDHHPBDPAUSprite@@@Z,2572,7,32,original_dependency,game_service,recover_script_popup,2,exact,entry_range,
18,P0,1009521,0x006054D0,?init@Scroll@@QAEHHHHHPAUWin@@HH@Z,879,9,5,original_dependency,ui_dependency,recover_scroll_primary_init,2,exact,exact,"int (__thiscall ?init@Scroll@@QAEHHHHHPAUWin@@HH@Z)(Scroll* this, int, int, int, int, Win*, int, int)"
19,P0,1009321,0x0055BC80,?wants_to_attack@@YAHHHH@Z,1963,9,3,source_complete,source_fallback,validate_source_implementation,2,exact,exact,"int (__cdecl ?wants_to_attack@@YAHHHH@Z)(uint32_t factionID, uint32_t factionIDTarget, int factionIDUnk)"
20,P0,1007920,0x00581260,?consider_designs@@YAXH@Z,10799,7,9,original_dependency,game_service,recover_ai_design,2,exact,exact,
21,P0,1007320,0x004455F0,?wave_it@@YAXH@Z,93,7,3,original_dependency,game_service,recover_audio_event,2,exact,exact,
22,P0,1007020,0x005A94F0,?save_daemon@@YAHPAD@Z,467,6,10,original_dependency,game_service,recover_save_orchestration,2,exact,exact,
23,P0,1005620,0x00453710,?load_faction_art@@YAXH@Z,775,5,6,original_dependency,game_service,recover_faction_art,2,exact,exact,
24,P0,1005520,0x005B4600,?social_set@@YAXH@Z,289,5,5,original_dependency,game_service,recover_social_model,2,exact,exact,
25,P0,1004721,0x005A9760,?load_daemon@@YAHPADH@Z,953,3,17,original_dependency,game_service,recover_load_orchestration,2,exact,exact,"int (__cdecl ?load_daemon@@YAHPADH@Z)(int8* path, int* toggle)"
26,P0,1004521,0x00591290,?alt_set@@YAXHHH@Z,1540,3,15,original_dependency,game_service,recover_map_mutation,2,exact,exact,"void (__cdecl ?alt_set@@YAXHHH@Z)(int xCoord, int yCoord, int)"
27,P0,1003420,0x005C4470,?world_rainfall@@YAXXZ,2897,3,4,original_dependency,game_service,recover_world_generation,2,exact,exact,
28,P0,1002321,0x005EBC90,??1Win@@QAE@XZ,401,2,3,original_dependency,ui_dependency,recover_win_close,2,entry_range,entry_range,void (__thiscall ??1Win@@QAE@XZ)(Win* this)
29,P0,1002020,0x00592940,?fixup_landmarks@@YAXXZ,308,2,0,original_dependency,game_service,recover_map_fixup,2,exact,exact,
30,P0,1001320,0x00646855,_fgetc,49,1,3,original_dependency,crt_ownership,replace_after_file_boundary,2,exact,exact,
31,P0,1001320,0x00646886,_fputc,59,1,3,original_dependency,crt_ownership,replace_after_file_boundary,2,exact,exact,
32,P0,1001120,0x00471240,?mapwin_terrain_fixup@@YAXXZ,83,1,1,original_dependency,game_service,recover_map_render,2,exact,exact,
33,P0,1001120,0x00646010,_srand,13,1,1,original_dependency,crt_ownership,replace_with_owned_rng,2,exact,exact,
34,P0,1000820,0x0050EA40,?blink_timer@@YAXH@Z,997,0,8,original_dependency,timer_callback,recover_timer_callback,2,exact,exact,
35,P0,1000300,0x0050EE80,?line_timer@@YAXH@Z,129,0,3,original_dependency,timer_callback,recover_timer_callback,0,missing,missing,
36,P0,1000210,0x0050EF10,?turn_timer@@YAXH@Z,50,0,2,original_dependency,timer_callback,recover_timer_callback,1,exact,missing,
37,P0,1000110,0x0050EE30,?blink2_timer@@YAXH@Z,77,0,1,original_dependency,timer_callback,recover_timer_callback,1,exact,missing,
38,P1,136121,0x00605370,?close@Scroll@@QAEXXZ,350,136,1,unrecovered,,,2,exact,exact,void (__thiscall ?close@Scroll@@QAEXXZ)(Scroll* this)
39,P1,134321,0x00607040,??1BaseButton@@QAE@XZ,167,134,3,unrecovered,,,2,exact,entry_range,void (__thiscall ??1BaseButton@@QAE@XZ)(BaseButton* this)
40,P1,134221,0x00607DA0,?close@FlatButton@@QAEXXZ,161,134,2,unrecovered,,,2,exact,exact,void (__thiscall ?close@FlatButton@@QAEXXZ)(FlatButton* this)
41,P1,127421,0x005E2DD3,?box_sprite@Buffer@@QAEHPAURECT@@PAUBoxSpriteParams@@@Z,949,127,4,unrecovered,,,2,exact,exact,"int (__thiscall ?box_sprite@Buffer@@QAEHPAURECT@@PAUBoxSpriteParams@@@Z)(Buffer* this, RECT*, BoxSpriteParams*)"
42,P1,116321,0x00608E10,??1Dialog@@QAE@XZ,351,116,3,unrecovered,,,2,exact,entry_range,void (__thiscall ??1Dialog@@QAE@XZ)(Dialog* this)
43,P1,114021,0x005D8000,?set_clip@Buffer@@QAEHPAURECT@@@Z,499,114,0,unrecovered,,,2,exact,exact,"int (__thiscall ?set_clip@Buffer@@QAEHPAURECT@@@Z)(Buffer* this, RECT* rect)"
44,P1,110921,0x0047A890,?pop@NetMsg@@QAEXPBDHHPBD@Z,1359,108,29,unrecovered,,,2,exact,entry_range,"void (__thiscall ?pop@NetMsg@@QAEXPBDHHPBD@Z)(NetMsg* this, int8*, int, int, int8*)"
45,P1,108321,0x005DD130,?write_cent_l@Buffer@@QAEHPADPAURECT@@H@Z,282,108,3,unrecovered,,,2,exact,exact,"int (__thiscall ?write_cent_l@Buffer@@QAEHPADPAURECT@@H@Z)(Buffer* this, int8*, RECT*, int)"
46,P1,104221,0x004048A0,??0Popup@@QAE@XZ,105,104,2,unrecovered,,,2,exact,entry_range,void (__thiscall ??0Popup@@QAE@XZ)(Popup* this)
47,P1,104221,0x00404900,?close@Popup@@QAEXXZ,23,104,2,unrecovered,,,2,exact,exact,void (__thiscall ?close@Popup@@QAEXXZ)(Popup* this)
48,P1,100921,0x00600F00,?close@BasePop@@QAEXXZ,1705,100,9,unrecovered,,,2,exact,exact,void (__thiscall ?close@BasePop@@QAEXXZ)(BasePop* this)
49,P1,93221,0x00406880,??1FlatButton@@QAE@XZ,106,93,2,unrecovered,,,2,exact,entry_range,void (__thiscall ??1FlatButton@@QAE@XZ)(FlatButton* this)
50,P1,92120,0x00592EE0,?message_data@@YAXHHHHHH@Z,108,92,1,unrecovered,,,2,exact,exact,
51,P1,89421,0x00602600,?exec@BasePop@@QAEHHP6AHXZ@Z,4618,87,24,unrecovered,,,2,exact,entry_range,"int (__thiscall ?exec@BasePop@@QAEHHP6AHXZ@Z)(BasePop* this, int, int (__cdecl *)())"
52,P1,84421,0x00406380,?start@Popup@@QAEXPADPBDHPADHPAUGraphicWin@@@Z,332,84,4,unrecovered,,,2,exact,exact,"void (__thiscall ?start@Popup@@QAEXPADPBDHPADHPAUGraphicWin@@@Z)(Popup* this, int8* srcFileID, int8* sectionID, int, int8*, int, GraphicWin*)"
53,P1,82221,0x005D5930,?soft_update@GraphicWin@@QAEXPAURECT@@@Z,318,82,2,unrecovered,,,2,exact,exact,"void (__thiscall ?soft_update@GraphicWin@@QAEXPAURECT@@@Z)(GraphicWin* this, RECT*)"
54,P1,80221,0x005D7210,??0Buffer@@QAE@XZ,530,80,2,unrecovered,,,2,exact,entry_range,void (__thiscall ??0Buffer@@QAE@XZ)(Buffer* this)
55,P1,79020,0x00402970,StringStruct::remove_all,115,79,0,unrecovered,,,2,exact,exact,
56,P1,76121,0x004064D0,??1BasePop@@QAE@XZ,583,75,11,unrecovered,,,2,exact,entry_range,void (__thiscall ??1BasePop@@QAE@XZ)(BasePop* this)
57,P1,72621,0x00406910,??1Dialogs@@QAE@XZ,590,72,6,unrecovered,,,2,exact,entry_range,void (__thiscall ??1Dialogs@@QAE@XZ)(Dialogs* this)
58,P1,72221,0x00612A70,?item@Dialogs@@QAEHPADH@Z,79,72,2,unrecovered,,,2,exact,exact,"int (__thiscall ?item@Dialogs@@QAEHPADH@Z)(Dialogs* this, int8* lpString, int position)"
59,P1,71121,0x005ED240,?client_to_screen@Win@@QAEXPAH0@Z,133,71,1,unrecovered,,,2,exact,exact,"void (__thiscall ?client_to_screen@Win@@QAEXPAH0@Z)(Win* this, int*, int*)"
60,P1,66221,0x005D4E40,?close@GraphicWin@@QAEXXZ,166,66,2,unrecovered,,,2,exact,exact,void (__thiscall ?close@GraphicWin@@QAEXXZ)(GraphicWin* this)
61,P1,61020,0x004066C0,sub_4066c0,365,61,0,unrecovered,,,2,exact,entry_range,
62,P1,58321,0x005D5250,?fill@GraphicWin@@QAEXH@Z,246,58,3,unrecovered,,,2,exact,exact,"void (__thiscall ?fill@GraphicWin@@QAEXH@Z)(GraphicWin* this, int)"
63,P1,52221,0x005D4CF0,??0GraphicWin@@QAE@XZ,230,52,2,unrecovered,,,2,exact,entry_range,void (__thiscall ??0GraphicWin@@QAE@XZ)(GraphicWin* this)
64,P1,51221,0x005DFF00,?copy@Buffer@@QAEHPAVBuffer@@HHHHHH@Z,2203,51,2,unrecovered,,,2,exact,exact,"int (__thiscall ?copy@Buffer@@QAEHPAVBuffer@@HHHHHH@Z)(Buffer* this, Buffer* buffer, int xCoord, int yCoord, int, int, int width, int height)"
65,P1,48121,0x005E4B4A,?draw@Sprite@@QAEHPAUBuffer@@HHHHH@Z,75,48,1,unrecovered,,,2,exact,exact,"int (__thiscall ?draw@Sprite@@QAEHPAUBuffer@@HHHHH@Z)(Sprite* this, Buffer*, int, int, int, int, int)"
66,P1,47921,0x005D4EF0,?init@GraphicWin@@QAEXHHHHPADHPAUWin@@PAUMenu@@PAUBorderSizing@@@Z,443,47,9,unrecovered,,,2,exact,entry_range,"int (__thiscall ?init@GraphicWin@@QAEXHHHHPADHPAUWin@@PAUMenu@@PAUBorderSizing@@@Z)(GraphicWin* this, int, int, int, int, int8*, int, Win*, Menu*, BorderSizing*)"
67,P1,44621,0x005D7DE0,?load_pcx@Buffer@@QAEHPBDPAVPalette@@HH@Z,338,44,6,unrecovered,,,2,exact,entry_range,"int (__thiscall ?load_pcx@Buffer@@QAEHPBDPAVPalette@@HH@Z)(Buffer* this, int8* fileName, Palette*, int, int size)"
68,P1,44121,0x005D7470,?close@Buffer@@QAEXXZ,501,44,1,unrecovered,,,2,exact,exact,void (__thiscall ?close@Buffer@@QAEXXZ)(Buffer* this)
69,P1,43520,0x004EC3B0,?base_compute@@YAHH@Z,55,43,5,unrecovered,,,2,exact,exact,
70,P1,42621,0x005D7670,?init@Buffer@@QAEHHHHPAUExtDirectDraw@@@Z,847,42,6,unrecovered,,,2,exact,exact,"int (__thiscall ?init@Buffer@@QAEHHHHPAUExtDirectDraw@@@Z)(Buffer* this, int width, int height, int, ExtDirectDraw*)"
71,P1,42321,0x005D5A70,?redraw@GraphicWin@@QAEXXZ,244,42,3,unrecovered,,,2,exact,exact,void (__thiscall ?redraw@GraphicWin@@QAEXXZ)(GraphicWin* this)
72,P1,41421,0x00406E60,??1Scroll@@QAE@XZ,248,41,4,unrecovered,,,2,exact,entry_range,void (__thiscall ??1Scroll@@QAE@XZ)(Scroll* this)
73,P1,41221,0x005D5890,?soft_update@GraphicWin@@QAEXXZ,157,41,2,unrecovered,,,2,exact,exact,void (__thiscall ?soft_update@GraphicWin@@QAEXXZ)(GraphicWin* this)
74,P1,35821,0x005315C0,?await_diplo@NetDaemon@@QAEXH@Z,313,35,8,unrecovered,,,2,exact,exact,"void (__thiscall ?await_diplo@NetDaemon@@QAEXH@Z)(NetDaemon* this, int)"
75,P1,35621,0x005ED9D0,?show@Win@@QAEXH@Z,763,35,6,unrecovered,,,2,exact,exact,"void (__thiscall ?show@Win@@QAEXH@Z)(Win* this, int)"
76,P1,35221,0x005DCF40,?write_l@Buffer@@QAEHPADPAURECT@@H@Z,214,35,2,unrecovered,,,2,exact,exact,"int (__thiscall ?write_l@Buffer@@QAEHPADPAURECT@@H@Z)(Buffer* this, int8*, RECT*, int)"
77,P1,35221,0x00609F20,?close@ListBox@@QAEXXZ,125,35,2,unrecovered,,,2,exact,exact,void (__thiscall ?close@ListBox@@QAEXXZ)(ListBox* this)
78,P1,35121,0x00609EC0,??1ListBox@@QAE@XZ,83,35,1,unrecovered,,,2,exact,exact,void (__thiscall ??1ListBox@@QAE@XZ)(ListBox* this)
79,P1,35121,0x0062B870,?set@ButtonGroup@@QAEHHH@Z,47,35,1,unrecovered,,,2,exact,exact,"int (__thiscall ?set@ButtonGroup@@QAEHHH@Z)(ButtonGroup* this, int, int)"
80,P1,34821,0x0046A550,?draw_map@MapWin@@QAEXH@Z,2049,34,8,unrecovered,,,2,exact,exact,"void (__thiscall ?draw_map@MapWin@@QAEXH@Z)(MapWin* this, int)"
81,P1,34421,0x005EDCD0,?hide@Win@@QAEXXZ,390,34,4,unrecovered,,,2,exact,exact,void (__thiscall ?hide@Win@@QAEXXZ)(Win* this)
82,P1,34121,0x0046AF40,?draw_tile@@YAXHHH@Z,70,34,1,unrecovered,,,2,exact,exact,"void (__cdecl ?draw_tile@@YAXHHH@Z)(int xCoord, int yCoord, int drawType)"
83,P1,33321,0x00514880,?update_data@Console@@QAEXH@Z,42,33,3,unrecovered,,,2,exact,exact,"void (__thiscall ?update_data@Console@@QAEXH@Z)(Console* this, int)"
84,P1,33221,0x005310F0,?unlock_veh@NetDaemon@@QAEXXZ,90,33,2,unrecovered,,,2,exact,exact,void (__thiscall ?unlock_veh@NetDaemon@@QAEXXZ)(NetDaemon* this)
85,P1,33220,0x0055B870,?treaty_on@@YAXHHH@Z,518,33,2,unrecovered,,,2,exact,exact,
86,P1,32421,0x005108A0,?focus@Console@@QAEXHHH@Z,259,32,4,unrecovered,,,2,exact,exact,"void (__thiscall ?focus@Console@@QAEXHHH@Z)(Console* this, int xCoord, int yCoord, int factionID)"
87,P1,32221,0x00531020,?lock_veh@NetDaemon@@QAEHPAHHHHH@Z,203,32,2,unrecovered,,,2,exact,exact,"int (__thiscall ?lock_veh@NetDaemon@@QAEHPAHHHHH@Z)(NetDaemon* this, int*, int, int, int, int)"
88,P1,32221,0x0060C920,?item@ListBox@@QAEHPADH@Z,137,32,2,unrecovered,,,2,exact,exact,"int (__thiscall ?item@ListBox@@QAEHPADH@Z)(ListBox* this, int8* lpString, int)"
89,P1,32121,0x00593220,?synch_veh@@YAXH@Z,34,32,1,unrecovered,,,2,exact,exact,void (__cdecl ?synch_veh@@YAXH@Z)(int vehID)
90,P2,31321,0x00534400,?process_message@NetDaemon@@QAEXPADKH@Z,18489,18,133,unrecovered,,,2,exact,entry_range,"void (__thiscall ?process_message@NetDaemon@@QAEXPADKH@Z)(NetDaemon* this, MessageFactionData*, unsigned int, int)"
91,P1,31020,0x005882F0,?find_font@@YAHHH@Z,75,31,0,unrecovered,,,2,exact,exact,
92,P1,30821,0x00607210,?init@BaseButton@@QAEHPADHHHHHPAUWin@@H@Z,322,30,8,unrecovered,,,2,exact,exact,"int (__thiscall ?init@BaseButton@@QAEHPADHHHHHPAUWin@@H@Z)(BaseButton* this, int8*, int, int, int, int, int, Win*, int)"
93,P1,30321,0x005BB000,?tech_achieved@@YAXHHHH@Z,7779,24,63,unrecovered,,,2,exact,entry_range,"void (__cdecl ?tech_achieved@@YAXHHHH@Z)(int factionID1, int techID, int factionID2, int)"
94,P1,30321,0x005DD020,?write_cent_l@Buffer@@QAEHPADHHHH@Z,178,30,3,unrecovered,,,2,exact,exact,"int (__thiscall ?write_cent_l@Buffer@@QAEHPADHHHH@Z)(Buffer* this, int8*, int, int, int, int)"
95,P1,29821,0x005E39A0,?extract@Sprite@@QAEHPAUBuffer@@HHHHHPAUTexHeap@@@Z,1105,29,8,unrecovered,,,2,exact,exact,"int (__thiscall ?extract@Sprite@@QAEHPAUBuffer@@HHHHHPAUTexHeap@@@Z)(Sprite* this, Buffer*, int, int xCoord, int yCoord, int width, int height, #120*)"
96,P1,29221,0x005DCEA0,?write_l@Buffer@@QAEHPADHHH@Z,148,29,2,unrecovered,,,2,exact,exact,"int (__thiscall ?write_l@Buffer@@QAEHPADHHH@Z)(Buffer* this, int8*, int, int, int)"
97,P1,29121,0x005E4B9A,?draw@Sprite@@QAEHPAUBuffer@@HHH@Z,3225,28,11,unrecovered,,,2,exact,exact,"int (__thiscall ?draw@Sprite@@QAEHPAUBuffer@@HHH@Z)(Sprite* this, Buffer*, int, int, int)"
98,P1,28420,0x005EFD20,?flip@Win@@QAAXPAURECT@@@Z,1223,27,14,unrecovered,,,2,exact,exact,
99,P1,27920,0x006276A0,?pops@@YAHPADPADHPADHPAUSprite@@HHP6AHXZ@Z,345,27,9,unrecovered,,,2,exact,exact,
100,P1,27221,0x005F88A0,??1PullDown@@QAE@XZ,123,27,2,unrecovered,,,2,exact,exact,void (__thiscall ??1PullDown@@QAE@XZ)(PullDown* this)
101,P1,27120,0x005BF7D0,?X_pops@@YAHPBDHPAUSprite@@P6AHXZ@Z,42,27,1,unrecovered,,,2,exact,exact,
102,P1,27021,0x00530E50,?unlock_base@NetDaemon@@QAEXH@Z,463,26,10,unrecovered,,,2,exact,exact,"void (__thiscall ?unlock_base@NetDaemon@@QAEXH@Z)(NetDaemon* this, int)"
103,P1,26321,0x00530D50,?lock_base@NetDaemon@@QAEHHHHH@Z,248,26,3,unrecovered,,,2,exact,exact,"int (__thiscall ?lock_base@NetDaemon@@QAEHHHHH@Z)(NetDaemon* this, int, int, int, int)"
104,P1,26321,0x00532E00,?synch@NetDaemon@@QAEXFHHHPADHF@Z,4905,24,23,unrecovered,,,2,exact,exact,"void (__thiscall ?synch@NetDaemon@@QAEXFHHHPADHF@Z)(NetDaemon* this, int16, int id, int, int, int8*, int uDelay, int16)"
105,P1,26121,0x005EC8A0,?get_mouse_pos@Win@@QAEXPAHPAH@Z,178,26,1,unrecovered,,,2,exact,exact,"void (__thiscall ?get_mouse_pos@Win@@QAEXPAHPAH@Z)(Win* this, int*, int*)"
106,P1,26121,0x005F8800,??0PullDown@@QAE@XZ,147,26,1,unrecovered,,,2,exact,exact,void (__thiscall ??0PullDown@@QAE@XZ)(PullDown* this)
107,P1,26120,0x00406820,sub_406820,27,26,1,unrecovered,,,2,exact,exact,
108,P1,26021,0x00630080,?send@Net@@QAEHPAXHKH@Z,2296,25,10,unrecovered,,,2,exact,exact,"int (__thiscall ?send@Net@@QAEHPAXHKH@Z)(Net* this, void*, int, unsigned int, int)"
109,P1,25921,0x005C0B00,?kill@@YAXH@Z,432,25,9,unrecovered,,,2,exact,exact,void (__cdecl ?kill@@YAXH@Z)(int vehID)
110,P1,25221,0x005E3203,?box@Buffer@@QAEHPAURECT@@HH@Z,125,25,2,unrecovered,,,2,exact,exact,"int (__thiscall ?box@Buffer@@QAEHPAURECT@@HH@Z)(Buffer* this, RECT*, int, int)"
111,P1,25021,0x00401060,?close@StringStruct@@QAEXXZ,153,25,0,unrecovered,,,2,exact,exact,void (__thiscall ?close@StringStruct@@QAEXXZ)(StringStruct* this)
112,P1,24821,0x0041A920,?zoom@BaseWin@@QAEXHH@Z,1312,23,18,unrecovered,,,2,exact,exact,"void (__thiscall ?zoom@BaseWin@@QAEXHH@Z)(BaseWin* this, int baseID, int)"
113,P1,24221,0x0060E740,??1CheckBox@@QAE@XZ,128,24,2,unrecovered,,,2,exact,exact,void (__thiscall ??1CheckBox@@QAE@XZ)(CheckBox* this)
114,P1,24121,0x0045D380,?release_iface_mode@SubInterface@@QAEXXZ,191,24,1,unrecovered,,,2,exact,exact,void (__thiscall ?release_iface_mode@SubInterface@@QAEXXZ)(SubInterface* this)
115,P1,24121,0x005594F0,?veh_draw@@YAHPAUBuffer@@HHHHHH@Z,3166,22,21,unrecovered,,,2,exact,exact,"int (__cdecl ?veh_draw@@YAHPAUBuffer@@HHHHHH@Z)(Buffer*, int vehID, int, int, int, int, int)"
116,P1,24121,0x005DE8F0,?sync_to_palette@Buffer@@QAEHPAVPalette@@@Z,290,24,1,unrecovered,,,2,exact,exact,"int (__thiscall ?sync_to_palette@Buffer@@QAEHPAVPalette@@@Z)(Buffer* this, Palette*)"
117,P1,24021,0x00446A00,?play@FX@@QAEXH@Z,142,24,0,unrecovered,,,2,exact,exact,"void (__thiscall ?play@FX@@QAEXH@Z)(FX* this, int)"
118,P1,23321,0x005DDAB0,?wrap_cent@Buffer@@QAEHPADPAURECT@@@Z,246,23,3,unrecovered,,,2,exact,exact,"int (__thiscall ?wrap_cent@Buffer@@QAEHPADPAURECT@@@Z)(Buffer* this, int8*, RECT*)"
119,P1,23321,0x00610120,??1SpriteBox@@QAE@XZ,399,23,3,unrecovered,,,2,exact,entry_range,void (__thiscall ??1SpriteBox@@QAE@XZ)(SpriteBox* this)
120,P1,22821,0x00531480,?await_synch@NetDaemon@@QAEXXZ,310,22,8,unrecovered,,,2,exact,exact,void (__thiscall ?await_synch@NetDaemon@@QAEXXZ)(NetDaemon* this)
121,P1,22621,0x00617230,?render@Caviar@@QAEHPAUBuffer@@HHH@Z,1008,22,6,unrecovered,,,2,exact,exact,"int (__thiscall ?render@Caviar@@QAEHPAUBuffer@@HHH@Z)(MultiDebug* this, Buffer*, int, int, int)"
122,P1,22521,0x0046B1F0,?set_center@MapWin@@QAEXHHH@Z,275,22,5,unrecovered,,,2,exact,exact,"void (__thiscall ?set_center@MapWin@@QAEXHHH@Z)(MapWin* this, int xCoord, int yCoord, int)"
123,P1,22221,0x006108E0,?sprite@SpriteBox@@QAEHPAUSprite@@PADH@Z,133,22,2,unrecovered,,,2,exact,exact,"int (__thiscall ?sprite@SpriteBox@@QAEHPAUSprite@@PADH@Z)(SpriteBox* this, Sprite*, int8*, int)"
124,P1,22121,0x004BDDE0,?reset@TutWin@@QAEHXZ,183,22,1,unrecovered,,,2,exact,exact,int (__thiscall ?reset@TutWin@@QAEHXZ)(TutWin* this)
125,P1,22120,0x0051F1B0,?check_spock@@YAXXZ,66,22,1,unrecovered,,,2,entry_range,exact,
126,P1,21721,0x00608980,?load@StringList@@QAEHPADPADHP6AXPAD@Z@Z,560,21,7,unrecovered,,,2,exact,entry_range,"int (__thiscall ?load@StringList@@QAEHPADPADHP6AXPAD@Z@Z)(StringList* this, int8*, int8*, int, void (__cdecl *)(int8* this))"
127,P1,21721,0x00629490,?add_fixup@StringBox@@QAEXXZ,627,21,7,unrecovered,,,2,exact,exact,void (__thiscall ?add_fixup@StringBox@@QAEXXZ)(StringBox* this)
128,P1,21421,0x005D5630,?update@GraphicWin@@QAEXPAURECT@@PAUGraphicWin@@@Z,122,21,4,unrecovered,,,2,exact,exact,"void (__thiscall ?update@GraphicWin@@QAEXPAURECT@@PAUGraphicWin@@@Z)(GraphicWin* this, RECT*, GraphicWin*)"
129,P1,21421,0x0060A020,?set_selected_pos@ListBox@@QAEXHH@Z,445,21,4,unrecovered,,,2,exact,exact,"void (__thiscall ?set_selected_pos@ListBox@@QAEXHH@Z)(ListBox* this, int, int)"
130,P1,21321,0x00401100,?add@StringStruct@@QAEHH@Z,1043,21,3,unrecovered,,,2,exact,exact,"int (__thiscall ?add@StringStruct@@QAEHH@Z)(StringStruct* this, int)"
131,P1,21221,0x0060D1B0,?close@RadioButton@@QAEXXZ,54,21,2,unrecovered,,,2,exact,exact,void (__thiscall ?close@RadioButton@@QAEXXZ)(RadioButton* this)
132,P1,21021,0x005DCAB0,?text_line_height@Buffer@@QAEHXZ,43,21,0,unrecovered,,,2,exact,exact,int (__thiscall ?text_line_height@Buffer@@QAEHXZ)(Buffer* this)
133,P1,20720,0x005399A0,?diplomacy_caption@@YAXHH@Z,459,20,7,unrecovered,,,2,exact,exact,
134,P2,20521,0x005DB040,?write_strings@Buffer@@QAEHPAUStringList@@HHHH@Z,950,19,15,unrecovered,,,2,exact,exact,"int (__thiscall ?write_strings@Buffer@@QAEHPAUStringList@@HHHH@Z)(Buffer* this, StringList*, int, int, int, int)"
135,P1,20221,0x0047A7D0,?close@NetMsg@@QAEXXZ,43,20,2,unrecovered,,,2,exact,exact,void (__thiscall ?close@NetMsg@@QAEXXZ)(NetMsg* this)
136,P1,20221,0x004C6920,?play@Wave@@QAEHXZ,141,20,2,unrecovered,,,2,exact,exact,int (__thiscall ?play@Wave@@QAEHXZ)(Wave* this)
137,P1,20121,0x005DFB50,?fill@Buffer@@QAEHH@Z,381,20,1,unrecovered,,,2,exact,exact,"int (__thiscall ?fill@Buffer@@QAEHH@Z)(Buffer* this, int)"
138,P1,20121,0x00611A20,??1EditGroup@@QAE@XZ,104,20,1,unrecovered,,,2,exact,exact,void (__thiscall ??1EditGroup@@QAE@XZ)(EditGroup* this)
139,P1,20121,0x00629780,?clear@StringBox@@QAEXXZ,292,20,1,unrecovered,,,2,exact,exact,void (__thiscall ?clear@StringBox@@QAEXXZ)(StringBox* this)
140,P3,19621,0x005178C0,?on_key_click@Console@@QAEHHH@Z,15809,2,176,unrecovered,,,2,exact,entry_range,"int (__thiscall ?on_key_click@Console@@QAEHHH@Z)(Console* this, int, int)"
141,P2,19221,0x005BECA0,?X_text_open@@YAHPADPBD@Z,119,19,2,unrecovered,,,2,exact,exact,"int (__cdecl ?X_text_open@@YAHPADPBD@Z)(int8* srcFileID, int8* sectionID)"
142,P2,19220,0x005C5A30,?world_climate@@YAXXZ,171,18,12,unrecovered,,,2,exact,exact,
143,P2,19020,0x0055BC00,?spying@@YAHH@Z,124,19,0,unrecovered,,,2,exact,exact,
144,P2,18821,0x00429180,?exec@Datalink@@QAEXIH@Z,380,18,8,unrecovered,,,2,exact,exact,"void (__thiscall ?exec@Datalink@@QAEXIH@Z)(Datalink* this, DatalinkID datalinkID, int)"
