program_sha256,ghidra_version,language,address,end_address,size,body_ranges,name,signature,calling_convention,is_thunk
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005C9920,0x005C9DF9,1241,"0x005C9920-0x005C9DF9","FUN_005c9920","undefined FUN_005c9920()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005C9E00,0x005C9E77,119,"0x005C9E00-0x005C9E77","FUN_005c9e00","undefined FUN_005c9e00()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005C9E80,0x005C9EA1,33,"0x005C9E80-0x005C9EA1","FUN_005c9e80","undefined FUN_005c9e80()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005C9EC0,0x005CA22C,876,"0x005C9EC0-0x005CA22C","FUN_005c9ec0","undefined FUN_005c9ec0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CA230,0x005CA308,216,"0x005CA230-0x005CA308","FUN_005ca230","undefined FUN_005ca230()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CA310,0x005CA6BC,940,"0x005CA310-0x005CA6BC","FUN_005ca310","undefined FUN_005ca310()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CA6C0,0x005CA95B,667,"0x005CA6C0-0x005CA95B","FUN_005ca6c0","undefined FUN_005ca6c0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CA970,0x005CAAA1,305,"0x005CA970-0x005CAAA1","FUN_005ca970","undefined FUN_005ca970()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CAE00,0x005CAE79,121,"0x005CAE00-0x005CAE79","FUN_005cae00","undefined FUN_005cae00()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CAE80,0x005CB046,454,"0x005CAE80-0x005CB046","FUN_005cae80","undefined FUN_005cae80()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CB050,0x005CB220,464,"0x005CB050-0x005CB220","FUN_005cb050","undefined FUN_005cb050()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CB220,0x005CB60B,1003,"0x005CB220-0x005CB60B","FUN_005cb220","undefined FUN_005cb220()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CB610,0x005CB652,66,"0x005CB610-0x005CB652","FUN_005cb610","undefined FUN_005cb610()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CB660,0x005CB6BF,95,"0x005CB660-0x005CB6BF","FUN_005cb660","undefined FUN_005cb660()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CB6C0,0x005CBAD1,1041,"0x005CB6C0-0x005CBAD1","FUN_005cb6c0","undefined FUN_005cb6c0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CBAE0,0x005CBBB6,214,"0x005CBAE0-0x005CBBB6","FUN_005cbae0","undefined FUN_005cbae0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CBBC0,0x005CBBF5,53,"0x005CBBC0-0x005CBBF5","FUN_005cbbc0","undefined FUN_005cbbc0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CBC00,0x005CBE2A,554,"0x005CBC00-0x005CBE2A","FUN_005cbc00","undefined FUN_005cbc00()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CBE30,0x005CC14A,794,"0x005CBE30-0x005CC14A","FUN_005cbe30","undefined FUN_005cbe30()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CC150,0x005CC2A9,345,"0x005CC150-0x005CC2A9","FUN_005cc150","undefined FUN_005cc150()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CC2B0,0x005CC42C,380,"0x005CC2B0-0x005CC42C","FUN_005cc2b0","undefined FUN_005cc2b0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CC430,0x005CC44B,27,"0x005CC430-0x005CC44B","FUN_005cc430","undefined FUN_005cc430()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CC450,0x005CC70D,701,"0x005CC450-0x005CC70D","FUN_005cc450","undefined FUN_005cc450()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CC710,0x005CC856,326,"0x005CC710-0x005CC856","FUN_005cc710","undefined FUN_005cc710()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CC860,0x005CC935,213,"0x005CC860-0x005CC935","FUN_005cc860","undefined FUN_005cc860()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CC940,0x005CD28C,2380,"0x005CC940-0x005CD28C","FUN_005cc940","undefined FUN_005cc940()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CD2D0,0x005CD3A2,210,"0x005CD2D0-0x005CD3A2","FUN_005cd2d0","undefined FUN_005cd2d0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CD3B0,0x005CD556,422,"0x005CD3B0-0x005CD556","FUN_005cd3b0","undefined FUN_005cd3b0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CD560,0x005CD74D,493,"0x005CD560-0x005CD74D","FUN_005cd560","undefined FUN_005cd560()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CD750,0x005CD8C5,373,"0x005CD750-0x005CD8C5","FUN_005cd750","undefined FUN_005cd750()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CD8D0,0x005CD97B,171,"0x005CD8D0-0x005CD97B","FUN_005cd8d0","undefined FUN_005cd8d0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CD980,0x005CDA2C,172,"0x005CD980-0x005CDA2C","FUN_005cd980","undefined FUN_005cd980()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CDA30,0x005CDAC4,148,"0x005CDA30-0x005CDAC4","FUN_005cda30","undefined FUN_005cda30()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CDAD0,0x005CDB83,179,"0x005CDAD0-0x005CDB83","FUN_005cdad0","undefined FUN_005cdad0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CDB90,0x005CDD0C,380,"0x005CDB90-0x005CDD0C","FUN_005cdb90","undefined FUN_005cdb90()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CDD10,0x005CDF93,643,"0x005CDD10-0x005CDF93","FUN_005cdd10","undefined FUN_005cdd10()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CE2B0,0x005CE2F0,64,"0x005CE2B0-0x005CE2F0","FUN_005ce2b0","undefined FUN_005ce2b0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CE2F0,0x005CE336,70,"0x005CE2F0-0x005CE336","FUN_005ce2f0","undefined FUN_005ce2f0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CE340,0x005CE44B,267,"0x005CE340-0x005CE44B","FUN_005ce340","undefined FUN_005ce340()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CE450,0x005CE4A3,83,"0x005CE450-0x005CE4A3","FUN_005ce450","undefined FUN_005ce450()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CE4B0,0x005CE61A,362,"0x005CE4B0-0x005CE61A","FUN_005ce4b0","undefined FUN_005ce4b0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CE620,0x005CE63F,31,"0x005CE620-0x005CE63F","FUN_005ce620","undefined FUN_005ce620()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CE640,0x005CE6E3,163,"0x005CE640-0x005CE6E3","FUN_005ce640","undefined FUN_005ce640()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CE6E3,0x005CE85A,375,"0x005CE6E3-0x005CE85A","FUN_005ce6e3","undefined FUN_005ce6e3()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CE85C,0x005CEA09,429,"0x005CE85C-0x005CEA09","FUN_005ce85c","undefined FUN_005ce85c()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CEA09,0x005CEB12,265,"0x005CEA09-0x005CEB12","FUN_005cea09","undefined FUN_005cea09()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CEB12,0x005CED1D,523,"0x005CEB12-0x005CED1D","FUN_005ceb12","undefined FUN_005ceb12()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CED1D,0x005CEE80,355,"0x005CED1D-0x005CEE80","FUN_005ced1d","undefined FUN_005ced1d()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CEE80,0x005CEF8A,266,"0x005CEE80-0x005CEF8A","FUN_005cee80","undefined FUN_005cee80()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CEF8A,0x005CF11D,403,"0x005CEF8A-0x005CF11D","FUN_005cef8a","undefined FUN_005cef8a()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CF120,0x005CF144,36,"0x005CF120-0x005CF144","FUN_005cf120","undefined FUN_005cf120()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CF150,0x005CF2F0,416,"0x005CF150-0x005CF2F0","FUN_005cf150","undefined FUN_005cf150()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CF5C7,0x005CF852,651,"0x005CF5C7-0x005CF852","FUN_005cf5c7","undefined FUN_005cf5c7()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CF852,0x005CFAED,667,"0x005CF852-0x005CFAED","FUN_005cf852","undefined FUN_005cf852()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005CFAED,0x005D02CC,2015,"0x005CFAED-0x005D02CC","FUN_005cfaed","undefined FUN_005cfaed()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D02CC,0x005D0AAB,2015,"0x005D02CC-0x005D0AAB","FUN_005d02cc","undefined FUN_005d02cc()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D0AAB,0x005D0D82,727,"0x005D0AAB-0x005D0D82","FUN_005d0aab","undefined FUN_005d0aab()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D0D82,0x005D1278,1270,"0x005D0D82-0x005D1278","FUN_005d0d82","undefined FUN_005d0d82()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D1278,0x005D1466,494,"0x005D1278-0x005D1466","FUN_005d1278","undefined FUN_005d1278()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D1466,0x005D1654,494,"0x005D1466-0x005D1654","FUN_005d1466","undefined FUN_005d1466()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D1654,0x005D1842,494,"0x005D1654-0x005D1842","FUN_005d1654","undefined FUN_005d1654()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D1842,0x005D1A30,494,"0x005D1842-0x005D1A30","FUN_005d1842","undefined FUN_005d1842()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D1A30,0x005D1B88,344,"0x005D1A30-0x005D1B88","FUN_005d1a30","undefined FUN_005d1a30()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D1B88,0x005D2037,1199,"0x005D1B88-0x005D2037","FUN_005d1b88","undefined FUN_005d1b88()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D2037,0x005D2536,1279,"0x005D2037-0x005D2536","FUN_005d2037","undefined FUN_005d2037()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D2536,0x005D271D,487,"0x005D2536-0x005D271D","FUN_005d2536","undefined FUN_005d2536()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D271D,0x005D2761,68,"0x005D271D-0x005D2761","FUN_005d271d","undefined FUN_005d271d()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D2761,0x005D2834,211,"0x005D2761-0x005D2834","FUN_005d2761","undefined FUN_005d2761()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D29E1,0x005D2B20,319,"0x005D29E1-0x005D2B20","FUN_005d29e1","undefined FUN_005d29e1()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D2B20,0x005D2C0A,234,"0x005D2B20-0x005D2C0A","FUN_005d2b20","undefined FUN_005d2b20()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D2C0A,0x005D2D13,265,"0x005D2C0A-0x005D2D13","FUN_005d2c0a","undefined FUN_005d2c0a()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D2D20,0x005D2DF2,210,"0x005D2D20-0x005D2DF2","FUN_005d2d20","undefined FUN_005d2d20()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D2E00,0x005D2E6E,110,"0x005D2E00-0x005D2E6E","FUN_005d2e00","undefined FUN_005d2e00()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D2E70,0x005D35A4,1844,"0x005D2E70-0x005D35A4","FUN_005d2e70","undefined FUN_005d2e70()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D35B0,0x005D3980,976,"0x005D35B0-0x005D3980","FUN_005d35b0","undefined FUN_005d35b0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D3980,0x005D3DF0,1136,"0x005D3980-0x005D3DF0","FUN_005d3980","undefined FUN_005d3980()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D3DF0,0x005D3F48,344,"0x005D3DF0-0x005D3F48","FUN_005d3df0","undefined FUN_005d3df0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D3F50,0x005D4014,196,"0x005D3F50-0x005D4014","FUN_005d3f50","undefined FUN_005d3f50()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4020,0x005D4231,529,"0x005D4020-0x005D4231","FUN_005d4020","undefined FUN_005d4020()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4240,0x005D427C,60,"0x005D4240-0x005D427C","FUN_005d4240","undefined FUN_005d4240()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D427C,0x005D42CB,285,"0x005D427C-0x005D42CB;0x005D42CC-0x005D4327;0x005D4328-0x005D4346;0x005D4348-0x005D435A;0x005D435C-0x005D439F","FUN_005d427c","undefined FUN_005d427c()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D439F,0x005D4448,169,"0x005D439F-0x005D4448","FUN_005d439f","undefined FUN_005d439f()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4448,0x005D4483,179,"0x005D4448-0x005D4483;0x005D4484-0x005D44FC","FUN_005d4448","undefined FUN_005d4448()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D44FC,0x005D4502,6,"0x005D44FC-0x005D4502","DDRAW.DLL::DirectDrawCreate","undefined DirectDrawCreate()",unknown,true
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4510,0x005D453C,44,"0x005D4510-0x005D453C","FUN_005d4510","undefined FUN_005d4510()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4560,0x005D4573,19,"0x005D4560-0x005D4573","FUN_005d4560","undefined FUN_005d4560()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4580,0x005D45AA,42,"0x005D4580-0x005D45AA","FUN_005d4580","undefined FUN_005d4580()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D45B0,0x005D45DA,42,"0x005D45B0-0x005D45DA","FUN_005d45b0","undefined FUN_005d45b0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D45E0,0x005D4615,53,"0x005D45E0-0x005D4615","FUN_005d45e0","undefined FUN_005d45e0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4620,0x005D4675,85,"0x005D4620-0x005D4675","FUN_005d4620","undefined FUN_005d4620()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4680,0x005D4851,465,"0x005D4680-0x005D4851","FUN_005d4680","undefined FUN_005d4680()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4860,0x005D4887,39,"0x005D4860-0x005D4887","FUN_005d4860","undefined FUN_005d4860()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4890,0x005D498D,253,"0x005D4890-0x005D498D","FUN_005d4890","undefined FUN_005d4890()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4990,0x005D49CE,62,"0x005D4990-0x005D49CE","FUN_005d4990","undefined FUN_005d4990()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D49D0,0x005D4BA7,471,"0x005D49D0-0x005D4BA7","FUN_005d49d0","undefined FUN_005d49d0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4BB0,0x005D4C41,145,"0x005D4BB0-0x005D4C41","FUN_005d4bb0","undefined FUN_005d4bb0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4C50,0x005D4CBC,108,"0x005D4C50-0x005D4CBC","FUN_005d4c50","undefined FUN_005d4c50()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4CC0,0x005D4CE7,39,"0x005D4CC0-0x005D4CE7","FUN_005d4cc0","undefined FUN_005d4cc0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4CF0,0x005D4DC4,212,"0x005D4CF0-0x005D4DC4","FUN_005d4cf0","undefined FUN_005d4cf0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4DD0,0x005D4E37,103,"0x005D4DD0-0x005D4E37","FUN_005d4dd0","undefined FUN_005d4dd0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4E40,0x005D4EE6,166,"0x005D4E40-0x005D4EE6","FUN_005d4e40","undefined FUN_005d4e40()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D4EF0,0x005D5096,422,"0x005D4EF0-0x005D5096","FUN_005d4ef0","undefined FUN_005d4ef0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D50A0,0x005D50E8,72,"0x005D50A0-0x005D50E8","FUN_005d50a0","undefined FUN_005d50a0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D50F0,0x005D5235,325,"0x005D50F0-0x005D5235","FUN_005d50f0","undefined FUN_005d50f0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D5250,0x005D5346,246,"0x005D5250-0x005D5346","FUN_005d5250","undefined FUN_005d5250()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D5350,0x005D543E,238,"0x005D5350-0x005D543E","FUN_005d5350","undefined FUN_005d5350()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D5440,0x005D5467,39,"0x005D5440-0x005D5467","FUN_005d5440","undefined FUN_005d5440()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D5500,0x005D5536,54,"0x005D5500-0x005D5536","FUN_005d5500","undefined FUN_005d5500()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D5540,0x005D5590,80,"0x005D5540-0x005D5590","FUN_005d5540","undefined FUN_005d5540()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D55D0,0x005D562F,95,"0x005D55D0-0x005D562F","FUN_005d55d0","undefined FUN_005d55d0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D5630,0x005D56AA,122,"0x005D5630-0x005D56AA","FUN_005d5630","undefined FUN_005d5630()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D56B0,0x005D571D,109,"0x005D56B0-0x005D571D","FUN_005d56b0","undefined FUN_005d56b0()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D5720,0x005D588C,364,"0x005D5720-0x005D588C","FUN_005d5720","undefined FUN_005d5720()",unknown,false
01901cbf7196b0c5d0df9540a029520f5df8fd9a6b343deef8b5663872805fcf,12.1.2,x86:LE:32:default,0x005D5890,0x005D592D,157,"0x005D5890-0x005D592D","FUN_005d5890","undefined FUN_005d5890()",unknown,false
