address,end_address,size,body_ranges,name,binary_kind,recovery_state,ida9_relation,ida9_address,ida9_end_address,ida9_size,ida9_body_ranges,ida9_name,ghidra_relation,ghidra_address,ghidra_end_address,ghidra_size,ghidra_body_ranges,ghidra_name
0x00592E70,0x00592EDA,106,0x00592E70-0x00592EDA,?message_base@@YAXHHPADH@Z,game,unrecovered,exact,0x00592E70,0x00592EDA,106,0x00592E70-0x00592EDA,sub_592E70,exact,0x00592E70,0x00592EDA,106,0x00592E70-0x00592EDA,FUN_00592e70
0x00592EE0,0x00592F4C,108,0x00592EE0-0x00592F4C,?message_data@@YAXHHHHHH@Z,game,original_dependency,exact,0x00592EE0,0x00592F4C,108,0x00592EE0-0x00592F4C,sub_592EE0,exact,0x00592EE0,0x00592F4C,108,0x00592EE0-0x00592F4C,FUN_00592ee0
0x00592F50,0x00592FE9,153,0x00592F50-0x00592FE9,sub_592f50,game,unrecovered,missing,,,,,,exact,0x00592F50,0x00592FE9,153,0x00592F50-0x00592FE9,FUN_00592f50
0x00592FF0,0x00593089,153,0x00592FF0-0x00593089,?message_big_data@@YAXHHPAHH@Z,game,unrecovered,exact,0x00592FF0,0x00593089,153,0x00592FF0-0x00593089,sub_592FF0,exact,0x00592FF0,0x00593089,153,0x00592FF0-0x00593089,FUN_00592ff0
0x00593090,0x00593108,120,0x00593090-0x00593108,?message_lock@@YAXHHHHHHHH@Z,game,unrecovered,exact,0x00593090,0x00593108,120,0x00593090-0x00593108,sub_593090,exact,0x00593090,0x00593108,120,0x00593090-0x00593108,FUN_00593090
0x00593110,0x00593190,128,0x00593110-0x00593190,?message_landmark@@YAXHHPADHHHH@Z,game,unrecovered,exact,0x00593110,0x00593190,128,0x00593110-0x00593190,sub_593110,exact,0x00593110,0x00593190,128,0x00593110-0x00593190,FUN_00593110
0x00593190,0x00593215,133,0x00593190-0x00593215,?message_chat@@YAXHHPAD@Z,game,unrecovered,exact,0x00593190,0x00593215,133,0x00593190-0x00593215,sub_593190,exact,0x00593190,0x00593215,133,0x00593190-0x00593215,FUN_00593190
0x00593220,0x00593242,34,0x00593220-0x00593242,?synch_veh@@YAXH@Z,game,source_complete,exact,0x00593220,0x00593242,34,0x00593220-0x00593242,sub_593220,exact,0x00593220,0x00593242,34,0x00593220-0x00593242,FUN_00593220
0x00593250,0x00593272,34,0x00593250-0x00593272,?synch_base@@YAXH@Z,game,source_complete,exact,0x00593250,0x00593272,34,0x00593250-0x00593272,sub_593250,exact,0x00593250,0x00593272,34,0x00593250-0x00593272,FUN_00593250
0x00593280,0x005932A2,34,0x00593280-0x005932A2,?synch_energy@@YAXH@Z,game,source_complete,exact,0x00593280,0x005932A2,34,0x00593280-0x005932A2,sub_593280,exact,0x00593280,0x005932A2,34,0x00593280-0x005932A2,FUN_00593280
0x005932B0,0x005932D2,34,0x005932B0-0x005932D2,?synch_researching@@YAXH@Z,game,source_complete,exact,0x005932B0,0x005932D2,34,0x005932B0-0x005932D2,sub_5932B0,exact,0x005932B0,0x005932D2,34,0x005932B0-0x005932D2,FUN_005932b0
0x005932E0,0x00593302,34,0x005932E0-0x00593302,?synch_leader@@YAXH@Z,game,source_complete,exact,0x005932E0,0x00593302,34,0x005932E0-0x00593302,sub_5932E0,exact,0x005932E0,0x00593302,34,0x005932E0-0x00593302,FUN_005932e0
0x00593310,0x00593332,34,0x00593310-0x00593332,?synch_ai@@YAXH@Z,game,source_complete,exact,0x00593310,0x00593332,34,0x00593310-0x00593332,sub_593310,exact,0x00593310,0x00593332,34,0x00593310-0x00593332,FUN_00593310
0x00593340,0x00593362,34,0x00593340-0x00593362,?synch_research@@YAXH@Z,game,source_complete,exact,0x00593340,0x00593362,34,0x00593340-0x00593362,sub_593340,exact,0x00593340,0x00593362,34,0x00593340-0x00593362,FUN_00593340
0x00593370,0x0059338C,28,0x00593370-0x0059338C,sub_593370,game,unrecovered,missing,,,,,,missing,,,,,
0x00593390,0x005933B2,34,0x00593390-0x005933B2,?synch_alloc@@YAXH@Z,game,source_complete,exact,0x00593390,0x005933B2,34,0x00593390-0x005933B2,sub_593390,exact,0x00593390,0x005933B2,34,0x00593390-0x005933B2,FUN_00593390
0x005933C0,0x005933E2,34,0x005933C0-0x005933E2,?synch_soc@@YAXH@Z,game,source_complete,exact,0x005933C0,0x005933E2,34,0x005933C0-0x005933E2,sub_5933C0,exact,0x005933C0,0x005933E2,34,0x005933C0-0x005933E2,FUN_005933c0
0x005933F0,0x00593412,34,0x005933F0-0x00593412,?synch_proto@@YAXH@Z,game,source_complete,exact,0x005933F0,0x00593412,34,0x005933F0-0x00593412,sub_5933F0,exact,0x005933F0,0x00593412,34,0x005933F0-0x00593412,FUN_005933f0
0x00593420,0x00593442,34,0x00593420-0x00593442,?synch_obs@@YAXH@Z,game,source_complete,exact,0x00593420,0x00593442,34,0x00593420-0x00593442,sub_593420,exact,0x00593420,0x00593442,34,0x00593420-0x00593442,FUN_00593420
0x00593450,0x00593474,36,0x00593450-0x00593474,?synch_diplo@@YAXHH@Z,game,source_complete,exact,0x00593450,0x00593474,36,0x00593450-0x00593474,sub_593450,exact,0x00593450,0x00593474,36,0x00593450-0x00593474,FUN_00593450
0x00593480,0x005934A2,34,0x00593480-0x005934A2,sub_593480,game,unrecovered,missing,,,,,,exact,0x00593480,0x005934A2,34,0x00593480-0x005934A2,FUN_00593480
0x005934B0,0x005934D2,34,0x005934B0-0x005934D2,?synch_template@@YAXH@Z,game,source_complete,exact,0x005934B0,0x005934D2,34,0x005934B0-0x005934D2,sub_5934B0,exact,0x005934B0,0x005934D2,34,0x005934B0-0x005934D2,FUN_005934b0
0x005934E0,0x00593502,34,0x005934E0-0x00593502,?synch_radius@@YAXH@Z,game,source_complete,exact,0x005934E0,0x00593502,34,0x005934E0-0x00593502,sub_5934E0,exact,0x005934E0,0x00593502,34,0x005934E0-0x00593502,FUN_005934e0
0x00593510,0x0059382F,799,0x00593510-0x0059382F,?hex_cost@@YAHHHHHHHH@Z,game,source_complete,exact,0x00593510,0x0059382F,799,0x00593510-0x0059382F,sub_593510,exact,0x00593510,0x0059382F,799,0x00593510-0x0059382F,FUN_00593510
0x00593830,0x005939FC,460,0x00593830-0x005939FC,?quick_zoc@@YAXHHHHHPAH0@Z,game,source_complete,exact,0x00593830,0x005939FC,460,0x00593830-0x005939FC,sub_593830,exact,0x00593830,0x005939FC,460,0x00593830-0x005939FC,FUN_00593830
0x00593A00,0x005947BF,4374,0x00593A00-0x005947BF;0x00660BF0-0x00660F47,?supply_options@@YAHHH@Z,game,unrecovered,exact,0x00593A00,0x005947BF,4374,0x00593A00-0x005947BF;0x00660BF0-0x00660F47,sub_593A00,entry_range,0x00593A00,0x005947BF,3519,0x00593A00-0x005947BF,FUN_00593a00
0x005947C0,0x0059A1AB,23716,0x005947C0-0x0059A1AB;0x00660F47-0x00661200,?order_veh@@YAHHHH@Z,game,unrecovered,exact,0x005947C0,0x0059A1AB,23716,0x005947C0-0x0059A1AB;0x00660F47-0x00661200,sub_5947C0,entry_range,0x005947C0,0x0059A1AB,23019,0x005947C0-0x0059A1AB,FUN_005947c0
0x0059A1B0,0x0059A1BC,12,0x0059A1B0-0x0059A1BC,??__EPaths@@YAXXZ,game,unrecovered,exact,0x0059A1B0,0x0059A1BC,12,0x0059A1B0-0x0059A1BC,sub_59A1B0,missing,,,,,
0x0059A1C0,0x0059A215,85,0x0059A1C0-0x0059A215,??__FPaths@@YAXXZ,game,unrecovered,exact,0x0059A1C0,0x0059A215,85,0x0059A1C0-0x0059A215,sub_59A1C0,missing,,,,,
0x0059A220,0x0059A2C3,163,0x0059A220-0x0059A2C3,?init@Path@@QAEXXZ,game,source_complete,exact,0x0059A220,0x0059A2C3,163,0x0059A220-0x0059A2C3,sub_59A220,exact,0x0059A220,0x0059A2C3,163,0x0059A220-0x0059A2C3,FUN_0059a220
0x0059A2D0,0x0059A318,72,0x0059A2D0-0x0059A318,?shutdown@Path@@QAEXXZ,game,source_complete,exact,0x0059A2D0,0x0059A318,72,0x0059A2D0-0x0059A318,sub_59A2D0,exact,0x0059A2D0,0x0059A318,72,0x0059A2D0-0x0059A318,FUN_0059a2d0
0x0059A320,0x0059A368,72,0x0059A320-0x0059A368,??1Path@@QAE@XZ,game,unrecovered,missing,,,,,,exact,0x0059A320,0x0059A368,72,0x0059A320-0x0059A368,FUN_0059a320
0x0059A370,0x0059A527,439,0x0059A370-0x0059A527,?zoc_path@Path@@QAEHHHH@Z,game,source_complete,exact,0x0059A370,0x0059A527,439,0x0059A370-0x0059A527,sub_59A370,exact,0x0059A370,0x0059A527,439,0x0059A370-0x0059A527,FUN_0059a370
0x0059A530,0x0059BC05,5845,0x0059A530-0x0059BC05,?find@Path@@QAEHHHHHHHHH@Z,game,source_in_progress,exact,0x0059A530,0x0059BC05,5845,0x0059A530-0x0059BC05,sub_59A530,exact,0x0059A530,0x0059BC05,5845,0x0059A530-0x0059BC05,FUN_0059a530
0x0059BC10,0x0059C1F3,1507,0x0059BC10-0x0059C1F3,?move@Path@@QAEHHH@Z,game,source_in_progress,exact,0x0059BC10,0x0059C1F3,1507,0x0059BC10-0x0059C1F3,sub_59BC10,exact,0x0059BC10,0x0059C1F3,1507,0x0059BC10-0x0059C1F3,FUN_0059bc10
0x0059C200,0x0059C33F,319,0x0059C200-0x0059C33F,?make_abstract@Path@@QAEXXZ,game,source_complete,exact,0x0059C200,0x0059C33F,319,0x0059C200-0x0059C33F,sub_59C200,exact,0x0059C200,0x0059C33F,319,0x0059C200-0x0059C33F,FUN_0059c200
0x0059C340,0x0059C3B7,119,0x0059C340-0x0059C3B7,?merge@Path@@QAEXHH@Z,game,source_complete,missing,,,,,,exact,0x0059C340,0x0059C3B7,119,0x0059C340-0x0059C3B7,FUN_0059c340
0x0059C3C0,0x0059C51B,347,0x0059C3C0-0x0059C51B,?territory@Path@@QAEXHHHH@Z,game,source_complete,exact,0x0059C3C0,0x0059C51B,347,0x0059C3C0-0x0059C51B,sub_59C3C0,exact,0x0059C3C0,0x0059C51B,347,0x0059C3C0-0x0059C51B,FUN_0059c3c0
0x0059C520,0x0059C781,609,0x0059C520-0x0059C781,?continent@Path@@QAEXHHH@Z,game,source_complete,exact,0x0059C520,0x0059C781,609,0x0059C520-0x0059C781,sub_59C520,exact,0x0059C520,0x0059C781,609,0x0059C520-0x0059C781,FUN_0059c520
0x0059C790,0x0059CC9D,1293,0x0059C790-0x0059CC9D,?continents@Path@@QAEXXZ,game,source_complete,exact,0x0059C790,0x0059CC9D,1293,0x0059C790-0x0059CC9D,sub_59C790,exact,0x0059C790,0x0059CC9D,1293,0x0059C790-0x0059CC9D,FUN_0059c790
0x0059CCA0,0x0059D22A,1418,0x0059CCA0-0x0059D22A,?sensors@Path@@QAEHHPAHPAH@Z,game,source_complete,exact,0x0059CCA0,0x0059D22A,1418,0x0059CCA0-0x0059D22A,sub_59CCA0,exact,0x0059CCA0,0x0059D22A,1418,0x0059CCA0-0x0059D22A,FUN_0059cca0
0x0059D230,0x0059D243,19,0x0059D230-0x0059D243,sub_59d230,game,source_complete,missing,,,,,,missing,,,,,
0x0059D250,0x0059D392,322,0x0059D250-0x0059D392,?exec@PopMenu@@QAEXHHP6AHXZ@Z,game,unrecovered,exact,0x0059D250,0x0059D392,322,0x0059D250-0x0059D392,sub_59D250,exact,0x0059D250,0x0059D392,322,0x0059D250-0x0059D392,FUN_0059d250
0x0059D3A0,0x0059D3AA,10,0x0059D3A0-0x0059D3AA,?init@PopMenu@@QAEHXZ,game,source_complete,exact,0x0059D3A0,0x0059D3AA,10,0x0059D3A0-0x0059D3AA,sub_59D3A0,exact,0x0059D3A0,0x0059D3AA,10,0x0059D3A0-0x0059D3AA,FUN_0059d3a0
0x0059D3B0,0x0059D690,968,0x0059D3B0-0x0059D690;0x00661200-0x006612E8,?popm@@YAHPADPADHHP6AHXZ@Z,game,unrecovered,exact,0x0059D3B0,0x0059D690,968,0x0059D3B0-0x0059D690;0x00661200-0x006612E8,sub_59D3B0,entry_range,0x0059D3B0,0x0059D690,736,0x0059D3B0-0x0059D690,FUN_0059d3b0
0x0059D690,0x0059D971,969,0x0059D690-0x0059D971;0x006612E8-0x006613D0,?popm@@YAHPADHHP6AHXZ@Z,game,unrecovered,exact,0x0059D690,0x0059D971,969,0x0059D690-0x0059D971;0x006612E8-0x006613D0,sub_59D690,entry_range,0x0059D690,0x0059D971,737,0x0059D690-0x0059D971,FUN_0059d690
0x0059D980,0x0059DA19,153,0x0059D980-0x0059DA19,?prefs_get@@YAPADPADPADH@Z,game,source_complete,exact,0x0059D980,0x0059DA19,153,0x0059D980-0x0059DA19,sub_59D980,exact,0x0059D980,0x0059DA19,153,0x0059D980-0x0059DA19,FUN_0059d980
0x0059DA20,0x0059DA99,121,0x0059DA20-0x0059DA99,?default_prefs@@YAHXZ,game,source_complete,exact,0x0059DA20,0x0059DA99,121,0x0059DA20-0x0059DA99,sub_59DA20,exact,0x0059DA20,0x0059DA99,121,0x0059DA20-0x0059DA99,FUN_0059da20
0x0059DAA0,0x0059DB19,121,0x0059DAA0-0x0059DB19,?default_prefs2@@YAHXZ,game,source_complete,exact,0x0059DAA0,0x0059DB19,121,0x0059DAA0-0x0059DB19,sub_59DAA0,exact,0x0059DAA0,0x0059DB19,121,0x0059DAA0-0x0059DB19,FUN_0059daa0
0x0059DB20,0x0059DB26,6,0x0059DB20-0x0059DB26,?default_warn@@YAHXZ,game,source_complete,exact,0x0059DB20,0x0059DB26,6,0x0059DB20-0x0059DB26,sub_59DB20,exact,0x0059DB20,0x0059DB26,6,0x0059DB20-0x0059DB26,FUN_0059db20
0x0059DB30,0x0059DB36,6,0x0059DB30-0x0059DB36,?default_rules@@YAHXZ,game,source_complete,exact,0x0059DB30,0x0059DB36,6,0x0059DB30-0x0059DB36,sub_59DB30,exact,0x0059DB30,0x0059DB36,6,0x0059DB30-0x0059DB36,FUN_0059db30
0x0059DB40,0x0059DBC9,137,0x0059DB40-0x0059DBC9,?prefs_get@@YAHPADHH@Z,game,source_complete,exact,0x0059DB40,0x0059DBC9,137,0x0059DB40-0x0059DBC9,sub_59DB40,exact,0x0059DB40,0x0059DBC9,137,0x0059DB40-0x0059DBC9,FUN_0059db40
0x0059DBD0,0x0059DCE8,280,0x0059DBD0-0x0059DCE8,?prefs_fac_load@@YAXXZ,game,source_complete,exact,0x0059DBD0,0x0059DCE8,280,0x0059DBD0-0x0059DCE8,sub_59DBD0,exact,0x0059DBD0,0x0059DCE8,280,0x0059DBD0-0x0059DCE8,FUN_0059dbd0
0x0059DCF0,0x0059E502,2066,0x0059DCF0-0x0059E502,?prefs_load@@YAXH@Z,game,source_complete,exact,0x0059DCF0,0x0059E502,2066,0x0059DCF0-0x0059E502,sub_59DCF0,exact,0x0059DCF0,0x0059E502,2066,0x0059DCF0-0x0059E502,FUN_0059dcf0
0x0059E510,0x0059E52F,31,0x0059E510-0x0059E52F,?prefs_put@@YAXPADPAD@Z,game,source_complete,exact,0x0059E510,0x0059E52F,31,0x0059E510-0x0059E52F,sub_59E510,exact,0x0059E510,0x0059E52F,31,0x0059E510-0x0059E52F,FUN_0059e510
0x0059E530,0x0059E5CD,157,0x0059E530-0x0059E5CD,?prefs_put@@YAXPADHH@Z,game,source_complete,exact,0x0059E530,0x0059E5CD,157,0x0059E530-0x0059E5CD,sub_59E530,exact,0x0059E530,0x0059E5CD,157,0x0059E530-0x0059E5CD,FUN_0059e530
0x0059E5D0,0x0059E946,886,0x0059E5D0-0x0059E946,?prefs_save@@YAXH@Z,game,source_complete,exact,0x0059E5D0,0x0059E946,886,0x0059E5D0-0x0059E946,sub_59E5D0,exact,0x0059E5D0,0x0059E946,886,0x0059E5D0-0x0059E946,FUN_0059e5d0
0x0059E950,0x0059E973,35,0x0059E950-0x0059E973,?prefs_use@@YAXXZ,game,source_complete,exact,0x0059E950,0x0059E973,35,0x0059E950-0x0059E973,sub_59E950,exact,0x0059E950,0x0059E973,35,0x0059E950-0x0059E973,FUN_0059e950
0x0059E980,0x0059EA73,243,0x0059E980-0x0059EA73,?vulnerable@@YAHHHH@Z,game,source_complete,exact,0x0059E980,0x0059EA73,243,0x0059E980-0x0059EA73,sub_59E980,exact,0x0059E980,0x0059EA73,243,0x0059E980-0x0059EA73,FUN_0059e980
0x0059EA80,0x0059EE42,962,0x0059EA80-0x0059EE42,?mind_control@@YAHHHH@Z,game,source_complete,exact,0x0059EA80,0x0059EE42,962,0x0059EA80-0x0059EE42,sub_59EA80,exact,0x0059EA80,0x0059EE42,962,0x0059EA80-0x0059EE42,FUN_0059ea80
0x0059EE50,0x0059EEDD,141,0x0059EE50-0x0059EEDD,?corner_market@@YAHH@Z,game,source_complete,exact,0x0059EE50,0x0059EEDD,141,0x0059EE50-0x0059EEDD,sub_59EE50,exact,0x0059EE50,0x0059EEDD,141,0x0059EE50-0x0059EEDD,FUN_0059ee50
0x0059EEE0,0x0059F11E,574,0x0059EEE0-0x0059F11E,?success_rates@@YAHHHHH@Z,game,source_complete,exact,0x0059EEE0,0x0059F11E,574,0x0059EEE0-0x0059F11E,sub_59EEE0,exact,0x0059EEE0,0x0059F11E,574,0x0059EEE0-0x0059F11E,FUN_0059eee0
0x0059F120,0x005A5837,28292,0x0059F120-0x005A5837;0x006613D0-0x00661B3D,?probe@@YAHHHHH@Z,game,unrecovered,exact,0x0059F120,0x005A5837,28292,0x0059F120-0x005A5837;0x006613D0-0x00661B3D,sub_59F120,entry_range,0x0059F120,0x005A5837,26391,0x0059F120-0x005A5837,FUN_0059f120
0x005A5880,0x005A58AA,42,0x005A5880-0x005A58AA,?say_label@@YAXH@Z,game,source_complete,exact,0x005A5880,0x005A58AA,42,0x005A5880-0x005A58AA,sub_5A5880,exact,0x005A5880,0x005A58AA,42,0x005A5880-0x005A58AA,FUN_005a5880
0x005A58B0,0x005A58C3,19,0x005A58B0-0x005A58C3,?space@@YAXXZ,game,unrecovered,exact,0x005A58B0,0x005A58C3,19,0x005A58B0-0x005A58C3,sub_5A58B0,exact,0x005A58B0,0x005A58C3,19,0x005A58B0-0x005A58C3,FUN_005a58b0
0x005A58D0,0x005A58D6,6,0x005A58D0-0x005A58D6,timeGetTime,thunk,thunk,exact,0x005A58D0,0x005A58D6,6,0x005A58D0-0x005A58D6,timeGetTime,exact,0x005A58D0,0x005A58D6,6,0x005A58D0-0x005A58D6,WINMM.DLL::timeGetTime
0x005A58E0,0x005A58F6,22,0x005A58E0-0x005A58F6,?parse_set@@YAXHH@Z,game,source_complete,exact,0x005A58E0,0x005A58F6,22,0x005A58E0-0x005A58F6,sub_5A58E0,exact,0x005A58E0,0x005A58F6,22,0x005A58E0-0x005A58F6,FUN_005a58e0
0x005A5900,0x005A590A,10,0x005A5900-0x005A590A,?exec@BasePop@@QAEHXZ,game,source_complete,exact,0x005A5900,0x005A590A,10,0x005A5900-0x005A590A,sub_5A5900,exact,0x005A5900,0x005A590A,10,0x005A5900-0x005A590A,FUN_005a5900
0x005A5910,0x005A5987,119,0x005A5910-0x005A5987,?vector_dist@@YAHHHHH@Z,game,source_complete,exact,0x005A5910,0x005A5987,119,0x005A5910-0x005A5987,sub_5A5910,exact,0x005A5910,0x005A5987,119,0x005A5910-0x005A5987,FUN_005a5910
0x005A5990,0x005A59AD,29,0x005A5990-0x005A59AD,?start@Popup@@QAEXPBD@Z,game,source_complete,exact,0x005A5990,0x005A59AD,29,0x005A5990-0x005A59AD,sub_5A5990,exact,0x005A5990,0x005A59AD,29,0x005A5990-0x005A59AD,FUN_005a5990
0x005A59B0,0x005A59D2,34,0x005A59B0-0x005A59D2,?veh_put@@YAXHHH@Z,game,source_complete,exact,0x005A59B0,0x005A59D2,34,0x005A59B0-0x005A59D2,sub_5A59B0,exact,0x005A59B0,0x005A59D2,34,0x005A59B0-0x005A59D2,FUN_005a59b0
0x005A59E0,0x005A5A52,114,0x005A59E0-0x005A5A52,?veh_health@@YAHH@Z,game,source_complete,exact,0x005A59E0,0x005A5A52,114,0x005A59E0-0x005A5A52,sub_5A59E0,exact,0x005A59E0,0x005A5A52,114,0x005A59E0-0x005A5A52,FUN_005a59e0
0x005A5A60,0x005A5CE1,641,0x005A5A60-0x005A5CE1,?proto_cost@@YAHHHHHH@Z,game,source_complete,exact,0x005A5A60,0x005A5CE1,641,0x005A5A60-0x005A5CE1,sub_5A5A60,exact,0x005A5A60,0x005A5CE1,641,0x005A5A60-0x005A5CE1,FUN_005a5a60
0x005A5D00,0x005A5D3F,63,0x005A5D00-0x005A5D3F,?base_cost@@YAHH@Z,game,source_complete,exact,0x005A5D00,0x005A5D3F,63,0x005A5D00-0x005A5D3F,sub_5A5D00,exact,0x005A5D00,0x005A5D3F,63,0x005A5D00-0x005A5D3F,FUN_005a5d00
0x005A5D40,0x005A6269,1321,0x005A5D40-0x005A6269,?make_proto@@YAXHHHHHH@Z,game,source_complete,exact,0x005A5D40,0x005A6269,1321,0x005A5D40-0x005A6269,sub_5A5D40,exact,0x005A5D40,0x005A6269,1321,0x005A5D40-0x005A6269,FUN_005a5d40
0x005A6270,0x005A63C9,345,0x005A6270-0x005A63C9,?proto_sort@@YAXH@Z,game,unrecovered,exact,0x005A6270,0x005A63C9,345,0x005A6270-0x005A63C9,sub_5A6270,exact,0x005A6270,0x005A63C9,345,0x005A6270-0x005A63C9,FUN_005a6270
0x005A63D0,0x005A650B,315,0x005A63D0-0x005A650B,?proto_sort_2@@YAXH@Z,game,unrecovered,exact,0x005A63D0,0x005A650B,315,0x005A63D0-0x005A650B,sub_5A63D0,exact,0x005A63D0,0x005A650B,315,0x005A63D0-0x005A650B,FUN_005a63d0
0x005A6510,0x005A6594,132,0x005A6510-0x005A6594,sub_5a6510,game,unrecovered,missing,,,,,,exact,0x005A6510,0x005A6594,132,0x005A6510-0x005A6594,FUN_005a6510
0x005A65A0,0x005A65D0,48,0x005A65A0-0x005A65D0,?radius_move@@YAHHHH@Z,game,source_complete,exact,0x005A65A0,0x005A65D0,48,0x005A65A0-0x005A65D0,sub_5A65A0,exact,0x005A65A0,0x005A65D0,48,0x005A65A0-0x005A65D0,FUN_005a65a0
0x005A65D0,0x005A662C,92,0x005A65D0-0x005A662C,?radius_move@@YAHHHHHH@Z,game,source_complete,exact,0x005A65D0,0x005A662C,92,0x005A65D0-0x005A662C,sub_5A65D0,exact,0x005A65D0,0x005A662C,92,0x005A65D0-0x005A662C,FUN_005a65d0
0x005A6630,0x005A66E0,176,0x005A6630-0x005A66E0,?compass_move@@YAHHHHH@Z,game,source_complete,exact,0x005A6630,0x005A66E0,176,0x005A6630-0x005A66E0,sub_5A6630,exact,0x005A6630,0x005A66E0,176,0x005A6630-0x005A66E0,FUN_005a6630
0x005A66E0,0x005A67A8,200,0x005A66E0-0x005A67A8,?encrypt_write@@YAHPAXIIPAUFILE@@@Z,game,unrecovered,exact,0x005A66E0,0x005A67A8,200,0x005A66E0-0x005A67A8,sub_5A66E0,exact,0x005A66E0,0x005A67A8,200,0x005A66E0-0x005A67A8,FUN_005a66e0
0x005A67B0,0x005A6886,214,0x005A67B0-0x005A6886,?encrypt_read@@YAHPAXIIPAUFILE@@@Z,game,unrecovered,exact,0x005A67B0,0x005A6886,214,0x005A67B0-0x005A6886,sub_5A67B0,exact,0x005A67B0,0x005A6886,214,0x005A67B0-0x005A6886,FUN_005a67b0
0x005A6890,0x005A6AC0,560,0x005A6890-0x005A6AC0,?game_io@@YAHHPAUFILE@@@Z,game,unrecovered,exact,0x005A6890,0x005A6AC0,560,0x005A6890-0x005A6AC0,sub_5A6890,exact,0x005A6890,0x005A6AC0,560,0x005A6890-0x005A6AC0,FUN_005a6890
0x005A6AC0,0x005A9279,10169,0x005A6AC0-0x005A9279,?game_data@@YAHPAUFILE@@H@Z,game,unrecovered,exact,0x005A6AC0,0x005A9279,10169,0x005A6AC0-0x005A9279,sub_5A6AC0,exact,0x005A6AC0,0x005A9279,10169,0x005A6AC0-0x005A9279,FUN_005a6ac0
0x005A9280,0x005A94ED,621,0x005A9280-0x005A94ED,?map_data@@YAHPAUFILE@@HH@Z,game,unrecovered,exact,0x005A9280,0x005A94ED,621,0x005A9280-0x005A94ED,sub_5A9280,exact,0x005A9280,0x005A94ED,621,0x005A9280-0x005A94ED,FUN_005a9280
0x005A94F0,0x005A96C3,467,0x005A94F0-0x005A96C3,?save_daemon@@YAHPAD@Z,game,original_dependency,exact,0x005A94F0,0x005A96C3,467,0x005A94F0-0x005A96C3,sub_5A94F0,exact,0x005A94F0,0x005A96C3,467,0x005A94F0-0x005A96C3,FUN_005a94f0
0x005A96D0,0x005A9753,131,0x005A96D0-0x005A9753,?see_map_check@@YAXXZ,game,source_complete,exact,0x005A96D0,0x005A9753,131,0x005A96D0-0x005A9753,sub_5A96D0,exact,0x005A96D0,0x005A9753,131,0x005A96D0-0x005A9753,FUN_005a96d0
0x005A9760,0x005A9B19,953,0x005A9760-0x005A9B19,?load_daemon@@YAHPADH@Z,game,original_dependency,exact,0x005A9760,0x005A9B19,953,0x005A9760-0x005A9B19,sub_5A9760,exact,0x005A9760,0x005A9B19,953,0x005A9760-0x005A9B19,FUN_005a9760
0x005A9B20,0x005A9C05,229,0x005A9B20-0x005A9C05,?save_map_daemon@@YAHPAD@Z,game,unrecovered,exact,0x005A9B20,0x005A9C05,229,0x005A9B20-0x005A9C05,sub_5A9B20,exact,0x005A9B20,0x005A9C05,229,0x005A9B20-0x005A9C05,FUN_005a9b20
0x005A9C10,0x005A9DAD,413,0x005A9C10-0x005A9DAD,?load_map_daemon@@YAHPAD@Z,game,unrecovered,exact,0x005A9C10,0x005A9DAD,413,0x005A9C10-0x005A9DAD,sub_5A9C10,exact,0x005A9C10,0x005A9DAD,413,0x005A9C10-0x005A9DAD,FUN_005a9c10
0x005A9DB0,0x005A9EB0,256,0x005A9DB0-0x005A9EB0,?yearmotize@@YAXPAD@Z,game,unrecovered,exact,0x005A9DB0,0x005A9EB0,256,0x005A9DB0-0x005A9EB0,sub_5A9DB0,exact,0x005A9DB0,0x005A9EB0,256,0x005A9DB0-0x005A9EB0,FUN_005a9db0
0x005A9EB0,0x005AAAA9,3901,0x005A9EB0-0x005AAAA9;0x00661B40-0x00661E84,?save_game@@YAHH@Z,game,unrecovered,exact,0x005A9EB0,0x005AAAA9,3901,0x005A9EB0-0x005AAAA9;0x00661B40-0x00661E84,sub_5A9EB0,entry_range,0x005A9EB0,0x005AAAA9,3065,0x005A9EB0-0x005AAAA9,FUN_005a9eb0
0x005AAAB0,0x005AB5E3,3414,0x005AAAB0-0x005AB5E3;0x00661E84-0x006620A7,?load_game@@YAHHH@Z,game,unrecovered,exact,0x005AAAB0,0x005AB5E3,3414,0x005AAAB0-0x005AB5E3;0x00661E84-0x006620A7,sub_5AAAB0,entry_range,0x005AAAB0,0x005AB5E3,2867,0x005AAAB0-0x005AB5E3,FUN_005aaab0
0x005AB600,0x005ABB8D,1797,0x005AB600-0x005ABB8D;0x006620A7-0x0066221F,?load_map@@YAHXZ,game,unrecovered,exact,0x005AB600,0x005ABB8D,1797,0x005AB600-0x005ABB8D;0x006620A7-0x0066221F,sub_5AB600,entry_range,0x005AB600,0x005ABB8D,1421,0x005AB600-0x005ABB8D,FUN_005ab600
0x005ABB90,0x005ABD0C,401,0x005ABB90-0x005ABD0C;0x0066221F-0x00662234,?save_map@@YAXXZ,game,unrecovered,exact,0x005ABB90,0x005ABD0C,401,0x005ABB90-0x005ABD0C;0x0066221F-0x00662234,sub_5ABB90,entry_range,0x005ABB90,0x005ABD0C,380,0x005ABB90-0x005ABD0C,FUN_005abb90
