address,end_address,size,segment,name,prototype,body_ranges,binary_kind,flags,source_locations,source_statuses,redirect_exports,original_dependencies,recovery_state,priority,notes,comments,call_target_count,caller_count
0x005F6230,0x005F62C8,152,.text,?on_sys_key@Win@@QAGHIJHI@Z,"LRESULT (__stdcall ?on_sys_key@Win@@QAGHIJHI@Z)(WPARAM wParam, int, int, unsigned int)",0x005F6230-0x005F62C8,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x005F62D0,0x005F6317,71,.text,sub_5f62d0,,0x005F62D0-0x005F6317,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x005F6320,0x005F63BB,155,.text,?on_mouse_move@Win@@QAEXHHIH@Z,"void (__thiscall ?on_mouse_move@Win@@QAEXHHIH@Z)(Win* this, int, int, unsigned int, int)",0x005F6320-0x005F63BB,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,1
0x005F63C0,0x005F654E,398,.text,?on_l_button_down@Win@@QAEXJHHIH@Z,"void (__thiscall ?on_l_button_down@Win@@QAEXJHHIH@Z)(Win* this, int, int xCoord, int yCoord, unsigned int, int)",0x005F63C0-0x005F654E,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,0
0x005F6550,0x005F670D,445,.text,?on_l_button_up@Win@@QAEXHHIH@Z,"void (__thiscall ?on_l_button_up@Win@@QAEXHHIH@Z)(Win* this, int, int, unsigned int, int)",0x005F6550-0x005F670D,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x005F6710,0x005F687F,367,.text,?on_r_button_down@Win@@QAEXJHHIH@Z,"void (__thiscall ?on_r_button_down@Win@@QAEXJHHIH@Z)(Win* this, int, int, int, unsigned int, int)",0x005F6710-0x005F687F,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x005F6880,0x005F6A21,417,.text,?on_r_button_up@Win@@QAEXHHIH@Z,"void (__thiscall ?on_r_button_up@Win@@QAEXHHIH@Z)(Win* this, int, int, unsigned int, int)",0x005F6880-0x005F6A21,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x005F6A30,0x005F6A38,8,.text,?on_set_cursor@Win@@QAEHPAXII@Z,"int (__thiscall ?on_set_cursor@Win@@QAEHPAXII@Z)(Win* this, void*, unsigned int, unsigned int)",0x005F6A30-0x005F6A38,game,hidden;sp_ready;purged_ok,src/win.cpp:639,Complete,,,source_complete,,,,0,0
0x005F6A40,0x005F6A43,3,.text,?on_sys_command@Win@@QAEHIHH@Z,"int (__thiscall ?on_sys_command@Win@@QAEHIHH@Z)(Win* this, unsigned int, int, int)",0x005F6A40-0x005F6A43,game,hidden;sp_ready;purged_ok,src/win.cpp:758,Complete,,,source_complete,,,,0,0
0x005F6A50,0x005F6AB0,96,.text,?get_key_window@Win@@QAGHXZ,,0x005F6A50-0x005F6AB0,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,1
0x005F6AB0,0x005F6F06,1110,.text,?get_mouse_window_recurse@@YAHPAUWin@@PAHPAH@Z,,0x005F6AB0-0x005F6F06,game,sp_ready;purged_ok,,,,,unrecovered,,,,4,2
0x005F6F10,0x005F7319,1033,.text,?get_mouse_window@Win@@QAAHPAH0@Z,,0x005F6F10-0x005F7319,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,8
0x005F7320,0x005F749F,383,.text,?update_screen@Win@@QAAHPAURECT@@PAVWin@@@Z,,0x005F7320-0x005F749F,game,hidden;sp_ready;purged_ok,,,,WinUpdateScreenOriginal,original_dependency,,,,4,12
0x005F74A0,0x005F757F,223,.text,?update_window@Win@@QAEHPAURECT@@@Z,"int (__thiscall ?update_window@Win@@QAEHPAURECT@@@Z)(Win* this, RECT* lprcSrc2)",0x005F74A0-0x005F757F,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,3
0x005F7580,0x005F7E47,2247,.text,?do_tracking@Win@@QAEXHH@Z,"void (__thiscall ?do_tracking@Win@@QAEXHH@Z)(Win* this, int, int)",0x005F7580-0x005F7E47,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,6,2
0x005F7E90,0x005F7EB6,38,.text,?is_visible@Win@@QAEHXZ,int (__thiscall ?is_visible@Win@@QAEHXZ)(Win* this),0x005F7E90-0x005F7EB6,game,hidden;sp_ready;purged_ok,src/win.cpp:172,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,1,120
0x005F7EC0,0x005F813F,639,.text,?update_back_to_window@Win@@QAEXPAUBuffer@@@Z,"void (__thiscall ?update_back_to_window@Win@@QAEXPAUBuffer@@@Z)(Win* this, Buffer*)",0x005F7EC0-0x005F813F,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,1
0x005F8140,0x005F83B0,624,.text,?update_window_to_buffer@Win@@QAEXPAUBuffer@@@Z,"void (__thiscall ?update_window_to_buffer@Win@@QAEXPAUBuffer@@@Z)(Win* this, Buffer*)",0x005F8140-0x005F83B0,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,6
0x005F83B0,0x005F83C5,21,.text,sub_5f83b0,,0x005F83B0-0x005F83C5,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x005F83D0,0x005F84FB,299,.text,?set_bubble_text@Win@@QAEXPADPAURECT@@@Z,"void (__thiscall ?set_bubble_text@Win@@QAEXPADPAURECT@@@Z)(Win* this, int8*, RECT*)",0x005F83D0-0x005F84FB,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,14
0x005F8500,0x005F852F,47,.text,?clear_bubble_text@Win@@QAGXXZ,,0x005F8500-0x005F852F,game,hidden;sp_ready;purged_ok,src/win.cpp:573,Complete with temporary dependencies on the screen refresh and flip,,,source_complete,,,,2,15
0x005F8530,0x005F8547,23,.text,?on_mousewheel_down_vert@Win@@QAEXH@Z,"void (__thiscall ?on_mousewheel_down_vert@Win@@QAEXH@Z)(Win* this, int)",0x005F8530-0x005F8547,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x005F8550,0x005F8567,23,.text,?on_mousewheel_down_horz@Win@@QAEXH@Z,"void (__thiscall ?on_mousewheel_down_horz@Win@@QAEXH@Z)(Win* this, int)",0x005F8550-0x005F8567,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x005F8570,0x005F8587,23,.text,?on_mousewheel_up_vert@Win@@QAEXH@Z,"void (__thiscall ?on_mousewheel_up_vert@Win@@QAEXH@Z)(Win* this, int)",0x005F8570-0x005F8587,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x005F8590,0x005F85A7,23,.text,?on_mousewheel_up_horz@Win@@QAEXH@Z,"void (__thiscall ?on_mousewheel_up_horz@Win@@QAEXH@Z)(Win* this, int)",0x005F8590-0x005F85A7,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x005F85B0,0x005F85DD,45,.text,?on_mousewheel_down@Win@@QAEXH@Z,"void (__thiscall ?on_mousewheel_down@Win@@QAEXH@Z)(Win* this, int)",0x005F85B0-0x005F85DD,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,1
0x005F85E0,0x005F860D,45,.text,?on_mousewheel_up@Win@@QAEXH@Z,"void (__thiscall ?on_mousewheel_up@Win@@QAEXH@Z)(Win* this, int)",0x005F85E0-0x005F860D,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,1
0x005F8610,0x005F862E,30,.text,??_GWin@@UAEPAXI@Z,"void* (__thiscall ??_GWin@@UAEPAXI@Z)(Win* this, unsigned int)",0x005F8610-0x005F862E,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:1595,Complete,,,source_complete,,,,2,0
0x005F8640,0x005F8664,36,.text,??_GAutoSound@@UAEPAXI@Z,"void* (__thiscall ??_GAutoSound@@UAEPAXI@Z)(AutoSound* this, unsigned int)",0x005F8640-0x005F8664,game,hidden;sp_ready;purged_ok,src/autosound.cpp:125,Complete,,,source_complete,,,,2,0
0x005F8670,0x005F869B,43,.text,sub_5f8670,,0x005F8670-0x005F869B,game,hidden;sp_ready;purged_ok,src/win.cpp:337,Complete,,,source_complete,,,,0,1
0x005F86A0,0x005F86BF,31,.text,sub_5f86a0,,0x005F86A0-0x005F86BF,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,1
0x005F86C0,0x005F86E6,38,.text,sub_5f86c0,,0x005F86C0-0x005F86E6,game,sp_ready;purged_ok,src/win.cpp:358,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,2
0x005F8770,0x005F87F6,134,.text,sub_5f8770,,0x005F8770-0x005F87F6,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x005F8800,0x005F8893,147,.text,??0PullDown@@QAE@XZ,void (__thiscall ??0PullDown@@QAE@XZ)(PullDown* this),0x005F8800-0x005F8893,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,26
0x005F88A0,0x005F891B,123,.text,??1PullDown@@QAE@XZ,void (__thiscall ??1PullDown@@QAE@XZ)(PullDown* this),0x005F88A0-0x005F891B,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:198,Complete,,,source_complete,,,,2,27
0x005F8920,0x005F8967,71,.text,?init@PullDown@@QAEXPAUMenu@@@Z,"void (__thiscall ?init@PullDown@@QAEXPAUMenu@@@Z)(PullDown* this, Menu*)",0x005F8920-0x005F8967,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,12
0x005F8970,0x005F89C8,88,.text,?UNK1@PullDown@@QAEXXZ,void (__thiscall ?UNK1@PullDown@@QAEXXZ)(PullDown* this),0x005F8970-0x005F89C8,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x005F89D0,0x005F8BDF,527,.text,?add_item@PullDown@@QAEHHPAD@Z,"int (__thiscall ?add_item@PullDown@@QAEHHPAD@Z)(PullDown* this, int, int8*)",0x005F89D0-0x005F8BDF,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,5,12
0x005F8BE0,0x005F8C81,161,.text,?add_separator@PullDown@@QAEHH@Z,"int (__thiscall ?add_separator@PullDown@@QAEHH@Z)(PullDown* this, int)",0x005F8BE0-0x005F8C81,game,sp_ready;purged_ok,,,,,unrecovered,,,,0,10
0x005F8C90,0x005F8C98,8,.text,?UNK2@PullDown@@QAEHH@Z,"int (__thiscall ?UNK2@PullDown@@QAEHH@Z)(PullDown* this, int)",0x005F8C90-0x005F8C98,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:237,Complete,,,source_complete,,,,0,1
0x005F8CA0,0x005F8CA8,8,.text,?UNK3@PullDown@@QAEHHHH@Z,"int (__thiscall ?UNK3@PullDown@@QAEHHHH@Z)(PullDown* this, int, int, int)",0x005F8CA0-0x005F8CA8,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:252,Complete,,,source_complete,,,,0,1
0x005F8CB0,0x005F8D1F,111,.text,?hide_item@PullDown@@QAEHH@Z,"int (__thiscall ?hide_item@PullDown@@QAEHH@Z)(PullDown* this, int)",0x005F8CB0-0x005F8D1F,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:40,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,1
0x005F8D20,0x005F8D8F,111,.text,?show_item@PullDown@@QAEHH@Z,"int (__thiscall ?show_item@PullDown@@QAEHH@Z)(PullDown* this, int)",0x005F8D20-0x005F8D8F,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:59,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,1
0x005F8D90,0x005F8DEF,95,.text,?disable_item@PullDown@@QAEHH@Z,"int (__thiscall ?disable_item@PullDown@@QAEHH@Z)(PullDown* this, int)",0x005F8D90-0x005F8DEF,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:78,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,2
0x005F8DF0,0x005F8E4F,95,.text,?enable_item@PullDown@@QAEHH@Z,"int (__thiscall ?enable_item@PullDown@@QAEHH@Z)(PullDown* this, int)",0x005F8DF0-0x005F8E4F,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:93,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,1
0x005F8E50,0x005F903E,494,.text,?rename_item@PullDown@@QAEHHPAD@Z,"int (__thiscall ?rename_item@PullDown@@QAEHHPAD@Z)(PullDown* this, int, int8*)",0x005F8E50-0x005F903E,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,6,1
0x005F9040,0x005F909F,95,.text,?check_item@PullDown@@QAEHH@Z,"int (__thiscall ?check_item@PullDown@@QAEHH@Z)(PullDown* this, int)",0x005F9040-0x005F909F,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:108,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,1
0x005F90A0,0x005F90FF,95,.text,?uncheck_item@PullDown@@QAEHH@Z,"int (__thiscall ?uncheck_item@PullDown@@QAEHH@Z)(PullDown* this, int)",0x005F90A0-0x005F90FF,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:123,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,1
0x005F9100,0x005F9165,101,.text,?UNK4@PullDown@@QAEXXZ,void (__thiscall ?UNK4@PullDown@@QAEXXZ)(PullDown* this),0x005F9100-0x005F9165,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,1
0x005F9170,0x005F9397,551,.text,?show@PullDown@@QAEHHHP6AHXZ@Z,"int (__thiscall ?show@PullDown@@QAEHHHP6AHXZ@Z)(PullDown* this, int, int, int (__cdecl *)())",0x005F9170-0x005F9397,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,5,14
0x005F93A0,0x005F93B9,25,.text,?hide@PullDown@@QAEXXZ,void (__thiscall ?hide@PullDown@@QAEXXZ)(PullDown* this),0x005F93A0-0x005F93B9,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x005F93C0,0x005F945B,155,.text,?on_left_down@PullDown@@QAEXHH@Z,"void (__thiscall ?on_left_down@PullDown@@QAEXHH@Z)(PullDown* this, int, int)",0x005F93C0-0x005F945B,game,sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x005F9460,0x005F9472,18,.text,?on_right_down@PullDown@@QAEXHH@Z,"void (__thiscall ?on_right_down@PullDown@@QAEXHH@Z)(PullDown* this, int, int)",0x005F9460-0x005F9472,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x005F9480,0x005F9563,227,.text,?on_left_up@PullDown@@QAEXHH@Z,"void (__thiscall ?on_left_up@PullDown@@QAEXHH@Z)(PullDown* this, int, int)",0x005F9480-0x005F9563,game,sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x005F9570,0x005F9582,18,.text,?on_right_up@PullDown@@QAEXHH@Z,"void (__thiscall ?on_right_up@PullDown@@QAEXHH@Z)(PullDown* this, int, int)",0x005F9570-0x005F9582,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x005F9590,0x005F9631,161,.text,?mouse_move@PullDown@@QAEXHH@Z,"void (__thiscall ?mouse_move@PullDown@@QAEXHH@Z)(PullDown* this, int, int)",0x005F9590-0x005F9631,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,1
0x005F9640,0x005F9840,512,.text,?on_key_click@PullDown@@QAEHHH@Z,"int (__thiscall ?on_key_click@PullDown@@QAEHHH@Z)(PullDown* this, int, int)",0x005F9640-0x005F9840,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x005F98B0,0x005F9CFF,1103,.text,?on_redraw@PullDown@@QAEXXZ,void (__thiscall ?on_redraw@PullDown@@QAEXXZ)(PullDown* this),0x005F98B0-0x005F9CFF,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,12,0
0x005F9D00,0x005F9D28,40,.text,?id_to_index@PullDown@@QAEHH@Z,"int (__thiscall ?id_to_index@PullDown@@QAEHH@Z)(PullDown* this, int)",0x005F9D00-0x005F9D28,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:311,Complete,,,source_complete,,,,0,1
0x005F9D30,0x005F9F34,516,.text,?compute_length@PullDown@@QAEHPAD@Z,"int (__thiscall ?compute_length@PullDown@@QAEHPAD@Z)(PullDown* this, int8*)",0x005F9D30-0x005F9F34,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,2
0x005F9F40,0x005F9F5C,28,.text,?get_selected@PullDown@@QAEHXZ,int (__thiscall ?get_selected@PullDown@@QAEHXZ)(PullDown* this),0x005F9F40-0x005F9F5C,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:138,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,13
0x005F9F60,0x005FA6AB,1867,.text,?pulldown_update@PullDown@@QAEXHH@Z,"void (__thiscall ?pulldown_update@PullDown@@QAEXHH@Z)(PullDown* this, int, int)",0x005F9F60-0x005FA6AB,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,12,2
0x005FA6B0,0x005FA736,134,.text,?on_mouse_move@PullDown@@QAEXHH@Z,"void (__thiscall ?on_mouse_move@PullDown@@QAEXHH@Z)(PullDown* this, int, int)",0x005FA6B0-0x005FA736,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,0
0x005FA740,0x005FA743,3,.text,?on_mouse_leave@PullDown@@QAEXHH@Z,"void (__thiscall ?on_mouse_leave@PullDown@@QAEXHH@Z)(PullDown* this, int, int)",0x005FA740-0x005FA743,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:296,Complete,,,source_complete,,,,0,0
0x005FA750,0x005FA756,6,.text,?UNK5@PullDown@@QAEHXZ,int (__thiscall ?UNK5@PullDown@@QAEHXZ)(PullDown* this),0x005FA750-0x005FA756,game,hidden;sp_ready;purged_ok,src/pulldown.cpp:267,Complete,,,source_complete,,,,0,0
0x005FA760,0x005FA766,6,.text,?UNK6@PullDown@@QAEHXZ,int (__thiscall ?UNK6@PullDown@@QAEHXZ)(PullDown* this),0x005FA760-0x005FA766,game,sp_ready;purged_ok,src/pulldown.cpp:282,Complete,,,source_complete,,,,0,0
0x005FA770,0x005FA78E,30,.text,??_GPullDown@@UAEPAXI@Z,"void* (__thiscall ??_GPullDown@@UAEPAXI@Z)(PullDown* this, unsigned int)",0x005FA770-0x005FA78E,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:1612,Complete,,,source_complete,,,,2,0
0x005FA790,0x005FA79B,11,.text,??3PullDown@@SAXPAXI@Z,,0x005FA790-0x005FA79B,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:1629,Complete,,,source_complete,,,,0,0
0x005FA7A0,0x005FA7DB,59,.text,?in_box@@YAHHHHHHH@Z,,0x005FA7A0-0x005FA7DB,game,hidden;sp_ready;purged_ok,src/win.cpp:374,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,1
0x005FA7E0,0x005FA814,52,.text,?in_box@@YAHHHPAURECT@@@Z,,0x005FA7E0-0x005FA814,game,hidden;sp_ready;purged_ok,src/win.cpp:320,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,24
0x005FA820,0x005FA82B,11,.text,?clear@Spot@@QAEXXZ,void (__thiscall ?clear@Spot@@QAEXXZ)(Spot* this),0x005FA820-0x005FA82B,game,hidden;sp_ready;purged_ok,,,?clear@Spot@@QAEXXZ,,source_complete,,Staged hybrid export redirect calls the source-owned method,,0,0
0x005FA830,0x005FA85E,46,.text,?shutdown@Spot@@QAEXXZ,void (__thiscall ?shutdown@Spot@@QAEXXZ)(Spot* this),0x005FA830-0x005FA85E,game,hidden;sp_ready;purged_ok,src/spot.cpp:24,Complete,?shutdown@Spot@@QAEXXZ,,source_complete,,,,1,9
0x005FA860,0x005FA86D,13,.text,??0Spot@@QAE@XZ,void (__thiscall ??0Spot@@QAE@XZ)(Spot* this),0x005FA860-0x005FA86D,game,hidden;sp_ready;purged_ok,,,??0Spot@@QAE@XZ,,source_complete,,Staged hybrid export redirect calls the source-owned constructor,,0,19
0x005FA870,0x005FA89E,46,.text,??1Spot@@QAE@XZ,void (__thiscall ??1Spot@@QAE@XZ)(Spot* this),0x005FA870-0x005FA89E,game,hidden;sp_ready;purged_ok,,,??1Spot@@QAE@XZ,,source_complete,,Staged hybrid export redirect calls the source-owned destructor,,1,110
0x005FA8A0,0x005FA8F5,85,.text,?init@Spot@@QAEXH@Z,"void (__thiscall ?init@Spot@@QAEXH@Z)(Spot* this, int count)",0x005FA8A0-0x005FA8F5,game,hidden;sp_ready;purged_ok,src/spot.cpp:37,Complete,,,source_complete,,,,2,20
0x005FA900,0x005FA956,86,.text,?replace@Spot@@QAEXHHHHHH@Z,"void (__thiscall ?replace@Spot@@QAEXHHHHHH@Z)(Spot* this, int position, int type, int left, int top, int length, int width)",0x005FA900-0x005FA956,game,sp_ready;purged_ok,src/spot.cpp:52,Complete,?replace@Spot@@QAEXHHHHHH@Z,,source_complete,,,,0,0
0x005FA960,0x005FA9C0,96,.text,?add@Spot@@QAEHHHHHHH@Z,"int (__thiscall ?add@Spot@@QAEHHHHHHH@Z)(Spot* this, int position, int type, int left, int top, int length, int width)",0x005FA960-0x005FA9C0,game,sp_ready;purged_ok,src/spot.cpp:69,Complete,?add@Spot@@QAEHHHHHHH@Z,,source_complete,,,,0,37
0x005FA9C0,0x005FAA04,68,.text,?kill_pos@Spot@@QAEXH@Z,"void (__thiscall ?kill_pos@Spot@@QAEXH@Z)(Spot* this, int position)",0x005FA9C0-0x005FAA04,game,sp_ready;purged_ok,src/spot.cpp:99,Complete,?kill_pos@Spot@@QAEXH@Z,,source_complete,,,,0,0
0x005FAA10,0x005FAA89,121,.text,?kill_specific@Spot@@QAEXHH@Z,"void (__thiscall ?kill_specific@Spot@@QAEXHH@Z)(Spot* this, int position, int type)",0x005FAA10-0x005FAA89,game,hidden;sp_ready;purged_ok,src/spot.cpp:116,Complete,?kill_specific@Spot@@QAEXHH@Z,,source_complete,,,,0,0
0x005FAA90,0x005FAAFD,109,.text,?kill_type@Spot@@QAEXH@Z,"void (__thiscall ?kill_type@Spot@@QAEXH@Z)(Spot* this, int type)",0x005FAA90-0x005FAAFD,game,hidden;sp_ready;purged_ok,src/spot.cpp:130,Complete,?kill_type@Spot@@QAEXH@Z,,source_complete,,,,0,25
0x005FAB00,0x005FAB69,105,.text,?check@Spot@@QAEHHHPAH0@Z,"int (__thiscall ?check@Spot@@QAEHHHPAH0@Z)(Spot* this, int xCoord, int yCoord, int* spotPos, int* spotType)",0x005FAB00-0x005FAB69,game,hidden;sp_ready;purged_ok,src/spot.cpp:144,Complete,?check@Spot@@QAEHHHPAH0@Z,,source_complete,,,,0,49
0x005FAB70,0x005FABFF,143,.text,?check@Spot@@QAEHHHPAH0PAURECT@@@Z,"int (__thiscall ?check@Spot@@QAEHHHPAH0PAURECT@@@Z)(Spot* this, int xCoord, int yCoord, int* spotPos, int* spotType, RECT* spotRect)",0x005FAB70-0x005FABFF,game,hidden;sp_ready;purged_ok,src/spot.cpp:170,Complete,,,source_complete,,,,0,0
0x005FAC00,0x005FAC5B,91,.text,?get_rect@Spot@@QAEHHHPAURECT@@@Z,"int (__thiscall ?get_rect@Spot@@QAEHHHPAURECT@@@Z)(Spot* this, int position, int type, RECT* spotRect)",0x005FAC00-0x005FAC5B,game,sp_ready;purged_ok,src/spot.cpp:199,Complete,,,source_complete,,,,0,2
0x005FAC60,0x005FACF6,168,.text,??0Menu@@QAE@XZ,void (__thiscall ??0Menu@@QAE@XZ)(Menu* this),0x005FAC60-0x005FACF6;0x00662CF0-0x00662D02,game,sp_ready;purged_ok,,,,,unrecovered,,,,2,1
0x005FAD00,0x005FADC1,225,.text,??1Menu@@QAE@XZ,void (__thiscall ??1Menu@@QAE@XZ)(Menu* this),0x005FAD00-0x005FADC1;0x00662D02-0x00662D22,game,hidden;sp_ready;purged_ok,,,,MenuDtorTarget,original_dependency,,,,3,3
0x005FADD0,0x005FAE69,153,.text,?init@Menu@@QAEHPAUWin@@@Z,"int (__thiscall ?init@Menu@@QAEHPAUWin@@@Z)(Menu* this, Win*)",0x005FADD0-0x005FAE69,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x005FAE70,0x005FAED8,104,.text,?UNK1@Menu@@QAEXXZ,void (__thiscall ?UNK1@Menu@@QAEXXZ)(Menu* this),0x005FAE70-0x005FAED8,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x005FAEE0,0x005FAEEE,35,.text,?set_def_font@Menu@@QAAXPAUFont@@@Z,,0x005FAEE0-0x005FAEEE;0x005F0520-0x005F0535,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,1
0x005FAEF0,0x005FB0FA,543,.text,?add_menu@Menu@@QAEHHPADH@Z,"int (__thiscall ?add_menu@Menu@@QAEHHPADH@Z)(Menu* this, int, int8*, int)",0x005FAEF0-0x005FB0FA;0x00662D22-0x00662D37,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,9,1
0x005FB100,0x005FB159,89,.text,?add_menu_item@Menu@@QAEHHHPAD@Z,"int (__thiscall ?add_menu_item@Menu@@QAEHHHPAD@Z)(Menu* this, int, int, int8*)",0x005FB100-0x005FB159,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,1
0x005FB160,0x005FB1B6,86,.text,?add_separator@Menu@@QAEHHH@Z,"int (__thiscall ?add_separator@Menu@@QAEHHH@Z)(Menu* this, int, int)",0x005FB160-0x005FB1B6,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,1
0x005FB1C0,0x005FB1C5,5,.text,?UNK2@Menu@@QAEHH@Z,"int (__thiscall ?UNK2@Menu@@QAEHH@Z)(Menu* this, int)",0x005FB1C0-0x005FB1C5,game,hidden;sp_ready;purged_ok,src/menu.cpp:61,Complete,,,source_complete,,,,0,0
0x005FB1D0,0x005FB224,84,.text,?UNK3@Menu@@QAEHHH@Z,"int (__thiscall ?UNK3@Menu@@QAEHHH@Z)(Menu* this, int, int)",0x005FB1D0-0x005FB224,game,hidden;sp_ready;purged_ok,src/menu.cpp:129,Complete,,,source_complete,,,,1,0
0x005FB230,0x005FB235,5,.text,?UNK4@Menu@@QAEHHHH@Z,"int (__thiscall ?UNK4@Menu@@QAEHHHH@Z)(Menu* this, int, int, int)",0x005FB230-0x005FB235,game,hidden;sp_ready;purged_ok,src/menu.cpp:76,Complete,,,source_complete,,,,0,0
0x005FB240,0x005FB29E,94,.text,?UNK5@Menu@@QAEHHHHH@Z,"int (__thiscall ?UNK5@Menu@@QAEHHHHH@Z)(Menu* this, int, int, int, int)",0x005FB240-0x005FB29E,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x005FB2A0,0x005FB300,96,.text,?UNK6@Menu@@QAEHH@Z,"int (__thiscall ?UNK6@Menu@@QAEHH@Z)(Menu* this, int)",0x005FB2A0-0x005FB300,game,sp_ready;purged_ok,src/menu.cpp:395,Complete,,,source_complete,,,,0,0
0x005FB300,0x005FB354,84,.text,?hide_menu_item@Menu@@QAEHHH@Z,"int (__thiscall ?hide_menu_item@Menu@@QAEHHH@Z)(Menu* this, int, int)",0x005FB300-0x005FB354,game,sp_ready;purged_ok,src/menu.cpp:166,Complete,,,source_complete,,,,1,2
0x005FB360,0x005FB3C0,96,.text,?UNK7@Menu@@QAEHH@Z,"int (__thiscall ?UNK7@Menu@@QAEHH@Z)(Menu* this, int)",0x005FB360-0x005FB3C0,game,hidden;sp_ready;purged_ok,src/menu.cpp:435,Complete,,,source_complete,,,,0,0
