address,name,shape
0x0041AF90,?on_right_click@BaseWin@@QAEXHH@Z,straight_line
0x0041AFB0,?on_left_double_click@BaseWin@@QAEXHH@Z,straight_line
0x0041B1E0,?on_mouse_leave@BaseWin@@QAEXHH@Z,straight_line
0x0041B4C0,?on_scrolling@BaseWin@@QAEXHH@Z,straight_line
0x0041B4E0,?on_button_toggled@BaseWin@@QAEXHH@Z,straight_line
0x0041DC80,?on_iface_scrolled@BaseWin@@QAEXHH@Z,straight_line
0x0041DCB0,?on_iface_scrolling@BaseWin@@QAEXHH@Z,straight_line
0x0041DCD0,?on_iface_left_click@BaseWin@@QAEXHH@Z,straight_line
0x0041DCF0,?on_iface_right_click@BaseWin@@QAEXHH@Z,straight_line
0x0041DF40,?on_iface_right_down@BaseWin@@QAEXHH@Z,straight_line
0x0041E4C0,?on_iface_selected@BaseWin@@QAEXHH@Z,straight_line
0x0041E4D0,?on_iface_left_double_click@BaseWin@@QAEXHH@Z,straight_line
0x0041E4F0,?on_iface_right_double_click@BaseWin@@QAEXHH@Z,straight_line
0x004213A0,??_GProdPicker@@UAEPAXI@Z,straight_line
0x004213D0,??_GBaseWin@@UAEPAXI@Z,straight_line
0x00421640,??_GPopMenu@@UAEPAXI@Z,straight_line
0x00421670,?has_fac@@YA_NHHH@Z,loop
0x00421810,??3BaseWin@@SAXPAXI@Z,loop
0x00421820,??_Gthunk1_MapWin@@UAEPAXI@Z,straight_line
0x00421870,?on_lose_mouse_capture@thunk1_MapWin@@QAEXXZ,straight_line
0x00421880,?on_redraw@thunk1_MapWin@@QAEXXZ,straight_line
0x00421890,?on_resize@thunk1_MapWin@@QAEXHH@Z,straight_line
0x004218A0,?on_sys_close@thunk1_MapWin@@QAEXXZ,straight_line
0x004218B0,?on_mouse_move@thunk1_MapWin@@QAEXHH@Z,straight_line
0x004218C0,?on_left_click@thunk1_MapWin@@QAEXHH@Z,straight_line
0x004218D0,?on_left_down@thunk1_MapWin@@QAEXHH@Z,straight_line
0x004218E0,?on_left_up@thunk1_MapWin@@QAEXHH@Z,straight_line
0x004218F0,?on_right_click@thunk1_MapWin@@QAEXHH@Z,straight_line
0x00421900,?on_right_down@thunk1_MapWin@@QAEXHH@Z,straight_line
0x00421910,?on_left_double_click@thunk1_MapWin@@QAEXHH@Z,straight_line
0x00421920,?on_nc_left_down@thunk1_MapWin@@QAEXHH@Z,straight_line
0x00421930,?on_button_clicked@thunk1_MapWin@@QAEXH@Z,straight_line
0x00421940,?on_nc_hittest@thunk1_MapWin@@QAEXHH@Z,straight_line
0x00421950,??_Gthunk2_MapWin@@UAEPAXI@Z,loop
0x00421970,??3ProdPicker@@SAXPAXI@Z,loop
0x00421980,PopMenu::delete1,loop
0x00421990,PopMenu::delete2,loop
0x004219A0,PopMenu::delete3,loop
0x004219B0,??__Eg_BattleWin@@YAXXZ,seam_forwarding
0x004219D0,??__Fg_BattleWin@@YAXXZ,seam_forwarding
0x00422E10,?on_iface_left_click@BattleWin@@QAEXHH@Z,straight_line
0x00422E20,?on_iface_right_click@BattleWin@@QAEXHH@Z,straight_line
0x00422E70,?on_iface_right_down@BattleWin@@QAEXHH@Z,straight_line
0x00422E80,?on_iface_mouse_move@BattleWin@@QAEXHH@Z,straight_line
0x00422E90,?on_iface_mouse_leave@BattleWin@@QAEXHH@Z,straight_line
