struct,offset,field,size
BaseWindow,0xFC0,field_FC0,4
BaseWindow,0xFC4,field_FC4,4
BaseWindow,0xFC8,field_FC8,4
BaseWindow,0xFCC,field_FCC,4
BaseWindow,0xFD0,field_FD0,4
BaseWindow,0xFD4,field_FD4,4
BaseWindow,0xFD8,field_FD8,4
BaseWindow,0xFDC,field_FDC,4
BaseWindow,0xFE0,field_FE0,4
BaseWindow,0xFE4,field_FE4,4
BaseWindow,0xFE8,field_FE8,4
BaseWindow,0xFEC,field_FEC,4
BaseWindow,0xFF0,field_FF0,4
BaseWindow,0xFF4,field_FF4,4
BaseWindow,0xFF8,field_FF8,4
BaseWindow,0xFFC,field_FFC,4
BaseWindow,0x1000,field_1000,4096
BaseWindow,0x2000,field_2000,4096
BaseWindow,0x3000,field_3000,4096
BaseWindow,0x4000,field_4000,4096
BaseWindow,0x5000,field_5000,4096
BaseWindow,0x6000,field_6000,4096
BaseWindow,0x7000,field_7000,4096
BaseWindow,0x8000,field_8000,4096
BaseWindow,0x9000,field_9000,4096
BaseWindow,0xA000,field_A000,4096
BaseWindow,0xB000,field_B000,4096
BaseWindow,0xC000,field_C000,4096
BaseWindow,0xD000,field_D000,4096
BaseWindow,0xE000,field_E000,4096
BaseWindow,0xF000,field_F000,4096
BaseWindow,0x10000,field_10000,4096
BaseWindow,0x11000,field_11000,4096
BaseWindow,0x12000,field_12000,4096
BaseWindow,0x13000,field_13000,4096
BaseWindow,0x14000,field_14000,4096
BaseWindow,0x15000,field_15000,4096
BaseWindow,0x16000,field_16000,4096
BaseWindow,0x17000,field_17000,4096
BaseWindow,0x18000,field_18000,4096
BaseWindow,0x19000,field_19000,4096
BaseWindow,0x1A000,field_1A000,4096
BaseWindow,0x1B000,field_1B000,4096
BaseWindow,0x1C000,field_1C000,4096
BaseWindow,0x1D000,field_1D000,4096
BaseWindow,0x1E000,field_1E000,1652
BaseWindow,0x1E674,oRender,
BattleWindow,,(sizeof),
BattleWindow,,field_2C,4
BattleWindow,,field_30,16
BattleWindow,,field_40,16
BattleWindow,,field_50,16
BattleWindow,,field_60,16
BattleWindow,,field_70,16
BattleWindow,,field_80,4
BattleWindow,,field_84,4
BattleWindow,,field_88,4
BattleWindow,,field_8C,4
BattleWindow,,field_90,16
BattleWindow,,time,40
Buffer,,(sizeof),
Buffer,,apHeapMem,80
Buffer,,cPaletteOffset,4
Buffer,,color2Val1,4
Buffer,,color2Val2,4
Buffer,,color2Val3,4
Buffer,,color2Val4,4
Buffer,,color3Val1,4
Buffer,,color3Val2,4
Buffer,,color3Val3,4
Buffer,,color3Val4,4
Buffer,,colorVal1,4
Buffer,,colorVal2,4
Buffer,,colorVal3,4
Buffer,,colorVal4,4
Buffer,,colorhyperVal1,4
Buffer,,colorhyperVal2,4
Buffer,,colorhyperVal3,4
Buffer,,colorhyperVal4,4
Buffer,,dib,1024
Buffer,,dword10,4
Buffer,,dword14,4
Buffer,,dword18,4
Buffer,,dword50C,4
Buffer,,dword510,4
Buffer,,dword514,4
Buffer,,dword518,4
Buffer,,dword520,4
Buffer,,dword524,4
Buffer,,dword528,4
Buffer,,dwordC,4
Buffer,,fHasPalette,4
Buffer,,font1,4
Buffer,,font2,4
Buffer,,font3,4
Buffer,,font4,4
Buffer,,hbmBitmap,4
Buffer,,hbmBitmapOld,4
Buffer,,hdcCompatible,4
Buffer,,hdcSurface,4
Buffer,,hrgnMainRegion,4
Buffer,,iDDSSurfaceRefCount,4
Buffer,,iFlags,4
Buffer,,iHdcSurfaceRefCounter,4
Buffer,,iHyperlinkCount,4
Buffer,,iParseCharType,4
Buffer,,lPitch,4
Buffer,,oHitBoxList,
Buffer,,pPalette,4
Buffer,,pcDIBBits,4
Buffer,,pcSurfaceBits,4
Buffer,,ppddcClipper,4
Buffer,,ppddsSurface,4
Buffer,,stBitMapInfo,
Buffer,,stRect,48
Buffer,0x0,vtable,4
Buffer,0x4,poOwner,4
ButtonGroup,0x0,buttons,128
ButtonGroup,0x80,btnCount,4
ButtonGroup,0x84,field_84,4
ButtonGroup,0x88,field_88,4
ButtonGroup,0x8C,field_8C,4
ButtonGroup,0x90,field_90,4
ButtonGroup,0x94,(sizeof),
CAbility,,(sizeof),
CAbility,0x0,name,4
CAbility,0x4,description,4
CAbility,0x8,abbreviation,4
CAbility,0xC,cost,4
CAbility,0x10,unk_1,4
CAbility,0x14,flags,4
CAbility,0x18,preq_tech,2
CAbility,0x1A,pad,2
CArmor,0x0,name,4
CArmor,0x4,name_short,4
CArmor,0x8,defense_value,1
CArmor,0x9,mode,1
CArmor,0xA,cost,1
CArmor,0xB,padding1,1
CArmor,0xC,preq_tech,2
CArmor,0xE,padding2,2
CArmor,0x10,(sizeof),
CBonusName,0x0,key,24
CBonusName,0x18,(sizeof),
CChassis,0x0,offsv1_name,4
CChassis,0x4,offsv2_name,4
CChassis,0x8,offsv_name_lrg,4
CChassis,0xC,defsv1_name,4
CChassis,0x10,defsv2_name,4
CChassis,0x14,defsv_name_lrg,4
CChassis,0x18,offsv1_gender,4
CChassis,0x1C,offsv2_gender,4
CChassis,0x20,offsv_gender_lrg,4
CChassis,0x24,defsv1_gender,4
CChassis,0x28,defsv2_gender,4
CChassis,0x2C,defsv_gender_lrg,4
CChassis,0x30,offsv1_is_plural,4
CChassis,0x34,offsv2_is_plural,4
CChassis,0x38,offsv_is_plural_lrg,4
CChassis,0x3C,defsv1_is_plural,4
CChassis,0x40,defsv2_is_plural,4
CChassis,0x44,defsv_is_plural_lrg,4
CChassis,0x48,speed,1
CChassis,0x49,triad,1
CChassis,0x4A,range,1
CChassis,0x4B,cargo,1
CChassis,0x4C,cost,1
CChassis,0x4D,missile,1
CChassis,0x4E,sprite_flag_x_coord,8
CChassis,0x56,sprite_flag_y_coord,8
CChassis,0x5E,sprite_unk1_x_coord,8
CChassis,0x66,sprite_unk1_y_coord,8
CChassis,0x6E,sprite_unk2_x_coord,8
CChassis,0x76,sprite_unk2_y_coord,8
CChassis,0x7E,sprite_unk3_x_coord,8
CChassis,0x86,sprite_unk3_y_coord,8
CChassis,0x8E,preq_tech,2
CChassis,0x90,(sizeof),
CCitizen,0x0,singular_name,4
CCitizen,0x4,plural_name,4
CCitizen,0x8,preq_tech,4
CCitizen,0xC,obsol_tech,4
CCitizen,0x10,econ_bonus,4
CCitizen,0x14,psych_bonus,4
CCitizen,0x18,labs_bonus,4
CCitizen,0x1C,(sizeof),
CClass3B,0x0,oWinBuffed,2580
CClass3B,0xA14,field_A14,4
CClass3B,0xA18,field_A18,4
CClass3B,0xA1C,oTimer1,40
CClass3B,0xA44,field_A44,4
CClass3B,0xA48,field_A48,4
CClass3B,0xA4C,oTimer2,40
CClass3B,0xA74,field_A74,4
CClass3B,0xA78,field_A78,4
CClass3B,0xA7C,field_A7C,4
CClass3B,0xA80,field_A80,4
CClass3B,0xA84,field_A84,4
CClass3B,0xA88,field_A88,4
CClass3B,0xA8C,field_A8C,4
CClass3B,0xA90,field_A90,4
CClass3B,0xA94,field_A94,4
CClass3B,0xA98,field_A98,4
CClass3B,0xA9C,field_A9C,4
CClass3B,0xAA0,field_AA0,4
CClass3B,0xAA4,field_AA4,4
CClass3B,0xAA8,field_AA8,4
CClass3B,0xAAC,field_AAC,4
CClass3B,0xAB0,field_AB0,4
CClass3B,0xAB4,field_AB4,4
CClass3B,0xAB8,field_AB8,4
CClass3B,0xABC,(sizeof),
CCombatMode,0x0,name,4
CCombatMode,0x4,hyphened,4
CCombatMode,0x8,abbrev,4
CCombatMode,0xC,letter,4
CCombatMode,0x10,(sizeof),
CEnergy,0x0,abbrev,4
CEnergy,0x4,name,4
CEnergy,0x8,(sizeof),
CFacility,0x0,name,4
CFacility,0x4,effect,4
CFacility,0x8,pad,4
CFacility,0xC,cost,4
CFacility,0x10,maint,4
CFacility,0x14,preq_tech,4
CFacility,0x18,free_tech,4
CFacility,0x1C,AI_fight,4
CFacility,0x20,AI_growth,4
CFacility,0x24,AI_tech,4
CFacility,0x28,AI_wealth,4
CFacility,0x2C,AI_power,4
CFacility,0x30,(sizeof),
CList,0x0,vtable,4
CList,0x4,pFirst,4
CList,0x8,pCurrent,4
CList,0xC,iCount,4
CList,0x10,iCurrent,4
CList,0x14,poMemAllocator,4
CList,0x18,(sizeof),
CListItem,0x0,field_0,4
CListItem,0x4,pItem,4
CListItem,0x8,p4Alloced,4
CListItem,0xC,pPrev,4
CListItem,0x10,pNext,4
CListItem,0x14,field_14,4
CListItem,0x18,field_18,4
CListItem,0x1C,(sizeof),
CMainMenuItem,0x0,iMenuItemID,4
CMainMenuItem,0x4,pszCaption,4
CMainMenuItem,0x8,iFlags,4
CMainMenuItem,0xC,pszHotKey,4
CMainMenuItem,0x10,poSubMenu,4
CMainMenuItem,0x14,(sizeof),
CMandate,0x0,name,4
CMandate,0x4,name_caps,4
CMandate,0x8,(sizeof),
CMenu,,(sizeof),
CMenu,0x0,field_0,2580
CMenu,,field_F18,4
CMenu,,field_F1C,4
CMenu,,field_F28,4
CMenu,,field_F30,4
CMenu,,field_F34,4
CMenu,,field_F38,4
CMenu,,field_F3C,4
CMenu,,iMenuItemCount,4
CMenu,,iVisibleItemCount,4
CMenu,,iWidth,4
CMenu,0xA14,field_A14,4
CMenu,0xA18,aMenuItems,
CMenuItem,0x0,pszCaption,4
CMenuItem,0x4,pszHotKey,4
CMenuItem,0x8,iMenuID,4
CMenuItem,0xC,iFlag,4
CMenuItem,0x10,field_10,4
CMenuItem,0x14,(sizeof),
CMight,0x0,adj_start,4
CMight,0x4,adj,4
CMight,0x8,(sizeof),
CMorale,0x0,name,4
CMorale,0x4,name_lifecycle,4
CMorale,0x8,(sizeof),
CNatural,0x0,name,4
CNatural,0x4,name_short,4
CNatural,0x8,(sizeof),
COrder,0x0,order,4
COrder,0x4,order_sea,4
COrder,0x8,letter,4
COrder,0xC,(sizeof),
CProposal,0x0,name,4
CProposal,0x4,description,4
CProposal,0x8,preq_tech,4
CProposal,0xC,(sizeof),
CReactor,0x0,name,4
CReactor,0x4,name_short,4
CReactor,0x8,preq_tech,2
CReactor,0xA,power,2
CReactor,0xC,(sizeof),
CResourceInfo,,(sizeof),
CResourceInfo,,base_sq,
CResourceInfo,,bonus_sq,
CResourceInfo,,borehole_sq,
CResourceInfo,,forest_sq,
CResourceInfo,,improved_land,
CResourceInfo,,improved_sea,
CResourceInfo,,monolith_sq,
CResourceInfo,0x0,ocean_sq,
CResourceInfo,,recycling_tanks,
CResourceName,0x0,name_singular,4
CResourceName,0x4,name_plural,4
CResourceName,0x8,(sizeof),
CRules,0x0,move_rate_roads,4
CRules,0x4,nutrient_intake_req_citizen,4
CRules,0x8,max_airdrop_rng_wo_orbital_insert,4
CRules,0xC,artillery_max_rng,4
CRules,0x10,artillery_dmg_numerator,4
CRules,0x14,artillery_dmg_denominator,4
CRules,0x18,nutrient_cost_multi,4
CRules,0x1C,mineral_cost_multi,4
CRules,0x20,tech_discovery_rate,4
CRules,0x24,limit_mineral_inc_for_mine_wo_road,4
CRules,0x28,nutrient_effect_mine_sq,4
CRules,0x2C,min_base_size_specialists,4
CRules,0x30,drones_induced_genejack_factory,4
CRules,0x34,pop_limit_wo_hab_complex,4
CRules,0x38,pop_limit_wo_hab_dome,4
CRules,0x3C,tech_preq_improv_fungus,4
CRules,0x40,tech_preq_ease_fungus_mov,4
CRules,0x44,tech_preq_build_road_fungus,4
CRules,0x48,tech_preq_allow_2_spec_abil,4
CRules,0x4C,tech_preq_allow_3_nutrients_sq,4
CRules,0x50,tech_preq_allow_3_minerals_sq,4
CRules,0x54,tech_preq_allow_3_energy_sq,4
CRules,0x58,extra_cost_prototype_land,4
CRules,0x5C,extra_cost_prototype_sea,4
CRules,0x60,extra_cost_prototype_air,4
CRules,0x64,psi_combat_ratio_atk,12
CRules,0x70,psi_combat_ratio_def,12
CRules,0x7C,starting_energy_reserve,4
CRules,0x80,combat_bonus_intrinsic_base_def,4
CRules,0x84,combat_bonus_atk_road,4
CRules,0x88,combat_bonus_atk_higher_elevation,4
CRules,0x8C,combat_penalty_atk_lower_elevation,4
CRules,0x90,tech_preq_orb_insert_wo_space,4
CRules,0x94,min_turns_between_councils,4
CRules,0x98,minerals_harvesting_forest,4
CRules,0x9C,territory_max_dist_base,4
CRules,0xA0,turns_corner_global_energy_market,4
CRules,0xA4,tech_preq_mining_platform_bonus,4
CRules,0xA8,tech_preq_economic_victory,4
CRules,0xAC,combat_penalty_atk_airdrop,4
CRules,0xB0,combat_bonus_fanatic,4
CRules,0xB4,combat_land_vs_sea_artillery,4
CRules,0xB8,combat_artillery_bonus_altitude,4
CRules,0xBC,combat_mobile_open_ground,4
CRules,0xC0,combat_mobile_def_in_rough,4
CRules,0xC4,combat_bonus_trance_vs_psi,4
CRules,0xC8,combat_bonus_empath_song_vs_psi,4
CRules,0xCC,combat_infantry_vs_base,4
CRules,0xD0,combat_penalty_air_supr_vs_ground,4
CRules,0xD4,combat_bonus_air_supr_vs_air,4
CRules,0xD8,combat_penalty_non_combat_vs_combat,4
CRules,0xDC,combat_comm_jammer_vs_mobile,4
CRules,0xE0,combat_bonus_vs_ship_port,4
CRules,0xE4,combat_aaa_bonus_vs_air,4
CRules,0xE8,combat_defend_sensor,4
CRules,0xEC,combat_psi_bonus_per_planet,4
CRules,0xF0,retool_strictness,4
CRules,0xF4,retool_penalty_prod_change,4
CRules,0xF8,retool_exemption,4
CRules,0xFC,tgl_probe_steal_tech,4
CRules,0x100,tgl_humans_always_contact_net,4
CRules,0x104,tgl_humans_always_contact_pbem,4
CRules,0x108,max_dmg_percent_arty_base_bunker,4
CRules,0x10C,max_dmg_percent_arty_open,4
CRules,0x110,max_dmg_percent_arty_sea,4
CRules,0x114,freq_global_warming_numerator,4
CRules,0x118,freq_global_warming_denominator,4
CRules,0x11C,normal_start_year,4
CRules,0x120,normal_end_year_low_three_diff,4
CRules,0x124,normal_end_year_high_three_diff,4
CRules,0x128,tgl_oblit_base_atrocity,4
CRules,0x12C,base_size_subspace_gen,4
CRules,0x130,subspace_gen_req,4
CRules,0x134,(sizeof),
CSocialCategory,0x0,politics,4
CSocialCategory,0x4,economics,4
CSocialCategory,0x8,values,4
CSocialCategory,0xC,future,4
CSocialCategory,0x10,(sizeof),
CSocialEffect,0x0,economy,4
CSocialEffect,0x4,efficiency,4
CSocialEffect,0x8,support,4
CSocialEffect,0xC,talent,4
CSocialEffect,0x10,morale,4
CSocialEffect,0x14,police,4
CSocialEffect,0x18,growth,4
CSocialEffect,0x1C,planet,4
CSocialEffect,0x20,probe,4
CSocialEffect,0x24,industry,4
CSocialEffect,0x28,research,4
CSocialEffect,0x2C,(sizeof),
CSocialField,,(sizeof),
CSocialField,0x0,field_name,4
CSocialField,0x4,soc_preq_tech,16
CSocialField,0x14,soc_name,16
CSocialField,0x24,soc_effect,
CSocialParam,0x0,set1,24
CSocialParam,0x18,set2,24
CSocialParam,0x30,padding,56
CSocialParam,0x68,(sizeof),
CTech,0x0,flags,4
CTech,0x4,name,4
CTech,0x8,short_name,8
CTech,0x10,padding,4
CTech,0x14,AI_growth,4
CTech,0x18,AI_tech,4
CTech,0x1C,AI_wealth,4
CTech,0x20,AI_power,4
CTech,0x24,preq_tech1,4
CTech,0x28,preq_tech2,4
CTech,0x2C,(sizeof),
CTerraform,0x0,name,4
CTerraform,0x4,name_sea,4
CTerraform,0x8,preq_tech,4
CTerraform,0xC,preq_tech_sea,4
CTerraform,0x10,bit,4
CTerraform,0x14,bit_incompatible,4
CTerraform,0x18,rate,4
CTerraform,0x1C,shortcuts,4
CTerraform,0x20,(sizeof),
CTimeControl,0x0,name,4
CTimeControl,0x4,turn,4
CTimeControl,0x8,base,4
CTimeControl,0xC,unit,4
CTimeControl,0x10,event,4
CTimeControl,0x14,extra,4
CTimeControl,0x18,refresh,4
CTimeControl,0x1C,accumulated,4
CTimeControl,0x20,(sizeof),
CWeapon,0x0,name,4
CWeapon,0x4,name_short,4
CWeapon,0x8,offense_value,1
CWeapon,0x9,icon,1
CWeapon,0xA,mode,1
CWeapon,0xB,cost,1
CWeapon,0xC,preq_tech,2
CWeapon,0xE,padding,2
CWeapon,0x10,(sizeof),
CWorldbuilder,0x0,land_base,4
CWorldbuilder,0x4,land_mod,4
CWorldbuilder,0x8,continent_base,4
CWorldbuilder,0xC,continent_mod,4
CWorldbuilder,0x10,hills_base,4
CWorldbuilder,0x14,hills_mod,4
CWorldbuilder,0x18,plateau_base,4
CWorldbuilder,0x1C,plateau_mod,4
CWorldbuilder,0x20,rivers_base,4
CWorldbuilder,0x24,rivers_rain_mod,4
CWorldbuilder,0x28,solar_energy,4
CWorldbuilder,0x2C,thermal_band,4
CWorldbuilder,0x30,thermal_deviance,4
CWorldbuilder,0x34,global_warming,4
CWorldbuilder,0x38,sea_level_rises,4
CWorldbuilder,0x3C,cloudmass_peaks,4
CWorldbuilder,0x40,cloudmass_hills,4
CWorldbuilder,0x44,rainfall_coeff,4
CWorldbuilder,0x48,deep_water,4
CWorldbuilder,0x4C,shelf,4
CWorldbuilder,0x50,plains,4
CWorldbuilder,0x54,beach,4
CWorldbuilder,0x58,hills,4
CWorldbuilder,0x5C,peaks,4
CWorldbuilder,0x60,fungus,4
CWorldbuilder,0x64,cont_size_ratio1,4
CWorldbuilder,0x68,cont_size_ratio2,4
CWorldbuilder,0x6C,cont_size_ratio3,4
CWorldbuilder,0x70,cont_size_ratio4,4
CWorldbuilder,0x74,cont_size_ratio5,4
CWorldbuilder,0x78,islands,4
CWorldbuilder,0x7C,(sizeof),
Caviar,0x0,field_0,4
Caviar,0x4,field_4,4
Caviar,0x8,field_8,4
Caviar,0xC,field_C,4
Caviar,0x10,field_10,4
Caviar,0x14,field_14,4
Caviar,0x18,field_18,4
Caviar,0x1C,field_1C,4
Caviar,0x20,field_20,4
Caviar,0x24,field_24,4
Caviar,0x28,field_28,4
Caviar,0x2C,field_2C,4
Caviar,0x30,field_30,4
Caviar,0x34,field_34,4
Caviar,0x38,field_38,4
Caviar,0x3C,field_3C,4
Caviar,0x40,field_40,4
Caviar,0x44,field_44,4
Caviar,0x48,field_48,4
Caviar,0x4C,field_4C,4
Caviar,0x50,field_50,4
Caviar,0x54,field_54,4
Caviar,0x58,field_58,4
Caviar,0x5C,field_5C,4
Caviar,0x60,field_60,4
Caviar,0x64,field_64,4
Caviar,0x68,field_68,4
Caviar,0x6C,field_6C,4
Caviar,0x70,field_70,4
Caviar,0x74,field_74,4
Caviar,0x78,field_78,4
Caviar,0x7C,field_7C,4
Caviar,0x80,field_80,4
Caviar,0x84,field_84,4
Caviar,0x88,field_88,4
Caviar,0x8C,field_8C,4
Caviar,0x90,field_90,4
Caviar,0x94,field_94,4
Caviar,0x98,field_98,4
Caviar,0x9C,field_9C,4
Caviar,0xA0,field_A0,4
Caviar,0xA4,field_A4,4
Caviar,0xA8,field_A8,4
Caviar,0xAC,field_AC,4
Caviar,0xB0,field_B0,4
Caviar,0xB4,field_B4,4
Caviar,0xB8,field_B8,4
Caviar,0xBC,field_BC,4
Caviar,0xC0,field_C0,4
Caviar,0xC4,field_C4,4
Caviar,0xC8,field_C8,4
Caviar,0xCC,field_CC,4
Caviar,0xD0,field_D0,4
Caviar,0xD4,field_D4,4
Caviar,0xD8,field_D8,4
Caviar,0xDC,field_DC,4
Caviar,0xE0,field_E0,4
Caviar,0xE4,field_E4,4
Caviar,0xE8,field_E8,4
Caviar,0xEC,field_EC,4
Caviar,0xF0,field_F0,4
Caviar,0xF4,field_F4,4
Caviar,0xF8,field_F8,4
Caviar,0xFC,field_FC,4
Caviar,0x100,field_100,4
Caviar,0x104,field_104,4
Caviar,0x108,field_108,4
Caviar,0x10C,field_10C,4
Caviar,0x110,field_110,4
Caviar,0x114,field_114,4
Caviar,0x118,field_118,4
Caviar,0x11C,field_11C,4
Caviar,0x120,field_120,4
Caviar,0x124,field_124,4
Caviar,0x128,field_128,4
Caviar,0x12C,field_12C,4
Caviar,0x130,field_130,4
Caviar,0x134,field_134,4
Caviar,0x138,field_138,4
Caviar,0x13C,field_13C,4
Caviar,0x140,field_140,4
Caviar,0x144,field_144,4
Caviar,0x148,field_148,4
Caviar,0x14C,field_14C,4
Caviar,0x150,field_150,4
Caviar,0x154,field_154,4
Caviar,0x158,field_158,4
Caviar,0x15C,field_15C,4
Caviar,0x160,field_160,4
Caviar,0x164,field_164,4
Caviar,0x168,field_168,4
Caviar,0x16C,field_16C,4
Caviar,0x170,field_170,4
Caviar,0x174,field_174,4
Caviar,0x178,field_178,4
Caviar,0x17C,field_17C,4
Caviar,0x180,field_180,4
Caviar,0x184,field_184,4
Caviar,0x188,field_188,4
Caviar,0x18C,field_18C,4
Caviar,0x190,field_190,4
Caviar,0x194,field_194,4
Caviar,0x198,field_198,4
Caviar,0x19C,field_19C,4
Caviar,0x1A0,field_1A0,4
Caviar,0x1A4,field_1A4,4
Caviar,0x1A8,field_1A8,4
Caviar,0x1AC,field_1AC,4
Caviar,0x1B0,field_1B0,4
Caviar,0x1B4,field_1B4,4
Caviar,0x1B8,field_1B8,4
Caviar,0x1BC,field_1BC,4
Caviar,0x1C0,field_1C0,4
Caviar,0x1C4,field_1C4,4
Caviar,0x1C8,field_1C8,4
Caviar,0x1CC,field_1CC,4
Caviar,0x1D0,field_1D0,4
Caviar,0x1D4,field_1D4,4
Caviar,0x1D8,field_1D8,4
Caviar,0x1DC,field_1DC,4
Caviar,0x1E0,field_1E0,4
Caviar,0x1E4,field_1E4,4
Caviar,0x1E8,field_1E8,4
Caviar,0x1EC,field_1EC,4
Caviar,0x1F0,field_1F0,4
Caviar,0x1F4,field_1F4,4
Caviar,0x1F8,field_1F8,4
Caviar,0x1FC,field_1FC,4
Caviar,0x200,field_200,4
Caviar,0x204,field_204,4
Caviar,0x208,field_208,4
Caviar,0x20C,field_20C,4
Caviar,0x210,field_210,4
Caviar,0x214,field_214,4
Caviar,0x218,field_218,4
Caviar,0x21C,field_21C,4
Caviar,0x220,field_220,4
Caviar,0x224,field_224,4
Caviar,0x228,field_228,4
Caviar,0x22C,field_22C,4
Caviar,0x230,field_230,4
Caviar,0x234,field_234,4
Caviar,0x238,field_238,4
Caviar,0x23C,field_23C,4
Caviar,0x240,field_240,4
Caviar,0x244,field_244,4
Caviar,0x248,field_248,4
Caviar,0x24C,field_24C,4
Caviar,0x250,field_250,4
Caviar,0x254,field_254,4
Caviar,0x258,field_258,4
Caviar,0x25C,field_25C,4
Caviar,0x260,field_260,4
Caviar,0x264,field_264,4
Caviar,0x268,field_268,4
Caviar,0x26C,field_26C,4
Caviar,0x270,field_270,4
Caviar,0x274,field_274,4
Caviar,0x278,field_278,4
Caviar,0x27C,field_27C,4
Caviar,0x280,field_280,4
Caviar,0x284,field_284,4
Caviar,0x288,field_288,4
Caviar,0x28C,field_28C,4
Caviar,0x290,field_290,4
Caviar,0x294,field_294,4
Caviar,0x298,field_298,4
Caviar,0x29C,field_29C,4
Caviar,0x2A0,field_2A0,4
Caviar,0x2A4,field_2A4,4
Caviar,0x2A8,field_2A8,4
Caviar,0x2AC,field_2AC,4
Caviar,0x2B0,field_2B0,4
Caviar,0x2B4,field_2B4,4
Caviar,0x2B8,field_2B8,4
Caviar,0x2BC,field_2BC,4
Caviar,0x2C0,field_2C0,4
Caviar,0x2C4,field_2C4,4
Caviar,0x2C8,field_2C8,4
Caviar,0x2CC,field_2CC,4
Caviar,0x2D0,field_2D0,4
Caviar,0x2D4,field_2D4,4
Caviar,0x2D8,field_2D8,4
Caviar,0x2DC,field_2DC,4
Caviar,0x2E0,field_2E0,4
Caviar,0x2E4,field_2E4,4
Caviar,0x2E8,field_2E8,4
Caviar,0x2EC,field_2EC,4
Caviar,0x2F0,field_2F0,4
Caviar,0x2F4,field_2F4,4
Caviar,0x2F8,field_2F8,4
Caviar,0x2FC,field_2FC,4
Caviar,0x300,field_300,4
Caviar,0x304,field_304,4
Caviar,0x308,field_308,4
Caviar,0x30C,field_30C,4
Caviar,0x310,field_310,4
Caviar,0x314,field_314,4
Caviar,0x318,field_318,4
Caviar,0x31C,field_31C,4
Caviar,0x320,field_320,4
Caviar,0x324,field_324,4
Caviar,0x328,field_328,4
Caviar,0x32C,field_32C,4
Caviar,0x330,field_330,4
Caviar,0x334,field_334,4
Caviar,0x338,field_338,4
Caviar,0x33C,field_33C,4
Caviar,0x340,field_340,4
Caviar,0x344,field_344,4
Caviar,0x348,field_348,4
Caviar,0x34C,field_34C,4
Caviar,0x350,field_350,4
Caviar,0x354,field_354,4
Caviar,0x358,field_358,4
Caviar,0x35C,field_35C,4
Caviar,0x360,field_360,4
Caviar,0x364,field_364,4
Caviar,0x368,field_368,4
Caviar,0x36C,field_36C,4
Caviar,0x370,field_370,4
Caviar,0x374,field_374,4
Caviar,0x378,field_378,4
Caviar,0x37C,field_37C,4
Caviar,0x380,field_380,4
Caviar,0x384,field_384,4
Caviar,0x388,field_388,4
Caviar,0x38C,field_38C,4
Caviar,0x390,field_390,4
Caviar,0x394,field_394,4
Caviar,0x398,field_398,4
Caviar,0x39C,field_39C,4
Caviar,0x3A0,field_3A0,4
Caviar,0x3A4,field_3A4,4
Caviar,0x3A8,field_3A8,4
Caviar,0x3AC,field_3AC,4
Caviar,0x3B0,field_3B0,4
Caviar,0x3B4,field_3B4,4
Caviar,0x3B8,field_3B8,4
Caviar,0x3BC,field_3BC,4
Caviar,0x3C0,field_3C0,4
Caviar,0x3C4,field_3C4,4
Caviar,0x3C8,field_3C8,4
Caviar,0x3CC,field_3CC,4
Caviar,0x3D0,field_3D0,4
Caviar,0x3D4,field_3D4,4
Caviar,0x3D8,field_3D8,4
Caviar,0x3DC,field_3DC,4
Caviar,0x3E0,field_3E0,4
Caviar,0x3E4,field_3E4,4
Caviar,0x3E8,field_3E8,4
Caviar,0x3EC,field_3EC,4
Caviar,0x3F0,field_3F0,4
Caviar,0x3F4,field_3F4,4
Caviar,0x3F8,field_3F8,4
Caviar,0x3FC,field_3FC,4
Caviar,0x400,field_400,4
Caviar,0x404,field_404,4
Caviar,0x408,field_408,4
Caviar,0x40C,field_40C,4
Caviar,0x410,field_410,4
Caviar,0x414,field_414,4
Caviar,0x418,field_418,4
Caviar,0x41C,field_41C,4
Caviar,0x420,field_420,4
Caviar,0x424,field_424,4
Caviar,0x428,field_428,4
Caviar,0x42C,field_42C,4
Caviar,0x430,field_430,4
Caviar,0x434,field_434,4
Caviar,0x438,field_438,4
Caviar,0x43C,field_43C,4
Caviar,0x440,field_440,4
Caviar,0x444,field_444,4
Caviar,0x448,field_448,4
Caviar,0x44C,field_44C,4
Caviar,0x450,field_450,4
Caviar,0x454,field_454,4
Caviar,0x458,field_458,4
Caviar,0x45C,field_45C,4
Caviar,0x460,field_460,4
Caviar,0x464,field_464,4
Caviar,0x468,field_468,4
Caviar,0x46C,field_46C,4
Caviar,0x470,field_470,4
Caviar,0x474,field_474,4
Caviar,0x478,field_478,4
Caviar,0x47C,field_47C,4
Caviar,0x480,field_480,4
Caviar,0x484,field_484,4
Caviar,0x488,field_488,4
Caviar,0x48C,field_48C,4
Caviar,0x490,field_490,4
Caviar,0x494,field_494,4
Caviar,0x498,field_498,4
Caviar,0x49C,field_49C,4
Caviar,0x4A0,field_4A0,4
Caviar,0x4A4,field_4A4,4
Caviar,0x4A8,field_4A8,4
Caviar,0x4AC,field_4AC,4
Caviar,0x4B0,field_4B0,4
Caviar,0x4B4,field_4B4,4
Caviar,0x4B8,field_4B8,4
Caviar,0x4BC,field_4BC,4
Caviar,0x4C0,field_4C0,4
Caviar,0x4C4,field_4C4,4
Caviar,0x4C8,field_4C8,4
Caviar,0x4CC,field_4CC,4
Caviar,0x4D0,field_4D0,4
Caviar,0x4D4,field_4D4,4
