struct,offset,field,size
GraphicWin,0x444,oCanvas,1416
GraphicWin,0x9CC,field_9CC,4
GraphicWin,0x9D0,field_9D0,4
GraphicWin,0x9D4,field_9D4,4
GraphicWin,0x9D8,field_9D8,4
GraphicWin,0x9DC,field_9DC,4
GraphicWin,0x9E0,field_9E0,4
GraphicWin,0x9E4,field_9E4,4
GraphicWin,0x9E8,field_9E8,4
GraphicWin,0x9EC,field_9EC,4
GraphicWin,0x9F0,field_9F0,4
GraphicWin,0x9F4,field_9F4,4
GraphicWin,0x9F8,field_9F8,4
GraphicWin,0x9FC,field_9FC,4
GraphicWin,0xA00,field_A00,4
GraphicWin,0xA04,field_A04,4
GraphicWin,0xA08,poCanvas,4
GraphicWin,0xA0C,field_A0C,4
GraphicWin,0xA10,field_A10,4
GraphicWin,0xA14,(sizeof),
Heap,0x0,err_flags,4
Heap,0x4,base_ptr,4
Heap,0x8,current_ptr,4
Heap,0xC,base_size,4
Heap,0x10,free_size,4
Heap,0x14,(sizeof),
Label,0x0,labels,4
Label,0x4,label_count,4
Label,0x8,(sizeof),
Landmark,0x0,x,4
Landmark,0x4,y,4
Landmark,0x8,name,32
Landmark,0x28,(sizeof),
ListNode,0x0,vtable,4
ListNode,0x4,tagged_id,4
ListNode,0x8,obj,4
ListNode,0xC,next,4
ListNode,0x10,prev,4
ListNode,0x14,(sizeof),
ListRoot,0x0,vtable,4
ListRoot,0x4,field_4,4
ListRoot,0x8,first,4
ListRoot,0xC,current,4
ListRoot,0x10,cur_count,4
ListRoot,0x14,last_index,4
ListRoot,0x18,(sizeof),
Lock,0x0,field_0,4
Lock,0x4,field_4,4
Lock,0x8,field_8,4
Lock,0xC,field_C,4
Lock,0x10,field_10,4
Lock,0x14,field_14,4
Lock,0x18,field_18,4
Lock,0x1C,field_1C,4
Lock,0x20,field_20,4
Lock,0x24,field_24,4
Lock,0x28,field_28,4
Lock,0x2C,field_2C,4
Lock,0x30,field_30,4
Lock,0x34,field_34,4
Lock,0x38,field_38,4
Lock,0x3C,field_3C,4
Lock,0x40,field_40,4
Lock,0x44,field_44,4
Lock,0x48,field_48,4
Lock,0x4C,field_4C,4
Lock,0x50,field_50,4
Lock,0x54,field_54,4
Lock,0x58,field_58,4
Lock,0x5C,field_5C,4
Lock,0x60,field_60,4
Lock,0x64,field_64,4
Lock,0x68,field_68,4
Lock,0x6C,field_6C,4
Lock,0x70,field_70,4
Lock,0x74,field_74,4
Lock,0x78,field_78,4
Lock,0x7C,field_7C,4
Lock,0x80,field_80,4
Lock,0x84,field_84,4
Lock,0x88,field_88,4
Lock,0x8C,field_8C,4
Lock,0x90,field_90,4
Lock,0x94,field_94,4
Lock,0x98,field_98,4
Lock,0x9C,field_9C,4
Lock,0xA0,field_A0,4
Lock,0xA4,field_A4,4
Lock,0xA8,field_A8,4
Lock,0xAC,field_AC,4
Lock,0xB0,field_B0,4
Lock,0xB4,field_B4,4
Lock,0xB8,field_B8,4
Lock,0xBC,field_BC,4
Lock,0xC0,field_C0,4
Lock,0xC4,field_C4,4
Lock,0xC8,field_C8,4
Lock,0xCC,field_CC,4
Lock,0xD0,field_D0,4
Lock,0xD4,field_D4,4
Lock,0xD8,field_D8,4
Lock,0xDC,field_DC,4
Lock,0xE0,field_E0,4
Lock,0xE4,field_E4,4
Lock,0xE8,field_E8,4
Lock,0xEC,(sizeof),
MAP,,(sizeof),
MAP,0x0,climate,1
MAP,0x1,contour,1
MAP,0x2,val2,1
MAP,0x3,region,1
MAP,0x4,visibility,1
MAP,0x5,val3,1
MAP,0x6,unk_1,1
MAP,0x7,owner,1
MAP,0x8,items,4
MAP,0xC,landmarks,4
MAP,0x10,visible_items,28
MFaction,,(sizeof),
MFaction,0x0,is_leader_female,4
MFaction,0x4,filename,24
MFaction,0x1C,search_key,24
MFaction,0x34,name_leader,24
MFaction,0x4C,title_leader,24
MFaction,0x64,adj_leader,128
MFaction,0xE4,adj_insult_leader,128
MFaction,0x164,adj_faction,128
MFaction,0x1E4,adj_insult_faction,128
MFaction,0x264,thinker_unused,12
MFaction,0x270,thinker_probe_lost,1
MFaction,0x271,thinker_probe_renew,1
MFaction,0x272,thinker_last_mc_turn,2
MFaction,0x274,thinker_probe_end_turn,16
MFaction,0x284,pad_1,96
MFaction,0x2E4,noun_faction,24
MFaction,0x2FC,noun_gender,4
MFaction,0x300,is_noun_plural,4
MFaction,0x304,adj_name_faction,128
MFaction,0x384,formal_name_faction,40
MFaction,0x3AC,insult_leader,24
MFaction,0x3C4,desc_name_faction,24
MFaction,0x3DC,assistant_name,24
MFaction,0x3F4,scientist_name,24
MFaction,0x40C,assistant_city,24
MFaction,0x424,pad_2,176
MFaction,0x4D4,rule_tech_selected,4
MFaction,0x4D8,rule_morale,4
MFaction,0x4DC,rule_research,4
MFaction,0x4E0,rule_drone,4
MFaction,0x4E4,rule_talent,4
MFaction,0x4E8,rule_energy,4
MFaction,0x4EC,rule_interest,4
MFaction,0x4F0,rule_population,4
MFaction,0x4F4,rule_hurry,4
MFaction,0x4F8,rule_techcost,4
MFaction,0x4FC,rule_psi,4
MFaction,0x500,rule_sharetech,4
MFaction,0x504,rule_commerce,4
MFaction,0x508,rule_flags,4
MFaction,0x50C,faction_bonus_count,4
MFaction,0x510,faction_bonus_id,32
MFaction,0x530,faction_bonus_val1,32
MFaction,0x550,faction_bonus_val2,32
MFaction,0x570,AI_fight,4
MFaction,0x574,AI_growth,4
MFaction,0x578,AI_tech,4
MFaction,0x57C,AI_wealth,4
MFaction,0x580,AI_power,4
MFaction,0x584,soc_priority_category,4
MFaction,0x588,soc_opposition_category,4
MFaction,0x58C,soc_priority_model,4
MFaction,0x590,soc_opposition_model,4
MFaction,0x594,soc_priority_effect,4
MFaction,0x598,soc_opposition_effect,4
MapNode,,(sizeof),
MapNode,0x0,x,4
MapNode,0x4,y,4
MapNode,0x8,type,4
MapTile,0x0,x,4
MapTile,0x4,y,4
MapTile,0x8,i,4
MapTile,0xC,sq,4
MapTile,0x10,(sizeof),
Menu,,(sizeof),
Menu,,aMainMenuItems,
Menu,,field_A1C,4
Menu,,field_A20,4
Menu,,field_A28,4
Menu,,iBaseMenuItemCount,4
Menu,,iHitBoxTagClicked,4
Menu,,oHitBoxList,
Menu,0x0,oWinBuffed,2580
Monument,,(sizeof),
Monument,0x0,data1,820
NameNode,0x0,field_0,4
NameNode,0x4,field_4,4
NameNode,0x8,field_8,600
NameNode,0x260,(sizeof),
Net,,(sizeof),
Net,,field_100,4
Net,,field_104,4
Net,,field_108,4
Net,,field_11C,4
Net,,field_120,4
Net,,field_124,4
Net,,field_128,4
Net,,field_12C,4
Net,,field_140,4
Net,,field_144,4
Net,,field_148,4
Net,,field_14C,4
Net,,field_150,4
Net,,field_154,4
Net,,field_158,4
Net,,field_15C,4
Net,,field_160,4
Net,,field_164,4
Net,,field_168,4
Net,,field_16C,4
Net,,field_170,4
Net,,field_174,4
Net,,field_178,4
Net,,field_17C,4
Net,,field_180,4
Net,,field_184,4
Net,,field_188,4
Net,,field_18C,4
Net,,field_190,4
Net,,field_194,4
Net,,field_198,4
Net,,field_19C,4
Net,,field_1A0,4
Net,,field_1A4,4
Net,,field_1A8,4
Net,,field_1AC,4
Net,,field_1B0,4
Net,,field_1B4,4
Net,,field_1B8,4
Net,,field_1BC,4
Net,,field_1C0,4
Net,,field_1C4,4
Net,,field_1C8,4
Net,,field_1CC,4
Net,,field_1D0,4
Net,,field_1D4,4
Net,,field_1D8,4
Net,,field_1DC,4
Net,,field_1E0,4
Net,,field_1E4,4
Net,,field_1E8,4
Net,,field_1EC,4
Net,,field_1F0,4
Net,,field_1F4,4
Net,,field_1F8,4
Net,,field_1FC,4
Net,,field_200,256
Net,,field_300,256
Net,,field_400,256
Net,,field_500,256
Net,,field_600,256
Net,,field_700,96
Net,,field_B0,4
Net,,field_B4,4
Net,,field_B8,4
Net,,field_BC,4
Net,,field_C0,4
Net,,field_C4,4
Net,,field_C8,4
Net,,field_CC,4
Net,,field_D0,4
Net,,field_D4,4
Net,,field_D8,4
Net,,field_DC,4
Net,,field_E0,4
Net,,field_E4,4
Net,,field_F8,4
Net,,field_FC,4
Net,,netFifo1,
Net,,netFifo2,
Net,,netFifo3,
Net,0x0,vtable,4
Net,0x4,field_4,4
Net,0x8,field_8,4
Net,0xC,field_C,4
Net,0x10,field_10,4
Net,0x14,field_14,4
Net,0x18,field_18,4
Net,0x1C,field_1C,4
Net,0x20,field_20,4
Net,0x24,field_24,4
Net,0x28,field_28,4
Net,0x2C,field_2C,4
Net,0x30,field_30,4
Net,0x34,field_34,4
Net,0x38,field_38,4
Net,0x3C,field_3C,4
Net,0x40,field_40,4
Net,0x44,field_44,4
Net,0x48,field_48,4
Net,0x4C,field_4C,4
Net,0x50,field_50,4
Net,0x54,field_54,4
Net,0x58,voiceTx,
NetFifo,0x0,field_0,4
NetFifo,0x4,field_4,4
NetFifo,0x8,field_8,4
NetFifo,0xC,field_C,4
NetFifo,0x10,(sizeof),
NetMessage,,(sizeof),
NetMessage,,time,40
PCXHeader,0x0,Identifier,1
PCXHeader,0x1,Version,1
PCXHeader,0x2,Encoding,1
PCXHeader,0x3,BitsPerPixel,1
PCXHeader,0x4,XStart,2
PCXHeader,0x6,YStart,2
PCXHeader,0x8,XEnd,2
PCXHeader,0xA,YEnd,2
PCXHeader,0xC,HorzRes,2
PCXHeader,0xE,VertRes,2
PCXHeader,0x10,Palette,48
PCXHeader,0x40,Reserved1,1
PCXHeader,0x41,NumBitPlanes,1
PCXHeader,0x42,BytesPerLine,2
PCXHeader,0x44,PaletteType,2
PCXHeader,0x46,HorzScreenSize,2
PCXHeader,0x48,VertScreenSize,2
PCXHeader,0x4A,Reserved2,54
PCXHeader,0x80,(sizeof),
PInfo,,(sizeof),
PInfo,0x0,former,4
PInfo,0x4,safety,4
PInfo,0x8,target,4
PInfo,0xC,roads,4
PInfo,0x10,flags,4
PInfo,0x14,unit_near,4
PInfo,0x18,unit_path,4
PInfo,0x1C,enemy,4
PInfo,0x20,enemy_near,4
PInfo,0x24,enemy_dist,4
PInfo,0x28,enemy_rank,4
PInfo,0x2C,overlay,4
Palette,,(sizeof),
Palette,0x0,colors,
Palette,,paletteInternal,
Palette,,seed,4
Path,0x0,mapTable,4
Path,0x4,xTable,4
Path,0x8,yTable,4
Path,0xC,index1,4
Path,0x10,index2,4
Path,0x14,faction_id1,4
Path,0x18,xDst,4
Path,0x1C,yDst,4
Path,0x20,field_20,4
Path,0x24,faction_id2,4
Path,0x28,unit_id,4
Path,0x2C,(sizeof),
Point,,(sizeof),
Point,0x0,x,4
Point,0x4,y,4
Popup,0x3230,scroll,8524
Popup,0x537C,(sizeof),
PushButton,0xAB8,field_AB8,4
PushButton,0xABC,field_ABC,4
PushButton,0xAC0,field_AC0,4
PushButton,0xAC4,field_AC4,4
PushButton,0xAC8,field_AC8,4
PushButton,0xACC,field_ACC,4
PushButton,0xAD0,field_AD0,4
PushButton,0xAD4,field_AD4,4
PushButton,0xAD8,field_AD8,4
PushButton,0xADC,field_ADC,4
PushButton,0xAE0,field_AE0,4
PushButton,0xAE4,field_AE4,4
PushButton,0xAE8,field_AE8,4
PushButton,0xAEC,field_AEC,4
PushButton,0xAF0,field_AF0,4
PushButton,0xAF4,field_AF4,4
PushButton,0xAF8,field_AF8,4
PushButton,0xAFC,field_AFC,4
PushButton,0xB00,(sizeof),
RenderWindow,,(sizeof),
RenderWindow,,base_id,4
RenderWindow,,drawOnlyCursor,4
RenderWindow,,field_21A48,4
RenderWindow,,field_21A4C,4
RenderWindow,,field_21A50,4
RenderWindow,,field_21A54,4
RenderWindow,,field_21A58,4
RenderWindow,,field_21A5C,4
RenderWindow,,field_21A60,4
RenderWindow,,field_21A64,4
RenderWindow,,field_21A68,4
RenderWindow,,field_22480,4
RenderWindow,,field_22484,4
RenderWindow,,field_2248C,4
RenderWindow,,field_22490,4
RenderWindow,,field_22494,4
RenderWindow,,field_2249C,4
RenderWindow,,field_224A0,4
RenderWindow,,field_224A4,4
RenderWindow,,field_224A8,4
RenderWindow,,field_224AC,4
RenderWindow,,field_224B0,4
RenderWindow,,field_224B4,4
RenderWindow,,field_224B8,4
RenderWindow,,field_224BC,4
RenderWindow,,field_224C0,4
RenderWindow,,field_224C4,4
RenderWindow,,field_224C8,4
RenderWindow,,field_224CC,4
RenderWindow,,field_224D0,4
RenderWindow,,field_224D4,4
RenderWindow,,field_224D8,4
RenderWindow,,field_224DC,4
RenderWindow,,field_224E0,4
RenderWindow,,field_224E4,4
RenderWindow,,field_224E8,4
RenderWindow,,field_224EC,4
RenderWindow,,field_224F0,4
RenderWindow,,field_224F4,4
RenderWindow,,field_224F8,4
RenderWindow,,field_224FC,4
RenderWindow,,field_22500,4
RenderWindow,,field_22504,4
RenderWindow,,field_22508,4
RenderWindow,,field_2250C,4
RenderWindow,,field_22510,4
RenderWindow,,field_22514,4
RenderWindow,,field_22528,2776
RenderWindow,,field_23000,4096
RenderWindow,,field_24000,4096
RenderWindow,,field_25000,4096
RenderWindow,,field_26000,4096
RenderWindow,,field_27000,4096
RenderWindow,,field_28000,4096
RenderWindow,,field_29000,572
RenderWindow,,iResWindowTab,4
RenderWindow,,oBufWin,2580
RenderWindow,,rResWindow,16
RenderWindow,0xA14,field_A14,1516
RenderWindow,0x1000,field_1000,4096
RenderWindow,0x2000,field_2000,4096
RenderWindow,0x3000,field_3000,4096
RenderWindow,0x4000,field_4000,4096
RenderWindow,0x5000,field_5000,4096
RenderWindow,0x6000,field_6000,4096
RenderWindow,0x7000,field_7000,4096
RenderWindow,0x8000,field_8000,4096
RenderWindow,0x9000,field_9000,4096
RenderWindow,0xA000,field_A000,4096
RenderWindow,0xB000,field_B000,4096
RenderWindow,0xC000,field_C000,4096
RenderWindow,0xD000,field_D000,4096
RenderWindow,0xE000,field_E000,4096
RenderWindow,0xF000,field_F000,4096
RenderWindow,0x10000,field_10000,4096
RenderWindow,0x11000,field_11000,4096
RenderWindow,0x12000,field_12000,4096
RenderWindow,0x13000,field_13000,4096
RenderWindow,0x14000,field_14000,4096
RenderWindow,0x15000,field_15000,4096
RenderWindow,0x16000,field_16000,4096
RenderWindow,0x17000,field_17000,4096
RenderWindow,0x18000,field_18000,4096
RenderWindow,0x19000,field_19000,4096
RenderWindow,0x1A000,field_1A000,4096
RenderWindow,0x1B000,field_1B000,4096
RenderWindow,0x1C000,field_1C000,4096
RenderWindow,0x1D000,field_1D000,3436
RenderWindow,0x1DD6C,iZoomX2,4
RenderWindow,0x1DD70,iWhatToDrawFlags,4
RenderWindow,0x1DD74,iDrawToggleA,4
RenderWindow,0x1DD78,iDrawToggleB,4
RenderWindow,0x1DD7C,field_1DD7C,4
RenderWindow,0x1DD80,field_1DD80,4
RenderWindow,0x1DD84,field_1DD84,4
RenderWindow,0x1DD88,field_1DD88,4
RenderWindow,0x1DD8C,field_1DD8C,4
RenderWindow,0x1DD90,field_1DD90,4
RenderWindow,0x1DD94,field_1DD94,4
RenderWindow,0x1DD98,iZoomFactor,4
RenderWindow,0x1DD9C,iTileX,4
RenderWindow,0x1DDA0,iTileY,4
RenderWindow,0x1DDA4,iMapTileLeft,4
RenderWindow,0x1DDA8,iMapTileTop,4
RenderWindow,0x1DDAC,iMapPixelLeft,4
RenderWindow,0x1DDB0,iMapPixelTop,4
RenderWindow,0x1DDB4,iPixelsPerTileX,4
RenderWindow,0x1DDB8,iPixelsPerHalfTileX,4
RenderWindow,0x1DDBC,iPixelsPerTileY,4
RenderWindow,0x1DDC0,iPixelsPerHalfTileY_2,4
RenderWindow,0x1DDC4,iPixelsPerHalfTileY,4
RenderWindow,0x1DDC8,iZoomX12_2,4
RenderWindow,0x1DDCC,iMapTilesOddX,4
RenderWindow,0x1DDD0,iMapTilesOddY,4
RenderWindow,0x1DDD4,iMapTilesEvenX,4
RenderWindow,0x1DDD8,iMapTilesEvenY,4
RenderWindow,0x1DDDC,iZoomX12,4
RenderWindow,0x1DDE0,iZoomX4,4
RenderWindow,0x1DDE4,field_1DDE4,4
RenderWindow,0x1DDE8,field_1DDE8,4
RenderWindow,0x1DDEC,field_1DDEC,4
RenderWindow,0x1DDF0,field_1DDF0,4
RenderWindow,0x1DDF4,field_1DDF4,4
RenderWindow,0x1DDF8,field_1DDF8,4
RenderWindow,0x1DDFC,field_1DDFC,4
RenderWindow,0x1DE00,field_1DE00,4
RenderWindow,0x1DE04,field_1DE04,4
RenderWindow,0x1DE08,field_1DE08,4
RenderWindow,0x1DE0C,field_1DE0C,4
RenderWindow,0x1DE10,field_1DE10,4
RenderWindow,0x1DE14,field_1DE14,4
RenderWindow,0x1DE18,field_1DE18,4
RenderWindow,0x1DE1C,field_1DE1C,4
RenderWindow,0x1DE20,field_1DE20,4
RenderWindow,0x1DE24,field_1DE24,4
RenderWindow,0x1DE28,oCanvas1,1416
RenderWindow,0x1E3B0,oCanvas2,1416
RenderWindow,0x1E938,oCanvas3,1416
RenderWindow,0x1EEC0,iLastZoomFactor,4
RenderWindow,0x1EEC4,iLastZoomX2,4
RenderWindow,0x1EEC8,oFont1,40
RenderWindow,0x1EEF0,iFont1Height,4
RenderWindow,0x1EEF4,oFont2,40
RenderWindow,0x1EF1C,iFont2Height,4
RenderWindow,0x1EF20,oFont3,40
RenderWindow,0x1EF48,iFont3Height,4
RenderWindow,0x1EF4C,field_1EF4C,4
RenderWindow,0x1EF50,field_1EF50,4
RenderWindow,0x1EF54,oaClass3B,
ReplayEvent,0x0,event,1
ReplayEvent,0x1,faction_id,1
ReplayEvent,0x2,turn,2
ReplayEvent,0x4,x,2
ReplayEvent,0x6,y,2
ReplayEvent,0x8,(sizeof),
ReportInfc,,(sizeof),
ReportInfc,,field_10,4
ReportInfc,,field_14,4
ReportInfc,,field_18,4
ReportInfc,,field_1C,4
ReportInfc,,field_20,4
ReportInfc,,field_24,4
ReportInfc,,field_28,4
ReportInfc,,field_2C,4
ReportInfc,,field_30,4
ReportInfc,,field_34,4
ReportInfc,,field_38,4
ReportInfc,,field_3C,4
ReportInfc,,field_40,4
ReportInfc,,field_44,4
ReportInfc,,field_48,4
ReportInfc,,field_4C,4
ReportInfc,,field_50,4
ReportInfc,,field_54,4
ReportInfc,,field_58,4
ReportInfc,,field_5C,4
ReportInfc,,field_60,4
ReportInfc,,field_64,4
ReportInfc,,field_68,4
ReportInfc,,field_6C,4
ReportInfc,,field_70,4
ReportInfc,,field_74,4
ReportInfc,,field_78,4
ReportInfc,,field_7C,4
ReportInfc,,field_8,4
ReportInfc,,field_80,131716
ReportInfc,,field_C,4
ResValue,0x0,nutrient,4
ResValue,0x4,mineral,4
ResValue,0x8,energy,4
ResValue,0xC,unused,4
ResValue,0x10,(sizeof),
Scroll,0xA14,field_A14,4
Scroll,0xA18,field_A18,4
Scroll,0xA1C,border_color,4
Scroll,0xA20,field_A20,4
Scroll,0xA24,field_A24,4
Scroll,0xA28,field_A28,4
Scroll,0xA2C,position,4
Scroll,0xA30,field_A30,4
Scroll,0xA34,field_A34,4
Scroll,0xA38,field_A38,4
Scroll,0xA3C,field_A3C,4
Scroll,0xA40,paging,4
Scroll,0xA44,field_A44,4
Scroll,0xA48,field_A48,4
Scroll,0xA4C,field_A4C,4
Scroll,0xA50,field_A50,4
Scroll,0xA54,bar_thickness1,4
Scroll,0xA58,bar_thickness2,4
Scroll,0xA5C,color,4
Scroll,0xA60,bar_thickness3,4
Scroll,0xA64,buffer,4
Scroll,0xA68,bevel_thickness,4
Scroll,0xA6C,bevel_upper,4
Scroll,0xA70,bevel_lower,4
Scroll,0xA74,field_A74,4
Scroll,0xA78,field_A78,4
Scroll,0xA7C,sprite_left1,4
Scroll,0xA80,sprite_left2,4
Scroll,0xA84,sprite_left3,4
Scroll,0xA88,field_A88,4
Scroll,0xA8C,field_A8C,4
Scroll,0xA90,field_A90,4
Scroll,0xA94,sprite_right1,4
Scroll,0xA98,sprite_right2,4
Scroll,0xA9C,sprite_right3,4
Scroll,0xAA0,field_AA0,4
Scroll,0xAA4,field_AA4,4
Scroll,0xAA8,field_AA8,4
Scroll,0xAAC,flatButton_left,2892
Scroll,0x15F8,flatButton_right,2892
Scroll,0x2144,field_2144,4
Scroll,0x2148,field_2148,4
Scroll,0x214C,(sizeof),
SetupWin,0xA14,field_A14,1516
SetupWin,0x1000,field_1000,1696
SetupWin,0x16A0,(sizeof),
Sound,0x0,vtable,4
Sound,0x4,volume,4
Sound,0x8,pan,4
Sound,0xC,field_C,4
Sound,0x10,field_10,4
Sound,0x14,field_14,4
Sound,0x18,field_18,4
Sound,0x1C,field_1C,4
Sound,0x20,field_20,4
Sound,0x24,field_24,4
Sound,0x28,field_28,4
Sound,0x2C,field_2C,4
Sound,0x30,loop_state,4
Sound,0x34,delay,4
Sound,0x38,fade,4
Sound,0x3C,field_3C,4
Sound,0x40,flags,4
Sound,0x44,field_44,4
Sound,0x48,field_48,4
Sound,0x4C,fname,4
Sound,0x50,sound_type,4
Sound,0x54,(sizeof),
SpotList,0x0,spots,4
SpotList,0x4,max_count,4
SpotList,0x8,cur_count,4
SpotList,0xC,(sizeof),
Sprite,0x0,ppszFileName,4
Sprite,0x4,pcBits,4
Sprite,0x8,cTransparentIndex,1
Sprite,0x9,f9,3
Sprite,0xC,iSpriteWidth2,4
Sprite,0x10,iSpriteWidth,4
Sprite,0x14,iSpriteHeight,4
Sprite,0x18,iWidth,4
Sprite,0x1C,iHeight,4
Sprite,0x20,iLeftOffset,4
Sprite,0x24,iTopOffset,4
Sprite,0x28,fObj1Exists,4
Sprite,0x2C,(sizeof),
SpriteBox,,(sizeof),
SpriteBox,,dialog,244
SpriteBox,0x0,field_0,4
SpriteBox,,field_1C,4
SpriteBox,,field_20,4
SpriteBox,,field_24,4
SpriteBox,,field_28,4
SpriteBox,,field_2C,4
SpriteBox,,field_30,4
SpriteBox,,field_34,4
SpriteBox,,field_38,4
SpriteBox,,field_3C,4
SpriteBox,,field_40,4
SpriteBox,,field_44,4
SpriteBox,,field_48,4
SpriteBox,,field_4C,4
SpriteBox,,field_50,4
SpriteBox,,field_54,4
SpriteBox,,field_58,4
SpriteBox,,field_5C,4
SpriteBox,,field_60,4
SpriteBox,,field_64,4
SpriteBox,,field_68,4
SpriteBox,,field_6C,4
SpriteBox,,field_70,4
SpriteBox,,field_74,4
SpriteBox,,field_78,4
SpriteBox,,field_7C,4
SpriteBox,,field_80,4
SpriteBox,,field_84,4
SpriteBox,,field_88,4
SpriteBox,,field_AA0,4
SpriteBox,,graphicWin,2580
SpriteBox,0x4,field_4,4
SpriteBox,0x8,field_8,4
SpriteBox,0xC,field_C,4
SpriteBox,0x10,spot,
StatusWin,,(sizeof),
StatusWin,0x0,field_0,4
StatusWin,0x4,field_4,4
StatusWin,0x8,field_8,4
StatusWin,0xC,field_C,4
StatusWin,0x10,field_10,4
StatusWin,0x14,field_14,4
StatusWin,0x18,field_18,4
StatusWin,0x1C,field_1C,4
StatusWin,0x20,field_20,4
StatusWin,0x24,field_24,4
StatusWin,0x28,field_28,4
StatusWin,0x2C,field_2C,4
StatusWin,0x30,caviar,5072
StatusWin,0x1400,field_1400,4
StatusWin,0x1404,field_1404,4
StatusWin,0x1408,field_1408,4
StatusWin,0x140C,field_140C,4
StatusWin,0x1410,field_1410,4
StatusWin,0x1414,field_1414,4
StatusWin,0x1418,field_1418,4
StatusWin,0x141C,field_141C,4
StatusWin,0x1420,field_1420,4
StatusWin,0x1424,field_1424,4
StatusWin,0x1428,field_1428,4
StatusWin,0x142C,field_142C,4
StatusWin,0x1430,field_1430,4
StatusWin,0x1434,field_1434,4
StatusWin,0x1438,field_1438,4
StatusWin,0x143C,field_143C,4
StatusWin,0x1440,field_1440,4
StatusWin,0x1444,field_1444,4
StatusWin,0x1448,field_1448,4
StatusWin,0x144C,field_144C,4
StatusWin,0x1450,field_1450,4
StatusWin,0x1454,field_1454,4
StatusWin,0x1458,field_1458,4
StatusWin,0x145C,field_145C,4
StatusWin,0x1460,field_1460,4
StatusWin,0x1464,field_1464,4
StatusWin,0x1468,field_1468,4
StatusWin,0x146C,field_146C,4
StatusWin,0x1470,field_1470,4
StatusWin,0x1474,field_1474,4
StatusWin,0x1478,field_1478,4
StatusWin,0x147C,field_147C,4
StatusWin,0x1480,field_1480,4
StatusWin,0x1484,field_1484,4
StatusWin,0x1488,field_1488,4
StatusWin,0x148C,field_148C,4
StatusWin,0x1490,field_1490,4
StatusWin,0x1494,field_1494,4
StatusWin,0x1498,field_1498,4
StatusWin,0x149C,field_149C,4
StatusWin,0x14A0,field_14A0,4
StatusWin,0x14A4,field_14A4,4
StatusWin,0x14A8,field_14A8,4
StatusWin,0x14AC,field_14AC,4
StatusWin,0x14B0,field_14B0,4
StatusWin,0x14B4,field_14B4,4
StatusWin,0x14B8,field_14B8,4
StatusWin,0x14BC,field_14BC,4
StatusWin,0x14C0,field_14C0,4
StatusWin,0x14C4,field_14C4,4
StatusWin,0x14C8,field_14C8,4
StatusWin,0x14CC,field_14CC,4
StatusWin,0x14D0,field_14D0,4
StatusWin,0x14D4,field_14D4,4
StatusWin,0x14D8,field_14D8,4
StatusWin,0x14DC,field_14DC,4
StatusWin,0x14E0,field_14E0,4
StatusWin,0x14E4,field_14E4,4
StatusWin,0x14E8,field_14E8,4
StatusWin,0x14EC,field_14EC,4
StatusWin,0x14F0,field_14F0,4
StatusWin,0x14F4,field_14F4,4
StatusWin,0x14F8,field_14F8,4
StatusWin,0x14FC,field_14FC,4
StatusWin,0x1500,field_1500,4
StatusWin,0x1504,field_1504,4
StatusWin,0x1508,field_1508,4
StatusWin,0x150C,field_150C,4
StatusWin,0x1510,field_1510,4
StatusWin,0x1514,field_1514,4
StatusWin,0x1518,field_1518,4
StatusWin,0x151C,field_151C,4
StatusWin,0x1520,field_1520,4
StatusWin,0x1524,field_1524,4
StatusWin,0x1528,field_1528,4
StatusWin,0x152C,field_152C,4
StatusWin,0x1530,oFontNorm,40
StatusWin,0x1558,oFontItal,40
StatusWin,0x1580,oFontBold,40
StatusWin,0x15A8,iTileInfoTab,4
StatusWin,0x15AC,iFontHeight,4
StatusWin,0x15B0,field_15B0,4
StatusWin,0x15B4,iTileX,4
StatusWin,0x15B8,iTileY,4
StatusWin,0x15BC,iUnitIndex,4
StatusWin,0x15C0,iCityIndex,4
StatusWin,0x15C4,field_15C4,4
StatusWin,0x15C8,field_15C8,4
StatusWin,0x15CC,field_15CC,4
StatusWin,0x15D0,field_15D0,4
StatusWin,0x15D4,field_15D4,4
StatusWin,0x15D8,fInOnClick,4
StatusWin,0x15DC,field_15DC,4
StatusWin,0x15E0,oHitBoxList,
Strings,0x0,oMemAllocator,20
Strings,0x14,fAllocated,4
Strings,0x18,(sizeof),
SubInterface,0x0,vtable,4
SubInterface,0x4,field_4,4
SubInterface,0x8,(sizeof),
TTilePos,0x0,field_0,1
TTilePos,0x1,field_1,1
TTilePos,0x2,field_2,1
TTilePos,0x3,field_3,1
TTilePos,0x4,field_4,1
TTilePos,0x5,field_5,1
TTilePos,0x6,field_6,1
TTilePos,0x7,field_7,1
TTilePos,0x8,field_8,1
TTilePos,0x9,field_9,1
TTilePos,0xA,field_A,1
TTilePos,0xB,field_B,1
TTilePos,0xC,(sizeof),
Texture,0x0,pcBits,4
Texture,0x4,iWidth,4
Texture,0x8,iHeight,4
Texture,0xC,dwordC,4
Texture,0x10,dword10,4
Texture,0x14,iWidthLess1,4
Texture,0x18,dword18,4
Texture,0x1C,dword1C,4
Texture,0x20,iHeightLess1,4
Texture,0x24,dword24,4
Texture,0x28,iHeightLess1_2,4
Texture,0x2C,dword2C,4
Texture,0x30,dword30,4
Texture,0x34,dword34,4
Texture,0x38,dword38,4
